"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"PCMIT-1","Functional Expense Hierarchy","P421420-001","P421420","Development Services Management",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421420-001","P421420","Development Services Management",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421430-001","P421430","Data Administration And Warehousing",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421430-001","P421430","Data Administration And Warehousing",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421430-001","P421430","Data Administration And Warehousing",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421430-001","P421430","Data Administration And Warehousing",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242042-001","P242042","Is&T Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",303,"Software Projects",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242042-001","P242042","Is&T Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",313,"Software Projects",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242042-001","P242042","Is&T Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242042-001","P242042","Is&T Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",698,"Software Projects",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404407-001","P404407","Vp Is&T Special Funding",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",303,"Software Projects",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404407-001","P404407","Vp Is&T Special Funding",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",313,"Software Projects",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404407-001","P404407","Vp Is&T Special Funding",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404407-001","P404407","Vp Is&T Special Funding",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",698,"Software Projects",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242030-001","P242030","Unified Collaboration Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242030-001","P242030","Unified Collaboration Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242030-001","P242030","Unified Collaboration Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242030-001","P242030","Unified Collaboration Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242031-001","P242031","Managed It Support Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242031-001","P242031","Managed It Support Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242031-001","P242031","Managed It Support Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242031-001","P242031","Managed It Support Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242032-001","P242032","On Site Support Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242032-001","P242032","On Site Support Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242032-001","P242032","On Site Support Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242032-001","P242032","On Site Support Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242815-001","P242815","Enterprise Software Portfolio",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242815-001","P242815","Enterprise Software Portfolio",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242815-001","P242815","Enterprise Software Portfolio",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242815-001","P242815","Enterprise Software Portfolio",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242033-001","P242033","Community Support And Outreach",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242033-001","P242033","Community Support And Outreach",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242033-001","P242033","Community Support And Outreach",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242033-001","P242033","Community Support And Outreach",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242037-001","P242037","Enabling Services Hq",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242037-001","P242037","Enabling Services Hq",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242037-001","P242037","Enabling Services Hq",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242037-001","P242037","Enabling Services Hq",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242040-001","P242040","Kerberos Consortium",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242040-001","P242040","Kerberos Consortium",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242040-001","P242040","Kerberos Consortium",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242040-001","P242040","Kerberos Consortium",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242041-001","P242041","Emerging Solutions",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",304,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242041-001","P242041","Emerging Solutions",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",314,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242041-001","P242041","Emerging Solutions",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242041-001","P242041","Emerging Solutions",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",699,"Emerging Solutions",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242954-001","P242954","Business Intelligence",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242954-001","P242954","Business Intelligence",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242954-001","P242954","Business Intelligence",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242954-001","P242954","Business Intelligence",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242953-001","P242953","Sap Administration",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242953-001","P242953","Sap Administration",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242953-001","P242953","Sap Administration",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242953-001","P242953","Sap Administration",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242951-001","P242951","Task Force And Energy Initiatives",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242951-001","P242951","Task Force And Energy Initiatives",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242951-001","P242951","Task Force And Energy Initiatives",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242951-001","P242951","Task Force And Energy Initiatives",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242950-001","P242950","Data Management Headquarters",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242950-001","P242950","Data Management Headquarters",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242950-001","P242950","Data Management Headquarters",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242950-001","P242950","Data Management Headquarters",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242006-001","P242006","Network Operations",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242006-001","P242006","Network Operations",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242006-001","P242006","Network Operations",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242006-001","P242006","Network Operations",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421230-001","P421230","Administrative Systems Hq",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421230-001","P421230","Administrative Systems Hq",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421230-001","P421230","Administrative Systems Hq",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421230-001","P421230","Administrative Systems Hq",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421221-001","P421221","Education Course Management",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421221-001","P421221","Education Course Management",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421221-001","P421221","Education Course Management",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421221-001","P421221","Education Course Management",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421220-001","P421220","Education Technical Architctr &Framework",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421220-001","P421220","Education Technical Architctr &Framework",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421220-001","P421220","Education Technical Architctr &Framework",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421220-001","P421220","Education Technical Architctr &Framework",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421219-001","P421219","Education Business Systems Analysis",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421219-001","P421219","Education Business Systems Analysis",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421219-001","P421219","Education Business Systems Analysis",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421219-001","P421219","Education Business Systems Analysis",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421218-001","P421218","Education Software Develpmnt & Operation",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421218-001","P421218","Education Software Develpmnt & Operation",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421218-001","P421218","Education Software Develpmnt & Operation",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421218-001","P421218","Education Software Develpmnt & Operation",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421217-001","P421217","Education Project Management",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421217-001","P421217","Education Project Management",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421217-001","P421217","Education Project Management",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421217-001","P421217","Education Project Management",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421216-001","P421216","Education Systems Hq",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",304,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421216-001","P421216","Education Systems Hq",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",314,"Emerging Solutions",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421216-001","P421216","Education Systems Hq",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421216-001","P421216","Education Systems Hq",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",699,"Emerging Solutions",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404405-001","P404405","Vp Is&T Bates Hpc Project",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404405-001","P404405","Vp Is&T Bates Hpc Project",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404405-001","P404405","Vp Is&T Bates Hpc Project",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404405-001","P404405","Vp Is&T Bates Hpc Project",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242005-001","P242005","Mit Network Manager",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
