"FCLT_BUILDING_ADDRESS_KEY","FCLT_BUILDING_KEY","FISCAL_PERIOD","FCLT_BUILDING_ADDRESS_HIST_KEY","BUILDING_NUMBER","ADDRESS_PURPOSE","ADDRESS_CITY_ID","IS_E911_ADDRESS","STREET_NUMBER","STREET_NUMBER_SUFFIX","PRE_DIRECTIONAL","STREET_NAME","STREET_SUFFIX","POST_DIRECTIONAL","CITY","STATE","POSTAL_CODE","WAREHOUSE_LOAD_DATE"
"OC19D-E911_1","OC19D","201505","OC19D-E911_1-201505","OC19D","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19D-STREET","OC19D","201505","OC19D-STREET-201505","OC19D","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19E-E911_1","OC19E","201505","OC19E-E911_1-201505","OC19E","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19E-STREET","OC19E","201505","OC19E-STREET-201505","OC19E","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19F-E911_1","OC19F","201505","OC19F-E911_1-201505","OC19F","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19F-STREET","OC19F","201505","OC19F-STREET-201505","OC19F","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19G-E911_1","OC19G","201505","OC19G-E911_1-201505","OC19G","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19G-STREET","OC19G","201505","OC19G-STREET-201505","OC19G","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19H-E911_1","OC19H","201505","OC19H-E911_1-201505","OC19H","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19H-STREET","OC19H","201505","OC19H-STREET-201505","OC19H","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19J-E911_1","OC19J","201505","OC19J-E911_1-201505","OC19J","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19J-STREET","OC19J","201505","OC19J-STREET-201505","OC19J","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19K-E911_1","OC19K","201505","OC19K-E911_1-201505","OC19K","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19K-STREET","OC19K","201505","OC19K-STREET-201505","OC19K","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19L-E911_1","OC19L","201505","OC19L-E911_1-201505","OC19L","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19L-STREET","OC19L","201505","OC19L-STREET-201505","OC19L","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19M-E911_1","OC19M","201505","OC19M-E911_1-201505","OC19M","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19M-STREET","OC19M","201505","OC19M-STREET-201505","OC19M","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19N-E911_1","OC19N","201505","OC19N-E911_1-201505","OC19N","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19N-STREET","OC19N","201505","OC19N-STREET-201505","OC19N","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19Q-E911_1","OC19Q","201505","OC19Q-E911_1-201505","OC19Q","E911_1","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC19Q-STREET","OC19Q","201505","OC19Q-STREET-201505","OC19Q","STREET","","","21","","","MANNING","AVE","","MIDDLETON","MA","01949",01-DEC-14
"OC20-E911_1","OC20","201505","OC20-E911_1-201505","OC20","E911_1","","","8","","","TYLER","ST","","SOMERVILLE","MA","02143",01-DEC-14
"OC20-STREET","OC20","201505","OC20-STREET-201505","OC20","STREET","","","8","","","TYLER","ST","","SOMERVILLE","MA","02143",01-DEC-14
"OC21-E911_1","OC21","201505","OC21-E911_1-201505","OC21","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC21-MAIL","OC21","201505","OC21-MAIL-201505","OC21","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC21-STREET","OC21","201505","OC21-STREET-201505","OC21","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC22-E911_1","OC22","201505","OC22-E911_1-201505","OC22","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC22-MAIL","OC22","201505","OC22-MAIL-201505","OC22","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC22-STREET","OC22","201505","OC22-STREET-201505","OC22","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC23-E911_1","OC23","201505","OC23-E911_1-201505","OC23","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"1-E911_1","1","201505","1-E911_1-201505","1","E911_1","26019","","33","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"1-MAIL","1","201505","1-MAIL-201505","1","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"1-PARCL1","1","201505","1-PARCL1-201505","1","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"1-STREET","1","201505","1-STREET-201505","1","STREET","26019","","33","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"2-E911_1","2","201505","2-E911_1-201505","2","E911_1","710","","182","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"2-MAIL","2","201505","2-MAIL-201505","2","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"2-PARCL1","2","201505","2-PARCL1-201505","2","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"2-STREET","2","201505","2-STREET-201505","2","STREET","710","","182","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"3-E911_1","3","201505","3-E911_1-201505","3","E911_1","31037","","33","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"3-MAIL","3","201505","3-MAIL-201505","3","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"3-PARCL1","3","201505","3-PARCL1-201505","3","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"3-STREET","3","201505","3-STREET-201505","3","STREET","","","33","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"4-E911_1","4","201505","4-E911_1-201505","4","E911_1","31039","","182","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"4-MAIL","4","201505","4-MAIL-201505","4","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"4-PARCL1","4","201505","4-PARCL1-201505","4","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"4-STREET","4","201505","4-STREET-201505","4","STREET","","","182","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02142",01-DEC-14
"5-E911_1","5","201505","5-E911_1-201505","5","E911_1","707","","55","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"5-MAIL","5","201505","5-MAIL-201505","5","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"5-PARCL1","5","201505","5-PARCL1-201505","5","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"5-STREET","5","201505","5-STREET-201505","5","STREET","707","","55","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"6-E911_1","6","201505","6-E911_1-201505","6","E911_1","31039","","182","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"6-MAIL","6","201505","6-MAIL-201505","6","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"6-PARCL1","6","201505","6-PARCL1-201505","6","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"6-STREET","6","201505","6-STREET-201505","6","STREET","","","182","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02142",01-DEC-14
"6B-E911_1","6B","201505","6B-E911_1-201505","6B","E911_1","31039","","182","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"6B-MAIL","6B","201505","6B-MAIL-201505","6B","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"6B-PARCL1","6B","201505","6B-PARCL1-201505","6B","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"6B-STREET","6B","201505","6B-STREET-201505","6B","STREET","","","182","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02142",01-DEC-14
"6C-E911_1","6C","201505","6C-E911_1-201505","6C","E911_1","31039","","182","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"6C-MAIL","6C","201505","6C-MAIL-201505","6C","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"6C-STREET","6C","201505","6C-STREET-201505","6C","STREET","","","182","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02142",01-DEC-14
"7-E911_1","7","201505","7-E911_1-201505","7","E911_1","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"7-MAIL","7","201505","7-MAIL-201505","7","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"7-PARCL1","7","201505","7-PARCL1-201505","7","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"7-STREET","7","201505","7-STREET-201505","7","STREET","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"7A-E911_1","7A","201505","7A-E911_1-201505","7A","E911_1","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"7A-MAIL","7A","201505","7A-MAIL-201505","7A","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"7A-PARCL1","7A","201505","7A-PARCL1-201505","7A","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"7A-STREET","7A","201505","7A-STREET-201505","7A","STREET","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"8-E911_1","8","201505","8-E911_1-201505","8","E911_1","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"8-MAIL","8","201505","8-MAIL-201505","8","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"8-PARCL1","8","201505","8-PARCL1-201505","8","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"8-STREET","8","201505","8-STREET-201505","8","STREET","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"9-E911_1","9","201505","9-E911_1-201505","9","E911_1","704","","105","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"9-MAIL","9","201505","9-MAIL-201505","9","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"9-PARCL1","9","201505","9-PARCL1-201505","9","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"9-STREET","9","201505","9-STREET-201505","9","STREET","704","","105","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"10-E911_1","10","201505","10-E911_1-201505","10","E911_1","26060","","222","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"10-MAIL","10","201505","10-MAIL-201505","10","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"10-PARCL1","10","201505","10-PARCL1-201505","10","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"10-STREET","10","201505","10-STREET-201505","10","STREET","26060","","222","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"11-E911_1","11","201505","11-E911_1-201505","11","E911_1","31040","","77","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"11-MAIL","11","201505","11-MAIL-201505","11","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"11-PARCL1","11","201505","11-PARCL1-201505","11","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"11-STREET","11","201505","11-STREET-201505","11","STREET","","","77","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"12-E911_1","12","201505","12-E911_1-201505","12","E911_1","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"12-MAIL","12","201505","12-MAIL-201505","12","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"12-PARCL1","12","201505","12-PARCL1-201505","12","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"12-STREET","12","201505","12-STREET-201505","12","STREET","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"12A-E911_1","12A","201505","12A-E911_1-201505","12A","E911_1","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"12A-MAIL","12A","201505","12A-MAIL-201505","12A","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"12A-PARCL1","12A","201505","12A-PARCL1-201505","12A","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"12A-STREET","12A","201505","12A-STREET-201505","12A","STREET","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"13-E911_1","13","201505","13-E911_1-201505","13","E911_1","31912","","105","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"13-MAIL","13","201505","13-MAIL-201505","13","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"13-PARCL1","13","201505","13-PARCL1-201505","13","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"13-STREET","13","201505","13-STREET-201505","13","STREET","","","105","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"14-E911_1","14","201505","14-E911_1-201505","14","E911_1","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14-MAIL","14","201505","14-MAIL-201505","14","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"14-PARCL1","14","201505","14-PARCL1-201505","14","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"14-STREET","14","201505","14-STREET-201505","14","STREET","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14E-E911_1","14E","201505","14E-E911_1-201505","14E","E911_1","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14E-STREET","14E","201505","14E-STREET-201505","14E","STREET","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14N-E911_1","14N","201505","14N-E911_1-201505","14N","E911_1","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14N-STREET","14N","201505","14N-STREET-201505","14N","STREET","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14S-E911_1","14S","201505","14S-E911_1-201505","14S","E911_1","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14S-STREET","14S","201505","14S-STREET-201505","14S","STREET","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14W-E911_1","14W","201505","14W-E911_1-201505","14W","E911_1","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"14W-STREET","14W","201505","14W-STREET-201505","14W","STREET","27500","","160","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-DEC-14
"16-E911_1","16","201505","16-E911_1-201505","16","E911_1","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"16-MAIL","16","201505","16-MAIL-201505","16","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"16-PARCL1","16","201505","16-PARCL1-201505","16","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"16-STREET","16","201505","16-STREET-201505","16","STREET","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"17-E911_1","17","201505","17-E911_1-201505","17","E911_1","705","","76","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"17-MAIL","17","201505","17-MAIL-201505","17","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"17-PARCL1","17","201505","17-PARCL1-201505","17","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"17-STREET","17","201505","17-STREET-201505","17","STREET","705","","76","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"18-E911_1","18","201505","18-E911_1-201505","18","E911_1","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"18-MAIL","18","201505","18-MAIL-201505","18","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"18-PARCL1","18","201505","18-PARCL1-201505","18","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"18-STREET","18","201505","18-STREET-201505","18","STREET","25343","","21","","","AMES","ST","","CAMBRIDGE","MA","02142",01-DEC-14
"24-E911_1","24","201505","24-E911_1-201505","24","E911_1","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"24-MAIL","24","201505","24-MAIL-201505","24","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"24-PARCL1","24","201505","24-PARCL1-201505","24","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"24-STREET","24","201505","24-STREET-201505","24","STREET","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"26-E911_1","26","201505","26-E911_1-201505","26","E911_1","711","","60","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"26-MAIL","26","201505","26-MAIL-201505","26","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"26-PARCL1","26","201505","26-PARCL1-201505","26","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-DEC-14
"OC23-MAIL","OC23","201505","OC23-MAIL-201505","OC23","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC23-STREET","OC23","201505","OC23-STREET-201505","OC23","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC24-E911_1","OC24","201505","OC24-E911_1-201505","OC24","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC24-MAIL","OC24","201505","OC24-MAIL-201505","OC24","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC24-STREET","OC24","201505","OC24-STREET-201505","OC24","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC25-E911_1","OC25","201505","OC25-E911_1-201505","OC25","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC25-MAIL","OC25","201505","OC25-MAIL-201505","OC25","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC25-STREET","OC25","201505","OC25-STREET-201505","OC25","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC26-E911_1","OC26","201505","OC26-E911_1-201505","OC26","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC26-MAIL","OC26","201505","OC26-MAIL-201505","OC26","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC26-STREET","OC26","201505","OC26-STREET-201505","OC26","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-DEC-14
"OC31-E911_1","OC31","201505","OC31-E911_1-201505","OC31","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC31-STREET","OC31","201505","OC31-STREET-201505","OC31","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC31A-E911_1","OC31A","201505","OC31A-E911_1-201505","OC31A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC31A-STREET","OC31A","201505","OC31A-STREET-201505","OC31A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32-E911_1","OC32","201505","OC32-E911_1-201505","OC32","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32-STREET","OC32","201505","OC32-STREET-201505","OC32","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32A-E911_1","OC32A","201505","OC32A-E911_1-201505","OC32A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32A-STREET","OC32A","201505","OC32A-STREET-201505","OC32A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32B-E911_1","OC32B","201505","OC32B-E911_1-201505","OC32B","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC32B-STREET","OC32B","201505","OC32B-STREET-201505","OC32B","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC33-E911_1","OC33","201505","OC33-E911_1-201505","OC33","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC33-STREET","OC33","201505","OC33-STREET-201505","OC33","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC35-E911_1","OC35","201505","OC35-E911_1-201505","OC35","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC35-STREET","OC35","201505","OC35-STREET-201505","OC35","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC36-E911_1","OC36","201505","OC36-E911_1-201505","OC36","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC36-STREET","OC36","201505","OC36-STREET-201505","OC36","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC36A-E911_1","OC36A","201505","OC36A-E911_1-201505","OC36A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC36A-STREET","OC36A","201505","OC36A-STREET-201505","OC36A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-DEC-14
"OC40-E911_1","OC40","201505","OC40-E911_1-201505","OC40","E911_1","","","100","","","BIGELOW","ST","","HOLYOKE","MA","01040",01-DEC-14
"OC40-STREET","OC40","201505","OC40-STREET-201505","OC40","STREET","","","100","","","BIGELOW","ST","","HOLYOKE","MA","01040",01-DEC-14
"W1-E911_1","W1","201505","W1-E911_1-201505","W1","E911_1","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W1-MAIL","W1","201505","W1-MAIL-201505","W1","MAIL","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W1-PARCL1","W1","201505","W1-PARCL1-201505","W1","PARCL1","","","MEM300","","","","","","","","02139",01-DEC-14
"W1-STREET","W1","201505","W1-STREET-201505","W1","STREET","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W2-E911_1","W2","201505","W2-E911_1-201505","W2","E911_1","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W2-MAIL","W2","201505","W2-MAIL-201505","W2","MAIL","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W2-PARCL1","W2","201505","W2-PARCL1-201505","W2","PARCL1","","","MEM311","","","","","","","","02139",01-DEC-14
"W2-STREET","W2","201505","W2-STREET-201505","W2","STREET","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W4-E911_1","W4","201505","W4-E911_1-201505","W4","E911_1","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W4-MAIL","W4","201505","W4-MAIL-201505","W4","MAIL","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W4-PARCL1","W4","201505","W4-PARCL1-201505","W4","PARCL1","","","MEM319","","","","","","","","02139",01-DEC-14
"W4-PARCL2","W4","201505","W4-PARCL2-201505","W4","PARCL2","","","MEM318","","","","","","","","02139",01-DEC-14
"W4-PARCL3","W4","201505","W4-PARCL3-201505","W4","PARCL3","","","MEM317","","","","","","","","02139",01-DEC-14
"W4-PARCL4","W4","201505","W4-PARCL4-201505","W4","PARCL4","","","MEM315","","","","","","","","02139",01-DEC-14
"W4-STREET","W4","201505","W4-STREET-201505","W4","STREET","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W5-E911_1","W5","201505","W5-E911_1-201505","W5","E911_1","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W5-MAIL","W5","201505","W5-MAIL-201505","W5","MAIL","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W5-PARCL1","W5","201505","W5-PARCL1-201505","W5","PARCL1","","","MEM341","","","","","","","","02139",01-DEC-14
"W5-STREET","W5","201505","W5-STREET-201505","W5","STREET","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W7-E911_1","W7","201505","W7-E911_1-201505","W7","E911_1","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W7-MAIL","W7","201505","W7-MAIL-201505","W7","MAIL","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W7-PARCL1","W7","201505","W7-PARCL1-201505","W7","PARCL1","","","VAS106","","","","","","","","02139",01-DEC-14
"W7-STREET","W7","201505","W7-STREET-201505","W7","STREET","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W8-E911_1","W8","201505","W8-E911_1-201505","W8","E911_1","671","","409","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W8-MAIL","W8","201505","W8-MAIL-201505","W8","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
