"MOIRA_LIST_KEY","MOIRA_LIST_NAME","MOIRA_LIST_DESCRIPTION","IS_ACTIVE","IS_MOIRA_MAILING_LIST","IS_MOIRA_GROUP","IS_NFS_GROUP","IS_PUBLIC","IS_HIDDEN"
"pulse-acl","pulse-acl","none","Y","Y","Y","N","N","N"
"greenteam","greenteam","none","Y","Y","N","N","N","N"
"phonology-circle-request","phonology-circle-request","none","Y","Y","N","N","N","N"
"dfuller-list-request","dfuller-list-request","none","Y","Y","N","N","N","N"
"ctl-onrebate","ctl-onrebate","none","Y","Y","N","N","N","N"
"r3-log-request","r3-log-request","none","Y","Y","N","N","N","N"
"e_m","e_m","none","Y","Y","N","N","N","N"
"citeam-request","citeam-request","none","Y","Y","N","N","N","N"
"duspfund","duspfund","none","Y","Y","N","N","N","N"
"physplant07","physplant07","none","Y","Y","N","N","N","N"
"phdthese","phdthese","none","Y","Y","N","N","N","N"
"cyclic-spellout-request","cyclic-spellout-request","none","Y","Y","N","N","N","N"
"ccs-cisr","ccs-cisr","none","Y","Y","N","N","N","N"
"qubit-video-request","qubit-video-request","none","Y","Y","N","N","N","N"
"sla-tulip","sla-tulip","none","Y","Y","N","N","N","N"
"ft-95s-request","ft-95s-request","none","Y","Y","N","N","N","N"
"duspla-request","duspla-request","none","Y","Y","N","N","N","N"
"network-spamscreen","network-spamscreen","none","Y","Y","N","N","N","N"
"maproot","maproot","none","Y","Y","N","N","N","N"
"network-requests-spamscreen","network-requests-spamscreen","none","Y","Y","N","N","N","N"
"myfavoritechords-request","myfavoritechords-request","none","Y","Y","N","N","N","N"
"search-spamscreen","search-spamscreen","none","Y","Y","N","N","N","N"
"castscan-request","castscan-request","none","Y","Y","N","N","N","N"
"lfm-www-request","lfm-www-request","none","Y","Y","N","N","N","N"
"mse-meng-request","mse-meng-request","none","Y","Y","N","N","N","N"
"planningla-request","planningla-request","none","Y","Y","N","N","N","N"
"ig5-request","ig5-request","none","Y","Y","N","N","N","N"
"quarantine","quarantine","none","Y","Y","N","N","N","N"
"crcp_heartland-request","crcp_heartland-request","none","Y","Y","N","N","N","N"
"ibsweb-request","ibsweb-request","none","Y","Y","N","N","N","N"
"pe-production-request","pe-production-request","none","Y","Y","N","N","N","N"
"registrar-production-request","registrar-production-request","none","Y","Y","N","N","N","N"
"design-inquiry-request","design-inquiry-request","none","Y","Y","N","N","N","N"
"jarthur","jarthur","none","Y","Y","N","N","N","N"
"jarthur-request","jarthur-request","none","Y","Y","N","N","N","N"
"oneacts-soup-request","oneacts-soup-request","none","Y","Y","N","N","N","N"
"megsubjects-request","megsubjects-request","none","Y","Y","N","N","N","N"
"maenergymap-www","maenergymap-www","none","Y","Y","Y","N","N","N"
"smarch2-request","smarch2-request","none","Y","Y","N","N","N","N"
"nhpower2-request","nhpower2-request","none","Y","Y","N","N","N","N"
"smarch1-request","smarch1-request","none","Y","Y","N","N","N","N"
"nasa_cer_vehicle","nasa_cer_vehicle","none","Y","Y","N","N","N","N"
"ht-sur-acl","ht-sur-acl","none","Y","Y","N","N","N","N"
"phd-request","phd-request","none","Y","Y","N","N","N","N"
"its-cvs-request","its-cvs-request","none","Y","Y","N","N","N","N"
"ht-seung-acl","ht-seung-acl","none","Y","Y","N","N","N","N"
"red_october","red_october","none","Y","Y","N","N","N","N"
"rhe-update-announce-acl","rhe-update-announce-acl","none","Y","Y","N","N","N","N"
"everyoneatnext05-request","everyoneatnext05-request","none","Y","Y","N","N","N","N"
"edumacation-request","edumacation-request","none","Y","Y","N","N","N","N"
"crcp-projectfellows-request","crcp-projectfellows-request","none","Y","Y","N","N","N","N"
"mlog07-acl","mlog07-acl","none","Y","Y","N","N","N","N"
"fellows05-request","fellows05-request","none","Y","Y","N","N","N","N"
"rtn-dbr-request","rtn-dbr-request","none","Y","Y","N","N","N","N"
"ht-mwl-acl","ht-mwl-acl","none","Y","Y","N","N","N","N"
"sos-net","sos-net","none","Y","Y","N","N","N","N"
"photoninjasquad-request","photoninjasquad-request","none","Y","Y","N","N","N","N"
"daper_search_com_guests-request","daper_search_com_guests-request","none","Y","Y","N","N","N","N"
"newjugglers-request","newjugglers-request","none","Y","Y","N","N","N","N"
"ht-tonegawa-acl","ht-tonegawa-acl","none","Y","Y","N","N","N","N"
"interphysics","interphysics","none","Y","Y","N","N","N","N"
"rrr1999-request","rrr1999-request","none","Y","Y","N","N","N","N"
"sem126-request","sem126-request","none","Y","Y","N","N","N","N"
"m2007-editing-request","m2007-editing-request","none","Y","Y","N","N","N","N"
"m2007-website-request","m2007-website-request","none","Y","Y","N","N","N","N"
"cilab-request","cilab-request","none","Y","Y","N","N","N","N"
"cityform-request","cityform-request","none","Y","Y","N","N","N","N"
"ctl-twitter","ctl-twitter","none","Y","Y","N","N","N","N"
"guitar99-request","guitar99-request","none","Y","Y","N","N","N","N"
"dictionopolis-request","dictionopolis-request","none","Y","Y","N","N","N","N"
"nwcrew-request","nwcrew-request","none","Y","Y","N","N","N","N"
"ist-lt-notes","ist-lt-notes","none","Y","Y","N","N","N","N"
"m2007-presentation-request","m2007-presentation-request","none","Y","Y","N","N","N","N"
"sap-help-request","sap-help-request","none","Y","Y","N","N","N","N"
"nacapella","nacapella","none","Y","Y","N","N","N","N"
"gsc-gradformal-request","gsc-gradformal-request","none","Y","Y","N","N","N","N"
"sap-prd-notice-request-old","sap-prd-notice-request-old","none","Y","Y","N","N","N","N"
"phdcep-www","phdcep-www","none","Y","Y","Y","N","N","N"
"fellows04-request","fellows04-request","none","Y","Y","N","N","N","N"
"crcp-neonfellows-request","crcp-neonfellows-request","none","Y","Y","N","N","N","N"
"ctl-usenet","ctl-usenet","none","Y","Y","N","N","N","N"
"mitdlbc-president","mitdlbc-president","none","Y","Y","N","N","N","N"
"save-the-lambda-request","save-the-lambda-request","none","Y","Y","N","N","N","N"
"mit-brewers","mit-brewers","none","Y","Y","N","N","N","N"
"eudora-features","eudora-features","none","Y","Y","N","N","N","N"
"carstens-mom-request","carstens-mom-request","none","Y","Y","N","N","N","N"
"media_in_transition_list-request","media_in_transition_list-request","none","Y","Y","N","N","N","N"
"sem3a18-request","sem3a18-request","none","Y","Y","N","N","N","N"
"dev-cmis-request","dev-cmis-request","none","Y","Y","N","N","N","N"
"myfoodoptions-request","myfoodoptions-request","none","Y","Y","N","N","N","N"
"cwis-help","cwis-help","none","Y","Y","N","N","N","N"
"sloanbvi-officers","sloanbvi-officers","none","Y","Y","Y","N","N","N"
"ethereal99-request","ethereal99-request","none","Y","Y","N","N","N","N"
"resnet-request","resnet-request","none","Y","Y","N","N","N","N"
"emat_alum-request","emat_alum-request","none","Y","Y","N","N","N","N"
"grad-econ05-request","grad-econ05-request","none","Y","Y","N","N","N","N"
"mitcast","mitcast","none","Y","Y","N","N","N","N"
"lmf-08","lmf-08","none","Y","Y","N","N","N","N"
"erin-gzornblatt","erin-gzornblatt","none","Y","Y","N","N","N","N"
"lmf-07","lmf-07","none","Y","Y","N","N","N","N"
"sp-tennis-request","sp-tennis-request","none","Y","Y","N","N","N","N"
"sidney-pacific-tennis-request","sidney-pacific-tennis-request","none","Y","Y","N","N","N","N"
"ieee-preview","ieee-preview","none","Y","Y","N","N","N","N"
"ieee-business","ieee-business","none","Y","Y","N","N","N","N"
"rethink-pubs-request","rethink-pubs-request","none","Y","Y","N","N","N","N"
"parg-request","parg-request","none","Y","Y","N","N","N","N"
"sma5413-04-request","sma5413-04-request","none","Y","Y","N","N","N","N"
"ozone-member-acl","ozone-member-acl","none","Y","Y","N","N","N","N"
"live-request","live-request","none","Y","Y","N","N","N","N"
"fll-lecturers-request","fll-lecturers-request","none","Y","Y","N","N","N","N"
"clubleaders-request","clubleaders-request","none","Y","Y","N","N","N","N"
"ned-info-request","ned-info-request","none","Y","Y","N","N","N","N"
"riyada","riyada","none","Y","Y","N","N","N","N"
"japansummerworkshop2000-request","japansummerworkshop2000-request","none","Y","Y","N","N","N","N"
"cscw94chairs-request","cscw94chairs-request","none","Y","Y","N","N","N","N"
"cluster_improvements","cluster_improvements","none","Y","Y","N","N","N","N"
"maguro","maguro","none","Y","Y","N","N","N","N"
"sh_checklist-request","sh_checklist-request","none","Y","Y","N","N","N","N"
"mbaldo-request","mbaldo-request","none","Y","Y","N","N","N","N"
"mas110-students-request","mas110-students-request","none","Y","Y","N","N","N","N"
"cscw94chairs","cscw94chairs","none","Y","Y","N","N","N","N"
"ppgkamm-request","ppgkamm-request","none","Y","Y","N","N","N","N"
"macompcom","macompcom","none","Y","Y","N","N","N","N"
"green2f-request","green2f-request","none","Y","Y","N","N","N","N"
"physics-8012-f2000-request","physics-8012-f2000-request","none","Y","Y","N","N","N","N"
"esg-human","esg-human","none","Y","Y","N","N","N","N"
"ctl-nashbar","ctl-nashbar","none","Y","Y","N","N","N","N"
"shbt-alumni-request","shbt-alumni-request","none","Y","Y","N","N","N","N"
"mitna-approval","mitna-approval","none","Y","Y","N","N","N","N"
"otop","otop","none","Y","Y","N","N","N","N"
"hatchet97-request","hatchet97-request","none","Y","Y","N","N","N","N"
"morphology-request","morphology-request","none","Y","Y","N","N","N","N"
"rancid","rancid","none","Y","Y","N","N","N","N"
"grad-econ00-request","grad-econ00-request","none","Y","Y","N","N","N","N"
"nukefrosh-request","nukefrosh-request","none","Y","Y","N","N","N","N"
"plp-secret-agent-request","plp-secret-agent-request","none","Y","Y","N","N","N","N"
"omesac-request","omesac-request","none","Y","Y","N","N","N","N"
"charrette-staff","charrette-staff","none","Y","Y","N","N","N","N"
"cheme-thermo-request","cheme-thermo-request","none","Y","Y","N","N","N","N"
"charrette-all","charrette-all","none","Y","Y","N","N","N","N"
"philos-minor-request","philos-minor-request","none","Y","Y","N","N","N","N"
"jewnet-for-real","jewnet-for-real","none","Y","Y","N","N","N","N"
"koach","koach","none","Y","Y","N","N","N","N"
"medcac","medcac","none","Y","Y","N","N","N","N"
"dusp-cc-request","dusp-cc-request","none","Y","Y","N","N","N","N"
"seminar-10a13-request","seminar-10a13-request","none","Y","Y","N","N","N","N"
"meng-water05-request","meng-water05-request","none","Y","Y","N","N","N","N"
"se-machinal-request","se-machinal-request","none","Y","Y","N","N","N","N"
"physmet-request","physmet-request","none","Y","Y","N","N","N","N"
"dslsupportstaff-request","dslsupportstaff-request","none","Y","Y","N","N","N","N"
"olc-projmgrs","olc-projmgrs","none","Y","Y","N","N","N","N"
"sap-it-request","sap-it-request","none","Y","Y","N","N","N","N"
"som-addicts-request","som-addicts-request","none","Y","Y","N","N","N","N"
"dauntless-wait","dauntless-wait","none","Y","Y","N","N","N","N"
"hi-comp-request","hi-comp-request","none","Y","Y","N","N","N","N"
"dauntless-late","dauntless-late","none","Y","Y","N","N","N","N"
"dauntless-early","dauntless-early","none","Y","Y","N","N","N","N"
"osgseminar-request","osgseminar-request","none","Y","Y","N","N","N","N"
"energy-selam-request","energy-selam-request","none","Y","Y","N","N","N","N"
"dmd_sectionc-request","dmd_sectionc-request","none","Y","Y","N","N","N","N"
"htc25th-request","htc25th-request","none","Y","Y","N","N","N","N"
"charrette-b","charrette-b","none","Y","Y","N","N","N","N"
"r3-print-request","r3-print-request","none","Y","Y","N","N","N","N"
"seminar-xxi-fellows-request","seminar-xxi-fellows-request","none","Y","Y","N","N","N","N"
"carsty-request","carsty-request","none","Y","Y","N","N","N","N"
"datamining","datamining","none","Y","Y","N","N","N","N"
"dmamailinglist-request","dmamailinglist-request","none","Y","Y","N","N","N","N"
"cee103","cee103","none","Y","Y","N","N","N","N"
"rishivg","rishivg","none","Y","Y","N","N","N","N"
"minority_faculty-request","minority_faculty-request","none","Y","Y","N","N","N","N"
"onestudio-request","onestudio-request","none","Y","Y","N","N","N","N"
"kc-request","kc-request","none","Y","Y","N","N","N","N"
"its-transport-request","its-transport-request","none","Y","Y","N","N","N","N"
"sea-net-request","sea-net-request","none","Y","Y","N","N","N","N"
"mse95","mse95","none","Y","Y","N","N","N","N"
"sem10a13-request","sem10a13-request","none","Y","Y","N","N","N","N"
"nus-it-request","nus-it-request","none","Y","Y","N","N","N","N"
"dtm98-request","dtm98-request","none","Y","Y","N","N","N","N"
"ec-2e-04","ec-2e-04","none","Y","Y","N","N","N","N"
"les-triumverate-of-les-housing","les-triumverate-of-les-housing","none","Y","Y","N","N","N","N"
"ec-1e-04","ec-1e-04","none","Y","Y","N","N","N","N"
"ec-4w-04","ec-4w-04","none","Y","Y","N","N","N","N"
"film-experience","film-experience","none","Y","Y","N","N","N","N"
