"HIERARCHY_TYPE","DLC_KEY","DLC_CODE","DLC_NAME","MASTER_DEPT_HIER_LEVEL_1_CODE","MASTER_DEPT_HIER_LEVEL_1_NAME","MASTER_DEPT_HIER_LEVEL_2_CODE","MASTER_DEPT_HIER_LEVEL_2_NAME","MASTER_DEPT_HIER_LEVEL_3_CODE","MASTER_DEPT_HIER_LEVEL_3_NAME","MASTER_DEPT_HIER_LEVEL_4_CODE","MASTER_DEPT_HIER_LEVEL_4_NAME","MASTER_DEPT_HIER_LEVEL_5_CODE","MASTER_DEPT_HIER_LEVEL_5_NAME"
"Standard Hierarchy","D_INST_RELATED","D_INST_RELATED","Institute Related","D_ALL","All Departments","D_INST_REL_AREA","Miscellaneous Institute Related","","","","","",""
"Standard Hierarchy","D_LONGTERM_DIS","D_LONGTERM_DIS","Long term disability","D_ALL","All Departments","D_INST_REL_AREA","Miscellaneous Institute Related","","","","","",""
"Standard Hierarchy","D_OTHER_PAYMENT","D_OTHER_PAYMENT","Payroll - other payments","D_ALL","All Departments","D_INST_REL_AREA","Miscellaneous Institute Related","","","","","",""
"Standard Hierarchy","D_DEFUNCT","D_DEFUNCT","Defunct units","D_ALL","All Departments","D_UNDEF_DEFUNCT","Undefined or defunct","","","","","",""
"Standard Hierarchy","D_OLE","D_OLE","Open Learning Enterprise","D_ALL","All Departments","D_UNDEF_DEFUNCT","Undefined or defunct","","","","","",""
"Standard Hierarchy","D_UNDEF","D_UNDEF","Undefined - no DLC","D_ALL","All Departments","D_UNDEF_DEFUNCT","Undefined or defunct","","","","","",""
"Standard Hierarchy","D_CROSS_REG","D_CROSS_REG","Institutions where students are cross-registered","D_ALL","All Departments","D_OUTSIDE_INST","Other institutions outside of MIT","","","","","",""
"Standard Hierarchy","D_CAVS","D_CAVS","Center for Advanced Visual Studies","D_ALL","All Departments","D_OBSOLETE","Obsolete DLC codes","","","","","",""
"Standard Hierarchy","D_DAPER","D_DAPER","Department of Athletics","D_ALL","All Departments","D_OBSOLETE","Obsolete DLC codes","","","","","",""
"Standard Hierarchy","D_PCLM","D_PCLM","Picower Institute for Learning and Memory","D_ALL","All Departments","D_OBSOLETE","Obsolete DLC codes","","","","","",""
