"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER"
"2005","15.955","15","955","15.955","15.955","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","12.NIV","12","NIV","12.NIV","12.NIV","N","12","Earth, Atmos & Planetary Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2006","9.97","9","97","9.97","9.97","N","9","Brain and Cognitive Sciences","2005FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","Consult M. Potter","Consult M. Potter","",28-SEP-04,28-OCT-24,"","","","","","",""
"2005","21A.NIV","21A","NIV","21A.NIV","21A.NIV","N","21A","Anthropology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","22.NIV","22","NIV","22.NIV","22.NIV","N","22","Nuclear Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.754","SP","754","SP.754","SP.754","N","EDG","Edgerton Center","1997FA","Research Information Retrieval","Research Information Retrieval","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.758","SP","758","SP.758","SP.758","N","EDG","Edgerton Center","1995FA","Real-World Electronics","Real-World Electronics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","N","Y","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.759","SP","759","SP.759","SP.759","N","EDG","Edgerton Center","1995FA","Lego Robotics","Lego Robotics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.761","SP","761","SP.761","SP.761","N","EDG","Edgerton Center","2002FA","Solar Cars","Solar Cars","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Bales","J. Bales","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","21H.932","21H","932","21H.932","21H.932","Y","21H","History","1994FA","Spec Topics in History","Special Topics in History","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","21M.NIV","21M","NIV","21M.NIV","21M.NIV","N","21M","Music","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.767","SP","767","SP.767","SP.767","N","EDG","Edgerton Center","2003FA","Balancing Scales: Getting","Balancing the Scales: Getting the Most Out of Your Freshman Year","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.768","SP","768","SP.768","SP.768","N","EDG","Edgerton Center","2003FA","Making Things Happen: Leading","Making Things Happen: Leading with Style","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2006","6.095","6","095","6.095","6.095","N","6","Electrical Eng & Computer Sci","1995FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.096","6","096","6.096","6.096","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.097","6","097","6.097","6.097","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.098","6","098","6.098","6.098","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.090","6","090","6.090","6.090","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.091","6","091","6.091","6.091","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.092","6","092","6.092","6.092","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.093","6","093","6.093","6.093","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.188","6","188","6.188","6.188","N","6","Electrical Eng & Computer Sci","2002FA","Spec Lab Subj: EE & CS","Special Laboratory Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. C. Smith","A. C. Smith","",16-MAY-05,28-OCT-24,"","","","","","",""
"2006","6.185","6","185","6.185","6.185","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Special Laboratory Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. C. Smith","A. C. Smith","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","6.186","6","186","6.186","6.186","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Special Laboratory Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. C. Smith","A. C. Smith","",28-SEP-04,28-OCT-24,"","","","","","",""
"2005","21F.THT","21F","THT","21F.THT","21F.ThT","N","21F","Global Studies & Languages","1996FA","FL&L Pre-Thesis Tutorial","FL&L Pre-Thesis Tutorial","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2006","11.NIV","11","NIV","11.NIV","11.NIV","N","11","Urban Studies and Planning","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.290","SP","290","SP.290","SP.290","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.291","SP","291","SP.291","SP.291","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.292","SP","292","SP.292","SP.292","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2005","7.NIV","7","NIV","7.NIV","7.NIV","N","7","Biology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","6.NIV","6","NIV","6.NIV","6.NIV","N","6","Electrical Eng & Computer Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","5.NIV","5","NIV","5.NIV","5.NIV","N","5","Chemistry","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2006","SP.293","SP","293","SP.293","SP.293","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.294","SP","294","SP.294","SP.294","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.295","SP","295","SP.295","SP.295","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.296","SP","296","SP.296","SP.296","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.297","SP","297","SP.297","SP.297","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.298","SP","298","SP.298","SP.298","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.2H2","SP","2H2","SP.2H2","SP.2H2","N","ESG","Experimental Study Group","1996FA","ESG-HASS Distribution","ESG-HASS Distribution","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","13.NIV","13","NIV","13.NIV","13.NIV","N","13","Ocean Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2005","21F.910","21F","910","21F.910","21F.910","Y","21F","Global Studies & Languages","2002FA","Spec Top: Foreign Lang & Lit","Special Topics in Foreign Languages and Literatures","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.290","SP","290","SP.290","SP.290","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","SP.291","SP","291","SP.291","SP.291","N","ESG","Experimental Study Group","1989FA","ESG:Special Topics","ESG Special Topics","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","21M.546","21M","546","21M.546","21M.545, 21M.546","Y","21M","Music","1994FA","Research in Music","Research in Music","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","B. Vercoe","B. Vercoe","",30-OCT-03,28-OCT-24,"","","","","","",""
"2005","AS.101","AS","101","AS.101","AS.101","Y","AS","Aerospace Studies (ROTC)","2005FA","The Foundns of US Air Force","The Foundations of the United States Air Force","N",1,0,1,2,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Nelson","J. Nelson","",03-MAR-04,28-OCT-24,"","","","","","",""
"2006","SP.799","SP","799","SP.799","SP.799","N","EDG","Edgerton Center","1995FA","People Power","People Power","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.772","SP","772","SP.772","SP.772","N","EDG","Edgerton Center","2003FA","Internet Tech Loc&Glob Commun","Internet Technology in Local and Global Communities","N",3,0,3,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","N","Y","N","A. Nevins","A. Nevins","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.767","SP","767","SP.767","SP.767","N","EDG","Edgerton Center","2003FA","Balancing Scales: Getting","Balancing the Scales: Getting the Most Out of Your Freshman Year","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.768","SP","768","SP.768","SP.768","N","EDG","Edgerton Center","2003FA","Making Things Happen: Leading","Making Things Happen: Leading with Style","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.759","SP","759","SP.759","SP.759","N","EDG","Edgerton Center","1995FA","Lego Robotics","Lego Robotics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.761","SP","761","SP.761","SP.761","N","EDG","Edgerton Center","2002FA","Solar Cars","Solar Cars","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Bales","J. Bales","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","21F.NIV","21F","NIV","21F.NIV","21F.NIV","N","21F","Global Studies & Languages","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","21F.THT","21F","THT","21F.THT","21F.ThT","N","21F","Global Studies & Languages","1996FA","FL&L Pre-Thesis Tutorial","FL&L Pre-Thesis Tutorial","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2008","6.089","6","089","6.089","6.080-6.089","Y","6","Electrical Eng & Computer Sci","2008FA","Spec Subj in EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","G. C. Verghese","G. C. Verghese","",30-MAY-07,28-OCT-24,"","","","","","",""
"2008","6.090","6","090","6.090","6.090","N","6","Electrical Eng & Computer Sci","2008FA","Spec Subject in EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","G. C. Verghese","G. C. Verghese","",08-FEB-07,28-OCT-24,"","","","","","",""
"2008","6.091","6","091","6.091","6.091","N","6","Electrical Eng & Computer Sci","2008FA","Spec Subject in EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","G. C. Verghese","G. C. Verghese","",08-FEB-07,28-OCT-24,"","","","","","",""
"2008","6.092","6","092","6.092","6.092","N","6","Electrical Eng & Computer Sci","2008FA","Spec Subject in EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","G. C. Verghese","G. C. Verghese","",08-FEB-07,28-OCT-24,"","","","","","",""
"2008","6.093","6","093","6.093","6.093","N","6","Electrical Eng & Computer Sci","2008FA","Spec Subject EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","G. C. Verghese","G. C. Verghese","",08-FEB-07,28-OCT-24,"","","","","","",""
"2007","2.NIV","2","NIV","2.NIV","2.NIV","N","2","Mechanical Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.913","6","913","6.913","6.913","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.914","6","914","6.914","6.9106.914","Y","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","L. A. Gould","L. A. Gould","",20-APR-06,28-OCT-24,"","","","","","",""
"2007","6.915","6","915","6.915","6.915","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.917","6","917","6.917","6.917","N","6","Electrical Eng & Computer Sci","1997FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.918","6","918","6.918","6.918","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","4.NIV","4","NIV","4.NIV","4.NIV","N","4","Architecture","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.090","6","090","6.090","6.090","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.091","6","091","6.091","6.091","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.092","6","092","6.092","6.092","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.093","6","093","6.093","6.093","N","6","Electrical Eng & Computer Sci","1991FA","Spec Subj: EE & CS","Spec Subj: EE & CS","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","6.095","6","095","6.095","6.095","N","6","Electrical Eng & Computer Sci","2007FA","Spec Subj: EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. C. Smith","A. C. Smith","",22-FEB-06,28-OCT-24,"","","","","","",""
"2007","6.096","6","096","6.096","6.096","N","6","Electrical Eng & Computer Sci","2007FA","Spec Subj: EE & CS","Special Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. C. Smith","A. C. Smith","",22-FEB-06,28-OCT-24,"","","","","","",""
