"FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"42C-112A","42C-112A","42C","1","42C-1","112A","42C-1-112A","102","CIRCULAT","109","CORR","","","149","DOF","","",80.1,"","","1",,,,,28-OCT-24
"42C-112B","42C-112B","42C","1","42C-1","112B","42C-1-112B","101","BLDG SRV","102","F LAV","","","149","DOF","","",133.97,"","","1",,,,,28-OCT-24
"42C-112B2","42C-112B2","42C","1","42C-1","112B2","42C-1-112B2","102","CIRCULAT","109","CORR","","","149","DOF","","",173.9,"","","1",,,,,28-OCT-24
"42C-112CA","42C-112CA","42C","1","42C-1","112CA","42C-1-112CA","101","BLDG SRV","106","M LAV","","","149","DOF","","",402.17,"","","1",,,,,28-OCT-24
"42C-112E","42C-112E","42C","1","42C-1","112E","42C-1-112E","107","MECHANIC","153","ELEC","","","149","DOF","","",46.35,"","","1",,,,,28-OCT-24
"42C-114J","42C-114J","42C","1","42C-1","114J","42C-1-114J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",45.16,"","","1",,,,,28-OCT-24
"42C-116","42C-116","42C","1","42C-1","116","42C-1-116","101","BLDG SRV","107","PB LAV","","","149","DOF","","",54.1,"","","1",,,,,28-OCT-24
"42C-118","42C-118","42C","1","42C-1","118","42C-1-118","101","BLDG SRV","107","PB LAV","","","149","DOF","","",54.1,"","","1",,,,,28-OCT-24
"42C-120E","42C-120E","42C","1","42C-1","120E","42C-1-120E","107","MECHANIC","153","ELEC","","","149","DOF","","",98.1,"","","1",,,,,28-OCT-24
"42C-122T","42C-122T","42C","1","42C-1","122T","42C-1-122T","107","MECHANIC","155","TELE","","","149","DOF","","",96.34,"","","1",,,,,28-OCT-24
"42C-140","42C-140","42C","1","42C-1","140","42C-1-140","107","MECHANIC","156","U/M","","","149","DOF","","",777.52,"","","1",,,,,28-OCT-24
"42C-141","42C-141","42C","1","42C-1","141","42C-1-141","102","CIRCULAT","109","CORR","","","149","DOF","","",272.06,"","","1",,,,,28-OCT-24
"42C-142A","42C-142A","42C","1","42C-1","142A","42C-1-142A","107","MECHANIC","156","U/M","","","149","DOF","","",1185.44,"","","1",,,,,28-OCT-24
"42C-142B","42C-142B","42C","1","42C-1","142B","42C-1-142B","107","MECHANIC","156","U/M","","","149","DOF","","",1185.44,"","","1",,,,,28-OCT-24
"42C-142C","42C-142C","42C","1","42C-1","142C","42C-1-142C","107","MECHANIC","156","U/M","","","149","DOF","","",1182.22,"","","1",,,,,28-OCT-24
"W20-109B","W20-109B","W20","1","W20-1","109B","W20-1-109B","107","MECHANIC","156","U/M","","","149","DOF","","",4.59,"","","0",,,,,28-OCT-24
"W20-117","W20-117","W20","1","W20-1","117","W20-1-117","107","MECHANIC","156","U/M","","","149","DOF","","",12,"","","1",,,,,28-OCT-24
"W20-121","W20-121","W20","1","W20-1","121","W20-1-121","101","BLDG SRV","202","CUS ST","","","149","DOF","","",25.75,"","","1",,,,,28-OCT-24
"W36-101","W36-101","W36","1","W36-1","101","W36-1-101","101","BLDG SRV","102","F LAV","","","149","DOF","","",454.24,"","","3",,,,,28-OCT-24
"W36-102","W36-102","W36","1","W36-1","102","W36-1-102","101","BLDG SRV","106","M LAV","","","149","DOF","","",241.56,"","","3",,,,,28-OCT-24
"W36-102A","W36-102A","W36","1","W36-1","102A","W36-1-102A","107","MECHANIC","156","U/M","","","149","DOF","","",82.43,"","","0",,,,,28-OCT-24
"W36-103E","W36-103E","W36","1","W36-1","103E","W36-1-103E","107","MECHANIC","153","ELEC","","","149","DOF","","",75.12,"","","0",,,,,28-OCT-24
"4-100CA","4-100CA","4","1","4-1","100CA","4-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",2141.53,"","","3",,,,,28-OCT-24
"4-100CB","4-100CB","4","1","4-1","100CB","4-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2496.17,"","","3",,,,,28-OCT-24
"4-100CC","4-100CC","4","1","4-1","100CC","4-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",1209.79,"","","3",,,,,28-OCT-24
"4-100E1","4-100E1","4","1","4-1","100E1","4-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",67.08,"","","3",,,,,28-OCT-24
"4-100LA","4-100LA","4","1","4-1","100LA","4-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",82.33,"","","3",,,,,28-OCT-24
"4-100LB","4-100LB","4","1","4-1","100LB","4-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",209.91,"","","3",,,,,28-OCT-24
"4-100LC","4-100LC","4","1","4-1","100LC","4-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",158.24,"","","3",,,,,28-OCT-24
"4-100SA","4-100SA","4","1","4-1","100SA","4-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",357.79,"","","3",,,,,28-OCT-24
"4-100SB","4-100SB","4","1","4-1","100SB","4-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",223.42,"","","3",,,,,28-OCT-24
"4-100Z","4-100Z","4","1","4-1","100Z","4-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",1057.87,"","","0",,,,,28-OCT-24
"4-101","4-101","4","1","4-1","101","4-1-101","101","BLDG SRV","106","M LAV","","","149","DOF","","",260.03,"","","3",,,,,28-OCT-24
"4-101J","4-101J","4","1","4-1","101J","4-1-101J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",51.75,"","","1",,,,,28-OCT-24
"4-105Z","4-105Z","4","1","4-1","105Z","4-1-105Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",26.46,"","","0",,,,,28-OCT-24
"4-110E","4-110E","4","1","4-1","110E","4-1-110E","107","MECHANIC","153","ELEC","","","149","DOF","","",17.8,"","","0",,,,,28-OCT-24
"4-129J","4-129J","4","1","4-1","129J","4-1-129J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",68.49,"","","1",,,,,28-OCT-24
"4-131AE","4-131AE","4","1","4-1","131AE","4-1-131AE","107","MECHANIC","153","ELEC","","","149","DOF","","",17.88,"","","0",,,,,28-OCT-24
"4-133E","4-133E","4","1","4-1","133E","4-1-133E","107","MECHANIC","153","ELEC","","","149","DOF","","",14.93,"","","0",,,,,28-OCT-24
"5-100CA","5-100CA","5","1","5-1","100CA","5-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1297.11,"","","3",,,,,28-OCT-24
"5-100CB","5-100CB","5","1","5-1","100CB","5-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",671.58,"","","3",,,,,28-OCT-24
"5-100LA","5-100LA","5","1","5-1","100LA","5-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",276.31,"","","3",,,,,28-OCT-24
"5-100SA","5-100SA","5","1","5-1","100SA","5-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",344.59,"","","3",,,,,28-OCT-24
"5-100Z","5-100Z","5","1","5-1","100Z","5-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",415.14,"","","0",,,,,28-OCT-24
"5-104L","5-104L","5","1","5-1","104L","5-1-104L","107","MECHANIC","156","U/M","","","149","DOF","","",70.44,"","","0",,,,,28-OCT-24
"6-120E","6-120E","6","1","6-1","120E","6-1-120E","107","MECHANIC","153","ELEC","","","149","DOF","","",21.47,"","","0",,,,,28-OCT-24
"6-120EM","6-120EM","6","1","6-1","120EM","6-1-120EM","107","MECHANIC","153","ELEC","","","149","DOF","","",8.85,"","","0",,,,,28-OCT-24
"6-121EM","6-121EM","6","1","6-1","121EM","6-1-121EM","107","MECHANIC","153","ELEC","","","149","DOF","","",19.33,"","","0",,,,,28-OCT-24
"6-122","6-122","6","1","6-1","122","6-1-122","107","MECHANIC","156","U/M","","","149","DOF","","",531.75,"","","2",,,,,28-OCT-24
"6-122A","6-122A","6","1","6-1","122A","6-1-122A","107","MECHANIC","156","U/M","","","149","DOF","","",187.9,"","","0",,,,,28-OCT-24
"6-122B","6-122B","6","1","6-1","122B","6-1-122B","107","MECHANIC","156","U/M","","","149","DOF","","",147.56,"","","0",,,,,28-OCT-24
"6-122C","6-122C","6","1","6-1","122C","6-1-122C","107","MECHANIC","156","U/M","","","149","DOF","","",99.14,"","","0",,,,,28-OCT-24
"6-122D","6-122D","6","1","6-1","122D","6-1-122D","107","MECHANIC","156","U/M","","","149","DOF","","",101.44,"","","0",,,,,28-OCT-24
"6-132E","6-132E","6","1","6-1","132E","6-1-132E","107","MECHANIC","153","ELEC","","","149","DOF","","",24.08,"","","0",,,,,28-OCT-24
"6-132T","6-132T","6","1","6-1","132T","6-1-132T","107","MECHANIC","155","TELE","","","149","DOF","","",9.68,"","","0",,,,,28-OCT-24
"7-100CA","7-100CA","7","1","7-1","100CA","7-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",838.08,"","","3",,,,,28-OCT-24
"7-100CB","7-100CB","7","1","7-1","100CB","7-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",581.95,"","","3",,,,,28-OCT-24
"7-100E1","7-100E1","7","1","7-1","100E1","7-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",72.6,"","","3",,,,,28-OCT-24
"7-100E2","7-100E2","7","1","7-1","100E2","7-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",29.37,"","","3",,,,,28-OCT-24
"7-100LA","7-100LA","7","1","7-1","100LA","7-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",6049.15,"","","3",,,,,28-OCT-24
"7-100SA","7-100SA","7","1","7-1","100SA","7-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",45.74,"","","3",,,,,28-OCT-24
"7-100SB","7-100SB","7","1","7-1","100SB","7-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",383.82,"","","3",,,,,28-OCT-24
"7-100Z","7-100Z","7","1","7-1","100Z","7-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",233.81,"","","0",,,,,28-OCT-24
"7-107","7-107","7","1","7-1","107","7-1-107","101","BLDG SRV","106","M LAV","","","149","DOF","","",291.03,"","","3",,,,,28-OCT-24
"7-107J","7-107J","7","1","7-1","107J","7-1-107J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",26.44,"","","1",,,,,28-OCT-24
"7-107Z","7-107Z","7","1","7-1","107Z","7-1-107Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",56.99,"","","0",,,,,28-OCT-24
"7-108E","7-108E","7","1","7-1","108E","7-1-108E","107","MECHANIC","153","ELEC","","","149","DOF","","",16.89,"","","0",,,,,28-OCT-24
"7-108Z","7-108Z","7","1","7-1","108Z","7-1-108Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",6.44,"","","0",,,,,28-OCT-24
"7-133Z","7-133Z","7","1","7-1","133Z","7-1-133Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",45.14,"","","0",,,,,28-OCT-24
"7-134J","7-134J","7","1","7-1","134J","7-1-134J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",31.31,"","","1",,,,,28-OCT-24
"7-135J","7-135J","7","1","7-1","135J","7-1-135J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",38.26,"","","1",,,,,28-OCT-24
"7-142E","7-142E","7","1","7-1","142E","7-1-142E","107","MECHANIC","153","ELEC","","","149","DOF","","",28.42,"","","0",,,,,28-OCT-24
"8-100CA","8-100CA","8","1","8-1","100CA","8-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1567.43,"","","3",,,,,28-OCT-24
"8-100CB","8-100CB","8","1","8-1","100CB","8-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",145.44,"","","3",,,,,28-OCT-24
"8-100CC","8-100CC","8","1","8-1","100CC","8-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",602.84,"","","3",,,,,28-OCT-24
"8-100CE","8-100CE","8","1","8-1","100CE","8-1-100CE","102","CIRCULAT","109","CORR","","","149","DOF","","",81.41,"","","3",,,,,28-OCT-24
"8-100E1","8-100E1","8","1","8-1","100E1","8-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",108.51,"","","3",,,,,28-OCT-24
"8-100E1M","8-100E1M","8","1","8-1","100E1M","8-1-100E1M","102","CIRCULAT","110","ELEV","","","149","DOF","","",119.06,"","","3",,,,,28-OCT-24
"8-100SA","8-100SA","8","1","8-1","100SA","8-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",138.06,"","","3",,,,,28-OCT-24
"8-100Z","8-100Z","8","1","8-1","100Z","8-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",291.1,"","","0",,,,,28-OCT-24
"8-113","8-113","8","1","8-1","113","8-1-113","101","BLDG SRV","102","F LAV","","","149","DOF","","",251.94,"","","3",,,,,28-OCT-24
"8-113E","8-113E","8","1","8-1","113E","8-1-113E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.83,"","","0",,,,,28-OCT-24
"8-113J","8-113J","8","1","8-1","113J","8-1-113J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",31.19,"","","1",,,,,28-OCT-24
"8-113Z","8-113Z","8","1","8-1","113Z","8-1-113Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",33.06,"","","0",,,,,28-OCT-24
"8-115E","8-115E","8","1","8-1","115E","8-1-115E","107","MECHANIC","153","ELEC","","","149","DOF","","",45.08,"","","0",,,,,28-OCT-24
"8-116","8-116","8","1","8-1","116","8-1-116","107","MECHANIC","156","U/M","","","149","DOF","","",140.29,"","","0",,,,,28-OCT-24
"8-117T","8-117T","8","1","8-1","117T","8-1-117T","107","MECHANIC","155","TELE","","","149","DOF","","",71.77,"","","0",,,,,28-OCT-24
"13-1000CA","13-1000CA","13","1","13-1","1000CA","13-1-1000CA","102","CIRCULAT","109","CORR","","","149","DOF","","",579.79,"","","3",,,,,28-OCT-24
"13-1000E1","13-1000E1","13","1","13-1","1000E1","13-1-1000E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",83.63,"","","3",,,,,28-OCT-24
"13-1000E2","13-1000E2","13","1","13-1","1000E2","13-1-1000E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",88.5,"","","3",,,,,28-OCT-24
"13-1000E3","13-1000E3","13","1","13-1","1000E3","13-1-1000E3","102","CIRCULAT","110","ELEV","","","149","DOF","","",60.8,"","","3",,,,,28-OCT-24
"13-1000SA","13-1000SA","13","1","13-1","1000SA","13-1-1000SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",159.61,"","","3",,,,,28-OCT-24
"13-1000SB","13-1000SB","13","1","13-1","1000SB","13-1-1000SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",208.56,"","","3",,,,,28-OCT-24
"13-1000SC","13-1000SC","13","1","13-1","1000SC","13-1-1000SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",145.64,"","","3",,,,,28-OCT-24
"13-1000SD","13-1000SD","13","1","13-1","1000SD","13-1-1000SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",145.22,"","","3",,,,,28-OCT-24
"13-1000SE","13-1000SE","13","1","13-1","1000SE","13-1-1000SE","102","CIRCULAT","112","STAIR","","","149","DOF","","",246.6,"","","3",,,,,28-OCT-24
"13-1000SF","13-1000SF","13","1","13-1","1000SF","13-1-1000SF","102","CIRCULAT","112","STAIR","","","149","DOF","","",108.11,"","","3",,,,,28-OCT-24
"13-1000SG","13-1000SG","13","1","13-1","1000SG","13-1-1000SG","102","CIRCULAT","112","STAIR","","","149","DOF","","",20.17,"","","3",,,,,28-OCT-24
"13-1000SH","13-1000SH","13","1","13-1","1000SH","13-1-1000SH","102","CIRCULAT","112","STAIR","","","149","DOF","","",12.99,"","","3",,,,,28-OCT-24
"13-100Z","13-100Z","13","1","13-1","100Z","13-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",89.83,"","","0",,,,,28-OCT-24
"13-1010","13-1010","13","1","13-1","1010","13-1-1010","101","BLDG SRV","107","PB LAV","","","149","DOF","","",50.35,"","","3",,,,,28-OCT-24
"13-1014J","13-1014J","13","1","13-1","1014J","13-1-1014J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",52.72,"","","1",,,,,28-OCT-24
"14N-132Z","14N-132Z","14N","1","14N-1","132Z","14N-1-132Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",31.15,"","","0",,,,,28-OCT-24
"14N-133","14N-133","14N","1","14N-1","133","14N-1-133","101","BLDG SRV","107","PB LAV","","","149","DOF","","",38.69,"","","1",,,,,28-OCT-24
"14N-133B","14N-133B","14N","1","14N-1","133B","14N-1-133B","101","BLDG SRV","107","PB LAV","","","149","DOF","","",41.52,"","","1",,,,,28-OCT-24
"14N-135","14N-135","14N","1","14N-1","135","14N-1-135","107","MECHANIC","156","U/M","","","149","DOF","","",19.71,"","","1",,,,,28-OCT-24
"14N-140J","14N-140J","14N","1","14N-1","140J","14N-1-140J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",20.14,"","","1",,,,,28-OCT-24
"18-100CA","18-100CA","18","1","18-1","100CA","18-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1331.52,"","","3",,,,,28-OCT-24
"18-100E1","18-100E1","18","1","18-1","100E1","18-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.89,"","","3",,,,,28-OCT-24
"18-100E2","18-100E2","18","1","18-1","100E2","18-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.89,"","","3",,,,,28-OCT-24
"18-100LA","18-100LA","18","1","18-1","100LA","18-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1289.07,"","","3",,,,,28-OCT-24
"18-100LD","18-100LD","18","1","18-1","100LD","18-1-100LD","102","CIRCULAT","111","LOBBY","","","149","DOF","","",63.75,"","","3",,,,,28-OCT-24
"18-100SA","18-100SA","18","1","18-1","100SA","18-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",116.64,"","","3",,,,,28-OCT-24
"18-100SB","18-100SB","18","1","18-1","100SB","18-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",133.09,"","","3",,,,,28-OCT-24
"18-100Z","18-100Z","18","1","18-1","100Z","18-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",113.64,"","","0",,,,,28-OCT-24
"18-102","18-102","18","1","18-1","102","18-1-102","101","BLDG SRV","102","F LAV","","","149","DOF","","",68.96,"","","3",,,,,28-OCT-24
"18-103","18-103","18","1","18-1","103","18-1-103","107","MECHANIC","156","U/M","","","149","DOF","","",1.62,"","","0",,,,,28-OCT-24
"18-105Z","18-105Z","18","1","18-1","105Z","18-1-105Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",72.39,"","","0",,,,,28-OCT-24
"18-114E","18-114E","18","1","18-1","114E","18-1-114E","107","MECHANIC","153","ELEC","","","149","DOF","","",32.47,"","","0",,,,,28-OCT-24
"18-121A","18-121A","18","1","18-1","121A","18-1-121A","107","MECHANIC","156","U/M","","","149","DOF","","",75.04,"","","0",,,,,28-OCT-24
"18-121AA","18-121AA","18","1","18-1","121AA","18-1-121AA","107","MECHANIC","156","U/M","","","149","DOF","","",97.67,"","","0",,,,,28-OCT-24
"18-143A","18-143A","18","1","18-1","143A","18-1-143A","107","MECHANIC","156","U/M","","","149","DOF","","",75.04,"","","0",,,,,28-OCT-24
"18-143AA","18-143AA","18","1","18-1","143AA","18-1-143AA","107","MECHANIC","156","U/M","","","149","DOF","","",97.67,"","","0",,,,,28-OCT-24
"26-100CA","26-100CA","26","1","26-1","100CA","26-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1696.83,"","","3",,,,,28-OCT-24
"26-100CB","26-100CB","26","1","26-1","100CB","26-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",274,"","","3",,,,,28-OCT-24
"26-100E1","26-100E1","26","1","26-1","100E1","26-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",130.28,"","","3",,,,,28-OCT-24
"26-100LA","26-100LA","26","1","26-1","100LA","26-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1476.85,"","","3",,,,,28-OCT-24
"26-100SA","26-100SA","26","1","26-1","100SA","26-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",185.14,"","","3",,,,,28-OCT-24
"26-100SB","26-100SB","26","1","26-1","100SB","26-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",163.67,"","","3",,,,,28-OCT-24
"26-100SC","26-100SC","26","1","26-1","100SC","26-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",53.74,"","","3",,,,,28-OCT-24
"26-100Z","26-100Z","26","1","26-1","100Z","26-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",2026.24,"","","0",,,,,28-OCT-24
"26-106J","26-106J","26","1","26-1","106J","26-1-106J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",39.38,"","","1",,,,,28-OCT-24
"26-111","26-111","26","1","26-1","111","26-1-111","101","BLDG SRV","107","PB LAV","","","149","DOF","","",72.6,"","","1",,,,,28-OCT-24
"26-112","26-112","26","1","26-1","112","26-1-112","101","BLDG SRV","107","PB LAV","","","149","DOF","","",72.6,"","","3",,,,,28-OCT-24
"26-130J","26-130J","26","1","26-1","130J","26-1-130J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",88.13,"","","1",,,,,28-OCT-24
"26-134","26-134","26","1","26-1","134","26-1-134","101","BLDG SRV","106","M LAV","","","149","DOF","","",140.71,"","","3",,,,,28-OCT-24
"26-136","26-136","26","1","26-1","136","26-1-136","101","BLDG SRV","102","F LAV","","","149","DOF","","",134.08,"","","3",,,,,28-OCT-24
"26-144E","26-144E","26","1","26-1","144E","26-1-144E","107","MECHANIC","153","ELEC","","","149","DOF","","",16.67,"","","0",,,,,28-OCT-24
"26-145","26-145","26","1","26-1","145","26-1-145","107","MECHANIC","156","U/M","","","149","DOF","","",130.27,"","","0",,,,,28-OCT-24
"26-148E","26-148E","26","1","26-1","148E","26-1-148E","107","MECHANIC","153","ELEC","","","149","DOF","","",13.27,"","","0",,,,,28-OCT-24
"26-151T","26-151T","26","1","26-1","151T","26-1-151T","107","MECHANIC","155","TELE","","","149","DOF","","",131.44,"","","0",,,,,28-OCT-24
"26-156Z","26-156Z","26","1","26-1","156Z","26-1-156Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",11.35,"","","0",,,,,28-OCT-24
"26-158T","26-158T","26","1","26-1","158T","26-1-158T","107","MECHANIC","155","TELE","","","149","DOF","","",8.63,"","","1",,,,,28-OCT-24
"26-164E","26-164E","26","1","26-1","164E","26-1-164E","107","MECHANIC","153","ELEC","","","149","DOF","","",14.75,"","","0",,,,,28-OCT-24
"26-168E","26-168E","26","1","26-1","168E","26-1-168E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.67,"","","0",,,,,28-OCT-24
"31-130","31-130","31","1","31-1","130","31-1-130","101","BLDG SRV","106","M LAV","","","149","DOF","","",91.68,"","","3",,,,,28-OCT-24
"31-130J","31-130J","31","1","31-1","130J","31-1-130J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",34.19,"","","1",,,,,28-OCT-24
"31-132","31-132","31","1","31-1","132","31-1-132","101","BLDG SRV","102","F LAV","","","149","DOF","","",91.68,"","","3",,,,,28-OCT-24
"31-134A","31-134A","31","1","31-1","134A","31-1-134A","107","MECHANIC","156","U/M","","","149","DOF","","",11.21,"","","0",,,,,28-OCT-24
"31-134E","31-134E","31","1","31-1","134E","31-1-134E","107","MECHANIC","153","ELEC","","","149","DOF","","",24.25,"","","0",,,,,28-OCT-24
"31-137","31-137","31","1","31-1","137","31-1-137","101","BLDG SRV","197","CUS CL","","","149","DOF","","",58.56,"","","2",,,,,28-OCT-24
"31-160E","31-160E","31","1","31-1","160E","31-1-160E","107","MECHANIC","153","ELEC","","","149","DOF","","",146.05,"","","0",,,,,28-OCT-24
"31-170","31-170","31","1","31-1","170","31-1-170","107","MECHANIC","156","U/M","","","149","DOF","","",77.44,"","","0",,,,,28-OCT-24
"31-172","31-172","31","1","31-1","172","31-1-172","107","MECHANIC","156","U/M","","","149","DOF","","",24.64,"","","0",,,,,28-OCT-24
"32-100CB","32-100CB","32","1","32-1","100CB","32-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",447.62,"","","3",,,,,28-OCT-24
"32-100E1","32-100E1","32","1","32-1","100E1","32-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",62.33,"","","3",,,,,28-OCT-24
"32-100E10","32-100E10","32","1","32-1","100E10","32-1-100E10","102","CIRCULAT","110","ELEV","","","149","DOF","","",71.17,"","","3",,,,,28-OCT-24
"32-100E11","32-100E11","32","1","32-1","100E11","32-1-100E11","102","CIRCULAT","110","ELEV","","","149","DOF","","",33.85,"","","3",,,,,28-OCT-24
"32-100E15","32-100E15","32","1","32-1","100E15","32-1-100E15","102","CIRCULAT","110","ELEV","","","149","DOF","","",46.67,"","","3",,,,,28-OCT-24
"32-100E2","32-100E2","32","1","32-1","100E2","32-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",63.56,"","","3",,,,,28-OCT-24
"32-100E3","32-100E3","32","1","32-1","100E3","32-1-100E3","102","CIRCULAT","110","ELEV","","","149","DOF","","",89.97,"","","3",,,,,28-OCT-24
"32-100E4","32-100E4","32","1","32-1","100E4","32-1-100E4","102","CIRCULAT","110","ELEV","","","149","DOF","","",90.37,"","","3",,,,,28-OCT-24
"32-100E5","32-100E5","32","1","32-1","100E5","32-1-100E5","102","CIRCULAT","110","ELEV","","","149","DOF","","",66.52,"","","3",,,,,28-OCT-24
"32-100E6","32-100E6","32","1","32-1","100E6","32-1-100E6","102","CIRCULAT","110","ELEV","","","149","DOF","","",66.2,"","","3",,,,,28-OCT-24
"32-100E7","32-100E7","32","1","32-1","100E7","32-1-100E7","102","CIRCULAT","110","ELEV","","","149","DOF","","",63,"","","3",,,,,28-OCT-24
"32-100E8","32-100E8","32","1","32-1","100E8","32-1-100E8","102","CIRCULAT","110","ELEV","","","149","DOF","","",71.17,"","","3",,,,,28-OCT-24
"32-100E9","32-100E9","32","1","32-1","100E9","32-1-100E9","102","CIRCULAT","110","ELEV","","","149","DOF","","",71.17,"","","3",,,,,28-OCT-24
"32-100LA","32-100LA","32","1","32-1","100LA","32-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1682.59,"","","3",,,,,28-OCT-24
"32-100LB","32-100LB","32","1","32-1","100LB","32-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",974.3,"","","3",,,,,28-OCT-24
"32-100LC","32-100LC","32","1","32-1","100LC","32-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",2277.03,"","","3",,,,,28-OCT-24
"32-100LD","32-100LD","32","1","32-1","100LD","32-1-100LD","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1844.84,"","","3",,,,,28-OCT-24
"32-100LE","32-100LE","32","1","32-1","100LE","32-1-100LE","102","CIRCULAT","111","LOBBY","","","149","DOF","","",672.03,"","","3",,,,,28-OCT-24
