"LIBRARY_COURSE_INSTRUCTOR_KEY","COURSE_NAME","INSTRUCTOR_NAME","DEPARTMENT","DATE_FROM","DATE_TO","UNIT_CODE","UNIT","WAREHOUSE_LOAD_DATE"
"21F.303-LEVET2010SU:21F.303","French III","Levet, S.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.308-CULOT2010SU:21F.308","Writing (Like the ) French","Culot, C.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.315-LEVET2010SU:21F.315","Cross-cultural Perspectives on Contemporary French Society","Levet, S.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.345-TURK2010SU:21F.345","Contemporary French Theater: Traditions and New Trends","Turk, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.351-REZVANI2010SU:21F.351","French I","Rezvani, L","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.352-CULOT2010SU:21F.352","French II","Culot, C.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.371-RAVILLON2010SU:21F.371","French I","Ravillon, S.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.374-RAVILLON2010SU:21F.374","French IV","Ravillon","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.401-WEISE2010SU:21F.401","German I","Weise, P.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.402-JONES2010SU:21F.402","German II","jones, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.403-CROCKER2010SU:21F.403","German III","Crocker, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.404-CROCKER2010SU:21F.404","German IV","Crocker, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.412-WEISE2010SU:21F.412","Text, Topics and Times in German Literature","Weise, Peter","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.451-WEISE2010SU:21F.451","German I","Weise, P.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.452-JAEGER2010SU:21F.452","German II","Jaeger, D.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.471-WEISE2010SU:21F.471","German I","Weise, P.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.474-CROCKER2010SU:21F.474","German IV","Crocker, E.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.503-NAGAYA2010SU:21F.503","Japanese III","Nagaya, Y.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.505-NAGAYA2010SU:21F.505","Japanese V","Nagaya, Yoshimi","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.573-NAGAYA2010SU:21F.573","Japanese III - Globalization","Nagaya, Y.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.575-NAGAYA2010SU:21F.575","Japanese V","Nagaya, Yoshimi","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.593-CONDRY2010SU:21F.593","Japanese Lit & Cinema","Condry, Ian","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21F.701-SOTO2010SU:21F.701","Spanish I","Soto, Lissette","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"21M.302-CHILD2011FA:21M.302","Harmony and Counterpoint II","Child, Peter","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.302-WOOD2011FA:21M.302","Harmony and Counterpoint II - Sight-Singing Lab","Wood, Pamela","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.303-WOOD2011FA:21M.303","Writing in Tonal Forms I","Wood, Pamela","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.341-HARVEY2011FA:21M.341","Jazz Composition","Harvey, Mark","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.355-FOX2011FA:21M.355","Musical Improvisation","Fox, Donal","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.775-DEFRANTZ2011FA:21M.775","Hip Hop","DeFrantz, Thomas","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21W.730.02-BOIKO2011FA:21W.730.02","Writing and Rhetoric: Food for Thought","Boiko, K.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.730.03-WALSH2011FA:21W.730.03","Writing on Contemporary Issues: Social and Ethical Issues","Walsh, A","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.730.04-BOIKO2011FA:21W.730.04","Writing and Rhetoric: Food for Thought","Boiko, K.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.731.02-FAERY2011FA:21W.731.02","Writing and Experience: Crossing Borders","Faery, Rebecca","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.731.3-MARX2011FA:21W.731.3","Writing and Experience","Marx, L.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.731.4-MARX2011FA:21W.731.4","Writing and Experience","Marx, Lucy","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.732.03-TAFT2011FA:21W.732.03","Writing and the Environment","Taft, C.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.735-FAERY2011FA:21W.735","Writing and Reading the Essay","Faery, Rebecca","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.757-LEE2011FA:21W.757","Fiction Workshop","Lee, H.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.758-HALDEMAN2011FA:21W.758","Reading and Writing Genre Fiction","Haldeman, J.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21W.759-HALDEMAN2011FA:21W.759","Science Fiction Writing","Haldeman, J.","21W - Writing & Humanistic Studies",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"22.01-WHYTE2011FA:22.01","Introduction to Ionizing Radiation","Whyte, D.","22 - Nuclear Engineering",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"22.081-GOLAY2011FA:22.081","Intro to Sustainable Energy","Golay, Michael","22 - Nuclear Engineering",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"22.51-CAPPELLARO2011FA:22.51","Quantum Theory of Rad Interact","Cappellaro, P.","22 - Nuclear Engineering",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"22.611-EGEDAL-PEDERS2011FA:22.611","Intro to Plasma Physics I","Egedal-Pederson","22 - Nuclear Engineering",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"22.811-GOLAY2011FA:22.811","Sustainable Energy","Golay, Michael","22 - Nuclear Engineering",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"24.00-HOLTON2011FA:24.00","Problems of Philosophy","Holton, R.","24 - Linguistics and Philosophy",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"24.02-HASLANGER2011FA:24.02","Moral Problems and the Good Life","Haslanger, S.","24 - Linguistics and Philosophy",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"24.214-SINGER2011FA:24.214","Intro to Philosophy of Arts","Singer, Irving","24 - Linguistics and Philosophy",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.012-GRADECAK2011FA:3.012","Fundamentals of Materials Science and Engineering","Gradecak, Silvija","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.032-VAN VLIET2011FA:3.032","Mech Behavior of Materials","Van Vliet, Krystyn","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.064-ROYLANCE2011FA:3.064","Polymer Engineering","Roylance, D.","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.07-CHIANG2011FA:3.07","Introduction to Ceramics","Chiang, Yet-ming","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.091-SADOWAY2011FA:3.091","Intro to Solid-State Chemistry","Sadoway, D.","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.20-CEDER2011FA:3.20","Materials at Equilibrium","Ceder, G.","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.23-BEACH2011FA:3.23","Electronic, Optical, and Magnetic Properties of Materials","Beach, Geoffrey","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.42-TULLER2011FA:3.42","Electronic Materials Design","Tuller, Harry","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.80-ROSENFIELD2011FA:3.80","Global Oper Ldrship Sem","Rosenfield, Donald","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"DEW","Dewey",18-NOV-10
"3.96-YANNAS2011FA:3.96","Biomaterials: Tissue Interact","Yannas, Ioannis","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"3.982-LECHTMAN2011FA:3.982","The Ancient Andean World","Lechtman, H.","3 - Materials Science and Eng",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"4.111-TEJCHMAN2011FA:4.111","Introduction to Architecture Design and Culture","Tejchman, Felipe","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.114-YOON2011FA:4.114","Applied Arch Design Studio II","Yoon, J. Meejin","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.119-SCHAFER2011FA:4.119","Preparation for Undergraduate Design Thesis","Schafer, Ashley","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.143-KENNEDY2011FA:4.143","Architectural Design: Level II","Kennedy, Sheila","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"21F.702-SOTO2010SU:21F.702","Spanish II","Soto, L.","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"5.13-MOVASSAGHI2010SU:5.13","Organic Chemistry I","Movassaghi","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",02-AUG-10
"20.430-GRODZINSKY2011SU:20.430","Fields,Forces,Flows: Biol Sys","Grodzinsky, Alan","20 - Biological Engineering",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"20.441-YANNAS2011SU:20.441","Biomaterials: Tissue Interact","Yannas, Ioannis","20 - Biological Engineering",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.109-BUYANDELGER2011SU:21A.109","How Culture Works","Buyandelger, Manduhai","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.226-JACKSON2011SU:21A.226","Ethnic and National Identity","Jackson, Jean","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.232-PAXSON2011SU:21A.232","Rethinking Family Sex Gender","Paxson, Heather","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.235-WALLEY2011SU:21A.235","Amer Dream: Class in the US","Walley, Christine","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.275-JONES2011SU:21A.275","Fun and Games: Cross-Cultural Perspectives","Jones, G.","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.290-PAXSON2011SU:21A.290","Cross-Cultural Investigations","Paxson, Heather","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.335-JONES2011SU:21A.335","Language and Technology","Jones, Graham","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.339-WALLEY2011SU:21A.339","DV Lab: Documenting Science through Video and New Media","Walley, C.","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21A.861-FERNANDEZ2011SU:21A.861","Methods for Graduate Research in the Social Sciences","Fernandez","21A - Anthropology",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.036-WANG2011SU:21F.036","Advrtsng & Pop Culture: E Asia","Wang, Jing","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.039-CONDRY2011SU:21F.039","Japanese Popular Culture","Condry, Ian","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.043-TENG2011SU:21F.043","Introduction to Asian American Studies: Historical and Contemporary Issues","Teng, E.","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.044-TENG2011SU:21F.044","Classics of Chinese Literature","Teng, Emma","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.060-VO2011SU:21F.060","Topics in Media and Cultural Studies","Vo, Chuong-Dai","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.064-MIYAGAWA2011SU:21F.064","Intro to Japanese Culture","Miyagawa, Shigeru","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.065-CONDRY2011SU:21F.065","Japanese Lit & Cinema","Condry, Ian","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.074-TEIXEIRA2011SU:21F.074","Topics in Portuguese Popular Culture","Ana Teixeira","21 - Humanities",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.076-RESNICK2011SU:21F.076","Globalization: The Good, the Bad and the In-Between","Resnick, Margery","21L - Literature",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.101-CHEN2011SU:21F.101","Chinese I (Regular)","Chen-Cristoforo, Miranda; Zhang, Jin","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.103-CHEN2011SU:21F.103","Chinese III (Regular)","Chen, Tong; Liang , Min-Min","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.451-CROCKER2011SU:21F.451","German I","Crocker, Ellen","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.452-CROCKER2011SU:21F.452","German II","Crocker, Ellen","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.471-WEISE2011SU:21F.471","German I","Weise, Peter","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.472-CROCKER2011SU:21F.472","German II","Crocker, Ellen","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.473-CROCKER2011SU:21F.473","German III","Crocker, Ellen; Jaeger, Dagmar","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.474-CROCKER2011SU:21F.474","German IV","Crocker, Ellen; Weise, Peter","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.501-NAGAYA2011SU:21F.501","Japanese I","Nagaya, Yoshimi","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.503-SHINGU2011SU:21F.503","Japanese III","Shingu, Ikue","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.505-IKEDA-LAMM2011SU:21F.505","Japanese V","Ikeda-Lamm, Masami","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.551-NAGAYA2011SU:21F.551","Japanese I","Nagaya, Yoshimi","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.571-NAGAYA2011SU:21F.571","Japanese I","Nagaya, Yoshimi","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.573-SHINGU2011SU:21F.573","Japanese III","Shingu, Ikue","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.575-IKEDA-LAMM2011SU:21F.575","Japanese V","Ikeda-Lamm, Masami","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.591-CULLEN2011SU:21F.591","Japanese Popular Culture","Cullen, Jennifer","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.592-MIYAGAWA2011SU:21F.592","Intro to Japanese Culture","Miyagawa, Shigeru","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.593-CONDRY2011SU:21F.593","Japanese Lit & Cinema","Condry, Ian","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.701-EHRSAM2011SU:21F.701","Spanish I","Ehrsam, Robert; Rey Agudo, Roberto","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.702-EHRSAM2011SU:21F.702","Spanish II","Ehrsam,  Robert; Soto, Lissette","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.703-SOTO2011SU:21F.703","Spanish III","Soto, Lissette","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21H.007-BROADHEAD2011FA:21H.007","Empire: Introduction to Ancient and Medieval Studies","Broadhead, W. Bahr, A. Goldberg, E.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.101-MAIER2011FA:21H.101","American History to 1865","Maier, P.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.104-MAIER2011FA:21H.104","Riots, Strikes, and Conspiracies in American History","Maier, P.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.116-SMITH2011FA:21H.116","Civil War & Reconstruction","Smith, Merritt","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.150-TENG2011FA:21H.150","Introduction to Asian American Studies: Historical and Contemporary Issues","Teng, E.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.207-JACOBS2011FA:21H.207","The Energy Crisis: Past and Present","Jacobs, M.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.232-FOGELSON2011FA:21H.232","American Urban History II","Fogelson, Robert","21H - History",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"21H.235-WILDER2011FA:21H.235","Metropolis: History of New York City","Wilder, Craig","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.301-OSTROW2011FA:21H.301","The Ancient World: Greece","Ostrow, S.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.405-BROADHEAD2011FA:21H.405","The Ancient City","Broadhead, William","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.466-WOOD2011FA:21H.466","Imperial + Revolutionry Russia","Wood, Elizabeth","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.501-LEIGHTON2011FA:21H.501","Traditional China: Earliest Times to 1644","Leighton, C.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.571-ROY2011FA:21H.571","Making of Modern South Asia","Roy, H","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.575-ROY2011FA:21H.575","Women in South Asia","Roy, H","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.601-NALBANTIAN2011FA:21H.601","Islam, Middle East, & the West","Nalbantian, T.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.909-RITVO2011FA:21H.909","People and Other Animals","Ritvo, Harriet","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.912 - NALBANTIAN2011FA:21H.912","The World Since 1492","Nalbantian, T.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.914-TEMIN2011FA:21H.914","Jewish History from Biblical to Modern Times","Temin, P.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.969-RITVO2011FA:21H.969","People and Other Animals","Ritvo, Harriet","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21H.991-RAVEL2011FA:21H.991","Theories and Methods in the Study of History","Ravel, J.","21H - History",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21L.003-BRAITHWAITE2011FA:21L.003","Reading Fiction","Braithwaite, Alisa","21L - Literature",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21L.013-SHADEL2011FA:21L.013","Superntrl in Mus Lit&  Culture","Shadel, Charles","21L - Literature",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21L.014-BROADHEAD2011FA:21L.014","Intro Ancient/Medieval Studies","Broadhead, William","21L - Literature",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21L.434-BRAITHWAITE2011FA:21L.434","Science Fiction Around the World","Braithwaite, Alisa","21L - Literature",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"21M.011-MARKS2011FA:21M.011","Intro to Western Music","Marks, Martin","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.013-SHADEL2011FA:21M.013","Superntrl in Mus Lit&  Culture","Shadel, Charles","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.030-RUCKERT2011FA:21M.030","Intro to World Music","Ruckert, George","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.030-ZIPORYN2011FA:21M.030","Intro to World Music","Ziporyn, Evan","21F - Foreign Languages/Literatures",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.051-WOOD2011FA:21M.051","Fundamentals of Music","Wood, Pamela","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.220-CUTHBERT2011FA:21M.220","Early Music","Cuthbert, Michael","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.223-RUCKERT2011FA:21M.223","Folk Music From the British Isles and North America","Ruckert, George and Ruth Perry","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.226-HARVEY2011FA:21M.226","Jazz","Harvey, M.","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.235-LINDGREN2011FA:21M.235","Monteverdi to Mozart: 1600-1800","Lindgren, Lowell","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.273-LINDGREN2011FA:21M.273","Opera","Lindgren, Lowell","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.301-ARIZA2011FA:21M.301","Harmony and Counterpoint I","Ariza, Christopher","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.301-HARVEY2011FA:21M.301","Harmony and Counterpoint I","Harvey, Mark","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.301-RUCKERT2011FA:21M.301","Harmony and Counterpoint I","Ruckert, George","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.301-RUEHR2011FA:21M.301","Harmony and Counterpoint I","Ruehr, Elena","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"21M.301-SARAYDARIAN2011FA:21M.301","Harmony and Counterpoint I - Sight-Singing Lab","Saraydarian, Garo","21M - Music and Theater Arts",07-SEP-10,02-JAN-11,"MUS","Lewis Music",18-NOV-10
"4.214-WESCOAT2011FA:4.214","Water, Landscape & Urban Dsgn","Wescoat, James","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.215-SPIRN2011FA:4.215","Photographing Urban Landscape","Spirn, Anne","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"16.430J-YOUNG2008SP:16.430","Sensory-Neural Systems","Young, Laurence","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.522-LOZANO2008SP:16.522","Space Propulsion","Lozano, Paulo","Aeronautics and Astronautics",05-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.540-GREITZER2008SP:16.540","Internal Flows in Turbomachines","Greitzer, Edward","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.82-ARCHIVES2008SP:16.82","Aerospace Systems Engineering","","Aeronautics and Astronautics",13-FEB-03,31-DEC-10,"N/A","N/A",09-MAY-08
"16.83-MILLER2008SP:16.83","Space Systems Engineering","Miller, David","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.888J-DEWECK2008SP:16.888","Multidisciplinary System Design Optimization","De Weck, Olivier","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.901-WILLCOX2008SP:16.901","Computational Methods in Aerospace Engineering","Willcox, Karen","Aeronautics and Astronautics",04-FEB-08,23-MAY-08,"N/A","N/A",09-MAY-08
"16.CORE-LIBRARY2008SP:16.CORE","Aero-Astro Core Collection","","16",24-JUL-01,31-DEC-10,"N/A","N/A",09-MAY-08
