"BUILDING_KEY","FLOOR_KEY","SPACE_UNIT_KEY","SPACE_USAGE_KEY","BUILDING_ROOM","BUILDING_ROOM_NAME","ROOM_NUMBER","ROOM_SQUARE_FOOTAGE","ROOM_COUNTER","BUILDING_COMPONENT","WAREHOUSE_LOAD_DATE"
"10","2","591000",24,"10-226AE","10 -  226AE","26AE",16.46,1,"10",28-OCT-24
"10","2","591000",24,"10-226E","10 -  226E","26E",338.83,1,"10",28-OCT-24
"10","2","591000",24,"10-229E","10 -  229E","29E",16.97,1,"10",28-OCT-24
"10","2","591000",24,"10-250E","10 -  250E","50E",12.32,1,"10",28-OCT-24
"10","2","591000",24,"10-272E","10 -  272E","72E",66.35,1,"10",28-OCT-24
"10","2","591000",25,"10-200E1","10 -  200E1","00E1",40.83,1,"10",28-OCT-24
"10","2","591000",25,"10-200E2","10 -  200E2","00E2",47.25,1,"10",28-OCT-24
"10","2","591000",42,"10-200LC","10 -  200LC","00LC",585.08,1,"10",28-OCT-24
"10","2","591000",71,"10-200Z","10 -  200Z","00Z",453.27,1,"10",28-OCT-24
"10","2","591000",77,"10-200SA","10 -  200SA","00SA",320.2,1,"10",28-OCT-24
"10","2","591000",77,"10-200SB","10 -  200SB","00SB",292.07,1,"10",28-OCT-24
"10","2","591000",77,"10-200SG","10 -  200SG","00SG",52.91,1,"10",28-OCT-24
"10","2","591000",82,"10-229T","10 -  229T","29T",34.13,1,"10",28-OCT-24
"10","2","591000",82,"10-271T","10 -  271T","71T",47.69,1,"10",28-OCT-24
"10","2","591000",85,"10-200C","10 -  200C","00C",15.89,1,"10",28-OCT-24
"10","2","591000",85,"10-250B","10 -  250B","50B",9.5,1,"10",28-OCT-24
"10","2","591024",54,"10-203","10 -  203","03",142.77,1,"10",28-OCT-24
"10","2","591024",55,"10-225","10 -  225","25",101.8,1,"10",28-OCT-24
"10","2","591040",78,"10-250A","10 -  250A","50A",29.04,1,"10",28-OCT-24
"10","2","591040",78,"10-250C","10 -  250C","50C",27.86,1,"10",28-OCT-24
"10","2","",54,"10-205","10 -  205","05",170.02,1,"10",28-OCT-24
"10","2","",54,"10-206","10 -  206","06",104.17,1,"10",28-OCT-24
"10","2","",54,"10-207","10 -  207","07",108.84,1,"10",28-OCT-24
"10","3","031000",16,"10-390H","10 -  390H","90H",170.29,1,"10",28-OCT-24
"10","3","031000",26,"10-390L","10 -  390L","90L",4.86,1,"10",28-OCT-24
"10","3","031000",54,"10-303A","10 -  303A","03A",150.58,1,"10",28-OCT-24
"10","3","031000",54,"10-303B","10 -  303B","03B",174.76,1,"10",28-OCT-24
"10","3","031000",54,"10-303C","10 -  303C","03C",167.33,1,"10",28-OCT-24
"10","3","031000",54,"10-322A","10 -  322A","22A",84.58,1,"10",28-OCT-24
"10","3","031000",54,"10-322B","10 -  322B","22B",125.42,1,"10",28-OCT-24
"10","3","031000",54,"10-390A","10 -  390A","90A",162.79,1,"10",28-OCT-24
"10","3","031000",54,"10-390B","10 -  390B","90B",150.33,1,"10",28-OCT-24
"10","3","031000",54,"10-390E","10 -  390E","90E",150.79,1,"10",28-OCT-24
"10","3","031000",54,"10-390F","10 -  390F","90F",132.42,1,"10",28-OCT-24
"10","3","031000",54,"10-390G","10 -  390G","90G",607.09,1,"10",28-OCT-24
"10","3","031000",54,"10-390M","10 -  390M","90M",50.31,1,"10",28-OCT-24
"10","3","031000",55,"10-303","10 -  303","03",298.49,1,"10",28-OCT-24
"10","3","031000",55,"10-322","10 -  322","22",167.49,1,"10",28-OCT-24
"10","3","031000",55,"10-390C","10 -  390C","90C",8.5,1,"10",28-OCT-24
"10","3","031000",55,"10-390D","10 -  390D","90D",41.06,1,"10",28-OCT-24
"10","3","031000",55,"10-390K","10 -  390K","90K",34.39,1,"10",28-OCT-24
"10","3","031000",55,"10-390N","10 -  390N","90N",130.03,1,"10",28-OCT-24
"10","3","031000",55,"10-390P","10 -  390P","90P",22.4,1,"10",28-OCT-24
"10","3","031000",67,"10-390","10 -  390","90",177.37,1,"10",28-OCT-24
"10","3","401000",16,"10-300","10 -  300","00",581.37,1,"10",28-OCT-24
"10","3","401000",16,"10-340","10 -  340","40",794.6,1,"10",28-OCT-24
"10","3","401000",16,"10-382","10 -  382","82",88.83,1,"10",28-OCT-24
"10","3","401000",26,"10-340A","10 -  340A","40A",1.71,1,"10",28-OCT-24
"10","3","401000",55,"10-300A","10 -  300A","00A",10.02,1,"10",28-OCT-24
"10","3","401000",55,"10-300B","10 -  300B","00B",20.85,1,"10",28-OCT-24
"10","3","401000",55,"10-300D","10 -  300D","00D",30.17,1,"10",28-OCT-24
"10","3","401000",55,"10-320","10 -  320","20",229.22,1,"10",28-OCT-24
"10","3","401000",55,"10-342A","10 -  342A","42A",18.85,1,"10",28-OCT-24
"10","3","401000",55,"10-382A","10 -  382A","82A",95.97,1,"10",28-OCT-24
"10","3","401000",65,"10-300C","10 -  300C","00C",75.83,1,"10",28-OCT-24
"10","3","401000",67,"10-342","10 -  342","42",189.89,1,"10",28-OCT-24
"10","3","401800",34,"10-337P","10 -  337P","37P",43.54,1,"10",28-OCT-24
"10","3","401800",54,"10-335","10 -  335","35",179.35,1,"10",28-OCT-24
"10","3","401800",54,"10-337A","10 -  337A","37A",122.97,1,"10",28-OCT-24
"10","3","401800",54,"10-337B","10 -  337B","37B",44.96,1,"10",28-OCT-24
"10","3","401800",54,"10-337C","10 -  337C","37C",42.43,1,"10",28-OCT-24
"10","3","401800",54,"10-337D","10 -  337D","37D",43.88,1,"10",28-OCT-24
"10","3","401800",54,"10-337F","10 -  337F","37F",38.75,1,"10",28-OCT-24
"10","3","401800",54,"10-337G","10 -  337G","37G",42.74,1,"10",28-OCT-24
"10","3","401800",54,"10-337Q","10 -  337Q","37Q",36,1,"10",28-OCT-24
"10","3","401800",54,"10-337R","10 -  337R","37R",104.13,1,"10",28-OCT-24
"10","3","401800",55,"10-337H","10 -  337H","37H",8.75,1,"10",28-OCT-24
"10","3","401800",55,"10-337K","10 -  337K","37K",10.42,1,"10",28-OCT-24
"10","3","401800",55,"10-337L","10 -  337L","37L",12.82,1,"10",28-OCT-24
"10","3","401800",55,"10-337N","10 -  337N","37N",12.82,1,"10",28-OCT-24
"10","3","401800",55,"10-350","10 -  350","50",195.14,1,"10",28-OCT-24
"10","3","401800",64,"10-337","10 -  337","37",686.72,1,"10",28-OCT-24
"10","3","401860",16,"10-370U","10 -  370U","70U",269.63,1,"10",28-OCT-24
"10","3","401860",54,"10-370B","10 -  370B","70B",92.9,1,"10",28-OCT-24
"10","3","401860",54,"10-370C","10 -  370C","70C",122.72,1,"10",28-OCT-24
"10","3","401860",54,"10-370D","10 -  370D","70D",118.67,1,"10",28-OCT-24
"10","3","401860",54,"10-370F","10 -  370F","70F",111.01,1,"10",28-OCT-24
"10","3","401860",54,"10-370G","10 -  370G","70G",115.88,1,"10",28-OCT-24
"10","3","401860",54,"10-370H","10 -  370H","70H",109.71,1,"10",28-OCT-24
"10","3","401860",54,"10-370K","10 -  370K","70K",121.75,1,"10",28-OCT-24
"10","3","401860",54,"10-370L","10 -  370L","70L",101.44,1,"10",28-OCT-24
"10","3","401860",54,"10-370N","10 -  370N","70N",119,1,"10",28-OCT-24
"10","3","401860",54,"10-370P","10 -  370P","70P",88.34,1,"10",28-OCT-24
"10","3","401860",54,"10-370V","10 -  370V","70V",34.31,1,"10",28-OCT-24
"10","3","401860",55,"10-370","10 -  370","70",582.52,1,"10",28-OCT-24
"10","3","401860",55,"10-370A","10 -  370A","70A",87.74,1,"10",28-OCT-24
"10","3","401860",55,"10-370Q","10 -  370Q","70Q",95.85,1,"10",28-OCT-24
"10","3","401860",55,"10-370R","10 -  370R","70R",10.96,1,"10",28-OCT-24
"10","3","401860",55,"10-370W","10 -  370W","70W",44.86,1,"10",28-OCT-24
"10","3","401860",67,"10-370S","10 -  370S","70S",82.57,1,"10",28-OCT-24
"10","3","446700",13,"10-350A","10 -  350A","50A",269.1,1,"10",28-OCT-24
"10","3","446700",13,"10-350C","10 -  350C","50C",10.07,1,"10",28-OCT-24
"10","3","446700",39,"10-350D","10 -  350D","50D",2335.85,1,"10",28-OCT-24
"10","3","446700",65,"10-350B","10 -  350B","50B",24.26,1,"10",28-OCT-24
"10","3","591000",17,"10-300CA","10 -  300CA","00CA",1654.78,1,"10",28-OCT-24
"10","3","591000",17,"10-300CB","10 -  300CB","00CB",1364.81,1,"10",28-OCT-24
"10","3","591000",18,"10-391J","10 -  391J","91J",19.35,1,"10",28-OCT-24
"10","3","591000",24,"10-350E","10 -  350E","50E",70.72,1,"10",28-OCT-24
"10","3","591000",25,"10-300E1","10 -  300E1","00E1",43.6,1,"10",28-OCT-24
"10","3","591000",25,"10-300E2","10 -  300E2","00E2",45.39,1,"10",28-OCT-24
"10","3","591000",71,"10-300Z","10 -  300Z","00Z",423,1,"10",28-OCT-24
"10","3","591000",71,"10-301Z","10 -  301Z","01Z",20.92,1,"10",28-OCT-24
"10","3","591000",71,"10-382Z","10 -  382Z","82Z",30.6,1,"10",28-OCT-24
"10","3","591000",71,"10-382Z1","10 -  382Z1","82Z1",12.08,1,"10",28-OCT-24
"10","3","591000",77,"10-300SA","10 -  300SA","00SA",331.59,1,"10",28-OCT-24
"10","3","591000",77,"10-300SB","10 -  300SB","00SB",342.71,1,"10",28-OCT-24
"10","3","591000",77,"10-300SG","10 -  300SG","00SG",37.24,1,"10",28-OCT-24
"10","3","591000",82,"10-350T","10 -  350T","50T",13.14,1,"10",28-OCT-24
"10","3","591000",82,"10-351T","10 -  351T","51T",14.78,1,"10",28-OCT-24
"10","3","591024",16,"10-359D","10 -  359D","59D",92.21,1,"10",28-OCT-24
"10","3","591024",54,"10-359A","10 -  359A","59A",99.93,1,"10",28-OCT-24
"10","3","591024",54,"10-359B","10 -  359B","59B",107.91,1,"10",28-OCT-24
"10","3","591024",54,"10-359C","10 -  359C","59C",92.61,1,"10",28-OCT-24
"10","3","591024",55,"10-345","10 -  345","45",72.19,1,"10",28-OCT-24
"10","3","591024",67,"10-359","10 -  359","59",111.26,1,"10",28-OCT-24
"10","3","591040",37,"10-384B","10 -  384B","84B",86.97,1,"10",28-OCT-24
"10","3","591040",54,"10-363","10 -  363","63",134.5,1,"10",28-OCT-24
"10","3","591040",55,"10-384","10 -  384","84",303.85,1,"10",28-OCT-24
"10","3","591040",55,"10-384C","10 -  384C","84C",57.04,1,"10",28-OCT-24
"10","3","591040",63,"10-384AA","10 -  384AA","84AA",9,1,"10",28-OCT-24
"10","3","591040",65,"10-384A","10 -  384A","84A",71.78,1,"10",28-OCT-24
"10","3","591040",78,"10-304","10 -  304","04",17.42,1,"10",28-OCT-24
"10","4","030000",55,"10-400BM","10 -  400BM","00BM",288.22,1,"10",28-OCT-24
"10","4","031000",16,"10-462M","10 -  462M","62M",157.74,1,"10",28-OCT-24
"10","4","031000",54,"10-411M","10 -  411M","11M",138.24,1,"10",28-OCT-24
"10","4","031000",54,"10-417","10 -  417","17",104.98,1,"10",28-OCT-24
"10","4","031000",54,"10-419","10 -  419","19",158.81,1,"10",28-OCT-24
"10","4","031000",54,"10-421M","10 -  421M","21M",137.5,1,"10",28-OCT-24
"10","4","031000",54,"10-422M","10 -  422M","22M",153.65,1,"10",28-OCT-24
"10","4","031000",54,"10-431M","10 -  431M","31M",152.5,1,"10",28-OCT-24
"10","4","031000",54,"10-432M","10 -  432M","32M",152.78,1,"10",28-OCT-24
"10","4","031000",54,"10-441M","10 -  441M","41M",129.6,1,"10",28-OCT-24
"10","4","031000",54,"10-461M","10 -  461M","61M",151.67,1,"10",28-OCT-24
"10","4","031000",54,"10-471M","10 -  471M","71M",146.38,1,"10",28-OCT-24
"10","4","031000",54,"10-472M","10 -  472M","72M",151.04,1,"10",28-OCT-24
"10","4","031000",54,"10-481M","10 -  481M","81M",148.42,1,"10",28-OCT-24
"10","4","031000",54,"10-482M","10 -  482M","82M",147.57,1,"10",28-OCT-24
"10","4","031000",54,"10-483M","10 -  483M","83M",170.64,1,"10",28-OCT-24
"10","4","031000",55,"10-400DM","10 -  400DM","00DM",271.28,1,"10",28-OCT-24
"10","4","031000",55,"10-410AM","10 -  410AM","10AM",47.35,1,"10",28-OCT-24
"10","4","031000",55,"10-410M","10 -  410M","10M",27.25,1,"10",28-OCT-24
"10","4","031000",55,"10-419A","10 -  419A","19A",1.85,1,"10",28-OCT-24
"10","4","031000",55,"10-442M","10 -  442M","42M",156.85,1,"10",28-OCT-24
"10","4","031000",55,"10-491AM","10 -  491AM","91AM",10.67,1,"10",28-OCT-24
"10","4","031000",55,"10-491BM","10 -  491BM","91BM",14,1,"10",28-OCT-24
"10","4","031000",67,"10-491CM","10 -  491CM","91CM",81.09,1,"10",28-OCT-24
"10","4","031000",67,"10-491M","10 -  491M","91M",88.33,1,"10",28-OCT-24
"10","4","035000",12,"10-401","10 -  401","01",492.38,1,"10",28-OCT-24
"10","4","035000",16,"10-488","10 -  488","88",359.72,1,"10",28-OCT-24
"10","4","035000",54,"10-402","10 -  402","02",204.17,1,"10",28-OCT-24
"10","4","035000",54,"10-403","10 -  403","03",144.4,1,"10",28-OCT-24
"10","4","035000",54,"10-404","10 -  404","04",124.75,1,"10",28-OCT-24
"10","4","035000",54,"10-461","10 -  461","61",121.17,1,"10",28-OCT-24
"10","4","035000",54,"10-463","10 -  463","63",109.84,1,"10",28-OCT-24
"10","4","035000",54,"10-481","10 -  481","81",194.13,1,"10",28-OCT-24
"10","4","035000",54,"10-483","10 -  483","83",112.5,1,"10",28-OCT-24
"10","4","035000",54,"10-485M","10 -  485M","85M",152.17,1,"10",28-OCT-24
"10","4","035000",54,"10-487M","10 -  487M","87M",160.75,1,"10",28-OCT-24
"10","4","035000",54,"10-493M","10 -  493M","93M",170.5,1,"10",28-OCT-24
"10","4","035000",54,"10-495M","10 -  495M","95M",108.17,1,"10",28-OCT-24
"10","4","035000",54,"10-497","10 -  497","97",153.12,1,"10",28-OCT-24
"10","4","035000",54,"10-497M","10 -  497M","97M",152.78,1,"10",28-OCT-24
"10","4","035000",54,"10-499","10 -  499","99",172.85,1,"10",28-OCT-24
"10","4","035000",55,"10-400","10 -  400","00",235.76,1,"10",28-OCT-24
"10","4","035000",55,"10-400A","10 -  400A","00A",333.24,1,"10",28-OCT-24
"10","4","035000",55,"10-400AM","10 -  400AM","00AM",259.68,1,"10",28-OCT-24
"10","4","035000",55,"10-411","10 -  411","11",31.31,1,"10",28-OCT-24
"10","4","035000",55,"10-462","10 -  462","62",39.19,1,"10",28-OCT-24
"10","4","035000",55,"10-496","10 -  496","96",418.97,1,"10",28-OCT-24
"10","4","035000",64,"10-480M","10 -  480M","80M",447.72,1,"10",28-OCT-24
"10","4","035000",64,"10-485","10 -  485","85",706.12,1,"10",28-OCT-24
"10","4","035000",79,"10-486","10 -  486","86",389.89,1,"10",28-OCT-24
"10","4","035000",79,"10-487","10 -  487","87",353.83,1,"10",28-OCT-24
"10","4","035000",79,"10-489","10 -  489","89",332.74,1,"10",28-OCT-24
"10","4","035000",79,"10-492","10 -  492","92",397.27,1,"10",28-OCT-24
"10","4","035000",79,"10-493","10 -  493","93",365.97,1,"10",28-OCT-24
"10","4","271000",16,"10-432","10 -  432","32",325.73,1,"10",28-OCT-24
"10","4","271000",54,"10-405","10 -  405","05",131.13,1,"10",28-OCT-24
"10","4","271000",54,"10-406","10 -  406","06",129.3,1,"10",28-OCT-24
"10","4","271000",54,"10-407","10 -  407","07",144.86,1,"10",28-OCT-24
"10","4","271000",54,"10-410B","10 -  410B","10B",52.31,1,"10",28-OCT-24
"10","4","271000",54,"10-410C","10 -  410C","10C",56.31,1,"10",28-OCT-24
"10","4","271000",54,"10-410D","10 -  410D","10D",57.81,1,"10",28-OCT-24
"10","4","271000",54,"10-423","10 -  423","23",531.49,1,"10",28-OCT-24
"10","4","271000",54,"10-428A","10 -  428A","28A",107.56,1,"10",28-OCT-24
"10","4","271000",54,"10-428B","10 -  428B","28B",137.85,1,"10",28-OCT-24
"10","4","271000",54,"10-428C","10 -  428C","28C",107.14,1,"10",28-OCT-24
"10","4","271000",54,"10-428G","10 -  428G","28G",99.05,1,"10",28-OCT-24
"10","4","271000",55,"10-410","10 -  410","10",368.84,1,"10",28-OCT-24
"10","4","271000",55,"10-410A","10 -  410A","10A",15.33,1,"10",28-OCT-24
"10","4","271000",55,"10-410F","10 -  410F","10F",12.92,1,"10",28-OCT-24
"10","4","271000",55,"10-423A","10 -  423A","23A",10.48,1,"10",28-OCT-24
"10","4","271000",55,"10-428D","10 -  428D","28D",126.92,1,"10",28-OCT-24
"10","4","271000",55,"10-428F","10 -  428F","28F",144.64,1,"10",28-OCT-24
"10","4","271000",55,"10-456","10 -  456","56",107.61,1,"10",28-OCT-24
"10","4","271000",64,"10-406B","10 -  406B","06B",606.75,1,"10",28-OCT-24
"10","4","271000",64,"10-428","10 -  428","28",110.61,1,"10",28-OCT-24
"10","4","271000",67,"10-406A","10 -  406A","06A",57.59,1,"10",28-OCT-24
"10","4","591000",17,"10-400CA","10 -  400CA","00CA",1640.23,1,"10",28-OCT-24
"10","4","591000",17,"10-400CC","10 -  400CC","00CC",802.49,1,"10",28-OCT-24
"10","4","591000",17,"10-400CM","10 -  400CM","00CM",843.58,1,"10",28-OCT-24
"10","4","591000",18,"10-424J","10 -  424J","24J",19.81,1,"10",28-OCT-24
"10","4","591000",18,"10-442J","10 -  442J","42J",12.92,1,"10",28-OCT-24
"10","4","591000",24,"10-411EM","10 -  411EM","11EM",17.92,1,"10",28-OCT-24
"10","4","591000",24,"10-428E","10 -  428E","28E",32.58,1,"10",28-OCT-24
"10","4","591000",24,"10-457E","10 -  457E","57E",19.69,1,"10",28-OCT-24
"10","4","591000",25,"10-400E1","10 -  400E1","00E1",51.75,1,"10",28-OCT-24
"10","4","591000",25,"10-400E2","10 -  400E2","00E2",51.75,1,"10",28-OCT-24
"10","4","591000",25,"10-400E3","10 -  400E3","00E3",59.28,1,"10",28-OCT-24
"10","4","591000",25,"10-400E4","10 -  400E4","00E4",22.39,1,"10",28-OCT-24
"10","4","591000",25,"10-400E4M","10 -  400E4M","00E4M",33.58,1,"10",28-OCT-24
"10","4","591000",28,"10-457","10 -  457","57",78.56,1,"10",28-OCT-24
"10","4","591000",28,"10-457A","10 -  457A","57A",102.22,1,"10",28-OCT-24
"10","4","591000",47,"10-459","10 -  459","59",180,1,"10",28-OCT-24
"10","4","591000",71,"10-400Z","10 -  400Z","00Z",605.46,1,"10",28-OCT-24
"10","4","591000",71,"10-401AZ","10 -  401AZ","01AZ",22.35,1,"10",28-OCT-24
"10","4","591000",71,"10-401Z","10 -  401Z","01Z",2.56,1,"10",28-OCT-24
"10","4","591000",71,"10-481Z","10 -  481Z","81Z",247.25,1,"10",28-OCT-24
"10","4","591000",77,"10-400SA","10 -  400SA","00SA",434.07,1,"10",28-OCT-24
"10","4","591000",77,"10-400SB","10 -  400SB","00SB",416.48,1,"10",28-OCT-24
"10","4","591000",77,"10-400SC","10 -  400SC","00SC",110.83,1,"10",28-OCT-24
"10","4","591000",77,"10-400SD","10 -  400SD","00SD",122.5,1,"10",28-OCT-24
"10","4","591000",82,"10-400TM","10 -  400TM","00TM",7.78,1,"10",28-OCT-24
"10","4","591000",82,"10-455T","10 -  455T","55T",69.71,1,"10",28-OCT-24
"10","4","591000",82,"10-457T","10 -  457T","57T",31.5,1,"10",28-OCT-24
"10","4","591000",82,"10-478T","10 -  478T","78T",62.86,1,"10",28-OCT-24
"10","4","591000",85,"10-401M","10 -  401M","01M",300.52,1,"10",28-OCT-24
"10","4","591000",85,"10-450","10 -  450","50",627.33,1,"10",28-OCT-24
"10","4","591000",85,"10-455","10 -  455","55",778.65,1,"10",28-OCT-24
"10","4","591000",85,"10-455M","10 -  455M","55M",313.64,1,"10",28-OCT-24
"10","4","591040",78,"10-424","10 -  424","24",33.99,1,"10",28-OCT-24
"10","5","271000",40,"10-501","10 -  501","01",779.62,1,"10",28-OCT-24
"10","5","271000",55,"10-504A","10 -  504A","04A",5.09,1,"10",28-OCT-24
"10","5","271000",76,"10-504","10 -  504","04",434.24,1,"10",28-OCT-24
"10","5","271000",76,"10-513","10 -  513","13",449.32,1,"10",28-OCT-24
"10","5","271000",76,"10-516","10 -  516","16",459.09,1,"10",28-OCT-24
"10","5","271000",76,"10-519","10 -  519","19",341.47,1,"10",28-OCT-24
"10","5","271000",76,"10-525","10 -  525","25",505.27,1,"10",28-OCT-24
"10","5","271000",76,"10-528","10 -  528","28",461.83,1,"10",28-OCT-24
"10","5","271000",76,"10-550","10 -  550","50",3948.87,1,"10",28-OCT-24
"10","5","271000",80,"10-531","10 -  531","31",440.77,1,"10",28-OCT-24
"10","5","271000",80,"10-537","10 -  537","37",947.37,1,"10",28-OCT-24
"10","5","591000",18,"10-525J","10 -  525J","25J",67.85,1,"10",28-OCT-24
"10","5","591000",24,"10-501E","10 -  501E","01E",10.89,1,"10",28-OCT-24
"10","5","591000",24,"10-516E","10 -  516E","16E",15.11,1,"10",28-OCT-24
"10","5","591000",24,"10-528E","10 -  528E","28E",14.2,1,"10",28-OCT-24
"10","5","591000",24,"10-537E","10 -  537E","37E",16.38,1,"10",28-OCT-24
"10","5","591000",25,"10-500E1","10 -  500E1","00E1",46.08,1,"10",28-OCT-24
"10","5","591000",25,"10-500E2","10 -  500E2","00E2",44.92,1,"10",28-OCT-24
"10","5","591000",25,"10-500E3","10 -  500E3","00E3",56.88,1,"10",28-OCT-24
"10","5","591000",42,"10-500LA","10 -  500LA","00LA",421.69,1,"10",28-OCT-24
"10","5","591000",42,"10-500LB","10 -  500LB","00LB",54.36,1,"10",28-OCT-24
"10","5","591000",42,"10-500LC","10 -  500LC","00LC",56.21,1,"10",28-OCT-24
"10","5","591000",58,"10-519A","10 -  519A","19A",59.44,1,"10",28-OCT-24
"10","5","591000",58,"10-519B","10 -  519B","19B",51.66,1,"10",28-OCT-24
"10","5","591000",71,"10-500Z","10 -  500Z","00Z",332.29,1,"10",28-OCT-24
"10","5","591000",77,"10-500SC","10 -  500SC","00SC",192.88,1,"10",28-OCT-24
"10","5","591000",77,"10-500SD","10 -  500SD","00SD",114.99,1,"10",28-OCT-24
"10","5","591000",77,"10-500SE","10 -  500SE","00SE",120.07,1,"10",28-OCT-24
"10","5","591000",85,"10-513A","10 -  513A","13A",10.87,1,"10",28-OCT-24
"10","5","591000",85,"10-537A","10 -  537A","37A",16.02,1,"10",28-OCT-24
"10","6","271000",76,"10-601","10 -  601","01",1012.95,1,"10",28-OCT-24
"10","6","271000",76,"10-604","10 -  604","04",434.49,1,"10",28-OCT-24
"10","6","271000",76,"10-607","10 -  607","07",511.37,1,"10",28-OCT-24
"10","6","271000",76,"10-613","10 -  613","13",455.82,1,"10",28-OCT-24
"10","6","271000",76,"10-616","10 -  616","16",417.96,1,"10",28-OCT-24
"10","6","271000",76,"10-619","10 -  619","19",485.24,1,"10",28-OCT-24
"10","6","271000",76,"10-625","10 -  625","25",486.15,1,"10",28-OCT-24
"10","6","271000",76,"10-628","10 -  628","28",434.83,1,"10",28-OCT-24
"10","6","271000",76,"10-631","10 -  631","31",526.58,1,"10",28-OCT-24
"10","6","271000",76,"10-637","10 -  637","37",443.01,1,"10",28-OCT-24
"10","6","271000",76,"10-640","10 -  640","40",419.75,1,"10",28-OCT-24
"10","6","591000",24,"10-604E","10 -  604E","04E",20.28,1,"10",28-OCT-24
"10","6","591000",24,"10-616E","10 -  616E","16E",28.36,1,"10",28-OCT-24
"10","6","591000",24,"10-628E","10 -  628E","28E",24.61,1,"10",28-OCT-24
"10","6","591000",24,"10-640E","10 -  640E","40E",24.44,1,"10",28-OCT-24
"10","6","591000",25,"10-600E1","10 -  600E1","00E1",46.08,1,"10",28-OCT-24
"10","6","591000",25,"10-600E2","10 -  600E2","00E2",44.92,1,"10",28-OCT-24
"10","6","591000",25,"10-600E3","10 -  600E3","00E3",56.88,1,"10",28-OCT-24
"10","6","591000",58,"10-625A","10 -  625A","25A",67.85,1,"10",28-OCT-24
"10","6","591000",71,"10-600Z","10 -  600Z","00Z",442.58,1,"10",28-OCT-24
"10","6","591000",77,"10-600SD","10 -  600SD","00SD",114.99,1,"10",28-OCT-24
"10","6","591000",77,"10-600SE","10 -  600SE","00SE",120.07,1,"10",28-OCT-24
"10","7","271000",76,"10-701","10 -  701","01",1012.95,1,"10",28-OCT-24
"10","7","271000",76,"10-704","10 -  704","04",434.49,1,"10",28-OCT-24
"10","7","271000",76,"10-707","10 -  707","07",511.37,1,"10",28-OCT-24
"10","7","271000",76,"10-713","10 -  713","13",455.82,1,"10",28-OCT-24
"10","7","271000",76,"10-716","10 -  716","16",417.96,1,"10",28-OCT-24
"10","7","271000",76,"10-719","10 -  719","19",485.36,1,"10",28-OCT-24
"10","7","271000",76,"10-725","10 -  725","25",486.15,1,"10",28-OCT-24
"10","7","271000",76,"10-728","10 -  728","28",434.83,1,"10",28-OCT-24
"10","7","271000",76,"10-731","10 -  731","31",526.58,1,"10",28-OCT-24
"10","7","271000",76,"10-737","10 -  737","37",443.01,1,"10",28-OCT-24
"10","7","271000",76,"10-740","10 -  740","40",419.75,1,"10",28-OCT-24
"10","7","591000",24,"10-704E","10 -  704E","04E",20.28,1,"10",28-OCT-24
"10","7","591000",24,"10-716E","10 -  716E","16E",28.36,1,"10",28-OCT-24
"10","7","591000",24,"10-728E","10 -  728E","28E",24.61,1,"10",28-OCT-24
"10","7","591000",24,"10-740E","10 -  740E","40E",24.44,1,"10",28-OCT-24
"10","7","591000",25,"10-700E1","10 -  700E1","00E1",44.93,1,"10",28-OCT-24
"10","7","591000",25,"10-700E2","10 -  700E2","00E2",46.08,1,"10",28-OCT-24
"10","7","591000",25,"10-700E3","10 -  700E3","00E3",56.88,1,"10",28-OCT-24
"10","7","591000",58,"10-725A","10 -  725A","25A",61.9,1,"10",28-OCT-24
"10","7","591000",71,"10-700Z","10 -  700Z","00Z",445.81,1,"10",28-OCT-24
"10","7","591000",77,"10-700SD","10 -  700SD","00SD",114.99,1,"10",28-OCT-24
"10","7","591000",77,"10-700SE","10 -  700SE","00SE",120.07,1,"10",28-OCT-24
"10","8","271000",55,"10-837","10 -  837","37",136.47,1,"10",28-OCT-24
"10","8","271000",64,"10-830","10 -  830","30",52.46,1,"10",28-OCT-24
"10","8","271000",76,"10-810","10 -  810","10",148.96,1,"10",28-OCT-24
"10","8","271000",76,"10-813","10 -  813","13",788.45,1,"10",28-OCT-24
"10","8","271000",76,"10-825","10 -  825","25",790.99,1,"10",28-OCT-24
"10","8","591000",24,"10-802AE","10 -  802AE","02AE",28.69,1,"10",28-OCT-24
"10","8","591000",24,"10-802E","10 -  802E","02E",31.52,1,"10",28-OCT-24
"10","8","591000",25,"10-800E1","10 -  800E1","00E1",52.78,1,"10",28-OCT-24
"10","8","591000",25,"10-800E2","10 -  800E2","00E2",52.78,1,"10",28-OCT-24
"10","8","591000",25,"10-800E3","10 -  800E3","00E3",61.81,1,"10",28-OCT-24
"10","8","591000",71,"10-800Z","10 -  800Z","00Z",1278.9,1,"10",28-OCT-24
"10","8","591000",77,"10-800SD","10 -  800SD","00SD",99.95,1,"10",28-OCT-24
"10","8","591000",77,"10-800SE","10 -  800SE","00SE",98.44,1,"10",28-OCT-24
"10","8","591000",77,"10-800SH","10 -  800SH","00SH",16,1,"10",28-OCT-24
"10","8","591000",77,"10-800SHM","10 -  800SHM","00SHM",35.65,1,"10",28-OCT-24
"10","8","591000",85,"10-801","10 -  801","01",1429.35,1,"10",28-OCT-24
"10","8","591000",85,"10-802M","10 -  802M","02M",168.1,1,"10",28-OCT-24
"10","8","591000",85,"10-820","10 -  820","20",26.37,1,"10",28-OCT-24
