"LIBRARY_RESERVE_CATALOG_KEY","CATALOG_TITLE","CATALOG_AUTHOR_NAME","CATALOG_YEAR","CATALOG_PUBLISHER","CATALOG_CALL_NUMBER","CATALOG_ISBN","CATALOG_SYSTEM_NUMBER","CATALOG_RECORD_CREATE_DATE","CATALOG_RECORD_UPDATE_DATE","RECORD_COUNTER","WAREHOUSE_LOAD_DATE"
"000010727","","","   0","","","","000010727",13-SEP-02,21-FEB-03,1,13-MAR-08
"000002230","","","   0","","","","000002230",30-AUG-01,17-JAN-06,1,13-MAR-08
"000002231","","","   0","","","","000002231",30-AUG-01,17-JAN-06,1,13-MAR-08
"000010728","The spatial economy : cities, regions, and international trade / Masahisa Fujita, Paul Krugman, Anth","Fujita, Masahisa.","1999","Cambridge, Mass. : MIT Press, c1999.","HF1025.F973 1999","0262062046 (hc. : alk. paper)","000010728",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002232","","","   0","","","","000002232",30-AUG-01,24-AUG-04,1,13-MAR-08
"000010729","","","   0","","","","000010729",13-SEP-02,18-AUG-04,1,13-MAR-08
"000002233","","","   0","","","","000002233",30-AUG-01,10-AUG-05,1,13-MAR-08
"000002234","","","   0","","","","000002234",30-AUG-01,10-AUG-05,1,13-MAR-08
"000010730","","","   0","","","","000010730",13-SEP-02,03-OCT-02,1,13-MAR-08
"000002235","","","   0","","","","000002235",30-AUG-01,10-AUG-05,1,13-MAR-08
"000010731","","","   0","","","","000010731",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002236","","","   0","","","","000002236",30-AUG-01,24-SEP-01,1,13-MAR-08
"000010732","","","   0","","","","000010732",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002237","","","   0","","","","000002237",30-AUG-01,17-JAN-06,1,13-MAR-08
"000010733","","","   0","","","","000010733",13-SEP-02,16-DEC-02,1,13-MAR-08
"000002238","","","   0","","","","000002238",30-AUG-01,19-JAN-05,1,13-MAR-08
"000010734","","","   0","","","","000010734",13-SEP-02,29-SEP-06,1,13-MAR-08
"000002239","","","   0","","","","000002239",30-AUG-01,19-JAN-05,1,13-MAR-08
"000010735","","","   0","","","","000010735",13-SEP-02,29-SEP-06,1,13-MAR-08
"000002240","","","   0","","","","000002240",30-AUG-01,19-JAN-05,1,13-MAR-08
"000010736","","","   0","","","","000010736",13-SEP-02,30-JUN-03,1,13-MAR-08
"000002241","","","   0","","","","000002241",30-AUG-01,19-JAN-05,1,13-MAR-08
"000002242","","","   0","","","","000002242",30-AUG-01,24-JUL-02,1,13-MAR-08
"000002243","","","   0","","","","000002243",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010737","People and pixels : linking remote sensing and social science / Diana Liverman ... [et al.], editors","","1998","Washington, D.C. : National Academy Press, 1998.","HD108.8.P46 1998","0309064082 (pbk.)","000010737",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002244","","","   0","","","","000002244",30-AUG-01,24-JUL-02,1,13-MAR-08
"000002245","","","   0","","","","000002245",30-AUG-01,13-AUG-02,1,13-MAR-08
"000002246","","","   0","","","","000002246",30-AUG-01,25-JAN-02,1,13-MAR-08
"000010738","Ground truth : the social implications of geographic information systems / edited by John Pickles.","","1995","New York : Guilford Press, c1995.","G70.2.G76 1995","0898622948 (acid-free paper)","000010738",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002247","","","   0","","","","000002247",30-AUG-01,25-JAN-02,1,13-MAR-08
"000002248","","","   0","","","","000002248",30-AUG-01,25-JAN-02,1,13-MAR-08
"000002249","","","   0","","","","000002249",30-AUG-01,30-JUN-03,1,13-MAR-08
"000002250","","","   0","","","","000002250",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010739","Information systems for urban planning : a hypermedia co-operative approach / Robert Laurini.","Laurini, Robert.","2001","London ; New York : Taylor & Francis, 2001.","HT166.L383 2001","0748409637 (hb)","000010739",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002251","","","   0","","","","000002251",30-AUG-01,19-JUL-05,1,13-MAR-08
"000002252","","","   0","","","","000002252",30-AUG-01,19-JUL-05,1,13-MAR-08
"000002253","","","   0","","","","000002253",30-AUG-01,19-JUL-05,1,13-MAR-08
"000010740","That's the way I see it / David Hockney ; edited by Nikos Stangos.","Hockney, David.","1993","San Francisco, Calif. : Chronicle Books ; Vancouver, B.C. : distributed in Canada by Raincoast Books","N6797.H685.A4 1993","0811805069 :","000010740",13-SEP-02,02-FEB-09,1,10-DEC-09
"000002254","","","   0","","","","000002254",30-AUG-01,19-JUL-05,1,13-MAR-08
"000002255","","","   0","","","","000002255",30-AUG-01,19-JUL-05,1,13-MAR-08
"000010741","The paintings and sketches of Louis I. Kahn / Jan Hochstim ; introduction by Vincent Scully.","Hochstim, Jan.","1991","New York : Rizzoli, 1991.","N6537.K228.A4 1991","0847813819","000010741",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002256","Writing your first play / Roger A. Hall.","Hall, Roger A.","1998","Boston : Focal Press, c1998.","PN1661.H28 1998","024080290X (alk. paper)","000002256",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010742","","","   0","","","","000010742",13-SEP-02,18-AUG-04,1,13-MAR-08
"000010743","","","   0","","","","000010743",13-SEP-02,03-FEB-05,1,13-MAR-08
"000010744","","","   0","","","","000010744",13-SEP-02,08-JUL-03,1,13-MAR-08
"000002257","The Oresteia / Aeschylus ; translated by Robert Fagles, introductory essay, notes and glossary with","Aeschylus.","1977","New York : Bantam Books, 1977, c1975.","PA3827.A7.F3 1977","0553104063","000002257",30-AUG-01,02-FEB-09,1,10-DEC-09
"000010745","","","   0","","","","000010745",13-SEP-02,08-JUL-03,1,13-MAR-08
"000002258","","","   0","","","","000002258",30-AUG-01,18-DEC-02,1,13-MAR-08
"000010746","","","   0","","","","000010746",13-SEP-02,20-MAY-03,1,13-MAR-08
"000002259","","","   0","","","","000002259",30-AUG-01,17-JAN-02,1,13-MAR-08
"000010747","","","   0","","","","000010747",13-SEP-02,20-AUG-03,1,13-MAR-08
"000002260","","","   0","","","","000002260",30-AUG-01,17-JAN-02,1,13-MAR-08
"000002261","","","   0","","","","000002261",30-AUG-01,17-JAN-02,1,13-MAR-08
"000002262","","","   0","","","","000002262",30-AUG-01,17-JAN-02,1,13-MAR-08
"000010748","An Engineer imagines / Peter Rice.","Rice, Peter, 1935-","1994","London : Artemis, c1994.","TH140.R5.E44 1994","1899858113","000010748",13-SEP-02,02-FEB-09,1,03-FEB-09
"000002263","","","   0","","","","000002263",30-AUG-01,30-AUG-01,1,13-MAR-08
"000010749","","","   0","","","","000010749",13-SEP-02,30-JUN-03,1,13-MAR-08
"000002264","Intimate selving in Arab families : gender, self, and identity / edited by Suad Joseph.","","1999","Syracuse, NY : Syracuse University Press, 1999.","HQ1784.I58 1999","0815628080 (cloth : alk. paper)","000002264",30-AUG-01,02-FEB-09,1,03-FEB-09
"000002265","","","   0","","","","000002265",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010750","The visual display of quantitative information / Edward R. Tufte.","Tufte, Edward R., 1942-","1983","Cheshire, Conn. (Box 430, Cheshire 06410) : Graphics Press, c1983.","QA276.3.T83 1983","","000010750",13-SEP-02,02-FEB-09,1,03-FEB-09
"000010751","","","   0","","","","000010751",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010752","","","   0","","","","000010752",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002266","The plays of Anton Chekhov / a new translation by Paul Schmidt.","Chekhov, Anton Pavlovich, 1860-1904.","1997","New York : HarperCollins Publishers, c1997.","PG3456.A19.S36 1997","0060187050","000002266",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010753","","","   0","","","","000010753",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002267","","","   0","","","","000002267",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010754","","","   0","","","","000010754",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002268","","","   0","","","","000002268",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010755","","","   0","","","","000010755",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002269","","","   0","","","","000002269",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010756","","","   0","","","","000010756",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002270","","","   0","","","","000002270",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010757","","","   0","","","","000010757",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002271","","","   0","","","","000002271",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010758","","","   0","","","","000010758",13-SEP-02,20-AUG-03,1,13-MAR-08
"000002272","","","   0","","","","000002272",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010759","","","   0","","","","000010759",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002273","","","   0","","","","000002273",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010760","","","   0","","","","000010760",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002274","","","   0","","","","000002274",30-AUG-01,22-JUL-02,1,13-MAR-08
"000010761","","","   0","","","","000010761",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002275","","","   0","","","","000002275",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010762","","","   0","","","","000010762",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010763","","","   0","","","","000010763",13-SEP-02,19-JUL-05,1,13-MAR-08
"000010764","","","   0","","","","000010764",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010765","","","   0","","","","000010765",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002276","Thinking in pictures : and other reports from my life with autism / by Temple Grandin ; with a forew","Grandin, Temple.","1996","New York : Vintage Books, 1996.","RC553.A88.G74 1996","0679772898","000002276",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010766","","","   0","","","","000010766",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002277","","","   0","","","","000002277",30-AUG-01,27-JAN-06,1,13-MAR-08
"000010767","","","   0","","","","000010767",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002278","","","   0","","","","000002278",30-AUG-01,27-JAN-06,1,13-MAR-08
"000010768","","","   0","","","","000010768",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010769","","","   0","","","","000010769",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002279","","","   0","","QA241.A394 1967","","000002279",30-AUG-01,22-AUG-02,1,13-MAR-08
"000002280","","","   0","","","","000002280",30-AUG-01,24-JUL-02,1,13-MAR-08
"000002281","","","   0","","","","000002281",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010770","Stuck in traffic : coping with peak-hour traffic congestion / Anthony Downs.","Downs, Anthony.","1992","Washington, D.C. : Brookings Institution ; Cambridge, Mass. : Lincoln Institute of Land Policy, c199","HE355.3.C64.D69 1992","0815719248 (cloth : alk. paper) :","000010770",13-SEP-02,02-FEB-09,1,10-DEC-09
"000002282","","","   0","","","","000002282",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010771","","","   0","","","","000010771",13-SEP-02,16-SEP-04,1,13-MAR-08
"000002283","","","   0","","","","000002283",30-AUG-01,24-JUL-02,1,13-MAR-08
"000002284","","","   0","","","","000002284",30-AUG-01,24-JUL-02,1,13-MAR-08
"000010772","","","   0","","","","000010772",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010773","","","   0","","","","000010773",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010774","","","   0","","","","000010774",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010775","","","   0","","","","000010775",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002285","Television : the critical view / edited by Horace Newcomb.","","2000","New York : Oxford University Press, 2000.","PN1992.3.U5.T37 2000","0195119274 (pbk. : alk. paper)","000002285",30-AUG-01,02-FEB-09,1,03-FEB-09
"000002286","","","   0","","","","000002286",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010776","","","   0","","","","000010776",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002287","","","   0","","","","000002287",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010777","","","   0","","","","000010777",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002288","","","   0","","","","000002288",30-AUG-01,30-JUN-03,1,13-MAR-08
"000010778","","","   0","","","","000010778",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010779","","","   0","","","","000010779",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010780","","","   0","","","","000010780",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010781","","","   0","","","","000010781",13-SEP-02,03-JUN-04,1,13-MAR-08
"000002289","Fracture mechanics : fundamentals and applications / T.L. Anderson.","Anderson, T. L.","1995","Boca Raton : CRC Press, c1995.","TA409.A49 1995","0849342600 (acid-free paper)","000002289",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010782","","","   0","","","","000010782",13-SEP-02,03-JUN-04,1,13-MAR-08
"000010783","","","   0","","","","000010783",13-SEP-02,16-JUL-03,1,13-MAR-08
"000010784","","","   0","","","","000010784",13-SEP-02,16-JUL-03,1,13-MAR-08
"000002290","Principles of polymer engineering / N.G. McCrum, C.P. Buckley, C.B. Bucknall.","McCrum, N. G.","1997","Oxford ; New York : Oxford University Press, 1997.","TA455.P58.M334 1997","0198565275 (hbk)","000002290",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010785","","","   0","","","","000010785",14-SEP-02,03-JUN-04,1,13-MAR-08
"000010786","","","   0","","","","000010786",14-SEP-02,03-JUN-04,1,13-MAR-08
"000010787","","","   0","","","","000010787",14-SEP-02,03-JUN-04,1,13-MAR-08
"000002291","Algebraic number theory / A. Frohlich, M.J. Taylor.","Frohlich, A. (Albrecht), 1916-","1991","Cambridge ; New York : Cambridge University Press, 1991.","QA247.F735 1991","052136664X","000002291",30-AUG-01,02-FEB-09,1,03-FEB-09
"000010788","","","   0","","","","000010788",14-SEP-02,03-JUN-04,1,13-MAR-08
"000010789","","","   0","","","","000010789",14-SEP-02,03-JUN-04,1,13-MAR-08
"000010790","","","   0","","","","000010790",14-SEP-02,03-JUN-04,1,13-MAR-08
"000057037","Gifts / Nuruddin Farah.","Farah, Nuruddin, 1945-","1999","New York : Arcade Pub., 1999.","PR9396.9.F3.G54 1999","1559704845","000057037",29-JAN-10,30-JAN-10,1,31-JAN-10
"000057076","Late Victorian holocausts : El Ni?o famines and the making of the third world / Mike Davis.","Davis, Mike, 1946-","2001","London ; New York : Verso, 2001.","HC79.F3.D38 2001","1859847390 (cloth)","000057076",30-JAN-10,30-JAN-10,1,31-JAN-10
"000057044","An introduction to the mechanical properties of solid polymers / I.M. Ward and J. Sweeney.","Ward, I. M. (Ian Macmillan), 1928-","2004","Chichester ; Hoboken, NJ : Wiley, c2004.","TA455.P58.W36 2004","0471496251 (cloth : alk. paper)","000057044",29-JAN-10,29-JAN-10,1,31-JAN-10
"000057082","The platypus and the mermaid and other figments of the classifying imagination / Harriet Ritvo.","Ritvo, Harriet, 1946-","1997","Cambridge, Mass. : Harvard University Press, 1997.","QL351.R57 1997","0674673573 (alk. paper)","000057082",30-JAN-10,30-JAN-10,1,31-JAN-10
"000057074","Environment and empire / William Beinart and Lotte Hughes.","Beinart, William.","2007","Oxford ; New York : Oxford University Press, 2007.","GF551.B45 2007","0199260311 (alk. paper)","000057074",30-JAN-10,30-JAN-10,1,31-JAN-10
"000057043","From Max Weber: Essays in sociology. Translated, edited, and with an introduction, by H. H. Gerth an","Weber, Max, 1864-1920.","1964","New York, Oxford University Press, 1958 [1964].","H33.W375 1958","","000057043",29-JAN-10,30-JAN-10,1,31-JAN-10
"000057051","","","   0","","","","000057051",30-JAN-10,30-JAN-10,1,31-JAN-10
"000020155","Cronica de una muerte anunciada / Gabriel Garcia Marquez; con una introduccion y ejercicios por","Garcia Marquez, Gabriel, 1928-","1996","White Plains, N.Y. : Longman, 1996.","PQ8180.17.A73.C683 1996","0801315891 (pbk.)","000020155",24-JAN-04,02-FEB-09,1,17-JUL-09
"000011391","Frei Otto : form and structure / Philip Drew.","Drew, Philip, 1943-","1976","Boulder, Colo. : Westview Press, [1976]","TA663.D73","0891585354 :","000011391",09-OCT-02,02-FEB-09,1,10-DEC-09
"000003055","Optimal control theory; an introduction [by] Donald E. Kirk.","Kirk, Donald E., 1937-","1970","Englewood Cliffs, N.J., Prentice-Hall [1970]","QA402.3.K59","0136380980","000003055",10-SEP-01,02-FEB-09,1,03-FEB-09
"000003056","","","   0","","","","000003056",10-SEP-01,08-AUG-03,1,13-MAR-08
"000020156","Manual de gramatica : [grammar reference for students of Spanish] / Eleanor Dozier, Zulma Iguina.","Dozier, Eleanor.","2003","Australia ; Boston, Mass. : Thomson/Heinle, c2003.","PC4112.D69 2003","0838450989 (paperback with passcard)","000020156",24-JAN-04,02-FEB-09,1,03-FEB-09
"000011392","Houses in motion : the genesis, history and development of the portable building / Robert Kronenburg","Kronenburg, Robert.","1995","London : Academy Editions ; New York, NY : Distributed in the U.S. by St. Martin's Press, 1995.","NA8480.K76 1995","1854903950","000011392",09-OCT-02,02-FEB-09,1,03-FEB-09
"000020157","","","   0","","","","000020157",24-JAN-04,18-AUG-04,1,13-MAR-08
"000011393","","","   0","","","","000011393",09-OCT-02,12-APR-04,1,13-MAR-08
"000003057","Islamic art in context : art, architecture, and the literary world / Robert Irwin.","Irwin, Robert, 1946-","1997","Upper Saddle River, NJ : Prentice-Hall ; New York : H.N. Abrams, 1997.","N6260.I75 1997","0135998123 (Prentice Hall)","000003057",10-SEP-01,01-APR-14,1,02-APR-14
"000020158","","","   0","","","","000020158",24-JAN-04,18-AUG-04,1,13-MAR-08
"000020159","","","   0","","","","000020159",24-JAN-04,19-AUG-04,1,13-MAR-08
"000003058","","","   0","","","","000003058",10-SEP-01,08-JAN-04,1,13-MAR-08
"000020160","","","   0","","","","000020160",24-JAN-04,17-FEB-04,1,13-MAR-08
"000020161","","","   0","","","","000020161",24-JAN-04,19-AUG-04,1,13-MAR-08
"000011394","Operating manual for spaceship earth [by] R. Buckminster Fuller.","Fuller, R. Buckminster (Richard Buckminster), 1895-1983.","1969","[Carbondale, Southern Illinois University Press, 1969]","T14.F967","080932461X","000011394",09-OCT-02,02-FEB-09,1,17-JUL-09
"000020162","","","   0","","","","000020162",24-JAN-04,19-AUG-04,1,13-MAR-08
"000003059","The search for an abortionist.","Lee, Nancy Howell.","1969","Chicago, University of Chicago Press [1969]","HQ767.L479","","000003059",10-SEP-01,12-DEC-20,1,13-DEC-20
"000020163","","","   0","","","","000020163",24-JAN-04,19-AUG-04,1,13-MAR-08
"000011395","Cable nets / Maritz Vandenberg.","Vandenberg, Maritz.","1998","Chichester, West Sussex : Academy Editions, 1998.","TA660.C3.V3 1998","047197823X","000011395",09-OCT-02,02-FEB-09,1,03-FEB-09
"000003060","Social structures : a network approach / edited by Barry Wellman, S.D. Berkowitz.","","1988","Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1988.","HM73.S6276 1988","0521244412","000003060",10-SEP-01,12-DEC-20,1,13-DEC-20
"000020164","Varieties of police behavior; the management of law and order in eight communities, by James Q. Wils","Wilson, James Q.","1968","Cambridge, Mass., Harvard University Press, 1968.","HV8141.W749","","000020164",25-JAN-04,02-FEB-09,1,03-FEB-09
"000011396","A Toolbox for alleviating traffic congestion.","","1989","Washington, DC (525 School St., SW, Washington 20024) : Institute of Transportation Engineers, c1989","HE336.C64.T66 1989","","000011396",09-OCT-02,02-FEB-09,1,03-FEB-09
"000003061","Getting a job : a study of contacts and careers / Mark Granovetter.","Granovetter, Mark S.","1995","Chicago : University of Chicago Press, c1995.","HF5383.G68 1995","0226305813 (pbk. : alk. paper)","000003061",10-SEP-01,12-DEC-20,1,13-DEC-20
"000011397","","","   0","","","","000011397",10-OCT-02,31-JAN-03,1,13-MAR-08
"000020165","Peddlers and princes; social change and economic modernization in two Indonesian towns.","Geertz, Clifford.","1963","Chicago, University of Chicago Press [1963]","HC448.M58.G298","","000020165",25-JAN-04,02-FEB-09,1,03-FEB-09
"000011398","","","   0","","","","000011398",10-OCT-02,31-JAN-05,1,13-MAR-08
"000020166","","","   0","","","","000020166",25-JAN-04,21-JAN-06,1,13-MAR-08
"000011399","","","   0","","","","000011399",10-OCT-02,31-JAN-05,1,13-MAR-08
"000011400","","","   0","","","","000011400",10-OCT-02,16-SEP-03,1,13-MAR-08
"000003062","Network models of the diffusion of innovations / Thomas W. Valente.","Valente, Thomas W.","1995","Cresskill, N.J. : Hampton Press, c1995.","HC79.T4.V35 1995","1881303217 (hbk.)","000003062",10-SEP-01,12-DEC-20,1,13-DEC-20
"000011401","","","   0","","","","000011401",10-OCT-02,16-SEP-03,1,13-MAR-08
"000011402","","","   0","","","","000011402",10-OCT-02,19-AUG-03,1,13-MAR-08
"000020167","Lectures on Riemann surfaces / Otto Forster ; translated by Bruce Gilligan.","Forster, Otto, 1937-","1981","New York : Springer-Verlag, c1981.","QA333.F6713","0387906177","000020167",26-JAN-04,02-FEB-09,1,03-FEB-09
"000011403","","","   0","","","","000011403",10-OCT-02,20-MAY-03,1,13-MAR-08
"000003063","Social network analysis : methods and applications / Stanley Wasserman, Katherine Faust.","Wasserman, Stanley.","1994","Cambridge ; New York : Cambridge University Press, 1994.","HM131.W356 1994","0521382696 (hardback)","000003063",10-SEP-01,12-DEC-20,1,13-DEC-20
"000011404","","","   0","","","","000011404",10-OCT-02,09-JAN-03,1,13-MAR-08
"000011405","","","   0","","","","000011405",10-OCT-02,05-JUN-03,1,13-MAR-08
"000003064","","","   0","","","","000003064",10-SEP-01,16-DEC-02,1,13-MAR-08
"000020168","Algebra and tiling : homomorphisms in the service of geometry / Sherman K. Stein, Sandor Szabo.","Stein, Sherman K.","1994","Washington, DC : Mathematical Association of America, 1994.","QA166.8.S74 1994","0883850281","000020168",26-JAN-04,02-FEB-09,1,03-FEB-09
"000011406","","","   0","","","","000011406",10-OCT-02,20-DEC-02,1,13-MAR-08
"000020169","","","   0","","","","000020169",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011407","","","   0","","","","000011407",10-OCT-02,06-JAN-03,1,13-MAR-08
"000020170","","","   0","","","","000020170",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011408","","","   0","","","","000011408",10-OCT-02,06-JAN-03,1,13-MAR-08
"000003065","Principles of internet marketing / Ward Hanson.","Hanson, Ward A.","2000","Australia ; Cincinnati, Ohio : South-Western College Pub., c2000.","HF5415.1265.H36 2000","0538875739 (softcover : alk. paper)","000003065",10-SEP-01,02-FEB-09,1,03-FEB-09
"000020171","","","   0","","","","000020171",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011409","","","   0","","","","000011409",10-OCT-02,06-JAN-03,1,13-MAR-08
"000003066","Microeconomics Study Guilde","","2001","2001","","","000003066",10-SEP-01,02-FEB-09,1,03-FEB-09
"000011410","","","   0","","","","000011410",11-OCT-02,22-APR-03,1,13-MAR-08
"000020172","","","   0","","","","000020172",26-JAN-04,03-JUN-04,1,13-MAR-08
"000003067","","","   0","","","","000003067",11-SEP-01,16-JUL-02,1,13-MAR-08
"000011411","","","   0","","","","000011411",11-OCT-02,13-APR-04,1,13-MAR-08
"000020173","","","   0","","","","000020173",26-JAN-04,03-JUN-04,1,13-MAR-08
"000020174","","","   0","","","","000020174",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011412","","","   0","","","","000011412",11-OCT-02,17-JUN-05,1,13-MAR-08
"000020175","","","   0","","","","000020175",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011413","21M.283 Photocopy no.2 - Guys and Dolls (script)","","   0","","","","000011413",11-OCT-02,02-FEB-09,1,03-FEB-09
"000003068","Policy paradox and political reason / Deborah A. Stone.","Stone, Deborah A.","1988","Glenview, Ill. : Scott, Foresman, c1988.","H97.S83 1988","0673397513 (pbk.)","000003068",11-SEP-01,02-FEB-09,1,03-FEB-09
"000020176","","","   0","","","","000020176",26-JAN-04,03-JUN-04,1,13-MAR-08
"000011414","","","   0","","","","000011414",11-OCT-02,26-DEC-02,1,13-MAR-08
"000020177","","","   0","","","","000020177",26-JAN-04,03-JUN-04,1,13-MAR-08
"000003069","","","   0","","","","000003069",11-SEP-01,15-SEP-04,1,13-MAR-08
"000003024","","","   0","","","","000003024",10-SEP-01,23-SEP-03,1,13-MAR-08
"000020119","","","   0","","","","000020119",23-JAN-04,26-FEB-04,1,13-MAR-08
"000003025","","","   0","","","","000003025",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020120","","","   0","","","","000020120",23-JAN-04,08-JUL-04,1,13-MAR-08
"000003026","","","   0","","","","000003026",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020121","","","   0","","","","000020121",23-JAN-04,08-JUL-04,1,13-MAR-08
"000003027","","","   0","","","","000003027",10-SEP-01,08-JUL-03,1,13-MAR-08
"000020122","","","   0","","","","000020122",23-JAN-04,08-JUL-04,1,13-MAR-08
"000003028","","","   0","","","","000003028",10-SEP-01,08-JUL-03,1,13-MAR-08
"000020123","","","   0","","","","000020123",23-JAN-04,08-JUL-04,1,13-MAR-08
"000003029","","","   0","","","","000003029",10-SEP-01,08-JUL-03,1,13-MAR-08
"000020124","","","   0","","","","000020124",23-JAN-04,26-FEB-04,1,13-MAR-08
"000003030","","","   0","","","","000003030",10-SEP-01,22-AUG-03,1,13-MAR-08
"000011369","System dynamics : a unified approach / Dean C. Karnopp, Donald L. Margolis, Ronald C. Rosenberg.","Karnopp, Dean.","1990","New York : Wiley, 1990.","TA168.K18 1990","0471621714","000011369",07-OCT-02,02-FEB-09,1,03-FEB-09
"000003031","","","   0","","","","000003031",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020125","","","   0","","","","000020125",23-JAN-04,08-JUL-04,1,13-MAR-08
"000003032","","","   0","","","","000003032",10-SEP-01,22-AUG-03,1,13-MAR-08
"000020126","","","   0","","","","000020126",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003033","","","   0","","","","000003033",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020127","","","   0","","","","000020127",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003034","","","   0","","","","000003034",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020128","","","   0","","","","000020128",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011370","System dynamics : a unified approach / Dean Karnopp, Ronald Rosenberg.","Karnopp, Dean.","1975","New York : Wiley, 1975.","TA168.K18 1975","0471459402","000011370",07-OCT-02,02-FEB-09,1,17-JUL-09
"000003035","","","   0","","","","000003035",10-SEP-01,08-JUL-03,1,13-MAR-08
"000020129","","","   0","","","","000020129",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011371","","","   0","","","","000011371",08-OCT-02,03-SEP-03,1,13-MAR-08
"000020130","","","   0","","","","000020130",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003036","","","   0","","","","000003036",10-SEP-01,23-OCT-02,1,13-MAR-08
"000011372","","","   0","","","","000011372",08-OCT-02,07-JAN-03,1,13-MAR-08
"000020131","","","   0","","","","000020131",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003037","","","   0","","","","000003037",10-SEP-01,22-AUG-03,1,13-MAR-08
"000011373","","","   0","","","","000011373",08-OCT-02,04-AUG-04,1,13-MAR-08
"000020132","","","   0","","","","000020132",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003038","","","   0","","","","000003038",10-SEP-01,08-JUL-03,1,13-MAR-08
"000011374","","","   0","","","","000011374",08-OCT-02,20-DEC-04,1,13-MAR-08
"000020133","","","   0","","","","000020133",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003039","","","   0","","","","000003039",10-SEP-01,23-OCT-02,1,13-MAR-08
"000011375","","","   0","","","","000011375",08-OCT-02,14-JAN-03,1,13-MAR-08
"000020134","","","   0","","","","000020134",24-JAN-04,03-JUN-04,1,13-MAR-08
