"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"3:CMI:U","3 CMI","Mat Sci & Eng - Cambridge-MIT","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","141801","N","NDG","","",25-APR-05,28-OCT-24
"3:CSD:G","3 CSD","Mat Sci and Eng - Doctoral","Materials Science and Engineering - Computational Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2022FA","Fall Term 2021-2022","999999","End of Time","CSD","G","110101","Y","DOC","Doctoral","Doctoral",28-JUL-21,28-OCT-24
"3:CSM:G","3 CSM","Mat Sci and Eng - SM","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2023FA","Fall Term 2022-2023","999999","End of Time","CSM","G","110101","Y","SM","Masters","Masters",25-APR-23,28-OCT-24
"3:D:G","3 D","Mat Sci and Eng - Doctoral","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","D","G","141801","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"3:H:G","3 H","Mat Sci & Eng - SM pre-HST","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","1995SU","Summer Term 1995","H","G","141801","Y","SM","Masters","Masters",22-SEP-95,28-OCT-24
"3:M:G","3 M","Mat Sci and Eng - SM/Eng","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","M","G","141801","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"3:NIE:G","3 NIE","Mat Sci and Eng - Exchange","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","141801","N","NDG","","",31-MAR-05,28-OCT-24
"3:NIE:U","3 NIE","Mat Sci and Eng - Exchange","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2009FA","Fall Term 2008-2009","999999","End of Time","NIE","U","141801","N","NDG","","",11-JUL-08,28-OCT-24
"3:NIV:G","3 NIV","Mat Sci and Eng - Visiting","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","141801","N","NDG","","",31-MAR-05,28-OCT-24
"3:NIV:U","3 NIV","Mat Sci and Eng - Visiting","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2007SP","Spring Term 2006-2007","999999","End of Time","NIV","U","141801","N","NDG","","",30-AUG-07,28-OCT-24
"3:P:G","3 P","Mat Sci & Eng - M.Eng","Materials Science and Engineering","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","2001FA","Fall Term 2000-2001","999999","End of Time","P","G","141801","Y","MNG","Masters","Masters",23-JUL-15,28-OCT-24
"3:TP:G","3 TP","Mat Sci & Eng - SM Tech & Pol","Materials Science and Engineering (Technology and Policy Program)","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","141801","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"3:TPD:G","3 TPD","Mat Sci & Eng -DOC Tech & Pol","Materials Science and Engineering (Technology and Policy Program)","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","141801","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"3:W:G","3 W","Mat Sci & Eng - WHOI","Materials Science and Engineering (with Woods Hole Oceanographic Institution)","3","Materials Science and Eng","Department of Materials Science and Engineering","Engineering","School of Engineering","000000","Beginning of Time","2010FA","Fall Term 2009-2010","W","G","141801","N","NDG","","",04-AUG-23,28-OCT-24
"4::G","4","Architecture","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","","G","040201","N","NDG","","",23-JUL-15,28-OCT-24
"4::U","4","Architecture Design","Architecture Design (Course 4)","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","","U","040201","Y","SB","","",07-AUG-24,28-OCT-24
"4:ABM:G","4 ABM","Building Tech - SM","Building Technology","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","ABM","G","040902","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:ACM:G","4 ACM","Computation - SM","Computation","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","ACM","G","040902","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:ADM:G","4 ADM","Architectural Design - SM","Architectural Design","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","ADM","G","040902","Y","SM","Masters","Masters",05-APR-16,28-OCT-24
"4:AHM:G","4 AHM","Hist, Theory, Crit Arch Art SM","History, Theory, Criticism of Architecture and Art","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","AHM","G","040201","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:AIM:G","4 AIM","Islamic Arch - SM","Islamic Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","AIM","G","040201","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:AUM:G","4 AUM","Urbanism - SM","Urbanism","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","AUM","G","040902","Y","SM","Masters","Masters",05-APR-16,28-OCT-24
"4:B:U","4 B","Art and Design","Art and Design (Course 4-B)","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2019FA","Fall Term 2018-2019","999999","End of Time","B","U","040201","Y","SB","","",12-MAY-20,28-OCT-24
"4:BD:G","4 BD","Building Tech - Doctoral","Building Technology","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","BD","G","040902","Y","DOC","Doctoral","Doctoral",05-FEB-16,28-OCT-24
"4:BTM:G","4 BTM","Building Tech - SM","Building Technology","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","BTM","G","040902","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:CD:G","4 CD","Design & Comp - Doctoral","Design and Computation","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","CD","G","040902","Y","DOC","Doctoral","Doctoral",05-FEB-16,28-OCT-24
"4:CME:U","4 CME","Architecture - Cambridge-MIT","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","040201","N","NDG","","",04-AUG-23,28-OCT-24
"4:CMI:U","4 CMI","Architecture - Cambridge-MIT","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","040201","N","NDG","","",25-APR-05,28-OCT-24
"4:CTM:G","4 CTM","Art, Cult, & Tech - SM","Art, Culture, and Technology","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","CTM","G","040201","Y","SM","Masters","Masters",05-FEB-16,28-OCT-24
"4:D:G","4 D","Architecture - Doctoral","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","D","G","040201","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"4:HID:G","4 HID","Hist of Arch - Doctoral","History of Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","HID","G","040201","Y","DOC","Doctoral","Doctoral",05-FEB-16,28-OCT-24
"4:HTD:G","4 HTD","Hist & Theo of Art - Doctoral","History and Theory of Art","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2016FA","Fall Term 2015-2016","999999","End of Time","HTD","G","040201","Y","DOC","Doctoral","Doctoral",05-FEB-16,28-OCT-24
"4:M:G","4 M","Architecture - SM","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","M","G","040201","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"4:MA:G","4 MA","Architecture - Master of Arch","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","MA","G","040902","Y","MA","Masters","Masters",13-FEB-17,28-OCT-24
"4:NIE:G","4 NIE","Architecture - Exchange","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","040201","N","NDG","","",31-MAR-05,28-OCT-24
"4:NIE:U","4 NIE","Architecture - Exchange","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2008FA","Fall Term 2007-2008","999999","End of Time","NIE","U","040201","N","NDG","","",11-JUL-07,28-OCT-24
"4:NIV:G","4 NIV","Architecture - Visiting","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","040201","N","NDG","","",31-MAR-05,28-OCT-24
"4:NIV:U","4 NIV","Architecture - Visiting","Architecture","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","2009SP","Spring Term 2008-2009","999999","End of Time","NIV","U","040201","N","NDG","","",17-APR-09,28-OCT-24
"4:RE:G","4 RE","Architecture - SM Real Est Dev","Architecture (Real Estate Development)","4","Architecture","Department of Architecture","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","2008SU","Summer Term 2008","RE","G","040301","Y","SM","Masters","Masters",23-SEP-09,28-OCT-24
"5:7:U","5 7","Chemistry & Biology","Chemistry and Biology (Course 5-7)","5","Chemistry","Department of Chemistry","Science","School of Science","2017SU","Summer Term 2017","999999","End of Time","7","U","400501","Y","SB","","",12-MAY-20,28-OCT-24
"5::G","5","Chemistry","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","999999","End of Time","","G","400501","N","NDG","","",23-JUL-15,28-OCT-24
"5::U","5","Chemistry","Chemistry (Course 5)","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","999999","End of Time","","U","400501","Y","SB","","",12-MAY-20,28-OCT-24
"5:CME:U","5 CME","Chemistry - Cambridge-MIT","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","400501","N","NDG","","",04-AUG-23,28-OCT-24
"5:CMI:U","5 CMI","Chemistry - Cambridge-MIT","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","400501","N","NDG","","",25-APR-05,28-OCT-24
"5:D:G","5 D","Chemistry - Doctoral","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","999999","End of Time","D","G","400501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"5:H:G","5 H","Chemistry - SM pre-HST","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","1995SU","Summer Term 1995","H","G","400501","Y","SM","Masters","Masters",22-SEP-95,28-OCT-24
"5:M:G","5 M","Chemistry - SM","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","999999","End of Time","M","G","400501","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"5:NIE:G","5 NIE","Chemistry - Exchange","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","400501","N","NDG","","",31-MAR-05,28-OCT-24
"5:NIE:U","5 NIE","Chemistry - Exchange","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","2015SU","Summer Term 2015","999999","End of Time","NIE","U","400501","N","NDG","","",25-JUN-15,28-OCT-24
"5:NIV:G","5 NIV","Chemistry - Visiting","Chemistry","5","Chemistry","Department of Chemistry","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","400501","N","NDG","","",31-MAR-05,28-OCT-24
"5:NIV:U","5 NIV","Chemistry - Visiting","Chemistry - Visiting","5","Chemistry","Department of Chemistry","Science","School of Science","2007FA","Fall Term 2006-2007","999999","End of Time","NIV","U","400501","N","NDG","","",02-APR-07,28-OCT-24
"5:TP:G","5 TP","Chemistry -- SM Tech & Pol","Chemistry (Technology and Policy Program)","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","400501","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"5:TPD:G","5 TPD","Chemistry - DOC Tech & Pol","Chemistry (Technology and Policy Program)","5","Chemistry","Department of Chemistry","Science","School of Science","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","400501","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"6:14:U","6 14","Comp Sci, Econ, & Data Sci","Computer Science, Economics, and Data Science (Course 6-14)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2017SU","Summer Term 2017","999999","End of Time","14","U","303901","Y","SB","","",30-JUN-23,28-OCT-24
"6:14A:U","6 14A","Comp Sci, Econ, & Data Sci","Computer Science, Economics and Data Science (Course 6-14A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2017SU","Summer Term 2017","999999","End of Time","14A","U","303901","Y","SB","","",30-JUN-23,28-OCT-24
"6:14P:G","6 14P","Comp Sci, Econ, & Data Sci","Computer Science, Economics, and Data Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2022SU","Summer Term 2022","999999","End of Time","14P","G","303901","Y","MNG","Masters","Masters",30-JUN-23,28-OCT-24
"6:14PA:G","6 14PA","Comp Sci, Econ, & Data Sci","Computer Science, Economics, and Data Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2022SU","Summer Term 2022","999999","End of Time","14PA","G","303901","Y","MNG","Masters","Masters",30-JUN-23,28-OCT-24
"6:1:U","6 1","Elec Sci & Eng","Electrical Engineering (Course 6-1)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","1","U","141001","Y","SB","","",14-JUN-23,28-OCT-24
"6:1A:U","6 1A","Elec Sci & Eng - Co-op","Electrical Engineering (Course 6-1A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","1A","U","141001","Y","SB","","",23-MAY-23,28-OCT-24
"6:2:U","6 2","Elec Eng & Comp Sci","Electrical Engineering and Computer Science (Course 6-2)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","2","U","141001","Y","SB","","",13-SEP-19,28-OCT-24
"6:2A:U","6 2A","Elec Eng & Comp Sci - Co-op","Electrical Engineering and Computer Science (Course 6-2A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","2A","U","141001","Y","SB","","",13-SEP-19,28-OCT-24
"6:3:U","6 3","Computer Sci & Eng","Computer Science and Engineering (Course 6-3)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","3","U","110701","Y","SB","","",13-SEP-19,28-OCT-24
"6:3A:U","6 3A","Computer Sci & Eng - Co-op","Computer Science and Engineering (Course 6-3A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","3A","U","110701","Y","SB","","",13-SEP-19,28-OCT-24
"6:4:U","6 4","Artificial Intel & Dec Making","Artificial Intelligence and Decision Making (Course 6-4)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2022SU","Summer Term 2022","999999","End of Time","4","U","110102","Y","SB","","",15-AUG-22,28-OCT-24
"6:4A:U","6 4A","Artificial Intell & Dec Making","Artificial Intelligence and Decision Making (Course 6-4A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","4A","U","110102","Y","SB","","",30-JUN-23,28-OCT-24
"6:5:U","6 5","Elec Eng with Comp","Electrical Engineering with Computing (Course 6-5)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2024SU","Summer Term 2024","999999","End of Time","5","U","141001","Y","SB","","",26-JUN-24,28-OCT-24
"6:7:U","6 7","Comp Sci & Mol Bio","Computer Science and Molecular Biology (Course 6-7)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","7","U","261104","Y","SB","","",13-SEP-19,28-OCT-24
"6:7A:U","6 7A","Comp Sci & Mol Bio","Computer Science and Molecular Biology (Course 6-7A)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","7A","U","261104","Y","SB","","",30-JUN-23,28-OCT-24
"6:7P:G","6 7P","Comp Sci & Mol Bio","Computer Science and Molecular Biology","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2013SU","Summer Term 2013","999999","End of Time","7P","G","261104","Y","MNG","Masters","Masters",23-JUL-15,28-OCT-24
"6:7PA:G","6 7PA","Comp Sci & Mol Bio","Computer Science and Molecular Biology","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2013SU","Summer Term 2013","999999","End of Time","7PA","G","261104","Y","MNG","Masters","Masters",30-JUN-23,28-OCT-24
"6:9:U","6 9","Computation and Cognition","Computation and Cognition (Course 6-9)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2019SU","Summer Term 2019","999999","End of Time","9","U","302501","Y","SB","","",24-OCT-19,28-OCT-24
"6:9P:G","6 9P","Computation and Cognition","Computation and Cognition","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2020FA","Fall Term 2019-2020","999999","End of Time","9P","G","302501","Y","MNG","Masters","Masters",24-OCT-19,28-OCT-24
"6::G","6","EECS","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","","G","141001","N","NDG","","",23-JUL-15,28-OCT-24
"6:A:G","6 A","EECS - SM COOP","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","A","G","141001","N","","Masters","Masters",25-APR-05,28-OCT-24
"6:AB:G","6 AB","Articial Intel & Dec Making","Artificial Intelligence and Decision Making","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2023FA","Fall Term 2022-2023","999999","End of Time","AB","G","110102","Y","MAP","Masters","Masters",19-JUL-22,28-OCT-24
"6:CME:U","6 CME","EECS - Cambridge-MIT","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","141001","N","NDG","","",04-AUG-23,28-OCT-24
"6:CMI:U","6 CMI","EECS - Cambridge-MIT","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","141001","N","NDG","","",25-APR-05,28-OCT-24
"6:D:G","6 D","EECS - Doctoral","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","D","G","141001","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"6:H:G","6 H","EECS -SM pre-HST","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","1995SU","Summer Term 1995","H","G","141001","Y","SM","Masters","Masters",22-SEP-95,28-OCT-24
"6:M:G","6 M","EECS - SM/Eng","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","M","G","141001","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"6:NIE:G","6 NIE","EECS - Exchange","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","141001","N","NDG","","",31-MAR-05,28-OCT-24
"6:NIE:U","6 NIE","EECS - Exchange","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2011SP","Spring Term 2010-2011","999999","End of Time","NIE","U","141001","N","NDG","","",10-FEB-11,28-OCT-24
"6:NIV:G","6 NIV","EECS - Visiting","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","141001","N","NDG","","",31-MAR-05,28-OCT-24
"6:NIV:U","6 NIV","EECS - Visiting","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","U","141001","N","NDG","","",31-MAR-05,28-OCT-24
"6:P:G","6 P","EECS - Master of Eng","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","P","G","141001","Y","MNG","Masters","Masters",23-JUL-15,28-OCT-24
"6:PA:G","6 PA","EECS - Master of Eng - Co-op","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","PA","G","141001","Y","MNG","Masters","Masters",23-JUL-15,28-OCT-24
"6:TP:G","6 TP","EECS -SM Tech & Pol","Electrical Engineering and Computer Science (Technology and Policy Program)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","141001","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"6:TPD:G","6 TPD","EECS - DOC Tech & Pol","Electrical Engineering and Computer Science (Technology and Policy Program)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","141001","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"6:VST:G","6 VST","EECS - Vest Scholars","Electrical Engineering and Computer Science","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","2019FA","Fall Term 2018-2019","999999","End of Time","VST","G","141001","N","NDG","","",17-JUN-19,28-OCT-24
"6:W:G","6 W","EECS - WHOI","Electrical Engineering and Computer Science (with Woods Hole Oceanographic Institution)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","2010SU","Summer Term 2010","W","G","141001","N","NDG","","",04-AUG-23,28-OCT-24
"6:WD:G","6 WD","EECS - Doctoral WHOI","Electrical Engineering and Computer Science (with Woods Hole Oceanographic Institution)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","WD","G","141001","Y","DOC","Doctoral","Doctoral",05-FEB-18,28-OCT-24
"6:WM:G","6 WM","EECS - SM/Eng WHOI","Electrical Engineering and Computer Science (with Woods Hole Oceanographic Institution)","6","Electrical Eng & Computer Sci","Department of Electrical Engineering and Computer Science","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","WM","G","141001","Y","SM","Masters","Masters",05-FEB-18,28-OCT-24
"7::G","7","Biology","Biology","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","","G","260101","N","NDG","","",23-JUL-15,28-OCT-24
"7::U","7","Biology","Biology (Course 7)","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","","U","260101","Y","SB","","",12-MAY-20,28-OCT-24
"7:A:U","7 A","Biology","Biology (Course 7-A)","7","Biology","Department of Biology","Science","School of Science","2012FA","Fall Term 2011-2012","2022SU","Summer Term 2022","A","U","260101","Y","SB","","",18-APR-23,28-OCT-24
"7:BP:G","7 BP","Biology - Biotech Bridge","Biology","7","Biology","Department of Biology","Science","School of Science","2010SU","Summer Term 2010","999999","End of Time","BP","G","260101","N","NDG","","",23-JUL-15,28-OCT-24
"7:CME:U","7 CME","Biology - Cambridge-MIT","Biology","7","Biology","Department of Biology","Science","School of Science","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","260101","N","NDG","","",04-AUG-23,28-OCT-24
"7:CMI:U","7 CMI","Biology - Cambridge-MIT","Biology","7","Biology","Department of Biology","Science","School of Science","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","260101","N","NDG","","",25-APR-05,28-OCT-24
"7:D:G","7 D","Biology - Doctoral","Biology","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","D","G","260101","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"7:M:G","7 M","Biology - SM","Biology","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","M","G","260101","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"7:MBD:G","7 MBD","Microbiology - Doctoral","Biology","7","Biology","Department of Biology","Science","School of Science","2009FA","Fall Term 2008-2009","999999","End of Time","MBD","G","260101","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
