"TIP_MATERIAL_KEY","ISBN","TITLE","AUTHOR","EDITION","PUBLISHER","YEAR","NEW_SHELF_PRICE","USED_SHELF_PRICE","RENTAL_NEW_PRICE","RENTAL_USED_PRICE","MATERIAL_INFO_SOURCE"
"9780140445916PHEDRE892012SP","9780140445916","Phedre: Dual Language Edition","Racine, Jean; Rawlings, Margaret (Translator, Foreword by)","89     ","Penguin Group (USA) Incorporated","1992",14,10.5,0,0,"ISBN"
"9780140714548HAMLET012011FA","9780140714548","Hamlet","Shakespeare, William; Braunmuller, A. R. (Editor, Contribution by); Orgel, Stephen (Contribution by)","01     ","Penguin Group (USA) Incorporated","2001",6,4.5,0,0,"ISBN"
"9780140714548HAMLET012012FA","9780140714548","Hamlet","Shakespeare, William; Braunmuller, A. R. (Editor, Contribution by); Orgel, Stephen (Contribution by)","01     ","Penguin Group (USA) Incorporated","2001",6,4.5,0,0,"ISBN"
"9780140714548HAMLET012013FA","9780140714548","Hamlet","Shakespeare, William; Braunmuller, A. R. (Editor, Contribution by); Orgel, Stephen (Contribution by)","01     ","Penguin Group (USA) Incorporated","2001",7,5.25,0,0,"ISBN"
"9780140714630OTHELLO(REV)70","9780140714630","Othello","Shakespeare, William; McDonald, Russ (Contribution by); Orgel, Stephen (Contribution by); Braunmuller, A. R. (Contribution by)","","Penguin Publishing Group","2001",8,6,0,0,"ISBN"
"9780141441849GOOD SOLDIER08","9780141441849","The Good Soldier","Ford, Ford Madox; Bradshaw, David (Introduction by, Notes by)","","Penguin Publishing Group","2007",14,10.5,0,0,"ISBN"
"9780143105039FRANKENSTEIN07","9780143105039","Frankenstein","Shelley, Mary; Kostova, Elizabeth (Introduction by); Hindle, Maurice (Notes by); Clowes, Daniel (Illustrator)","","Penguin Publishing Group","2007",17,12.75,0,0,"ISBN"
"9780143105138AENEID062014FA","9780143105138","The Aeneid: (Penguin Classics Deluxe Edition)","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2008",17,12.75,0,0,"ISBN"
"9780143105138AENEID062015SP","9780143105138","The Aeneid: (Penguin Classics Deluxe Edition)","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2008",18,13.5,0,0,"ISBN"
"9780143105138AENEID062016FA","9780143105138","The Aeneid: (Penguin Classics Deluxe Edition)","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2008",18,13.5,0,0,"ISBN"
"9780143105138AENEID062017SP","9780143105138","The Aeneid: (Penguin Classics Deluxe Edition)","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2008",18,13.5,0,0,"ISBN"
"9780143105138AENEID062023SP","9780143105138","The Aeneid: (Penguin Classics Deluxe Edition)","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2008",19,14.25,0,0,"ISBN"
"9780143105886QUR'AN082012FA","9780143105886","The Qur'an","Khalidi, Tarif (Translator, Author, Foreword by, Introduction by)","08     ","Penguin Group (USA) Incorporated","2009",20,15,0,0,"ISBN"
"9780143106296AENEID102020SP","9780143106296","The Aeneid","Virgil; Fagles, Robert (Translator); Knox, Bernard (Introduction by)","","Penguin Publishing Group","2010",17,12.75,11.55,8,"ISBN"
"9780143128540HAMLET162024FA","9780143128540","Hamlet","Shakespeare, William; Braunmuller, A. R. (Editor, Introduction by, Series edited by); Orgel, Stephen (Series edited by)","","Penguin Publishing Group","2016",10,7.5,7.3,5,"ISBN"
"9780143136538WARMTH212024SP","9780143136538","Warmth: Coming of Age at the End of Our World","Sherrell, Daniel","","Penguin Publishing Group","2021",17,12.75,0,0,"ISBN"
"9780156030359MRS.DALLOWAY05","9780156030359","Mrs. Dalloway (annotated): The Virginia Woolf Library Annotated Edition","Woolf, Virginia; Scott, Bonnie Kime (Introduction by)","","HarperCollins Publishers","2005",15,11.25,0,0,"ISBN"
"9780156033626RIVALS092015SP","9780156033626","Rivals: How the Power Struggle Between China, India, and Japan Will Shape Our Next Decade","Emmott, Bill; Cooke, Sarah Hunt (Other Primary Creator)","","Houghton Mifflin Harcourt Publishing Company","2009",15.95,11.95,0,0,"ISBN"
"9780156033626RIVALS092016SP","9780156033626","Rivals: How the Power Struggle Between China, India, and Japan Will Shape Our Next Decade","Emmott, Bill; Cooke, Sarah Hunt (Other Primary Creator)","","Houghton Mifflin Harcourt Publishing Company","2009",19.95,14.95,0,0,"ISBN"
"9780156033626RIVALS092017SP","9780156033626","Rivals: How the Power Struggle Between China, India, and Japan Will Shape Our Next Decade","Emmott, Bill; Cooke, Sarah Hunt (Other Primary Creator)","","Houghton Mifflin Harcourt Publishing Company","2009",19.95,14.95,0,0,"ISBN"
"9780156033626RIVALS092018SP","9780156033626","Rivals: How the Power Struggle Between China, India, and Japan Will Shape Our Next Decade","Emmott, Bill; Cooke, Sarah Hunt (Other Primary Creator)","","Houghton Mifflin Harcourt Publishing Company","2009",19.95,14.95,0,0,"ISBN"
"9780192824219ANNALS082019SP","9780192824219","The Annals: The Reigns of Tiberius, Claudius, and Nero","Tacitus, Cornelius.; Yardley, J. C; Barrett, Anthony A.","","Oxford University Press, Incorporated","2008",16.95,12.7,0,0,"ISBN"
"9780192824219ANNALS082020SP","9780192824219","The Annals: The Reigns of Tiberius, Claudius, and Nero","Tacitus, Cornelius.; Yardley, J. C; Barrett, Anthony A.","","Oxford University Press, Incorporated","2008",16.95,12.7,11.55,7.95,"ISBN"
"9780192824219ANNALS082022SP","9780192824219","The Annals: The Reigns of Tiberius, Claudius, and Nero","Tacitus, Cornelius.; Yardley, J. C; Barrett, Anthony A.","","Oxford University Press, Incorporated","2008",16.95,12.71,11.55,8.35,"ISBN"
"9780192824219ANNALS082023SP","9780192824219","The Annals: The Reigns of Tiberius, Claudius, and Nero","Tacitus, Cornelius.; Yardley, J. C; Barrett, Anthony A.","","Oxford University Press, Incorporated","2008",16.95,12.71,0,0,"ISBN"
"9780192824219ANNALS082024SP","9780192824219","The Annals: The Reigns of Tiberius, Claudius, and Nero","Tacitus, Cornelius.; Yardley, J. C; Barrett, Anthony A.","","Oxford University Press, Incorporated","2008",16.95,12.71,0,0,"ISBN"
"9780195103090DOM CASMURRO97","9780195103090","Dom Casmurro","Assis, Machado de; Gledson, John A. (Translator); Hansen, João Adolfo (As told to)","","Oxford University Press, Incorporated","1998",20,15,0,0,"ISBN"
"9780195373455KOSOVO082013SP","9780195373455","Kosovo: What Everyone Needs to Know","Judah, Tim","08     ","Oxford University Press, Incorporated","2008",16.95,12.7,0,0,"ISBN"
"9780226471396MATATU172020FA","9780226471396","Matatu: A History of Popular Transportation in Nairobi","Mutongi, Kenda","","University of Chicago Press","2017",33.35,25,0,0,"ISBN"
"9780300110081WALDEN062018SP","9780300110081","Walden","Thoreau, Henry David; Donoghue, Denis (Introduction by); Cramer, Jeffrey S. (Editor)","","Yale University Press","2006",9.95,7.45,0,0,"ISBN"
"9780300123654CONVERSATION06","9780300123654","Conversation: A History of a Declining Art","Miller, Stephen","","Yale University Press","2007",22.2,16.65,0,0,"ISBN"
"9780307388100EBK JAZZ2011FA","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",10,7.5,0,0,"COOP"
"9780307388100EBK JAZZ2011SP","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2012FA","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2012SP","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2013FA","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2013SP","9780307388100","Ebk Jazz                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2015FA","9780307388100","Ebk Jazz                               ","Morrison      ","","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388100EBK JAZZ2015SP","9780307388100","Ebk Jazz                               ","Morrison      ","","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307388131EBK SULA2013SP","9780307388131","Ebk Sula                               ","Morrison      ","       ","Dgtl Bncom","",9.99,7.5,0,0,"COOP"
"9780307950178TAIPEI132014SP","9780307950178","Taipei","Lin, Tao","","Knopf Doubleday Publishing Group","2013",14.95,11.2,0,0,"ISBN"
"9780307950178TAIPEI132016SP","9780307950178","Taipei","Lin, Tao","","Knopf Doubleday Publishing Group","2013",14.95,11.2,0,0,"ISBN"
"9780307950178TAIPEI132017FA","9780307950178","Taipei","Lin, Tao","","Knopf Doubleday Publishing Group","2013",16,12,0,0,"ISBN"
"9780307959874EBK HOME2013FA","9780307959874","Ebk Home                               ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307959874EBK HOME2013SP","9780307959874","Ebk Home                               ","Morrison      ","       ","Dgtl Bncom","",9.99,7.5,0,0,"COOP"
"9780312427658BETTER072013SP","9780312427658","Better: A Surgeon's Notes on Performance","Gawande, Atul","07     ","Picador","2008",15,11.25,0,0,"ISBN"
"9780312429331LOWBOY102022FA","9780312429331","Lowboy: A Novel","Wray, John","","Picador","2010",14,10.5,12.4,6.15,"ISBN"
"9780312429331LOWBOY102022SP","9780312429331","Lowboy: A Novel","Wray, John","","Picador","2010",14,10.5,12.4,6.15,"ISBN"
"9780316229296FIFTH SEASON15","9780316229296","The Fifth Season","Jemisin, N. K.","","Orbit","2015",16,12,0,0,"ISBN"
"9780358187547STREET202023FA","9780358187547","The Street","Petry, Ann; Jones, Tayari (Introduction by)","","HarperCollins Publishers","2020",15.99,11.99,0,0,"ISBN"
"9780374523503OMEROS902011FA","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",17,12.75,0,0,"ISBN"
"9780374523503OMEROS902012FA","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",17,12.75,0,0,"ISBN"
"9780374523503OMEROS902013FA","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",17,12.75,0,0,"ISBN"
"9780374523503OMEROS902014FA","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",18,13.5,0,0,"ISBN"
"9780374523503OMEROS902015FA","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",18,13.5,0,0,"ISBN"
"9780374523503OMEROS902017SP","9780374523503","Omeros","Walcott, Derek","","Farrar, Straus & Giroux","1992",18,13.5,0,0,"ISBN"
"9780375724503GHOSTWRITTEN99","9780375724503","Ghostwritten","Mitchell, David","","Knopf Doubleday Publishing Group","2001",16,12,0,0,"ISBN"
"9780385468862OBASAN812011SP","9780385468862","Obasan","Kogawa, Joy; Kogawa, Joy","81     ","Knopf Doubleday Publishing Group","1993",14,10.5,0,0,"ISBN"
"9780385468862OBASAN812012SP","9780385468862","Obasan","Kogawa, Joy; Kogawa, Joy","81     ","Knopf Doubleday Publishing Group","1993",14.95,11.2,0,0,"ISBN"
"9780393313598BOND OF IRON94","9780393313598","Bond of Iron: Master and Slave at Buffalo Forge","Dew, Charles B.","","W. W. Norton & Company, Incorporated","1995",16.95,12.7,0,0,"ISBN"
"9780395901496STREET462011FA","9780395901496","The Street","Petry, Ann","46     ","Houghton Mifflin Harcourt Trade & Reference Publishers","1998",13.95,10.45,0,0,"ISBN"
"9780395901496STREET462023FA","9780395901496","The Street","Petry, Ann; Jones, Tayari (Introduction by)","","HarperCollins Publishers","1998",15.99,11.99,0,0,"ISBN"
"9780415567237MAKING132014SP","9780415567237","Making: Anthropology, Archaeology, Art and Architecture","Ingold, Tim","","Routledge","2013",44.4,33.3,0,0,"ISBN"
"9780451228734DAEMON102013SP","9780451228734","Daemon","Suarez, Daniel","10     ","Penguin Group (USA) Incorporated","2009",10,7.5,0,0,"ISBN"
"9780452264014FENCES862013FA","9780452264014","Fences","Wilson, August; Richards, Lloyd (Introduction by)","","Penguin Group (USA) Incorporated","1986",13,9.75,0,0,"ISBN"
"9780452264014FENCES862015FA","9780452264014","Fences","Wilson, August; Richards, Lloyd (Introduction by)","","Penguin Group (USA) Incorporated","1986",14,10.5,0,0,"ISBN"
"9780452265349PIANO LESSON90","9780452265349","The Piano Lesson","Wilson, August","","Penguin Publishing Group","1990",14,10.5,0,0,"ISBN"
"9780486270623DOLL'S HOUSE92","9780486270623","A Doll's House","Ibsen, Henrik","","Dover Publications, Incorporated","1992",3,2.25,0,0,"ISBN"
"9780486270623DOLL'S HOUSE92","9780486270623","A Doll's House","Ibsen, Henrik","","Dover Publications, Incorporated","1992",2.5,1.9,0,0,"ISBN"
"9780486282114FRANKENSTEIN94","9780486282114","Frankenstein","Shelley, Mary (Author, Author)","","Dover Publications, Incorporated","1994",4,3,0,0,"ISBN"
"9780486282114FRANKENSTEIN94","9780486282114","Frankenstein","Shelley, Mary (Author, Author)","","Dover Publications, Incorporated","1994",6,4.5,0,0,"ISBN"
"9780486284729TIME MACHINE95","9780486284729","The Time Machine","Wells, H. G.","","Dover Publications, Incorporated","1995",3,2.25,0,0,"ISBN"
"9780486287737DAISY MILLER95","9780486287737","Daisy Miller","James, Henry","","Dover Publications, Incorporated","1995",3,2.25,0,0,"ISBN"
"9780486452388SUMMER062013FA","9780486452388","Summer","Wharton, Edith","","Dover Publications, Incorporated","2006",4.95,3.7,0,0,"ISBN"
"9780486452388SUMMER062014FA","9780486452388","Summer","Wharton, Edith","","Dover Publications, Incorporated","2006",4.95,3.7,0,0,"ISBN"
"9780486452388SUMMER062016FA","9780486452388","Summer","Wharton, Edith","","Dover Publications, Incorporated","2006",4.95,3.7,0,0,"ISBN"
"9780486452388SUMMER062020SP","9780486452388","Summer","Wharton, Edith","","Dover Publications, Incorporated","2006",4.95,3.7,4.1,1,"ISBN"
"9780520266414MIGRA!102013FA","9780520266414","Migra!: A History of the U. S. Border Patrol","Hernandez, Kelly Lytle","10     ","University of California Press","2010",31.05,23.3,0,0,"ISBN"
"9780520271265BEIRUT102014SP","9780520271265","Beirut","Kassir, Samir; Fisk, Robert (Foreword by); DeBevoise, M. B. (Translator)","","University of California Press","2011",30.95,23.2,0,0,"ISBN"
"9780520271265BEIRUT102016FA","9780520271265","Beirut","Kassir, Samir; Fisk, Robert (Foreword by); DeBevoise, M. B. (Translator)","","University of California Press","2011",34.4,25.8,0,0,"ISBN"
"9780521613323READING OVID07","9780521613323","Reading Ovid: Stories from the Metamorphoses","Jones, Peter","","Cambridge University Press","2007",34.45,25.85,0,0,"ISBN"
"9780521613323READING OVID07","9780521613323","Reading Ovid: Stories from the Metamorphoses","Jones, Peter","","Cambridge University Press","2007",38.9,29.2,0,0,"ISBN"
"9780571117420TRANSLATIONS81","9780571117420","Translations","Friel, Brian","","Faber & Faber, Incorporated","1995",14,10.5,0,0,"ISBN"
"9780573619052FENCES862013SP","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",11.35,8.5,0,0,"ISBN"
"9780573619052FENCES862014FA","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",11.35,8.5,0,0,"ISBN"
"9780573619052FENCES862015FA","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",11.35,8.5,0,0,"ISBN"
"9780573619052FENCES862016FA","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",11.35,8.5,0,0,"ISBN"
"9780573619052FENCES862017FA","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",11.35,8.5,0,0,"ISBN"
"9780573619052FENCES862018FA","9780573619052","Fences: A Play","Wilson, August","","Samuel French Incorporated","2010",0,0,0,0,"ISBN"
"9780573700620BIG MEALLATEST","9780573700620","The Big Meal","LeFranc, Dan","","Samuel French Incorporated","2012",17.1,12.85,0,0,"ISBN"
"9780573704888MARJORIE PRIME","9780573704888","Marjorie Prime","Harrison, Jordan","","Samuel French Limited","2016",11.35,8.5,0,0,"ISBN"
"9780674032156ACCESS092013FA","9780674032156","Access: How Do Good Health Technologies Get to Poor People in Poor Countries?","Frost, Laura; Yamada, Tadataka (Foreword by); Reich, Michael R.; Pratt, Beth Anne (Contribution by); Fenwick, Alan (Contribution by); Thompson, Howard (Contribution by); Yamada, Tadataka (Foreword by); Frost, Laura J.; Reich, Michael; Harvard Center for Population and Development Studies Staff (Contribution by)","09     ","Harvard University Press","2009",19.95,14.95,0,0,"ISBN"
"9780679600923SNOPES942011SP","9780679600923","Snopes: The Hamlet, the Town, the Mansion","Faulkner, William; Garrett, George P. (Introduction by)","94     ","Random House Publishing Group","1994",29.95,22.45,0,0,"ISBN"
"9780679745334TRENCH932012FA","9780679745334","Trench","Munif, Abdelrahman; Theroux, Peter (Translator); Munif, Abdelrahman","93     ","Knopf Doubleday Publishing Group","1993",19.95,14.95,0,0,"ISBN"
"9780691156880GAMBLE132015FA","9780691156880","The Gamble - Choice and Chance in the 2012 Presidential Election","Sides, John; Vavreck, Lynn","","Princeton University Press","2013",29.95,22.45,0,0,"ISBN"
"9780691163635GAMBLE132019FA","9780691163635","The Gamble: Choice and Chance in the 2012 Presidential Election","Sides, John (Author, Preface by); Vavreck, Lynn (Author, Preface by)","","Princeton University Press","2014",19.95,14.95,0,0,"ISBN"
"9780691170831CAUGHT152018SP","9780691170831","Caught: The Prison State and the Lockdown of American Politics","Gottschalk, Marie (Author, Preface by)","","Princeton University Press","2016",27.7,20.8,0,0,"ISBN"
"9780691170831CAUGHT152021FA","9780691170831","Caught: The Prison State and the Lockdown of American Politics","Gottschalk, Marie (Author, Preface by)","","Princeton University Press","2016",27.7,20.8,22.85,5.55,"ISBN"
"9780742555556VOICES CARRY09","9780742555556","Voices Carry: Behind Bars and Backstage During China's Revolution and Reform","Ying, Ruocheng; Ruocheng, Ying; Conceison, Claire","","Rowman & Littlefield Publishers, Incorporated","2008",32.95,24.7,0,0,"ISBN"
"9780742555556VOICES CARRY09","9780742555556","Voices Carry: Behind Bars and Backstage During China's Revolution and Reform","Ying, Ruocheng; Ruocheng, Ying; Conceison, Claire","","Rowman & Littlefield Publishers, Incorporated","2008",37.65,28.25,0,0,"ISBN"
"9780742555556VOICES CARRY09","9780742555556","Voices Carry: Behind Bars and Backstage During China's Revolution and Reform","Ying, Ruocheng; Ruocheng, Ying; Conceison, Claire","","Rowman & Littlefield Publishers, Incorporated","2008",41.15,30.85,0,0,"ISBN"
"9780743273565GREAT GATSBY25","9780743273565","The Great Gatsby","Fitzgerald, F. Scott","","Scribner","2004",16,12,0,0,"ISBN"
"9780743482783HAMLET922012FA","9780743482783","Hamlet","Shakespeare, William; Shakespeare, William","92     ","Simon & Schuster Children's Publishing","2004",9.95,7.45,0,0,"ISBN"
"9780765320483WARRIORS2011FA","9780765320483","Warriors","Martin, George R. R. (Editor); Dozois, Gardner (Editor)","       ","Tom Doherty Associates, LLC","2010",28,21,0,0,"ISBN"
"9780765320483WARRIORS2013FA","9780765320483","Warriors","Martin, George R. R. (Editor); Dozois, Gardner (Editor)","       ","Tom Doherty Associates, LLC","2010",28,21,0,0,"ISBN"
"9780793506941OTELLO862013SP","9780793506941","Otello: Vocal Score","Ducloux, Walter (Other Primary Creator)","86     ","Hal Leonard Corporation","1986",33.3,25,0,0,"ISBN"
"9780802130860MONKEY432011FA","9780802130860","Monkey: Folk Novel of China","Waley, Arthur (Translator); Ch'eng-en, Wu; Shih, Hu (Introduction by)","43     ","Grove/Atlantic, Incorporated","1988",13,9.75,0,0,"ISBN"
"9780802130860MONKEY432012FA","9780802130860","Monkey: Folk Novel of China","Waley, Arthur (Translator); Ch'eng-en, Wu; Shih, Hu (Introduction by)","43     ","Grove/Atlantic, Incorporated","1988",14,10.5,0,0,"ISBN"
"9780802130860MONKEY432022FA","9780802130860","Monkey: Folk Novel of China","Ch'êng-ên, Wu; Waley, Arthur (Translator); Shih, Hu (Introduction by)","","Grove/Atlantic, Incorporated","1994",17,12.75,11.55,8.4,"ISBN"
"9780802150288BLACKS602012FA","9780802150288","The Blacks: A Clown Show","Genet, Jean; Frechtman, Bernard (Translator)","60     ","Grove/Atlantic, Incorporated","1988",13,9.75,0,0,"ISBN"
"9780807083697KINDRED(REV)03","9780807083697","Kindred","Butler, Octavia E.","25","Beacon Press","2004",0,0,0,0,"ISBN"
"9780810130630NETHER152018FA","9780810130630","The Nether: A Play","Haley, Jennifer","","Northwestern University Press","2014",15,11.25,0,0,"ISBN"
"9780810130630NETHER152019SP","9780810130630","The Nether: A Play","Haley, Jennifer","","Northwestern University Press","2014",15,11.25,0,0,"ISBN"
"9780811217460AMULET072015SP","9780811217460","Amulet","Andrews, Chris (Translator); Bolano, Roberto","","New Directions Publishing Corporation","2008",15.95,11.95,0,0,"ISBN"
"9780811220309NAUSEA382018FA","9780811220309","Nausea","Sartre, Jean-Paul; Cosman, Carol (Translator); Howard, Richard (Translator); Wood, James A. (Introduction by)","","New Directions Publishing Corporation","2013",14.95,11.2,0,0,"ISBN"
"9780822223900RUINED102013SP","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",8,6,0,0,"ISBN"
"9780822223900RUINED102014FA","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",8,6,0,0,"ISBN"
"9780822223900RUINED102015FA","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",9,6.75,0,0,"ISBN"
"9780822223900RUINED102016FA","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",9,6.75,0,0,"ISBN"
"9780822223900RUINED102017FA","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",9,6.75,0,0,"ISBN"
"9780822223900RUINED102018FA","9780822223900","Ruined","Nottage, Lynn; Nottage","","Dramatists Play Service, Incorporated","2010",0,0,0,0,"ISBN"
"9780822341086SIGNAL+NOISE08","9780822341086","Signal and Noise: Media, Infrastructure, and Urban Culture in Nigeria","Larkin, Brian","","Duke University Press","2008",27.7,20.8,0,0,"ISBN"
"9780872205581ANNALS042011SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",18.85,14.15,0,0,"ISBN"
"9780872205581ANNALS042012SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",18.85,14.15,0,0,"ISBN"
"9780872205581ANNALS042013SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",18.85,14.15,0,0,"ISBN"
"9780872205581ANNALS042014FA","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",20,15,0,0,"ISBN"
"9780872205581ANNALS042014SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",20,15,0,0,"ISBN"
"9780872205581ANNALS042015SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",20,15,0,0,"ISBN"
"9780872205581ANNALS042016SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",20,15,0,0,"ISBN"
"9780872205581ANNALS042017SP","9780872205581","Annals","Tacitus, Cornelius; Woodman, A. J. (Translator, Introduction by, Notes by)","","Hackett Publishing Company, Incorporated","2004",0,0,0,0,"ISBN"
"9780935702118LASERS862011SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862012FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862012SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862013FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862013SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862014FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862014SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862015FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862015SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862016FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862016SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862017FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",109.45,82.1,0,0,"ISBN"
"9780935702118LASERS862017SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",127.8,95.85,0,0,"ISBN"
"9780935702118LASERS862019SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",155.55,116.65,0,0,"ISBN"
"9780935702118LASERS862021FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",155.55,116.65,137.65,65.35,"ISBN"
"9780935702118LASERS862021SP","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",155.55,116.65,137.65,68.6,"ISBN"
"9780935702118LASERS862022FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",163.33,122.5,144.55,72.05,"ISBN"
"9780935702118LASERS862024FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",167.41,125.56,145.65,75.35,"ISBN"
"9780935702118LASERS862025FA","9780935702118","Lasers","Siegman, Anthony E.","","University Science Books","1986",167.41,125.56,142.3,79.5,"ISBN"
"9780983242239NEVADA132017SP","9780983242239","Nevada","Binnie, Imogen","","Topside Press","2013",17.95,13.45,0,0,"ISBN"
"9781305517363BRAVO8TH2023FA","9781305517363","Bravo","Muyskens","","Cengage L","",303.21,227.41,0,0,"COOP"
"9781305517363BRAVO8TH2023SP","9781305517363","Bravo","Muyskens","","Cengage L","",303.21,227.41,0,0,"COOP"
"9781400041855EBK LOVE2013SP","9781400041855","Ebk Love                               ","Morrison      ","       ","Dgtl Bncom","",9.99,7.5,0,0,"COOP"
"9781420959536KOKORO182023FA","9781420959536","Kokoro","McClellan, Edward (Translator); Soseki, Natsume","","Digireads.com Publishing","2018",13.56,10.17,0,0,"ISBN"
"9781451669411HAMLET122017FA","9781451669411","The Tragedy of Hamlet: Prince of Denmark","Shakespeare, William; Mowat, Barbara A. (Editor); Werstine, Paul (Editor)","","Simon & Schuster","2012",9.95,7.45,0,0,"ISBN"
"9781451669411HAMLET122017SP","9781451669411","The Tragedy of Hamlet: Prince of Denmark","Shakespeare, William; Mowat, Barbara A. (Editor); Werstine, Paul (Editor)","","Simon & Schuster","2012",9.95,7.45,0,0,"ISBN"
