"FCLT_ROOM_HIST_KEY","FISCAL_PERIOD","FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"1-387-201505","201505","1-387","1-387","1","3","1-3","387","1-3-387","101","BLDG SRV","105","JAN ST","","","149","DOF","","",18.33,"","","1",,,,,01-DEC-14
"1-389-201505","201505","1-389","1-389","1","3","1-3","389","1-3-389","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",84.33,"","","2",,,,,01-DEC-14
"1-390-201505","201505","1-390","1-390","1","3","1-3","390","1-3-390","103","CLASSRMS","115","LECT H","","","233","REGIST","","",1352.46,"BECHTEL LECTURE HALL","","2",,,,,01-DEC-14
"1-390A-201505","201505","1-390A","1-390A","1","3","1-3","390A","1-3-390A","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",29.77,"","","2",,,,,01-DEC-14
"1-490-201505","201505","1-490","1-490","1","4","1-4","490","1-4-490","107","MECHANIC","156","U/M","","","149","DOF","","",1946.61,"","","1",,,,,01-DEC-14
"2-000CA-201505","201505","2-000CA","2-000CA","2","0","2-0","000CA","2-0-000CA","102","CIRCULAT","109","CORR","","","149","DOF","","",901.5,"","","3",,,,,01-DEC-14
"2-000CD-201505","201505","2-000CD","2-000CD","2","0","2-0","000CD","2-0-000CD","102","CIRCULAT","109","CORR","","","149","DOF","","",1311.75,"","","3",,,,,01-DEC-14
"2-000CE-201505","201505","2-000CE","2-000CE","2","0","2-0","000CE","2-0-000CE","102","CIRCULAT","109","CORR","","","149","DOF","","",1318.21,"","","3",,,,,01-DEC-14
"2-000LA-201505","201505","2-000LA","2-000LA","2","0","2-0","000LA","2-0-000LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1141.65,"","","1",,,,,01-DEC-14
"2-000SA-201505","201505","2-000SA","2-000SA","2","0","2-0","000SA","2-0-000SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",202.3,"","","3",,,,,01-DEC-14
"2-000SB-201505","201505","2-000SB","2-000SB","2","0","2-0","000SB","2-0-000SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",293.76,"","","3",,,,,01-DEC-14
"2-000SC-201505","201505","2-000SC","2-000SC","2","0","2-0","000SC","2-0-000SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",130.2,"","","3",,,,,01-DEC-14
"2-000Z-201505","201505","2-000Z","2-000Z","2","0","2-0","000Z","2-0-000Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",881.65,"","","0",,,,,01-DEC-14
"2-001-201505","201505","2-001","2-001","2","0","2-0","001","2-0-001","106","LABS","144","LAB SP","","","126","CHEM","","",257.14,"","","1",,,,,01-DEC-14
"2-008-201505","201505","2-008","2-008","2","0","2-0","008","2-0-008","107","MECHANIC","156","U/M","","","149","DOF","","",1773.78,"","","0",,,,,01-DEC-14
"2-009-201505","201505","2-009","2-009","2","0","2-0","009","2-0-009","106","LABS","148","RS LAB","","","126","CHEM","","",1563.5,"","","1",,,,,01-DEC-14
"2-009A-201505","201505","2-009A","2-009A","2","0","2-0","009A","2-0-009A","106","LABS","145","LAB SV","","","126","CHEM","","",63.57,"","","1",,,,,01-DEC-14
"2-010J-201505","201505","2-010J","2-010J","2","0","2-0","010J","2-0-010J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",113.67,"","","1",,,,,01-DEC-14
"2-012-201505","201505","2-012","2-012","2","0","2-0","012","2-0-012","107","MECHANIC","156","U/M","","","149","DOF","","",350.65,"","","0",,,,,01-DEC-14
"2-013-201505","201505","2-013","2-013","2","0","2-0","013","2-0-013","106","LABS","145","LAB SV","","","126","CHEM","","",443.87,"","","1",,,,,01-DEC-14
"2-013E-201505","201505","2-013E","2-013E","2","0","2-0","013E","2-0-013E","107","MECHANIC","153","ELEC","","","149","DOF","","",14.56,"","","0",,,,,01-DEC-14
"2-014-201505","201505","2-014","2-014","2","0","2-0","014","2-0-014","108","OFFICES","159","OFF SV","","","126","CHEM","","",94.33,"","","1",,,,,01-DEC-14
"2-014A-201505","201505","2-014A","2-014A","2","0","2-0","014A","2-0-014A","108","OFFICES","158","OFF","","","126","CHEM","","",35,"","","1",,,,,01-DEC-14
"2-014AA-201505","201505","2-014AA","2-014AA","2","0","2-0","014AA","2-0-014AA","108","OFFICES","158","OFF","","","126","CHEM","","",47.83,"","","1",,,,,01-DEC-14
"2-014B-201505","201505","2-014B","2-014B","2","0","2-0","014B","2-0-014B","108","OFFICES","158","OFF","","","126","CHEM","","",50.4,"","","1",,,,,01-DEC-14
"2-014BA-201505","201505","2-014BA","2-014BA","2","0","2-0","014BA","2-0-014BA","108","OFFICES","158","OFF","","","126","CHEM","","",70.04,"","","1",,,,,01-DEC-14
"2-014C-201505","201505","2-014C","2-014C","2","0","2-0","014C","2-0-014C","108","OFFICES","158","OFF","","","126","CHEM","","",33.43,"","","1",,,,,01-DEC-14
"2-014CA-201505","201505","2-014CA","2-014CA","2","0","2-0","014CA","2-0-014CA","108","OFFICES","158","OFF","","","126","CHEM","","",47.26,"","","1",,,,,01-DEC-14
"2-014D-201505","201505","2-014D","2-014D","2","0","2-0","014D","2-0-014D","108","OFFICES","158","OFF","","","126","CHEM","","",20.75,"","","1",,,,,01-DEC-14
"2-014F-201505","201505","2-014F","2-014F","2","0","2-0","014F","2-0-014F","108","OFFICES","158","OFF","","","126","CHEM","","",29.9,"","","1",,,,,01-DEC-14
"2-014G-201505","201505","2-014G","2-014G","2","0","2-0","014G","2-0-014G","107","MECHANIC","156","U/M","","","149","DOF","","",56.81,"","","0",,,,,01-DEC-14
"2-016-201505","201505","2-016","2-016","2","0","2-0","016","2-0-016","106","LABS","145","LAB SV","","","126","CHEM","","",102.1,"","","1",,,,,01-DEC-14
"2-017E-201505","201505","2-017E","2-017E","2","0","2-0","017E","2-0-017E","107","MECHANIC","153","ELEC","","","149","DOF","","",783.9,"","","0",,,,,01-DEC-14
"2-019-201505","201505","2-019","2-019","2","0","2-0","019","2-0-019","107","MECHANIC","156","U/M","","","149","DOF","","",85.5,"","","0",,,,,01-DEC-14
"2-021-201505","201505","2-021","2-021","2","0","2-0","021","2-0-021","106","LABS","145","LAB SV","","","126","CHEM","","",173.25,"","","2",,,,,01-DEC-14
"2-023T-201505","201505","2-023T","2-023T","2","0","2-0","023T","2-0-023T","107","MECHANIC","155","TELE","","","149","DOF","","",18.94,"","","0",,,,,01-DEC-14
"2-025-201505","201505","2-025","2-025","2","0","2-0","025","2-0-025","106","LABS","148","RS LAB","","","126","CHEM","","",422.57,"","","2",,,,,01-DEC-14
"2-027-201505","201505","2-027","2-027","2","0","2-0","027","2-0-027","107","MECHANIC","156","U/M","","","149","DOF","","",27.67,"","","1",,,,,01-DEC-14
"2-028-201505","201505","2-028","2-028","2","0","2-0","028","2-0-028","107","MECHANIC","156","U/M","","","149","DOF","","",74.52,"","","0",,,,,01-DEC-14
"1-000CA-201505","201505","1-000CA","1-000CA","1","0","1-0","000CA","1-0-000CA","102","CIRCULAT","109","CORR","","","149","DOF","","",642.07,"","","3",,,,,01-DEC-14
"1-000CB-201505","201505","1-000CB","1-000CB","1","0","1-0","000CB","1-0-000CB","102","CIRCULAT","109","CORR","","","149","DOF","","",1707.4,"","","3",,,,,01-DEC-14
"1-000CC-201505","201505","1-000CC","1-000CC","1","0","1-0","000CC","1-0-000CC","102","CIRCULAT","109","CORR","","","149","DOF","","",1060.68,"","","3",,,,,01-DEC-14
"1-000SA-201505","201505","1-000SA","1-000SA","1","0","1-0","000SA","1-0-000SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",180.67,"","","3",,,,,01-DEC-14
"1-000SB-201505","201505","1-000SB","1-000SB","1","0","1-0","000SB","1-0-000SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",97.4,"","","3",,,,,01-DEC-14
"1-000SC-201505","201505","1-000SC","1-000SC","1","0","1-0","000SC","1-0-000SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",89.63,"","","3",,,,,01-DEC-14
"1-000Z-201505","201505","1-000Z","1-000Z","1","0","1-0","000Z","1-0-000Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",571.19,"","","0",,,,,01-DEC-14
"1-001E-201505","201505","1-001E","1-001E","1","0","1-0","001E","1-0-001E","107","MECHANIC","153","ELEC","","","149","DOF","","",338.33,"","","0",,,,,01-DEC-14
"1-002-201505","201505","1-002","1-002","1","0","1-0","002","1-0-002","107","MECHANIC","156","U/M","","","149","DOF","","",173.35,"","","0",,,,,01-DEC-14
"1-004-201505","201505","1-004","1-004","1","0","1-0","004","1-0-004","106","LABS","151","TC LAB","","","199","MECH","","",957.59,"","","2",,,,,01-DEC-14
"1-004A-201505","201505","1-004A","1-004A","1","0","1-0","004A","1-0-004A","106","LABS","147","RES LO","","","199","MECH","","",172.1,"","","2",,,,,01-DEC-14
"1-005-201505","201505","1-005","1-005","1","0","1-0","005","1-0-005","106","LABS","151","TC LAB","","","199","MECH","","",573.38,"","","2",,,,,01-DEC-14
"1-007-201505","201505","1-007","1-007","1","0","1-0","007","1-0-007","106","LABS","148","RS LAB","","","199","MECH","","",1236.3,"","","2",,,,,01-DEC-14
"1-010-201505","201505","1-010","1-010","1","0","1-0","010","1-0-010","106","LABS","148","RS LAB","","","199","MECH","","",1010.41,"","","2",,,,,01-DEC-14
"1-010A-201505","201505","1-010A","1-010A","1","0","1-0","010A","1-0-010A","106","LABS","147","RES LO","","","199","MECH","","",245.94,"","","2",,,,,01-DEC-14
"1-013-201505","201505","1-013","1-013","1","0","1-0","013","1-0-013","106","LABS","148","RS LAB","","","199","MECH","","",319.9,"","","2",,,,,01-DEC-14
"1-015-201505","201505","1-015","1-015","1","0","1-0","015","1-0-015","106","LABS","145","LAB SV","","","199","MECH","","",851.13,"","","2",,,,,01-DEC-14
"1-015AE-201505","201505","1-015AE","1-015AE","1","0","1-0","015AE","1-0-015AE","107","MECHANIC","153","ELEC","","","149","DOF","","",9.72,"","","0",,,,,01-DEC-14
"1-015E-201505","201505","1-015E","1-015E","1","0","1-0","015E","1-0-015E","107","MECHANIC","153","ELEC","","","149","DOF","","",17.11,"","","0",,,,,01-DEC-14
"1-023-201505","201505","1-023","1-023","1","0","1-0","023","1-0-023","107","MECHANIC","156","U/M","","","149","DOF","","",89.6,"","","0",,,,,01-DEC-14
"1-023Z-201505","201505","1-023Z","1-023Z","1","0","1-0","023Z","1-0-023Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",51.27,"","","0",,,,,01-DEC-14
"1-025-201505","201505","1-025","1-025","1","0","1-0","025","1-0-025","106","LABS","148","RS LAB","","","199","MECH","","",1009.82,"","","2",,,,,01-DEC-14
"1-025A-201505","201505","1-025A","1-025A","1","0","1-0","025A","1-0-025A","106","LABS","148","RS LAB","","","199","MECH","","",143.61,"","","2",,,,,01-DEC-14
"1-025AAZ-201505","201505","1-025AAZ","1-025AAZ","1","0","1-0","025AAZ","1-0-025AAZ","107","MECHANIC","154","SHAFT","","","149","DOF","","",26.25,"","","0",,,,,01-DEC-14
"1-025ABZ-201505","201505","1-025ABZ","1-025ABZ","1","0","1-0","025ABZ","1-0-025ABZ","107","MECHANIC","154","SHAFT","","","149","DOF","","",10.13,"","","0",,,,,01-DEC-14
"1-025ACZ-201505","201505","1-025ACZ","1-025ACZ","1","0","1-0","025ACZ","1-0-025ACZ","107","MECHANIC","154","SHAFT","","","149","DOF","","",12.85,"","","0",,,,,01-DEC-14
"1-025B-201505","201505","1-025B","1-025B","1","0","1-0","025B","1-0-025B","106","LABS","145","LAB SV","","","199","MECH","","",69.5,"","","2",,,,,01-DEC-14
"1-025Z-201505","201505","1-025Z","1-025Z","1","0","1-0","025Z","1-0-025Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",32.6,"","","0",,,,,01-DEC-14
"1-027-201505","201505","1-027","1-027","1","0","1-0","027","1-0-027","101","BLDG SRV","106","M LAV","","","149","DOF","","",158.47,"","","3",,,,,01-DEC-14
"1-030-201505","201505","1-030","1-030","1","0","1-0","030","1-0-030","106","LABS","145","LAB SV","","","132","CIVIL","","",146.81,"","","2",,,,,01-DEC-14
"1-033-201505","201505","1-033","1-033","1","0","1-0","033","1-0-033","106","LABS","144","LAB SP","","","132","CIVIL","","",1033.03,"","","2",,,,,01-DEC-14
"1-034-201505","201505","1-034","1-034","1","0","1-0","034","1-0-034","106","LABS","148","RS LAB","","","132","CIVIL","","",1152.17,"","","2",,,,,01-DEC-14
"1-034A-201505","201505","1-034A","1-034A","1","0","1-0","034A","1-0-034A","106","LABS","147","RES LO","","","132","CIVIL","","",122.63,"","","2",,,,,01-DEC-14
"1-037E-201505","201505","1-037E","1-037E","1","0","1-0","037E","1-0-037E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.02,"","","0",,,,,01-DEC-14
"1-039E-201505","201505","1-039E","1-039E","1","0","1-0","039E","1-0-039E","107","MECHANIC","153","ELEC","","","149","DOF","","",319.62,"","","1",,,,,01-DEC-14
"1-040-201505","201505","1-040","1-040","1","0","1-0","040","1-0-040","106","LABS","148","RS LAB","","","132","CIVIL","","",859.76,"","","2",,,,,01-DEC-14
"1-041-201505","201505","1-041","1-041","1","0","1-0","041","1-0-041","108","OFFICES","158","OFF","","","132","CIVIL","","",222.44,"","","2",,,,,01-DEC-14
"1-042-201505","201505","1-042","1-042","1","0","1-0","042","1-0-042","112","SUPPORT","186","MAIL","","","150","DOFADM","","",107.63,"","","2",,,,,01-DEC-14
"1-042AA-201505","201505","1-042AA","1-042AA","1","0","1-0","042AA","1-0-042AA","107","MECHANIC","156","U/M","","","149","DOF","","",51.91,"","","0",,,,,01-DEC-14
"1-044-201505","201505","1-044","1-044","1","0","1-0","044","1-0-044","107","MECHANIC","156","U/M","","","149","DOF","","",940.6,"","","0",,,,,01-DEC-14
"1-047-201505","201505","1-047","1-047","1","0","1-0","047","1-0-047","106","LABS","151","TC LAB","","","132","CIVIL","","",1316.06,"","","2",,,,,01-DEC-14
"1-047A-201505","201505","1-047A","1-047A","1","0","1-0","047A","1-0-047A","106","LABS","145","LAB SV","","","132","CIVIL","","",271.15,"","","2",,,,,01-DEC-14
"1-047B-201505","201505","1-047B","1-047B","1","0","1-0","047B","1-0-047B","106","LABS","145","LAB SV","","","132","CIVIL","","",34.6,"","","2",,,,,01-DEC-14
"1-050-201505","201505","1-050","1-050","1","0","1-0","050","1-0-050","106","LABS","151","TC LAB","","","132","CIVIL","","",998.16,"","","2",,,,,01-DEC-14
"1-050AA-201505","201505","1-050AA","1-050AA","1","0","1-0","050AA","1-0-050AA","107","MECHANIC","156","U/M","","","149","DOF","","",6.25,"","","0",,,,,01-DEC-14
"1-050T-201505","201505","1-050T","1-050T","1","0","1-0","050T","1-0-050T","107","MECHANIC","155","TELE","","","149","DOF","","",65.28,"","","0",,,,,01-DEC-14
"1-053-201505","201505","1-053","1-053","1","0","1-0","053","1-0-053","106","LABS","151","TC LAB","","","132","CIVIL","","",494.34,"","","2",,,,,01-DEC-14
"1-053A-201505","201505","1-053A","1-053A","1","0","1-0","053A","1-0-053A","106","LABS","145","LAB SV","","","132","CIVIL","","",70.2,"","","2",,,,,01-DEC-14
"1-063-201505","201505","1-063","1-063","1","0","1-0","063","1-0-063","106","LABS","151","TC LAB","","","132","CIVIL","","",630,"","","2",,,,,01-DEC-14
"1-065-201505","201505","1-065","1-065","1","0","1-0","065","1-0-065","106","LABS","151","TC LAB","","","132","CIVIL","","",253.56,"","","2",,,,,01-DEC-14
"1-067-201505","201505","1-067","1-067","1","0","1-0","067","1-0-067","106","LABS","148","RS LAB","","","132","CIVIL","","",248.93,"","","2",,,,,01-DEC-14
"1-068-201505","201505","1-068","1-068","1","0","1-0","068","1-0-068","106","LABS","145","LAB SV","","","132","CIVIL","","",170.63,"","","2",,,,,01-DEC-14
"1-068A-201505","201505","1-068A","1-068A","1","0","1-0","068A","1-0-068A","106","LABS","145","LAB SV","","","132","CIVIL","","",92.25,"","","2",,,,,01-DEC-14
"1-069J-201505","201505","1-069J","1-069J","1","0","1-0","069J","1-0-069J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",114,"","","1",,,,,01-DEC-14
"1-070J-201505","201505","1-070J","1-070J","1","0","1-0","070J","1-0-070J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",21,"","","1",,,,,01-DEC-14
"1-071-201505","201505","1-071","1-071","1","0","1-0","071","1-0-071","106","LABS","148","RS LAB","","","132","CIVIL","","",504.23,"","","2",,,,,01-DEC-14
"1-071E-201505","201505","1-071E","1-071E","1","0","1-0","071E","1-0-071E","107","MECHANIC","153","ELEC","","","149","DOF","","",5.22,"","","0",,,,,01-DEC-14
"1-074-201505","201505","1-074","1-074","1","0","1-0","074","1-0-074","107","MECHANIC","156","U/M","","","149","DOF","","",461.25,"","","0",,,,,01-DEC-14
"1-075-201505","201505","1-075","1-075","1","0","1-0","075","1-0-075","106","LABS","148","RS LAB","","","132","CIVIL","","",242.67,"","","2",,,,,01-DEC-14
"1-078-201505","201505","1-078","1-078","1","0","1-0","078","1-0-078","106","LABS","145","LAB SV","","","132","CIVIL","","",211.98,"","","2",,,,,01-DEC-14
"1-079-201505","201505","1-079","1-079","1","0","1-0","079","1-0-079","106","LABS","148","RS LAB","","","132","CIVIL","","",631.9,"","","2",,,,,01-DEC-14
"1-079A-201505","201505","1-079A","1-079A","1","0","1-0","079A","1-0-079A","106","LABS","145","LAB SV","","","132","CIVIL","","",76.62,"","","2",,,,,01-DEC-14
"1-080-201505","201505","1-080","1-080","1","0","1-0","080","1-0-080","106","LABS","145","LAB SV","","","132","CIVIL","","",562.94,"","","2",,,,,01-DEC-14
"1-083-201505","201505","1-083","1-083","1","0","1-0","083","1-0-083","106","LABS","148","RS LAB","","","132","CIVIL","","",217.2,"","","2",,,,,01-DEC-14
"1-084-201505","201505","1-084","1-084","1","0","1-0","084","1-0-084","106","LABS","145","LAB SV","","","132","CIVIL","","",539.25,"","","2",,,,,01-DEC-14
"1-084A-201505","201505","1-084A","1-084A","1","0","1-0","084A","1-0-084A","107","MECHANIC","156","U/M","","","149","DOF","","",89.53,"","","0",,,,,01-DEC-14
"1-085-201505","201505","1-085","1-085","1","0","1-0","085","1-0-085","106","LABS","145","LAB SV","","","132","CIVIL","","",79.72,"","","2",,,,,01-DEC-14
"1-087-201505","201505","1-087","1-087","1","0","1-0","087","1-0-087","106","LABS","145","LAB SV","","","132","CIVIL","","",288.86,"","","2",,,,,01-DEC-14
"1-087A-201505","201505","1-087A","1-087A","1","0","1-0","087A","1-0-087A","106","LABS","145","LAB SV","","","132","CIVIL","","",201.36,"","","2",,,,,01-DEC-14
"1-090-201505","201505","1-090","1-090","1","0","1-0","090","1-0-090","106","LABS","151","TC LAB","","","132","CIVIL","","",754.54,"","","2",,,,,01-DEC-14
"1-090A-201505","201505","1-090A","1-090A","1","0","1-0","090A","1-0-090A","106","LABS","145","LAB SV","","","132","CIVIL","","",126.72,"","","2",,,,,01-DEC-14
"1-100CA-201505","201505","1-100CA","1-100CA","1","1","1-1","100CA","1-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1316.2,"","","3",,,,,01-DEC-14
"1-100CB-201505","201505","1-100CB","1-100CB","1","1","1-1","100CB","1-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2179.59,"","","3",,,,,01-DEC-14
"1-100CC-201505","201505","1-100CC","1-100CC","1","1","1-1","100CC","1-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",577.29,"","","3",,,,,01-DEC-14
"1-100LA-201505","201505","1-100LA","1-100LA","1","1","1-1","100LA","1-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",64.44,"","","3",,,,,01-DEC-14
"1-100LB-201505","201505","1-100LB","1-100LB","1","1","1-1","100LB","1-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",58.67,"","","3",,,,,01-DEC-14
"1-100LC-201505","201505","1-100LC","1-100LC","1","1","1-1","100LC","1-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",339.89,"","","3",,,,,01-DEC-14
"1-100SA-201505","201505","1-100SA","1-100SA","1","1","1-1","100SA","1-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",661.83,"","","3",,,,,01-DEC-14
"1-100SB-201505","201505","1-100SB","1-100SB","1","1","1-1","100SB","1-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",246.58,"","","3",,,,,01-DEC-14
"1-100SC-201505","201505","1-100SC","1-100SC","1","1","1-1","100SC","1-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",104.51,"","","3",,,,,01-DEC-14
"1-100Z-201505","201505","1-100Z","1-100Z","1","1","1-1","100Z","1-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",477.77,"","","0",,,,,01-DEC-14
"1-101-201505","201505","1-101","1-101","1","1","1-1","101","1-1-101","101","BLDG SRV","106","M LAV","","","149","DOF","","",238.07,"","","3",,,,,01-DEC-14
"1-101J-201505","201505","1-101J","1-101J","1","1","1-1","101J","1-1-101J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",40.25,"","","1",,,,,01-DEC-14
"1-101Z-201505","201505","1-101Z","1-101Z","1","1","1-1","101Z","1-1-101Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",53.23,"","","0",,,,,01-DEC-14
"1-103-201505","201505","1-103","1-103","1","1","1-1","103","1-1-103","108","OFFICES","159","OFF SV","","","199","MECH","","",199.89,"","","2",,,,,01-DEC-14
"1-103A-201505","201505","1-103A","1-103A","1","1","1-1","103A","1-1-103A","108","OFFICES","159","OFF SV","","","199","MECH","","",6.99,"","","2",,,,,01-DEC-14
"1-103B-201505","201505","1-103B","1-103B","1","1","1-1","103B","1-1-103B","108","OFFICES","158","OFF","","","199","MECH","","",303.74,"","","2",,,,,01-DEC-14
"1-103C-201505","201505","1-103C","1-103C","1","1","1-1","103C","1-1-103C","108","OFFICES","158","OFF","","","199","MECH","","",66.31,"","","2",,,,,01-DEC-14
"1-103D-201505","201505","1-103D","1-103D","1","1","1-1","103D","1-1-103D","108","OFFICES","158","OFF","","","199","MECH","","",61.25,"","","2",,,,,01-DEC-14
"3-017A-201505","201505","3-017A","3-017A","3","0","3-0","017A","3-0-017A","108","OFFICES","159","OFF SV","","","150","DOFADM","","",101.83,"","","2",,,,,01-DEC-14
"3-018-201505","201505","3-018","3-018","3","0","3-0","018","3-0-018","108","OFFICES","160","P CIRC","","","138","COPYTC","","",157.33,"","","2",,,,,01-DEC-14
"3-020-201505","201505","3-020","3-020","3","0","3-0","020","3-0-020","107","MECHANIC","156","U/M","","","149","DOF","","",202.3,"","","0",,,,,01-DEC-14
"3-020A-201505","201505","3-020A","3-020A","3","0","3-0","020A","3-0-020A","107","MECHANIC","156","U/M","","","149","DOF","","",59.82,"","","0",,,,,01-DEC-14
"3-023-201505","201505","3-023","3-023","3","0","3-0","023","3-0-023","112","SUPPORT","189","RCVG","","","150","DOFADM","","",375.04,"","","2",,,,,01-DEC-14
"3-025-201505","201505","3-025","3-025","3","0","3-0","025","3-0-025","112","SUPPORT","189","RCVG","","","150","DOFADM","","",346.67,"","","2",,,,,01-DEC-14
"3-029-201505","201505","3-029","3-029","3","0","3-0","029","3-0-029","112","SUPPORT","190","STOR","","","150","DOFADM","","",106.25,"","","2",,,,,01-DEC-14
"3-030-201505","201505","3-030","3-030","3","0","3-0","030","3-0-030","106","LABS","145","LAB SV","","","199","MECH","","",528.83,"","","2",,,,,01-DEC-14
"3-030A-201505","201505","3-030A","3-030A","3","0","3-0","030A","3-0-030A","106","LABS","145","LAB SV","","","199","MECH","","",14,"","","2",,,,,01-DEC-14
"3-030B-201505","201505","3-030B","3-030B","3","0","3-0","030B","3-0-030B","106","LABS","145","LAB SV","","","199","MECH","","",31.11,"","","2",,,,,01-DEC-14
"3-030C-201505","201505","3-030C","3-030C","3","0","3-0","030C","3-0-030C","106","LABS","145","LAB SV","","","199","MECH","","",14,"","","2",,,,,01-DEC-14
"3-030D-201505","201505","3-030D","3-030D","3","0","3-0","030D","3-0-030D","106","LABS","145","LAB SV","","","199","MECH","","",86.5,"","","2",,,,,01-DEC-14
"3-031-201505","201505","3-031","3-031","3","0","3-0","031","3-0-031","112","SUPPORT","189","RCVG","","","150","DOFADM","","",278.38,"","","2",,,,,01-DEC-14
"3-033-201505","201505","3-033","3-033","3","0","3-0","033","3-0-033","106","LABS","144","LAB SP","","","199","MECH","","",496.24,"","","2",,,,,01-DEC-14
"3-034-201505","201505","3-034","3-034","3","0","3-0","034","3-0-034","107","MECHANIC","156","U/M","","","149","DOF","","",863.99,"","","0",,,,,01-DEC-14
"3-034E-201505","201505","3-034E","3-034E","3","0","3-0","034E","3-0-034E","107","MECHANIC","153","ELEC","","","149","DOF","","",264.37,"","","0",,,,,01-DEC-14
"3-036-201505","201505","3-036","3-036","3","0","3-0","036","3-0-036","106","LABS","145","LAB SV","","","199","MECH","","",258.78,"","","2",,,,,01-DEC-14
"3-036A-201505","201505","3-036A","3-036A","3","0","3-0","036A","3-0-036A","106","LABS","145","LAB SV","","","199","MECH","","",239.91,"","","2",,,,,01-DEC-14
"3-036B-201505","201505","3-036B","3-036B","3","0","3-0","036B","3-0-036B","106","LABS","151","TC LAB","","","199","MECH","","",128.82,"","","2",,,,,01-DEC-14
"3-037-201505","201505","3-037","3-037","3","0","3-0","037","3-0-037","108","OFFICES","157","CONF","","","199","MECH","","",542.67,"","","2",,,,,01-DEC-14
"3-038-201505","201505","3-038","3-038","3","0","3-0","038","3-0-038","106","LABS","151","TC LAB","","","199","MECH","","",1288.33,"","","2",,,,,01-DEC-14
"3-042-201505","201505","3-042","3-042","3","0","3-0","042","3-0-042","107","MECHANIC","156","U/M","","","149","DOF","","",28.94,"","","0",,,,,01-DEC-14
"3-042E-201505","201505","3-042E","3-042E","3","0","3-0","042E","3-0-042E","107","MECHANIC","153","ELEC","","","149","DOF","","",25.83,"","","0",,,,,01-DEC-14
"3-044-201505","201505","3-044","3-044","3","0","3-0","044","3-0-044","108","OFFICES","158","OFF","","","199","MECH","","",194.1,"","","2",,,,,01-DEC-14
"3-046-201505","201505","3-046","3-046","3","0","3-0","046","3-0-046","106","LABS","145","LAB SV","","","199","MECH","","",704.03,"","","2",,,,,01-DEC-14
"3-050-201505","201505","3-050","3-050","3","0","3-0","050","3-0-050","106","LABS","144","LAB SP","","","199","MECH","","",1973.31,"","","2",,,,,01-DEC-14
"3-050A-201505","201505","3-050A","3-050A","3","0","3-0","050A","3-0-050A","106","LABS","145","LAB SV","","","199","MECH","","",182.48,"","","2",,,,,01-DEC-14
"3-051-201505","201505","3-051","3-051","3","0","3-0","051","3-0-051","106","LABS","151","TC LAB","","","199","MECH","","",3624.33,"","","2",,,,,01-DEC-14
"3-054-201505","201505","3-054","3-054","3","0","3-0","054","3-0-054","106","LABS","145","LAB SV","","","199","MECH","","",584.85,"","","2",,,,,01-DEC-14
"3-056-201505","201505","3-056","3-056","3","0","3-0","056","3-0-056","108","OFFICES","158","OFF","","","199","MECH","","",201.47,"","","2",,,,,01-DEC-14
