"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10000805","10000805","Dept of Athletics, Phys Ed, & Recreation","ORGANIZATION LEVEL","","","","","","","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","","","","",03-OCT-24
"O10000806","10000806","DAPER Facilities","DEPARTMENTS","10000806","HR-501500","501500","DAPER Facilities","DAPER Facilities","DAPER Facilities","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","10000806","203","DAPER Facilities","D_ATHLETICS",03-OCT-24
"O10000889","10000889","Dining","DEPARTMENTS","10000889","HR-801000","801000","Dining","Dining","Dining","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000099","24","Dean for Student Life Offices","10000889","205","Dining","D_DINING",03-OCT-24
"O10000894","10000894","Housing & Residential Services","DEPARTMENTS","10000894","HR-861000","861000","Housing & Residential Services","Housing & Residential Services","Housing & Residential Services","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10005512","480","Housing Area","10000894","206","Housing & Residential Services","D_HOUSING",03-OCT-24
"O10000901","10000901","Heads of House Program","DEPARTMENTS","10000901","HR-441380","441380","Heads of House Program","Heads of House Program","Heads of House Program","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000099","24","Dean for Student Life Offices","10000901","207","Heads of House Program","D_HOUSING",03-OCT-24
"O10000909","10000909","MIT Card Office","DEPARTMENTS","10000909","HR-862000","862000","MIT Card Office","MIT Card Office","MIT Card Office","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10002458","263","Campus Services area","10004234","371","Security & Emergency Management area","D_MITCARD",03-OCT-24
"O10000911","10000911","Credit Union","DEPARTMENTS","10000911","HR-872000","872000","Credit Union","Credit Union","Credit Union","Other Org Units","Other Org Units","MIT-All","10000000","1","MIT-All","19999000","622","Other Org Units","10000911","210","Credit Union","","","","","","","D_CREDITUNION",03-OCT-24
"O10000912","10000912","Endicott House","DEPARTMENTS","10000912","HR-872500","872500","Endicott House","Endicott House","Endicott House","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002033","247","Enterprise Services Area","10000912","211","Endicott House","D_ENDICOTT",03-OCT-24
"O10000919","10000919","MIT Press","DEPARTMENTS","10000919","HR-875000","875000","MIT Press","MIT Press","MIT Press","Libraries, MIT Press, Tech Review","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000022","13","Libraries, MIT Press, Tech Review","10000919","214","MIT Press","","","","D_PRESS",03-OCT-24
"O10000921","10000921","DAPER Administration","DEPARTMENTS","10000921","HR-501100","501100","DAPER Administration","DAPER Administration","DAPER Administration","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","10000921","216","DAPER Administration","D_ATHLETICS",03-OCT-24
"O10000922","10000922","DAPER Physical Education & Wellness","DEPARTMENTS","10000922","HR-501200","501200","DAPER Physical Education & Wellness","DAPER Physical Education & Wellness","DAPER Physical Education & Wellness","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","10000922","217","DAPER Physical Education & Wellness","D_ATHLETICS",03-OCT-24
"O10000924","10000924","DAPER Community Programs","DEPARTMENTS","10000924","HR-501400","501400","DAPER Community Programs","DAPER Community Programs","DAPER Community Programs","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000805","202","Dept of Athletics, Phys Ed, & Recreation","10000924","219","DAPER Community Programs","D_ATHLETICS",03-OCT-24
"O10000929","10000929","Professional Institute","DEPARTMENTS","10000929","HR-061500","061500","Professional Institute","Professional Institute","Professional Institute","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000954","238","Professional Education Programs Area","10000929","222","Professional Institute","D_PEP",03-OCT-24
"O10000931","10000931","Knowledge Updates","DEPARTMENTS","10000931","HR-061700","061700","Knowledge Updates","Knowledge Updates","Knowledge Updates","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000954","238","Professional Education Programs Area","10000931","224","Knowledge Updates","D_PEP",03-OCT-24
"O10000932","10000932","OVC Special Projects","DEPARTMENTS","10000932","HR-441050","441050","OVC Special Projects","OVC Special Projects","OVC Special Projects","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10000013","8","Office of Undergraduate Education Area","D_DUE:HQ",03-OCT-24
"O10000934","10000934","ODL, Ctr for Ed Computing Initiatives","DEPARTMENTS","10000934","HR-405140","405140","ODL, Ctr for Ed Computing Initiatives","ODL, Center for Educational Computing Initiatives","ODL, Center for Educational Computing Initiatives","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_CAES",03-OCT-24
"O10000935","10000935","VP for Research","DEPARTMENTS","10000935","HR-401860","401860","VP for Research","VP for Research","VP for Research","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005833","523","VP for Research Area","10000935","228","VP for Research","D_VPRESOFF",03-OCT-24
"O10000936","10000936","Computational & Systems Bio Initiative","DEPARTMENTS","10000936","HR-418000","418000","Computational & Systems Bio Initiative","Computational & Systems Biology Initiative","Computational & Systems Bio Initiative","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000936","229","Computational & Systems Bio Initiative","","","","D_CSBI",03-OCT-24
"O10000946","10000946","LL-Administrative Services Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000946","230","LL-Administrative Services Department","","","","",03-OCT-24
"O10000949","10000949","LL-Communication Systems","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000949","233","LL-Communication Systems","","","","",03-OCT-24
"O10000951","10000951","LL-Advanced Technology","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000951","235","LL-Advanced Technology","","","","",03-OCT-24
"O10000952","10000952","LL-Aerospace","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10000952","236","LL-Aerospace","","","","",03-OCT-24
"O10000954","10000954","Professional Education Programs Area","ORGANIZATION LEVEL","","","","","","","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000954","238","Professional Education Programs Area","","","","",03-OCT-24
"O10000955","10000955","MIT Professional Education","DEPARTMENTS","10000955","HR-061800","061800","MIT Professional Education","MIT Professional Education","MIT Professional Education","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000954","238","Professional Education Programs Area","10000955","239","MIT Professional Education","D_PEP",03-OCT-24
"O10000956","10000956","General Counsel's Office","DEPARTMENTS","10000956","HR-405701","405701","General Counsel's Office","General Counsel's Office","General Counsel's Office","Env Program  & Risk Mgmt/Sr Counsel Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000016","10","Env Program  & Risk Mgmt/Sr Counsel Area","10000956","240","General Counsel's Office","","","","D_DEFUNCT",03-OCT-24
"O10000959","10000959","HR-EMPREL","DEPARTMENTS","10000959","HR-409010","409010","HR-EMPREL","HR-EMPREL","HR-EMPREL","VP for Human Resources Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000033","19","VP for Human Resources Area","10000959","243","HR-EMPREL","","","","D_HR",03-OCT-24
"O10002009","10002009","CAC-General","DEPARTMENTS","10002009","HR-405510","405510","CAC-General","CAC-General","CAC-General","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002858","298","Diversity and Community Involvement Area","10002008","245","Campus Activities Complex Area","D_CAC",03-OCT-24
"O10002159","10002159","Student Accounts Office (old)","DEPARTMENTS","10002159","HR-427100","427100","Student Accounts Office (old)","Student Accounts Office (old)","Student Accounts Office (old)","Office of Undergraduate Education Area","Office of Undergraduate Education Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002160","10002160","Edgerton Center (old)","DEPARTMENTS","10002160","HR-064020","064020","Edgerton Center (old)","Edgerton Center (old)","Edgerton Center (old)","Engineering Area","Engineering Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002187","10002187","Center Matl Rsc in Arch & Ethnology(old)","DEPARTMENTS","10002187","HR-092000","092000","Center Matl Rsc in Arch & Ethnology(old)","Center Matl Rsc in Arch & Ethnology(old)","Center Matl Rsc in Arch & Ethnology(old)","Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002189","10002189","Center for International Studies (old)","DEPARTMENTS","10002189","HR-099100","099100","Center for International Studies (old)","Center for International Studies (old)","Center for International Studies (old)","Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002190","10002190","Center for International Studies (old)","DEPARTMENTS","10002190","HR-244000","244000","Center for International Studies (old)","Center for International Studies (old)","Center for International Studies (old)","Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002197","10002197","Chairman of the Corporation (old)","DEPARTMENTS","10002197","HR-400002","400002","Chairman of the Corporation (old)","Chairman of the Corporation (old)","Chairman of the Corporation (old)","Provost Area","Provost Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002199","10002199","Professional Institute (old)","DEPARTMENTS","10002199","HR-448000","448000","Professional Institute (old)","Professional Institute (old)","Professional Institute (old)","Provost Area","Provost Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002200","10002200","Vice Pres for Resource Development (old)","DEPARTMENTS","10002200","HR-401300","401300","Vice Pres for Resource Development (old)","Vice Pres for Resource Development (old)","Vice Pres for Resource Development (old)","Office VP Resource Development","Office VP Resource Development","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002207","10002207","Center for Space Research (old)","DEPARTMENTS","10002207","HR-241000","241000","Center for Space Research (old)","Center for Space Research (old)","Center for Space Research (old)","VP Research","VP Research","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002209","10002209","Laboratory for Nuclear Science (old)","DEPARTMENTS","10002209","HR-263000","263000","Laboratory for Nuclear Science (old)","Laboratory for Nuclear Science (old)","Laboratory for Nuclear Science (old)","VP Research","VP Research","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002210","10002210","Center Matl Rsc in Arch & Ethnology(old)","DEPARTMENTS","10002210","HR-401830","401830","Center Matl Rsc in Arch & Ethnology(old)","Center Matl Rsc in Arch & Ethnology(old)","Center Matl Rsc in Arch & Ethnology(old)","VP Research","VP Research","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002237","10002237","Cell Culture Center (old)","DEPARTMENTS","10002237","HR-159800","159800","Cell Culture Center (old)","Cell Culture Center (old)","Cell Culture Center (old)","Science Area","Science Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002239","10002239","Spectroscopy Laboratory (old)","DEPARTMENTS","10002239","HR-247500","247500","Spectroscopy Laboratory (old)","Spectroscopy Laboratory (old)","Spectroscopy Laboratory (old)","Science Area","Science Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002240","10002240","Center for Information Systems Res (old)","DEPARTMENTS","10002240","HR-121400","121400","Center for Information Systems Res (old)","Center for Information Systems Res (old)","Center for Information Systems Res (old)","Sloan School of Management Area","Sloan School of Management Area","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10002409","10002409","LL-Facilities Services Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10002409","261","LL-Facilities Services Department","","","","",03-OCT-24
"O10002459","10002459","Facilities Administration","DEPARTMENTS","10002459","HR-591040-AA","591040","Facilities Administration","Department of Facilities","Facilities Administration","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10002458","263","Campus Services area","10002459","264","Facilities Administration","D_FACILITIES",03-OCT-24
"O10002460","10002460","Dof Custodial Services","DEPARTMENTS","10002460","HR-591020","591020","Dof Custodial Services","Department of Facilities","Dof Custodial Services","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10002537","10002537","Architecture & Planning - Depart Heads","DEPARTMENTS","10002537","HR-030100","030100","Architecture & Planning - Depart Heads","Architecture & Planning - Department Heads","Architecture & Planning - Department Heads","Architecture & Planning Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000005","5","Architecture & Planning Area","10002537","278","Architecture & Planning - Depart Heads","","","","D_ARCH_DEPTHEAD",03-OCT-24
"O10002559","10002559","Pub Operations","DEPARTMENTS","10002559","HR-801020","801020","Pub Operations","Pub Operations","Pub Operations","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000099","24","Dean for Student Life Offices","10002559","280","Pub Operations","D_DINING",03-OCT-24
"O10002759","10002759","DLC Heads Science","DEPARTMENTS","10002759","HR-150100","150100","DLC Heads Science","DLC Heads Science","DLC Heads Science","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10002759","292","DLC Heads Science","","","","D_SCI_DEPTHEAD",03-OCT-24
"O10002809","10002809","Federal Work Study","DEPARTMENTS","10002809","HR-449050","449050","Federal Work Study","Federal Work Study","Federal Work Study","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10002808","294","Student Financial Services Area","D_SFS",03-OCT-24
"O10002810","10002810","MIT-Portugal Program","DEPARTMENTS","10002810","HR-060500","060500","MIT-Portugal Program","MIT-Portugal Program","MIT-Portugal Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10002810","296","MIT-Portugal Program","","","","D_PORTUGAL",03-OCT-24
"O10002859","10002859","Office of Religious Life Area","ORGANIZATION LEVEL","","","","","","","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002859","299","Office of Religious Life Area","","","","",03-OCT-24
"O10002860","10002860","Hobby Shop","DEPARTMENTS","10002860","HR-405520","405520","Hobby Shop","Hobby Shop","Hobby Shop","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002858","298","Diversity and Community Involvement Area","10002860","300","Hobby Shop","D_CAC",03-OCT-24
"O10002887","10002887","PKG Center","DEPARTMENTS","10002887","HR-441320","441320","PKG Center","PKG Center","PKG Center","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005662","502","Office of Experiential Learning Area","D_PPSC",03-OCT-24
"O10003008","10003008","Singapore-MIT Alliance for Res and Tech","DEPARTMENTS","10003008","HR-401862","401862","Singapore-MIT Alliance for Res and Tech","Singapore-MIT Alliance for Research and Technology","Singapore-MIT Alliance for Research and Technology","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10003008","312","Singapore-MIT Alliance for Res and Tech","","","","D_SMART",03-OCT-24
"O10003033","10003033","Amgen Scholars","DEPARTMENTS","10003033","HR-444100","444100","Amgen Scholars","Amgen Scholars","Amgen Scholars","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005662","502","Office of Experiential Learning Area","D_UAAP",03-OCT-24
"O10003058","10003058","Office of the Vice President for Finance","DEPARTMENTS","10003058","HR-407000","407000","Office of the Vice President for Finance","Office of the Vice President for Finance","Office of the Vice President for Finance","VP for Finance Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003333","326","VP for Finance Area","10003058","314","Office of the Vice President for Finance","","","","D_CAS",03-OCT-24
"O10003083","10003083","Office of Experiential Learning","DEPARTMENTS","10003083","HR-446000","446000","Office of Experiential Learning","Office of Experiential Learning","Office of Experiential Learning","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005662","502","Office of Experiential Learning Area","D_OEL",03-OCT-24
"O10003108","10003108","LL-Contracting Services Department","SUB DEPARTMENT","10000581","HR-310000","310000","Lincoln Laboratory","Lincoln Laboratory","Lincoln Laboratory","Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000581","121","Lincoln Laboratory","10003108","316","LL-Contracting Services Department","","","","",03-OCT-24
"O10003133","10003133","Earth System Initiative","DEPARTMENTS","10003133","HR-401511","401511","Earth System Initiative","Earth System Initiative","Earth System Initiative","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10003133","317","Earth System Initiative","","","","D_ESI",03-OCT-24
"O10003158","10003158","Legatum Center for Dev Entrepreneurship","DEPARTMENTS","10003158","HR-030020","030020","Legatum Center for Dev Entrepreneurship","Legatum Center for Dev Entrepreneurship","Legatum Center for Development Entrepreneurship","Architecture & Planning Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000005","5","Architecture & Planning Area","10003158","318","Legatum Center for Dev Entrepreneurship","","","","D_DEANARCH",03-OCT-24
"O10003183","10003183","Technical Leadership and Comm Programs","DEPARTMENTS","10003183","HR-061350","061350","Technical Leadership and Comm Programs","Technical Leadership and Comm Programs","Technical Leadership and Comm Programs","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10003183","319","Technical Leadership and Comm Programs","","","","D_GLP",03-OCT-24
"O10003208","10003208","Office of Major Agreements","DEPARTMENTS","10003208","HR-404200","404200","Office of Major Agreements","Office of Major Agreements","Office of Major Agreements","Major Agreements Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003583","339","Major Agreements Area","10003208","320","Office of Major Agreements","","","","D_OMA",03-OCT-24
"O10003233","10003233","Literature Area","ORGANIZATION LEVEL","","","","","","","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10003233","321","Literature Area","","","","",03-OCT-24
"O10003234","10003234","CMS","DEPARTMENTS","10003234","HR-093610","093610","CMS","CMS","","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10003233","321","Literature Area","10003234","322","CMS","D_LIT",03-OCT-24
"O10005511","10005511","Student Support & Wellbeing","DEPARTMENTS","10005511","HR-442051","442051","Student Support & Wellbeing","Student Support & Wellbeing","Student Support & Wellbeing","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002885","303","Student Support and Wellbeing Area","10005511","479","Student Support & Wellbeing","D_SSWB",03-OCT-24
"O10005558","10005558","Open Learning, ODL Area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10005561","10005561","Open Learning, Supporting Units Area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10004883","10004883","Dof Engineering & Energy Management","DEPARTMENTS","10004883","HR-591301","591301","Dof Engineering & Energy Management","Dof Engineering & Energy Management","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10004883","412","Dof Engineering & Energy Management","D_FACILITIES",03-OCT-24
"O10004933","10004933","Cntr for Dev & Entrepreneurship at MIT","DEPARTMENTS","10004933","HR-121042","121042","Cntr for Dev & Entrepreneurship at MIT","Center for Development & Entrepreneurship at MIT","Center for Development & Entrepreneurship at MIT","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10004933","415","Cntr for Dev & Entrepreneurship at MIT","D_SLOAN",03-OCT-24
"O10004983","10004983","Mechanical Eng Area","ORGANIZATION LEVEL","","","","","","","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10004983","419","Mechanical Eng Area","","","","",03-OCT-24
"O10005033","10005033","Open Learning, ODL, MITx","DEPARTMENTS","10005033","HR-401821","401821","Open Learning, ODL, MITx","Open Learning, ODL, MITx","Open Learning, ODL, MITx","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005059","10005059","VPF - Treasury and Planning","DEPARTMENTS","10005059","HR-404511","404511","VPF - Treasury and Planning","VPF - Treasury and Planning","VPF - Treasury and Planning","VP for Finance Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003333","326","VP for Finance Area","10005058","425","Office of the Treasurer Area","10005059","426","VPF - Treasury and Planning","D_OTP",03-OCT-24
"O10005083","10005083","MIT Open Learning area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10005109","10005109","Open Learning, Supporting Unit, Bus/Ops","DEPARTMENTS","10005109","HR-447103","447103","Open Learning, Supporting Unit, Bus/Ops","Open Learning, Supporting Unit, Bus/Ops","Open Learning, Supporting Unit, Bus/Ops","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005110","10005110","Open Learning, ODL, K-12","DEPARTMENTS","10005110","HR-447101","447101","Open Learning, ODL, K-12","Open Learning, ODL, K-12","Open Learning, ODL, K-12","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005112","10005112","TBA","N/A","","","","","","","","","MIT-All","10000000","1","MIT-All","19999000","622","Other Org Units","10005112","433","TBA","","","","","","","",03-OCT-24
"O10005113","10005113","Open Learning, Corp & Prof, MIT xPRO","DEPARTMENTS","10005113","HR-447102","447102","Open Learning, Corp & Prof, MIT xPRO","Open Learning, Corp & Prof, MIT xPRO","Open Learning, Corp & Prof, MIT xPRO","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005133","10005133","Government & Community Relations","DEPARTMENTS","10005133","HR-404512","404512","Government & Community Relations","Office of Government & Community Relations","Office of Government & Community Relations","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10005133","435","Government & Community Relations","","","","","","","D_OGCR",03-OCT-24
"O10005159","10005159","School of Engineering Professors","DEPARTMENTS","10005159","HR-060003","060003","School of Engineering Professors","School of Engineering Professors","School of Engineering Professors","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005159","437","School of Engineering Professors","","","","D_DOE",03-OCT-24
