"PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","NOTE","WAREHOUSE_LOAD_DATE","VERSION"
"131017","Education/Teaching of Individuals in Elementary Special Education Programs","13","EDUCATION","1310","Special Education and Teaching","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"131018","Education/Teaching of Individuals in Junior High/Middle School Special Education Programs","13","EDUCATION","1310","Special Education and Teaching","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"131019","Education/Teaching of Individuals in Secondary Special Education Programs","13","EDUCATION","1310","Special Education and Teaching","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"131099","Special Education and Teaching, Other","13","EDUCATION","1310","Special Education and Teaching","(2020) No substantive changes ",17-MAY-23,"2020"
"131100","Student Counseling and Personnel","13","EDUCATION","1311","Student Counseling and Personnel","",11-JUN-14,"1990"
"131101","Counselor Education/School Counseling and Guidance Services","13","EDUCATION","1311","Student Counseling and Personnel Services","(2020) No substantive changes ",17-MAY-23,"2020"
"131102","College Student Counseling and Personnel Services","13","EDUCATION","1311","Student Counseling and Personnel Services","(2020) No substantive changes ",17-MAY-23,"2020"
"131199","Student Counseling and Personnel Services, Other","13","EDUCATION","1311","Student Counseling and Personnel Services","(2020) No substantive changes ",17-MAY-23,"2020"
"131200","General Teacher Education","13","EDUCATION","1312","General Teacher Education","",11-JUN-14,"1990"
"131201","Adult and Continuing Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131202","Elementary Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131203","Junior High/Intermediate/Middle School Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131204","Pre-Elementary Education/Early Childhood/Kindergarten","13","EDUCATION","1312","General Teacher Education","",11-JUN-14,"1990"
"131205","Secondary Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131206","Teacher Education, Multiple Levels","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131207","Montessori Teacher Education","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131208","Waldorf/Steiner Teacher Education","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131209","Kindergarten/Preschool Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131210","Early Childhood Education and Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131211","Online Educator/Online Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","New in 2020",17-MAY-23,"2020"
"131212","International Teaching and Learning","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","New in 2020",17-MAY-23,"2020"
"131213","Science, Technology, Engineering, and Mathematics (STEM) Educational Methods","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","New in 2020",17-MAY-23,"2020"
"131214","College/Postsecondary/University Teaching","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","New in 2020",17-MAY-23,"2020"
"131288","Pre-Elementary/Early Childhood/Kindergarten Teacher Education","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","Added to CIP 2000 by NCES for IPEDS Completion 2003",11-JUN-14,"2000"
"131299","Teacher Education and Professional Development, Specific Levels and Methods, Other","13","EDUCATION","1312","Teacher Education and Professional Development, Specific Levels and Methods","(2020) No substantive changes ",17-MAY-23,"2020"
"131300","Teacher Education, Specific Academic and Vocational Programs","13","EDUCATION","1313","Teacher Education, Specific Academic and Vocational Programs","",11-JUN-14,"1990"
"131301","Agricultural Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131302","Art Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131303","Business and Innovation/Entrepreneurship Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"131304","Driver and Safety Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131305","English/Language Arts Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131306","Foreign Language Teacher  Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131307","Health Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131308","Family and Consumer Sciences/Home Economics Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131309","Technology Teacher Education/Industrial Arts Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131310","Sales and Marketing Operations/Marketing and Distribution   Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131311","Mathematics Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131312","Music Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131314","Physical Education Teaching and Coaching","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131315","Reading Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131316","Science Teacher Education/General Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131317","Social Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131318","Social Studies Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131319","Technical Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131320","Trade and Industrial Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131321","Computer Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131322","Biology Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131323","Chemistry Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131324","Drama and Dance Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131325","French Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131326","German Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131327","Health Occupations Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131328","History Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131329","Physics Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131330","Spanish Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131331","Speech Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131332","Geography Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131333","Latin Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131334","School Librarian/School Library Media Specialist","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131335","Psychology Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131337","Earth Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"131338","Environmental Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"131339","Communication Arts and Literature Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","New in 2020",17-MAY-23,"2020"
"131399","Teacher Education and Professional Development, Specific Subject Areas, Other","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas","(2020) No substantive changes ",17-MAY-23,"2020"
"131400","Teaching English as a Second Language/Foreign","13","EDUCATION","1314","Teaching English as a Second Language/Foreign","",11-JUN-14,"1990"
"131401","Teaching English as a Second or Foreign Language/ESL Language Instructor","13","EDUCATION","1314","Teaching English or French as a Second or Foreign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"131402","Teaching French as a Second or Foreign Language","13","EDUCATION","1314","Teaching English or French as a Second or Foreign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"131499","Teaching English or French as a Second or Foreign Language, Other","13","EDUCATION","1314","Teaching English or French as a Second or Foreign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"131500","Teacher Assistant/Aide","13","EDUCATION","1315","Teacher Assistant/Aide","",11-JUN-14,"1990"
"131501","Teacher Assistant/Aide","13","EDUCATION","1315","Teaching Assistants/Aides","(2020) No substantive changes ",17-MAY-23,"2020"
"131502","Adult Literacy Tutor/Instructor","13","EDUCATION","1315","Teaching Assistants/Aides","(2020) No substantive changes ",17-MAY-23,"2020"
"131599","Teaching Assistants/Aides, Other","13","EDUCATION","1315","Teaching Assistants/Aides","(2020) No substantive changes ",17-MAY-23,"2020"
"139900","Education, Other","13","EDUCATION","1399","Education, Other","",11-JUN-14,"1990"
"139999","Education, Other","13","EDUCATION","1399","Education, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"140000","ENGINEERING","14","ENGINEERING","1400","ENGINEERING","",11-JUN-14,"1990"
"140100","Engineering, General","14","ENGINEERING","1401","Engineering, General","",11-JUN-14,"1990"
"140101","Engineering, General","14","ENGINEERING","1401","Engineering, General","(2020) No substantive changes ",17-MAY-23,"2020"
"140102","Pre-Engineering","14","ENGINEERING","1401","Engineering, General","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"140103","Applied Engineering","14","ENGINEERING","1401","Engineering, General","New in 2020",17-MAY-23,"2020"
"140200","Aerospace, Aeronautical and Astronautical Engineering","14","ENGINEERING","1402","Aerospace, Aeronautical and Astronautical Engineering","",11-JUN-14,"1990"
"140201","Aerospace, Aeronautical, and Astronautical/Space Engineering, General","14","ENGINEERING","1402","Aerospace, Aeronautical, and Astronautical/Space Engineering","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"140202","Astronautical Engineering","14","ENGINEERING","1402","Aerospace, Aeronautical, and Astronautical/Space Engineering","New in 2020",17-MAY-23,"2020"
"140299","Aerospace, Aeronautical, and Astronautical/Space Engineering, Other","14","ENGINEERING","1402","Aerospace, Aeronautical, and Astronautical/Space Engineering","New in 2020 | (INVALID) ",17-MAY-23,"2020"
"140300","Agricultural Engineering","14","ENGINEERING","1403","Agricultural Engineering","",11-JUN-14,"1990"
"140301","Agricultural Engineering","14","ENGINEERING","1403","Agricultural Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140400","Architectural Engineering","14","ENGINEERING","1404","Architectural Engineering","",11-JUN-14,"1990"
"140401","Architectural Engineering","14","ENGINEERING","1404","Architectural Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140500","Bioengineering and Biomedical Engineering","14","ENGINEERING","1405","Bioengineering and Biomedical Engineering","",11-JUN-14,"1990"
"140501","Bioengineering and Biomedical Engineering","14","ENGINEERING","1405","Biomedical/Medical Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140600","Ceramic Sciences and Engineering","14","ENGINEERING","1406","Ceramic Sciences and Engineering","",11-JUN-14,"1990"
"140601","Ceramic Sciences and Engineering","14","ENGINEERING","1406","Ceramic Sciences and Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140700","Chemical Engineering","14","ENGINEERING","1407","Chemical Engineering","",11-JUN-14,"1990"
"140701","Chemical Engineering","14","ENGINEERING","1407","Chemical Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140702","Chemical and Biomolecular Engineering","14","ENGINEERING","1407","Chemical Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"140799","Chemical Engineering, Other","14","ENGINEERING","1407","Chemical Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"140800","Civil Engineering","14","ENGINEERING","1408","Civil Engineering","",11-JUN-14,"1990"
"140801","Civil Engineering, General","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140802","Geotechnical and Geoenvironmental Engineering","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140803","Structural Engineering","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140804","Transportation and Highway Engineering","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140805","Water Resources Engineering","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140899","Civil Engineering, Other","14","ENGINEERING","1408","Civil Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140900","Computer Engineering","14","ENGINEERING","1409","Computer Engineering","",11-JUN-14,"1990"
"140901","Computer Engineering, General","14","ENGINEERING","1409","Computer Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140902","Computer Hardware Engineering","14","ENGINEERING","1409","Computer Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140903","Computer Software Engineering","14","ENGINEERING","1409","Computer Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"140999","Computer Engineering, Other","14","ENGINEERING","1409","Computer Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"141000","Electrical, Electronics and Communications Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering","",11-JUN-14,"1990"
"141001","Electrical and Electronics Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"141003","Laser and Optical Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"141004","Telecommunications Engineering","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"141099","Electrical, Electronics and Communications Engineering, Other","14","ENGINEERING","1410","Electrical, Electronics and Communications Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"141100","Engineering Mechanics","14","ENGINEERING","1411","Engineering Mechanics","",11-JUN-14,"1990"
"141101","Engineering Mechanics","14","ENGINEERING","1411","Engineering Mechanics","(2020) No substantive changes ",17-MAY-23,"2020"
"141200","Engineering Physics","14","ENGINEERING","1412","Engineering Physics","",11-JUN-14,"1990"
"141201","Engineering Physics/Applied Physics","14","ENGINEERING","1412","Engineering Physics","(2020) No substantive changes ",17-MAY-23,"2020"
"141300","Engineering Science","14","ENGINEERING","1413","Engineering Science","",11-JUN-14,"1990"
"141301","Engineering Science","14","ENGINEERING","1413","Engineering Science","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"141400","Environmental/Environmental Health Engineering","14","ENGINEERING","1414","Environmental/Environmental Health Engineering","",11-JUN-14,"1990"
"141401","Environmental/Environmental Health Engineering","14","ENGINEERING","1414","Environmental/Environmental Health Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"141500","Geological Engineering","14","ENGINEERING","1415","Geological Engineering","",11-JUN-14,"1990"
"141501","Geological Engineering","14","ENGINEERING","1415","Geological Engineering","",11-JUN-14,"1990"
"141600","Geophysical Engineering","14","ENGINEERING","1416","Geophysical Engineering","",11-JUN-14,"1990"
"141601","Geophysical Engineering","14","ENGINEERING","1416","Geophysical Engineering","",11-JUN-14,"1990"
"141700","Industrial/Manufacturing Engineering","14","ENGINEERING","1417","Industrial/Manufacturing Engineering","",11-JUN-14,"1990"
"141701","Industrial/Manufacturing Engineering","14","ENGINEERING","1417","Industrial/Manufacturing Engineering","",11-JUN-14,"1990"
"141800","Materials Engineering","14","ENGINEERING","1418","Materials Engineering","",11-JUN-14,"1990"
"141801","Materials Engineering","14","ENGINEERING","1418","Materials Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"141900","Mechanical Engineering","14","ENGINEERING","1419","Mechanical Engineering","",11-JUN-14,"1990"
"141901","Mechanical Engineering","14","ENGINEERING","1419","Mechanical Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142000","Metallurgical Engineering","14","ENGINEERING","1420","Metallurgical Engineering","",11-JUN-14,"1990"
"142001","Metallurgical Engineering","14","ENGINEERING","1420","Metallurgical Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142100","Mining and Mineral Engineering","14","ENGINEERING","1421","Mining and Mineral Engineering","",11-JUN-14,"1990"
"142101","Mining and Mineral Engineering","14","ENGINEERING","1421","Mining and Mineral Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142200","Naval Architecture and Marine Engineering","14","ENGINEERING","1422","Naval Architecture and Marine Engineering","",11-JUN-14,"1990"
"142201","Naval Architecture and Marine Engineering","14","ENGINEERING","1422","Naval Architecture and Marine Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142300","Nuclear Engineering","14","ENGINEERING","1423","Nuclear Engineering","",11-JUN-14,"1990"
"142301","Nuclear Engineering","14","ENGINEERING","1423","Nuclear Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142400","Ocean Engineering","14","ENGINEERING","1424","Ocean Engineering","",11-JUN-14,"1990"
"142401","Ocean Engineering","14","ENGINEERING","1424","Ocean Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142500","Petroleum Engineering","14","ENGINEERING","1425","Petroleum Engineering","",11-JUN-14,"1990"
"142501","Petroleum Engineering","14","ENGINEERING","1425","Petroleum Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142700","Systems Engineering","14","ENGINEERING","1427","Systems Engineering","",11-JUN-14,"1990"
"142701","Systems Engineering","14","ENGINEERING","1427","Systems Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142800","Textile Sciences and Engineering","14","ENGINEERING","1428","Textile Sciences and Engineering","",11-JUN-14,"1990"
"142801","Textile Sciences and Engineering","14","ENGINEERING","1428","Textile Sciences and Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"142900","Engineering Design","14","ENGINEERING","1429","Engineering Design","",11-JUN-14,"1990"
"142901","Engineering Design","14","ENGINEERING","1429","Engineering Design","",11-JUN-14,"1990"
"143000","Engineering/Industrial Management","14","ENGINEERING","1430","Engineering/Industrial Management","",11-JUN-14,"1990"
"143001","Engineering/Industrial Management","14","ENGINEERING","1430","Engineering/Industrial Management","",11-JUN-14,"1990"
"143100","Materials Science","14","ENGINEERING","1431","Materials Science","",11-JUN-14,"1990"
"143101","Materials Science","14","ENGINEERING","1431","Materials Science","",11-JUN-14,"2000"
"143200","Polymer/Plastics Engineering","14","ENGINEERING","1432","Polymer/Plastics Engineering","",11-JUN-14,"1990"
"143201","Polymer/Plastics Engineering","14","ENGINEERING","1432","Polymer/Plastics Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143301","Construction Engineering","14","ENGINEERING","1433","Construction Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143401","Forest Engineering","14","ENGINEERING","1434","Forest Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143501","Industrial Engineering","14","ENGINEERING","1435","Industrial Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143588","Industrial/Manufacturing Engineering","14","ENGINEERING","1435","Industrial Engineering","Added to CIP 2000 by NCES for IPEDS Completion 2003",11-JUN-14,"2000"
"143601","Manufacturing Engineering","14","ENGINEERING","1436","Manufacturing Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143701","Operations Research","14","ENGINEERING","1437","Operations Research","(2020) No substantive changes ",17-MAY-23,"2020"
"143801","Surveying Engineering","14","ENGINEERING","1438","Surveying Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"143901","Geological/Geophysical Engineering","14","ENGINEERING","1439","Geological/Geophysical Engineering","(2020) No substantive changes ",17-MAY-23,"2020"
"144001","Paper Science and Engineering","14","ENGINEERING","1440","Paper Science and Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144101","Electromechanical Engineering","14","ENGINEERING","1441","Electromechanical Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144201","Mechatronics, Robotics, and Automation Engineering","14","ENGINEERING","1442","Mechatronics, Robotics, and Automation Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144301","Biochemical Engineering","14","ENGINEERING","1443","Biochemical Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144401","Engineering Chemistry","14","ENGINEERING","1444","Engineering Chemistry","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144501","Biological/Biosystems Engineering","14","ENGINEERING","1445","Biological/Biosystems Engineering","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"144701","Electrical and Computer Engineering","14","ENGINEERING","1447","Electrical and Computer Engineering","New in 2020",17-MAY-23,"2020"
"144801","Energy Systems Engineering, General","14","ENGINEERING","1448","Energy Systems Engineering","New in 2020",17-MAY-23,"2020"
"144802","Power Plant Engineering","14","ENGINEERING","1448","Energy Systems Engineering","New in 2020",17-MAY-23,"2020"
"144899","Energy Systems Engineering, Other","14","ENGINEERING","1448","Energy Systems Engineering","New in 2020",17-MAY-23,"2020"
"149900","Engineering, Other","14","ENGINEERING","1499","Engineering, Other","",11-JUN-14,"1990"
"149999","Engineering, Other","14","ENGINEERING","1499","Engineering, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"150000","Engineering Technologies/Technicians, General","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1500","Engineering Technologies/Technicians, General","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150001","Applied Engineering Technologies/Technicians","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1500","Engineering Technologies/Technicians, General","New in 2020",17-MAY-23,"2020"
"150100","Architectural Engineering Technology","15","ENGINEERING RELATED TECHNOLOGIES","1501","Architectural Engineering Technology","",11-JUN-14,"1990"
"150101","Architectural Engineering Technologies/Technicians","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1501","Architectural Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150200","Civil Engineering/Civil Technology","15","ENGINEERING RELATED TECHNOLOGIES","1502","Civil Engineering/Civil Technology","",11-JUN-14,"1990"
"150201","Civil Engineering Technologies/Technicians","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1502","Civil Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150300","Electrical and Electronic Engineering-Related Technology","15","ENGINEERING RELATED TECHNOLOGIES","1503","Electrical and Electronic Engineering-Related Technology","",11-JUN-14,"1990"
"150301","Computer Engineering Technology/Technician","15","ENGINEERING RELATED TECHNOLOGIES","1503","Electrical and Electronic Engineering-Related Technology","",11-JUN-14,"1990"
"150303","Electrical, Electronic, and Communications Engineering Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150304","Laser and Optical Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150305","Telecommunications Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150306","Integrated Circuit Design Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change | New in 2010",17-MAY-23,"2020"
"150307","Audio Engineering Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"150399","Electrical/Electronic Engineering Technologies/Technicians, Other","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1503","Electrical/Electronic Engineering Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150400","Electromechanical Instrumentation and Maintenance Technologies","15","ENGINEERING RELATED TECHNOLOGIES","1504","Electromechanical Instrumentation and Maintenance Technologies","",11-JUN-14,"1990"
"150401","Biomedical Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians","(2020) No substantive changes ",17-MAY-23,"2020"
"150402","Computer Maintenance Technology/Technician","15","ENGINEERING RELATED TECHNOLOGIES","1504","Electromechanical Instrumentation and Maintenance Technologies","",11-JUN-14,"1990"
"150403","Electromechanical/Electromechanical Engineering Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Technologies/Technicians","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"150404","Instrumentation Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians","(2020) No substantive changes ",17-MAY-23,"2020"
"150405","Robotics Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians","(2020) No substantive changes ",17-MAY-23,"2020"
