"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2020","2.12","2","12","2.12","2.12","Y","2","Mechanical Engineering","2020FA","Introduction to Robotics","Introduction to Robotics","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Presents the fundamentals of robot mechanisms, dynamics, and controls. Planar and spatial kinematics, differential motion, energy method for robot mechanics; mechanism design for manipulation and locomotion; multi-rigid-body dynamics; force and compliance control, balancing control, visual feedback, human-machine interface; actuators, sensors, wireless networking, and embedded software. Weekly laboratories include real-time control, vehicle navigation, arm and end-effector design, and balancing robot control. Group term project requires design and fabrication of robotic systems. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.120","","Y","N","N","Y","N","H. Asada","H. Asada","",17-SEP-19,28-OCT-24,"2.12","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.12","2020SP","Spring Term 2019-2020","M","000,B01,B02,B06,L01,B05,B04,B03","N,N,N,N,N,N,N,Y","N,N,N,N,Y,N,N,N","Y,Y,Y,Y,Y,N,Y,N","N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N","Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko","900020566,900020566,900020566,900020566,900020566,900020566,900020566,900020566","R11-1,R1-3,F2-4,MW11-12.30,F11-1,F9-11,R3-5","5-007,5-007,5-007,5-007,5-007,5-007,3-333"
"2021","2.12","2","12","2.12","2.12","Y","2","Mechanical Engineering","2021FA","Introduction to Robotics","Introduction to Robotics","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.120","","Y","N","N","Y","N","H. Asada","H. Asada","",22-JAN-20,28-OCT-24,"2.12","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.12","2021SP","Spring Term 2020-2021","M","000,B02,B04,B05,B06,L01,B01,B03","N,N,N,N,N,N,N,Y","N,N,N,Y,N,N,N,N","Y,N,Y,Y,Y,Y,Y,N","N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N","Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko","900020566,900020566,900020566,900020566,900020566,900020566,900020566,900020566","R1-3,F2-4,F9-11,R11-1,MW11-12.30,R3-5,F11-1","5-007,VIRTUAL,5-007,5-007,5-007,5-007,5-007"
"2022","2.12","2","12","2.12","2.12","Y","2","Mechanical Engineering","2021FA","Introduction to Robotics","Introduction to Robotics","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.120","","Y","N","N","Y","N","H. Asada","H. Asada","",29-OCT-20,28-OCT-24,"2.12","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.12","2022SP","Spring Term 2021-2022","M","000,B06,B05,B03,B04,B02,B01,L01","N,N,N,N,N,N,N,Y","N,N,N,N,N,Y,N,N","Y,N,Y,Y,Y,Y,Y,N","N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N","Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko","900020566,900020566,900020566,900020566,900020566,900020566,900020566,900020566","F2-4,F11-1,R3-5,F9-11,R1-3,R11-1,MW11-12.30","5-007,5-007,5-007,1-190,5-007,5-007,5-007"
"2023","2.12","2","12","2.12","2.12","Y","2","Mechanical Engineering","2021FA","Introduction to Robotics","Introduction to Robotics","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.120","","Y","N","N","Y","N","H. Asada","H. Asada","",28-OCT-21,28-OCT-24,"2.12","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.12","2023SP","Spring Term 2022-2023","M","000,B03,B04,L01,B01,B02,B06,B05","N,N,N,N,N,N,N,Y","N,N,Y,N,N,N,N,N","Y,Y,Y,Y,Y,Y,N,N","N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N","Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko","900020566,900020566,900020566,900020566,900020566,900020566,900020566,900020566","R3-5,R11-1,F9-11,F2-4,R1-3,F11-1,MW11-12.30","5-007,5-007,5-007,5-007,5-007,5-007,1-190"
"2024","2.12","2","12","2.12","2.12","Y","2","Mechanical Engineering","2021FA","Introduction to Robotics","Introduction to Robotics","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.120","","Y","N","N","Y","N","H. Asada","H. Asada","",27-OCT-22,28-OCT-24,"2.12","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.12","2024SP","Spring Term 2023-2024","M","000,L01,B06,B01,B03,B02,B05,B04","N,N,N,N,N,N,N,Y","N,Y,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,N","N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N","Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko,Asada, Haruhiko","900020566,900020566,900020566,900020566,900020566,900020566,900020566,900020566","MW11-12.30,F2-4,R11-1,R3-5,R1-3,F11-1,F9-11","1-190,5-007,5-007,5-007,5-007,5-007,5-007"
"2003","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2003FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.003, 2.004","","","","","","Y","Y","N","N","N","D. Rowell","D. Rowell","",28-MAR-06,28-OCT-24,"","","","","","","","2.14","2003FA","Fall Term 2002-2003","","000,L01,B01","N,N,Y","N,Y,N","N,Y,N","N,N,N","N,N,N","Rowell, Derek,Rowell, Derek,Rowell, Derek","900012933,900012933,900012933","MW9.30-11,*TO BE ARRANGED","1-273"
"2004","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2003FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.003, 2.004","","","","","","Y","Y","N","N","N","D. Rowell","D. Rowell","",28-MAR-06,28-OCT-24,"","","","","","","","2.14","2004FA","Fall Term 2003-2004","","000,B01,L01","N,N,Y","N,N,Y","Y,N,N","N,N,N","N,N,N","Rowell, Derek,Rowell, Derek,Rowell, Derek","900012933,900012933,900012933","*TO BE ARRANGED,MW11-12.30","1-273"
"2005","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2003FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.003, 2.004","","","","","","Y","Y","N","N","N","D. Rowell","D. Rowell","",28-MAR-06,28-OCT-24,"","","","","","","","2.14","2005FA","Fall Term 2004-2005","","000,L01,B01","N,N,Y","N,Y,N","N,Y,N","N,N,N","N,N,N","Hardt, David,Hardt, David,Hardt, David","900020747,900020747,900020747","MW11-12.30,*TO BE ARRANGED","1-273"
"2006","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2006FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","","","","","","Y","N","N","Y","N","D. Rowell","D. Rowell","",28-MAR-06,28-OCT-24,"","","","","","","","2.14","2006SP","Spring Term 2005-2006","","000,L01","N,Y","N,Y","N,N","N,N","N,N","Youcef-Toumi, Kamal,Youcef-Toumi, Kamal","900023671,900023671","MW9.30-11","1-150"
"2007","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2007FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper","D. Rowell, D. L. Trumper","",10-APR-06,28-OCT-24,"","","","","","","","2.14","2007SP","Spring Term 2006-2007","M","000,L01,B02,B01,B03","N,N,N,N,Y","N,Y,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","TR11-12.30,M2-5,T2-5,F2-5","3-270,1-004,1-004,1-004"
"2008","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2007FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper","D. Rowell, D. L. Trumper","",19-OCT-06,28-OCT-24,"","","","","","","","2.14","2008SP","Spring Term 2007-2008","M","000,B01,L01,B02,B03","N,N,N,N,Y","N,N,N,Y,N","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques","900008544,900008544,900008544,900008544,900008544","M2-5,T2-5,TR11-12.30,F2-5","1-004,1-004,1-004,3-270"
"2009","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2009FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",18-APR-08,28-OCT-24,"","","","","","","","2.14","2009SP","Spring Term 2008-2009","M","000,B03,B02,B01,L01","N,N,N,N,Y","N,N,N,N,Y","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal","900023671,900023671,900023671,900023671,900023671","F9-12,T2-5,TR11-12.30,M2-5","1-004,1-004,3-370,1-004"
"2010","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2009FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,2,7,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and Digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Graduate students are expected to complete additional assignments.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",16-OCT-08,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2010SP","Spring Term 2009-2010","M","000,L01,B01,B02,B03","N,N,N,N,Y","N,Y,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques,Slotine, Jean-Jacques","900008544,900008544,900008544,900008544,900008544","TR11-12.30,T2-5,F9-12,M2-5","3-270,1-004,1-004,1-004"
"2011","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2011FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and Digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Graduate students are expected to complete additional assignments.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",07-MAY-10,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2011SP","Spring Term 2010-2011","M","000,B03,B01,L01,B02","N,N,N,N,Y","N,N,Y,N,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","F9-12,TR11-12.30,M2-5,T2-5","1-004,3-270,1-004,1-004"
"2012","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2011FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and Digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Graduate students are expected to complete additional assignments.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",21-OCT-10,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2012SP","Spring Term 2011-2012","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Slotine, Jean-Jacques,Slotine, Jean-Jacques","900008544,900008544","TR11-12.30","3-270"
"2013","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2013FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004, 2.04A, or 2.04B","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",04-APR-12,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2013SP","Spring Term 2012-2013","M","000,B03,B02,L01,B01","N,N,N,N,Y","N,N,N,N,Y","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal,Youcef-Toumi, Kamal","900023671,900023671,900023671,900023671,900023671","R2-5,T2-5,MW9.30-11,W2-5","1-004,1-004,3-370,1-004"
"2014","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2013FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004, 2.04A, or 2.04B","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",24-OCT-12,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2014SP","Spring Term 2013-2014","M","000,L01,B01,B03,B02","N,N,N,N,Y","N,Y,N,N,N","N,Y,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","MW9.30-11,R2-5,T2-5,W2-5","3-370,1-004,1-004,1-004"
"2015","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2015FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004, 2.04A, or 2.04B","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity.","","","2.140","","Y","N","N","Y","N","D. Rowell, D. L. Trumper, K. Youcef-Toumi","D. Rowell, D. L. Trumper, K. Youcef-Toumi","",05-MAR-14,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2015SP","Spring Term 2014-2015","M","000,B02,B01,L01,B03","N,N,N,N,Y","N,N,Y,N,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","W2-5,MW9.30-11,T2-5,R2-5","1-004,3-370,1-004,1-004"
"2016","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2016FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004, 2.04A, or 2.04B","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",01-SEP-15,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2016SP","Spring Term 2015-2016","M","000,B01,L01,B02,B03","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,W2-5,MW9.30-11,R2-5","1-004,1-004,3-370,1-004"
"2017","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2016FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004, 2.04A, or 2.04B","Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",20-OCT-15,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2017SP","Spring Term 2016-2017","M","000,B02,B03,B01,L01","N,N,N,N,Y","N,N,N,Y,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","W2-5,T2-5,R2-5,MW9.30-11","1-004,1-004,1-004,3-370"
"2018","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",18-JUL-17,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2018SP","Spring Term 2017-2018","M","000,B01,L01,B03,B02","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,R2-5,MW9.30-11,W2-5","1-004,1-004,3-370,1-004"
"2019","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",27-OCT-17,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2019SP","Spring Term 2018-2019","M","000,B03,B01,L01,B02","N,N,N,N,Y","N,N,Y,N,N","Y,Y,Y,N,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","R2-5,MW9.30-11,T2-5,W2-5","1-004,3-370,1-004,1-004"
