"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"W20-201507","201507","W20","W20","","","","Julius Adams Stratton Student Center",183162,116165.53,55856.44,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3M","75.00","1832000","1832000",42.3590424012,-71.094774640200001,765689.59944699903,2956124.3528800001,"W20","JULIUS ADAMS STRATTON","STRATTON STUDENT CENTER",01-SEP-63,,01-OCT-65,01-FEB-15,428
"W31-201507","201507","W31","W31","","","","David Flett du Pont Athletic Gymnasium",71443.5,53401.65,9744.51,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3B","52.60","1833100","1833100",42.359637756200001,-71.095168238499895,765582.19012499903,2956340.8070499902,"W31","DAVID FLETT DUPONT","DU PONT ATHLETIC GYMNASIUM",31-DEC-02,01-SEP-57,01-SEP-57,01-FEB-15,146
"W32-201507","201507","W32","W32","","","","David Flett du Pont Athletic Center",46574.18,26203.69,15253.71,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGBA3","36.10","1833200","1833200",42.359368407700003,-71.095133690500006,765591.99335400003,2956242.6953400001,"W32","DAVID FLETT DUPONT","DU PONT ATHLETIC CENTER",01-FEB-58,,01-OCT-59,01-FEB-15,89
"W33-201507","201507","W33","W33","","","","Rockwell Athletic Cage",34427.72,32379.24,594.57,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","22.80","1833300","1833300",42.359201752600001,-71.0959719345,765365.72623899905,2956180.88854999,"W33","JOHN ARNOLD ROCKWELL M.D.","ROCKWELL CAGE",01-JUL-47,,01-JUN-48,01-FEB-15,7
"W34-201507","201507","W34","W34","","","","Johnson Athletics Center",109397.67,82318.33,20654.76,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","37.90","1833400","1833400",42.358595720499899,-71.096529928699894,765215.96003399906,2955959.3241400002,"W34","HOWARD WESLEY JOHNSON","JOHNSON ATHLETICS CENTER",01-JUL-79,,01-OCT-80,01-FEB-15,73
"W35-201507","201507","W35","W35","","","","Zesiger Sports & Fitness Center",122080.04,76299.23,36416.07,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA1A3BH","65.70","1833500","1833500",42.358715628699898,-71.095750510499897,765426.41104399902,2956004.01868999,"W35","ALBERT & BARRIE ZESIGER","SPORTS & FITNESS CENTER",01-OCT-00,,01-SEP-02,01-FEB-15,219
"W45-201507","201507","W45","W45","","","","West Parking Garage",186998.09,180438.3,3238.58,"MIT","WEST",2,"2","SERVICE","OWNED","GAR","UGS2","42.10","1834500","1834500",42.359069403500001,-71.097601016499894,764925.65476599894,2956130.57693,"W45","","WEST GARAGE",31-DEC-63,,01-JUN-64,01-FEB-15,27
"W51-201507","201507","W51","W51","","","","Burton-Conner House",167922.77,105084.27,37556.34,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","72.00","1345900","1345900",42.3559694092,-71.098124338900007,764789.537197,2955000.20927,"W51","BURTON, ARTHUR J. CONNER","BURTON-CONNER HOUSE",31-DEC-27,31-DEC-47,31-DEC-48,01-FEB-15,683
"W53-201507","201507","W53","W53","","","","J B Carr Indoor Tennis Facility",25692.9,24982.22,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","39.00","","",42.3569232231999,-71.097804046099895,764874.46957900003,2955348.2062400002,"W53","JASPER B. CARR","CARR INDOOR TENNIS FACILITY",01-APR-71,,31-DEC-71,01-FEB-15,1
"W56-201507","201507","W56","W56","","","","Building W56",2835,2463.75,92.98,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W56","","BUILDING W56",18-JUN-12,,,01-FEB-15,16
"W57-201507","201507","W57","W57","","","","Building W57",2030.11,1849.2,30.67,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W57","","BUILDING W57",18-JUN-12,,,01-FEB-15,3
"W59-201507","201507","W59","W59","","","","Heinz Building",36051.39,24909.41,6977.47,"MIT","WEST",2,"2","SERVICE","OWNED","AER","UGB","33.50","1835900","1835900",42.3581054753,-71.099550893,764400.30264799902,2955776.82131,"W59","","HEINZ BUILDING",31-DEC-15,30-APR-68,31-DEC-79,01-FEB-15,153
"W61-201507","201507","W61","W61","","","","Frank S MacGregor House",171140.48,99335.26,42726.77,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","167.50","1347000","1347000",42.355461820800002,-71.099546628200002,764405.97842399904,2954813.4257999901,"W61","FRANK S. MACGREGOR","MACGREGOR HOUSE",01-JUL-68,,01-SEP-70,01-FEB-15,136
"W64-201507","201507","W64","W64","","","","Building W64",13367.83,9321.57,2817.74,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W64","David. H. Koch","BUILDING W64",02-SEP-13,,01-OCT-13,01-FEB-15,62
"W70-201507","201507","W70","W70","","","","New West Campus Houses",114930.31,68693.54,32792.85,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","46.90","1347500","1347500",42.355161090000003,-71.100532316900001,764140.069823,2954702.5842900001,"W70","","NEW HOUSE",01-JUN-74,,31-DEC-76,01-FEB-15,13
"W71-201507","201507","W71","W71","","","","Next House",132006.46,82568.84,34134.47,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","57.50","1347700","1347700",42.354704753,-71.101921184199895,763765.44724000001,2954534.5308699901,"W71","","NEXT HOUSE",01-OCT-79,,24-AUG-81,01-FEB-15,507
"W79-201507","201507","W79","W79","","","","Simmons Hall",191189.7,94212.61,67667.38,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","100.60","1347600","1347600",42.3571086237,-71.1015208046,763869.57442700001,2955411.0550799901,"W79","RICHARD P. SIMMONS '53","SIMMONS HALL",01-DEC-00,,20-AUG-02,01-FEB-15,909
"W84-201507","201507","W84","W84","","","","Tang Residence Hall",152314.7,108737.65,26785.79,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","240.40","1348500","1348500",42.354351753400003,-71.103479493899897,763344.84496699902,2954403.9287700001,"W84","PING YUAN TANG","TANG HALL",16-NOV-70,,31-DEC-73,01-FEB-15,306
"W85-201507","201507","W85","W85","","","","Westgate  Married Student Housing",115603.99,84270.83,25211.66,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","167.30","1348000","1348000",42.354997759200003,-71.103257782,763403.67751399905,2954639.6248699902,"W85","","WESTGATE",01-JAN-62,,01-AUG-63,01-FEB-15,327
"W89-201507","201507","W89","W89","","","","MIT Police",14909.35,7669.85,4956.87,"MIT","WEST",0,"0","SERVICE","OWNED","AER","UGB","27.90","1838900","1838900",42.355538582599898,-71.104673289900006,763020.16355699894,2954834.9353700001,"W89","","MIT POLICE",31-DEC-48,19-JAN-01,08-MAR-06,01-FEB-15,83
"W91-201507","201507","W91","W91","","","","Information Systems Operations",35748.48,20110.58,11871.58,"MIT","WEST",1,"1","SERVICE","OWNED","AER","UGB","40.70","1839100","1839100",42.354323555400001,-71.104426111099897,763089.02705499902,2954392.4647400002,"W91","","INFORMATION SYSTEMS OPERATIONS",31-DEC-47,,31-DEC-49,01-FEB-15,170
"W92-201507","201507","W92","W92","","","","Building W92",86521.66,72020.11,7904.77,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","UGB","32.10","1839200","1839200",42.354920429499899,-71.1046169034,763036.448508,2954609.73853999,"W92","","BUILDING W92",,,01-JUL-99,01-FEB-15,360
"W98-201507","201507","W98","W98","","","","600 Memorial Drive",82480.74,47668.89,25043.7,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","(NULL)","91.00","1839800","1839800",42.3539554133,-71.1066451465,762489.85176200001,2954255.5327300001,"W98","","BUILDING W98",,30-JUN-08,,01-FEB-15,511
"EE19-201507","201507","EE19","EE19","","","","Building EE19",20514.89,18402.12,117.63,"MIT","",1,"1","ACADEMIC","LEASED","(NULL)","(NULL)","0.00","","",,,,,"EE19","","BUILDING EE19",21-MAR-14,,,01-FEB-15,145
"EE20-201507","201507","EE20","EE20","","","","Building EE20",31093.51,28090.6,424.97,"MIT","EASTEAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"EE20","","BUILDING EE20",21-MAR-14,,,01-FEB-15,143
"N16A-201507","201507","N16A","N16A","","","","Building N16A",9766.11,0,8652.37,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","57.70","","",42.3612415983999,-71.0943815255999,765792.037381,2956926.28971999,"N16A","","BUILDING N16A",,,,01-FEB-15,11
"N16B-201507","201507","N16B","N16B","","","","Fire Pump House",1249.72,0,1160.58,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361240843600001,-71.094226825899895,765833.84857100004,2956926.2135200002,"N16B","","FIRE PUMP ROOM",,,,01-FEB-15,5
"N16C-201507","201507","N16C","N16C","","","","Building N16C",2925.3,155.39,2705.41,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361098659500001,-71.094495758400001,765761.41181399894,2956874.05308,"N16C","","BUILDING N16C",,,,01-FEB-15,3
"NE18-201507","201507","NE18","NE18","","","","255 Main Street",33044.91,28995.07,260.02,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","UGB","194.70","1861800","1861800",42.3626472601999,-71.085173263499897,768278.217925,2957450.51042999,"NE18","","255 MAIN STREET",,,01-APR-01,01-FEB-15,196
"NE25-201507","201507","NE25","NE25","","","","355 Main Street",15375.72,14460.12,37.84,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","UGB","177.20","1862500","1862500",42.3628074388999,-71.087506279799896,767647.41687700001,2957505.82516,"NE25","","355 MAIN STREET",,,01-JUL-96,01-FEB-15,108
"NE35-201507","201507","NE35","NE35","","","","145 Broadway",9525.85,8264.35,0,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",42.364912106200002,-71.0887788844,922.3372036854776,922.3372036854776,"NE35","","145 BROADWAY",21-MAR-14,,,01-FEB-15,43
"NE45-201507","201507","NE45","NE45","","","","300 Technology Square",8049.06,4586.56,0,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE45","","300 TECHNOLOGY SQUARE",21-MAR-14,,,01-FEB-15,24
"NE46-201507","201507","NE46","NE46","","","","400 Technology Square",9215.4,7989.19,239.41,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE46","","400 TECHNOLOGY SQUARE",25-APR-14,,,01-FEB-15,36
"NE47-201507","201507","NE47","NE47","","","","500 Technology Square",68295.01,58587.97,2086.13,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","148.00","1854500","1854500",42.363464579400002,-71.092581005300005,766274.785684,2957738.7084300001,"NE47","","500 TECHNOLOGY SQUARE",,,,01-FEB-15,232
"NE48-201507","201507","NE48","NE48","","","","700 Technology Square",8043.73,6437.3,797.4,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","84.40","1854800","1854800",42.364031195700001,-71.092727468199897,766234.21735199902,2957945.0062199901,"NE48","","700 TECHNOLOGY SQUARE",,,,01-FEB-15,52
"NE49-201507","201507","NE49","NE49","","","","600 Technology Square",71648.86,66681.41,349.28,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","(NULL)","84.90","1854900","1854900",42.363390018099899,-71.093118948699896,766129.53298000002,2957710.84277,"NE49","","600 TECHNOLOGY SQUARE",,,,01-FEB-15,461
"NE83-201507","201507","NE83","NE83","","","","Building 300",20795.59,17407.77,873.91,"MIT","",2,"2","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"NE83","","BUILDING 300",25-JUN-14,,25-JUN-14,01-FEB-15,77
"NW10-201507","201507","NW10","NW10","","","","Edgerton House",132529.78,82366.87,31273.3,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","56.50","1347800","1347800",42.360320157499899,-71.098137294500006,764778.56585200003,2956585.6932899901,"NW10","DR. HAROLD E. EDGERTON","EDGERTON HOUSE",31-DEC-22,,,01-FEB-15,250
"NW12-201507","201507","NW12","NW12","","","","Nuclear Reactor Laboratory",49933.39,34857.85,9710.88,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","47.30","1841200","1841200",42.360103050299898,-71.096863122399895,765123.30905100005,2956508.1999599901,"NW12","","NUCLEAR REACTOR LAB",31-DEC-37,31-DEC-55,31-DEC-55,01-FEB-15,166
"NW13-201507","201507","NW13","NW13","","","","Building NW13",61937.11,47132.76,9708.52,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","28.30","1841300","1841300",42.359884899999898,-71.097361865600007,764988.88910499902,2956428.0648400001,"NW13","","BUILDING NW13",21-DEC-17,01-JAN-60,31-DEC-63,01-FEB-15,143
"NW14-201507","201507","NW14","NW14","","","","Francis Bitter Magnet Laboratory (NW14)",144308.29,103048.64,30675.76,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","75.70","1841400","1841400",42.359632077500002,-71.097898841900005,764844.19425599906,2956335.2465900001,"NW14","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW14)",31-DEC-13,22-DEC-58,01-SEP-62,01-FEB-15,397
"1-201507","201507","1","1","","","","Henry L Pierce Engineering Laboratory",116239.37,76174.05,28714.12,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","81.40","1810100","1810100",42.358085904500001,-71.092357234000005,766344.62904499902,2955778.8992900001,"01","HENRY L. PIERCE","PIERCE LABORATORY",31-DEC-13,,31-DEC-17,01-FEB-15,407
"2-201507","201507","2","2","","","","Building 2",121649.77,73934.31,35902.05,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","82.60","1810200","1810200",42.358812732399898,-71.090182689000002,766931.08927,2956046.58619999,"02","","BUILDING 2",01-JUL-13,,31-DEC-16,01-FEB-15,354
"3-201507","201507","3","3","","","","Richard Cockburn MacLaurin Buildings (3)",160124.08,104190.06,40757.84,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","85.50","1810300","1810300",42.3590069408,-71.0923974098,766332.166723,2956114.4910200001,"03","R. C. MACLAURIN","MACLAURIN BUILDINGS (3)",01-JUL-13,,31-DEC-16,01-FEB-15,535
"4-201507","201507","4","4","","","","Richard Cockburn MacLaurin Buildings (4)",162564.75,100586.25,45067.5,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","79.70","1810400","1810400",42.359443063500002,-71.091086509600004,766685.70812099904,2956275.11901,"04","R. C. MACLAURIN","MACLAURIN BUILDINGS (4)",01-JUL-13,,31-DEC-16,01-FEB-15,492
"5-201507","201507","5","5","","","","Pratt School Of Naval Architecture And Marine Engineering",80942.35,55225.95,16728.77,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","70.70","1810500","1810500",42.358708761300001,-71.092923465699897,766190.50561899901,2956005.1499100002,"05","CHARLES HERBERT PRATT","PRATT SCHOOL",01-DEC-19,,31-DEC-20,01-FEB-15,275
"6-201507","201507","6","6","","","","George Eastman Research",88826.92,53881.73,22701.76,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","81.40","1810600","1810600",42.359538878400002,-71.090454767400004,766856.28272799903,2956310.85519,"06","GEORGE EASTMAN","EASTMAN LABORATORIES",31-DEC-31,,31-DEC-33,01-FEB-15,312
"7-201507","201507","7","7","","","","William Barton Rogers Building",100553.38,50752.13,36508.04,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3B","103.70","1810700","1810700",42.3592892299,-71.093186760899897,766118.33409300004,2956216.3448999901,"07","WILLIAM BARTON ROGERS","WILLIAM BARTON ROGERS BUILDING",01-MAY-37,,31-DEC-38,01-FEB-15,324
"8-201507","201507","8","8","","","","Building 8",65896.06,37271.08,20859.74,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","64.00","1810800","1810800",42.359992789400003,-71.090863924700002,766744.905118,2956475.7390000001,"08","","BUILDING 8",01-JUL-13,,31-DEC-16,01-FEB-15,260
"9-201507","201507","9","9","","","","Samuel Tak Lee Building",75420.83,36371.35,28964.52,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","83.90","1810900","1810900",42.359749929400003,-71.093561749900005,766016.18442099902,2956383.7499500001,"09","Samuel Tak Lee","SAMUEL TAK LEE BUILDING",01-APR-66,,01-DEC-67,01-FEB-15,313
"10-201507","201507","10","10","","","","Richard Cockburn MacLaurin Buildings (10)",143921.25,86493.58,42183.9,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3B","149.20","1811000","1811000",42.359677380100003,-71.092016473499896,766433.95508400002,2956359.3054300002,"10","R. C. MACLAURIN","MACLAURIN BUILDINGS (10)",01-JUL-13,,31-DEC-16,01-FEB-15,567
"11-201507","201507","11","11","","","","Homberg Building",26705.26,18688.68,4787.15,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","72.50","1811100","1811100",42.359522010100001,-71.092772666200005,766229.84780500003,2956301.7088100002,"11","RICHARD MEYER HOMBERG","HOMBERG BUILDING",01-JUN-27,,31-DEC-28,01-FEB-15,189
"12-201507","201507","12","12","","","","Building 12",55403.21,36173.72,14274.26,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","42.20","1811200","1811200",42.3602054061,-71.091559902100002,766556.43215699901,2956552.3192799902,"12","","BUILDING 12",01-SEP-41,,01-JUL-42,01-FEB-15,242
"13-201507","201507","13","13","","","","Vannevar Bush Building",183168.57,96713.05,71775.17,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","69.10","1811300","1811300",42.3599438607,-71.0925515222999,766288.88213599904,2956455.7255299902,"13","VANNEVAR BUSH","BUSH BUILDING",01-APR-63,,01-JUN-65,01-FEB-15,573
"14-201507","201507","14","14","","","","Charles Hayden Memorial Library",154515.73,103918.34,38225.86,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3","70.40","1811400","1811400",42.359182609800001,-71.0893039993,767167.92838699894,2956182.5196099901,"14","CHARLES HAYDEN","HAYDEN MEMORIAL LIBRARY",05-APR-48,,31-DEC-51,01-FEB-15,94
"16-201507","201507","16","16","","","","Dorrance Building",116490.06,57877.58,47073.19,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","122.90","1811600","1811600",42.360434783999899,-71.090592766599897,766817.41790100001,2956637.1625100002,"16","JOHN THOMPSON DORRANCE","DORRANCE BUILDING",01-NOV-50,,01-JUN-52,01-FEB-15,373
"17-201507","201507","17","17","","","","Wright Brothers Wind Tunnel",6074.7,5585.84,263.41,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","22.00","1811700","1811700",42.360112995999899,-71.093493258699894,766034.06507799902,2956516.1469700001,"17","WILBUR & ORVILLE WRIGHT","WRIGHT BROTHERS WIND TUNNEL",01-DEC-37,,01-JAN-39,01-FEB-15,14
"18-201507","201507","18","18","","","","Camille Edouard Dreyfus Building",133552.11,76459.68,40382.82,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","82.50","1811800","1811800",42.360069747200001,-71.089821313800002,767026.55760299903,2956505.1372199901,"18","CAMILLE EDOUARD DREYFUS","DREYFUS BUILDING",01-MAY-67,,15-DEC-69,01-FEB-15,512
"24-201507","201507","24","24","","","","Building 24",77685.93,50027.02,21121.3,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","84.10","1812400","1812400",42.360666501600001,-71.092014636299893,766432.72732399905,2956719.7637100001,"24","","BUILDING 24",31-DEC-41,,31-DEC-41,01-FEB-15,307
"26-201507","201507","26","26","","","","Karl Taylor Compton Laboratories",133545.12,80689.29,42202.87,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","78.70","1812600","1812600",42.360857952400003,-71.091152937100006,766665.28283200006,2956790.6472399901,"26","KARL TAYLOR COMPTON","COMPTON LABORATORIES",01-JUN-55,,01-FEB-57,01-FEB-15,378
"31-201507","201507","31","31","","","","Sloan Laboratories For Aircraft & Automotive Engineering",63579.46,47756.82,10909.03,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","46.20","1813100","1813100",42.360373622600001,-71.093062013799894,766150.16447099904,2956611.68034,"31","ALFRED P. SLOAN JR.","SLOAN LABORATORIES",31-DEC-28,,31-DEC-28,01-FEB-15,221
"32-201507","201507","32","32","","","","Ray and Maria Stata Center",464004.84,286244.98,121735.52,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","140.00","1813200","1813200",42.361596720199898,-71.090568544199897,766821.93192500004,2957060.6268500001,"32","RAY STATA '57","STATA CENTER",,,19-MAR-04,01-FEB-15,1317
"33-201507","201507","33","33","","","","Daniel Guggenheim Aeronautical Laboratory",55046.17,36094.91,13256.26,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","56.50","1813300","1813300",42.360178375499899,-71.093745872599897,765965.67766299902,2956539.6472800002,"33","DANIEL GUGGENHEIM","GUGGENHEIM LABORATORY",01-APR-27,,01-JUL-28,01-FEB-15,170
"34-201507","201507","34","34","","","","EG&G Education Center",26966.05,14658.72,9148.25,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3","81.30","1813400","1813400",42.361138247100001,-71.0919512822,766449.027596,2956891.7591599901,"34","HAROLD E. EDGERTON, KENNETH H. GERMESHAUSEN, HERBERT E. GRIER","EG&G EDUCATION CENTER",31-DEC-82,,31-DEC-83,01-FEB-15,62
"35-201507","201507","35","35","","","","Sloan Laboratory",68012.32,41750.9,18801.94,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","80.30","1813500","1813500",42.360381183800001,-71.094028140399899,765889.03724800004,2956613.1916499902,"35","ALFRED P. SLOAN JR.","SLOAN LABORATORY",01-AUG-50,,01-JUN-52,01-FEB-15,249
"36-201507","201507","36","36","","","","Fairchild Buildings (36)",145819.4,71387.62,58854.35,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","117.40","1813600","1813600",42.3614372153,-71.0916675836,766525.17992599902,2957001.0762499901,"36","SHERMAN M. FAIRCHILD","FAIRCHILD BUILDING (36)",12-APR-71,,01-OCT-73,01-FEB-15,587
"37-201507","201507","37","37","","","","Ronald E McNair Building",102832.84,56088.11,32519.06,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","89.70","1813700","1813700",42.360684242200001,-71.093247445399896,766099.50816600001,2956724.6375299902,"37","RONALD E. MCNAIR","MCNAIR BUILDING",01-FEB-66,,31-DEC-69,01-FEB-15,401
"38-201507","201507","38","38","","","","Fairchild Buildings (38)",84329.46,56062.43,19933.08,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","91.40","1813800","1813800",42.361073927,-71.092349797200001,766341.43467700004,2956867.8046599901,"38","SHERMAN M. FAIRCHILD","FAIRCHILD BUILDING (38)",12-APR-71,,01-OCT-73,01-FEB-15,329
"39-201507","201507","39","39","","","","Stanley Gordon Brown Building",75808.22,39408.97,29949.69,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","91.10","1813900","1813900",42.360856655699898,-71.092730980599896,766238.79191899905,2956788.13444999,"39","GORDON STANLEY BROWN","BROWN BUILDING",01-AUG-66,,31-DEC-68,01-FEB-15,253
"NE47-201508","201508","NE47","NE47","","","","500 Technology Square",74098.19,63702.44,2118.35,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","148.00","1854500","1854500",42.363464579400002,-71.092581005300005,766274.785684,2957738.7084300001,"NE47","","500 TECHNOLOGY SQUARE",,,,01-MAR-15,263
"NE48-201508","201508","NE48","NE48","","","","700 Technology Square",8043.73,6437.3,797.4,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","84.40","1854800","1854800",42.364031195700001,-71.092727468199897,766234.21735199902,2957945.0062199901,"NE48","","700 TECHNOLOGY SQUARE",,,,01-MAR-15,52
"NE49-201508","201508","NE49","NE49","","","","600 Technology Square",71648.86,66681.41,349.28,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","(NULL)","84.90","1854900","1854900",42.363390018099899,-71.093118948699896,766129.53298000002,2957710.84277,"NE49","","600 TECHNOLOGY SQUARE",,,,01-MAR-15,461
"NE83-201508","201508","NE83","NE83","","","","Building 300",20795.59,17407.77,873.91,"MIT","",2,"2","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"NE83","","BUILDING 300",25-JUN-14,,25-JUN-14,01-MAR-15,77
"NW10-201508","201508","NW10","NW10","","","","Edgerton House",132529.78,82366.87,31273.3,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","56.50","1347800","1347800",42.360320157499899,-71.098137294500006,764778.56585200003,2956585.6932899901,"NW10","DR. HAROLD E. EDGERTON","EDGERTON HOUSE",31-DEC-22,,,01-MAR-15,250
"NW12-201508","201508","NW12","NW12","","","","Nuclear Reactor Laboratory",49933.39,34857.85,9710.88,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","47.30","1841200","1841200",42.360103050299898,-71.096863122399895,765123.30905100005,2956508.1999599901,"NW12","","NUCLEAR REACTOR LAB",31-DEC-37,31-DEC-55,31-DEC-55,01-MAR-15,166
"NW13-201508","201508","NW13","NW13","","","","Building NW13",61937.11,47132.76,9708.52,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","28.30","1841300","1841300",42.359884899999898,-71.097361865600007,764988.88910499902,2956428.0648400001,"NW13","","BUILDING NW13",21-DEC-17,01-JAN-60,31-DEC-63,01-MAR-15,143
"NW14-201508","201508","NW14","NW14","","","","Francis Bitter Magnet Laboratory (NW14)",144308.29,103048.64,30675.76,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","75.70","1841400","1841400",42.359632077500002,-71.097898841900005,764844.19425599906,2956335.2465900001,"NW14","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW14)",31-DEC-13,22-DEC-58,01-SEP-62,01-MAR-15,397
"NW15-201508","201508","NW15","NW15","","","","Francis Bitter Magnet Laboratory (NW15)",16137.29,14768.86,277.79,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","34.20","1841500","1841500",42.3593490344999,-71.098256602700005,764747.98736300005,2956231.64432,"NW15","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW15)",01-DEC-61,,31-DEC-62,01-MAR-15,11
