"FIELD_ID","FIELD_NAME","DEFINITION","FIELD_LENGTH","DATA_TYPE"
1392,"FUND_CENTER_NAME","Name of the Fund Center/source of revenue.",40,"VARCHAR2"
1199,"FUND_CENTER_ID","Six-digit number identifying the fund center (example: 100088 Music, 100152 Division of Toxicology).",6,"VARCHAR2"
1104,"FUND_KEY","Key is used only for joining the FUND table with the FINANCIAL_DETAIL table, NOT for reporting.",10,"VARCHAR2"
1184,"PAY_STATUS","Identifies whether or not a person is paid by the Institute Payroll System.",8,"VARCHAR2"
1320,"DELETE_FLAG","Indicates whether the record is marked as deleted. Values are Y (marked as deleted) and N (not marked as deleted).",1,"VARCHAR2"
1312,"IS_ACCOUNT_ONE_TIME","Flag used to identify one time accounts (Values: Null or X).",1,"VARCHAR2"
1135,"TYPE","Identifies the type of person (Employee, Student, Other).",8,"VARCHAR2"
1271,"GOODS_RECEIPT_NO_INVOICE","MIT has received the goods but no invoice has been received.",1,"VARCHAR2"
1264,"DISTRIBUTION_UNIT_PRICE","The unit price which is associated with a particular cost collector/GL account. The distribution unit price of the account distributions for a given PO line item will add up to the same value as the Unit Price.",22,"NUMBER"
1265,"DISTRIBUTION_EXTENDED_PRICE","The extended price which is associated with a particular cost collector/GL account. The distribution extended price of the account distributions for a given PO line item will add up to the same value as the Extended Price.",22,"NUMBER"
1281,"AUDIT_REPORT_SENT_FOR_FY","Identifies whether or not an audit report has been sent to the sponsor for the fiscal year.",4,"VARCHAR2"
1107,"BLOCKED_PAYMENT_TEXT","Text associated with the Blocked Payment Indicator.  Explains why a line item is blocked for payment or tells when it is free for payment.",20,"VARCHAR2"
1108,"MANUAL_BLOCKING_INDICATOR","Flag signaling when a purchasing document line item is blocked for payment (Values:  Y or N).",1,"VARCHAR2"
1106,"PO_UNIT_OF_MEASURE","Identifies the unit by which the ordered quantity of a Purchase Order Line Item is measured. Example: each, box, dozen, gallon, case.",3,"VARCHAR2"
1340,"ORDER_TYPE","The type of order (clearing, liability, inventory, suspense, etc?)",40,"VARCHAR2"
1341,"ALLOCATION_GROUP","Allocation group or category for this order (Values: Annual or Monthly Settlement or Balance Sheet.)",30,"VARCHAR2"
1343,"INTERNAL_ORDER_EFFECTIVE_DATE","Date the internal order becomes active.",8,"DATE"
1137,"MIT_AWARD_NUMBER","A unique 10 digit number assigned to an award by MIT (OSP).",10,"VARCHAR2"
1138,"SPONSOR_AWARD_NUMBER","Award number assigned to a sponsor (May be the agreement signed date.)",70,"VARCHAR2"
1140,"AWARD_EXECUTION_DATE","The date the award was executed, issued, or signed off on.",8,"DATE"
1149,"AWARD_TYPE","Type of award (Example: Fellowship, Gift, Grant, Contract, Consortium Membership, Cooperative Agreement, etc.)",100,"VARCHAR2"
1139,"AWARD_STATUS","Status of the award.  For RESEARCH AWARDS, indicates whether the award is Active, Pending, Closed, Terminated, or Inactive.  For GRADUATE AWARDS  (RA/TA), the possible values are: active, inactive, terminated, closed, hold, or pending.  For FINANCIAL AID AWARDS, possible values include: ACTL, APPR, CANC, DECL, ESTI, KEPT, etc.",100,"VARCHAR2"
1146,"PROPOSAL_NUMBER","A unique number assigned by OSP to each proposal submitted to a sponsor.",8,"VARCHAR2"
1152,"APPRVD_FOREIGN_TRIP_AMOUNT","Dollar amount allowed for foreign travel expenses on this award.",22,"NUMBER"
1151,"APPRVD_SUBCONTRACT_AMOUNT","Dollar amount allowed for subcontract expenses on this award.",22,"NUMBER"
1166,"PRIME_SPONSOR_NAME","The name used to identify a primary sponsor associated with a particular sponsor code.",60,"VARCHAR2"
1165,"PRIME_SPONSOR_CODE","Primary Sponsor code.  OSP accounts are coded.  Fund accounts are coded if there are restrictions in the award that make accounting system controls desirable.  Contracts or grants from federal government and other restrictive sponsors are coded.",5,"VARCHAR2"
1167,"PRIME_SPONSOR_TYPE","Type of primary sponsor (Example: Federal, Private - Pofit, Private - Non-Profit, State, etc..)",100,"VARCHAR2"
1168,"NON_COMPETING_CONT_PRPSL_DUE","Indicates when a non-competitive renewal application will be due, in days or months prior to the expiration date of the current segment, e.g., ""60 days prior to current expiration date.""",100,"VARCHAR2"
1171,"METHOD_OF_PAYMENT","How this award is paid (Example:  automatic, gift, advanced payment, cost invoice, etc.)",100,"VARCHAR2"
1173,"FINAL_INVOICE_DUE","Specifies when the final invoice on this award is due, e.g., 60 days after expiration, 6 months after expiration, etc.",100,"VARCHAR2"
1175,"ACCOUNT_TYPE","Specifies the type of award, e.g., Regular, Off-Campus, Fabricated Equipment, etc.",100,"VARCHAR2"
1176,"SPEC_IDC_RATE_ON_CAMPUS","Indirect cost rate on campus for this award.",22,"NUMBER"
1179,"SPEC_IDC_RATE_OFF_CAMP_TYPE","Type of off campus indirect cost rate.",100,"VARCHAR2"
1182,"UPDATE_USER","Userid of the person who last updated this record.",8,"VARCHAR2"
1174,"ACTIVITY_TYPE","Type of activity billed against this award (Example:  fellowship, organized research, other)",100,"VARCHAR2"
1154,"ANT_DISTRIBUTED_AMOUNT","Anticipated dollar amount distributed across accounts for this award.",22,"NUMBER"
1155,"ANT_DISTRIBUTABLE_AMOUNT","Anticipated dollar amount which can be distributed across accounts for this award.",22,"NUMBER"
1157,"OBLI_DISTRIBUTED_AMOUNT","Total award dollars commited or spent which have been distributed across accounts.",22,"NUMBER"
1142,"BEGIN_DATE","Date when the transaction starts become effective.",8,"DATE"
1161,"PRE_AWARD_AUTHORIZED_AMOUNT","Dollar amount, if any, authorized by a sponsor to be spent before the effective date of an award, usually also associated with a PRE_AWARD_EFFECTIVE_DATE.",22,"NUMBER"
1162,"PRE_AWARD_EFFECTIVE_DATE","The earliest date against which expenses can be charge, if a sponsor allows pre-award expenses in advance of the effective date of the award.  Usually associated with a PRE_AWARD_AUTHORIZED_AMOUNT.",8,"DATE"
1198,"PROJECT_WBS_EXPIRATION_DATE","End date of the work breakdown structure for this project.",8,"DATE"
1195,"IS_ACCOUNT_ASSIGNMENT_ELEMENT","Flag identifying whether or not this is an account assignment element (Values: Y or N).",1,"VARCHAR2"
1354,"SPONSOR_ADMIN_ACTIVITY","This field is no longer maintained by OSP and should not be used in queries.",30,"VARCHAR2"
1215,"SUB_PLAN","""Y"" = subplan  ""N"" = Not a subplan",1,"VARCHAR2"
1221,"OSP_SPONSOR_CODE","Sponsor code assigned by OSP.",5,"VARCHAR2"
1225,"SUB_PLAN_FLAG","""Y"" = subplan  ""N"" = Not a subplan",1,"VARCHAR2"
1227,"OSP_PRIME_SPONSOR_NAME","The name of the Prime Sponsor funding the research project, as recorded  by OSP. Example: An MIT investigator has a project that is part of a larger parent project funded by a federal agency at another institution.  S/he might receive a subcontract from that institution:  In this case, the other institution would be listed as the Sponsor, and the federal agency would be listed as the Prime Sponsor.  This field is left blank if there is no ""sponsor hierarchy.""",60,"VARCHAR2"
1231,"OSP_UPDATE_USER","Person within OSP who updated this project last.",8,"VARCHAR2"
1229,"UNDERRECOVERY_OF_IDC","Amount of indirect cost recovery rate not recovered.",22,"NUMBER"
1212,"SAP_PRIME_ADMIN_ACTIVITY","Associated with Federal Sponsors.  Identifies what branch.",30,"VARCHAR2"
569,"GRAD_DEPT_OFC_1","This field is used for GRADUATE AWARDS.  It contains the code for the departmental office that has been connected to this student and the course he/she is enrolled in  for this term.  All courses have one or more departmental offices associated with them.  For example: Course 6 1 has the departmental office 6U; 7 WD has the two offices connected: 7G and WHOI.  The departmental office code may not be applicable if this record is for a Course that is associated with only a degree and not with a Course of registration.  (This should not normally occur, but it may.)",4,"VARCHAR2"
570,"GRAD_DEPT_OFC_2","This field is used for GRADUATE AWARDS.  It contains the code for the departmental office that has been connected to this student and course for this term.  All courses have one or more departmental offices associated with them.  For example: Course 6 1 has the departmental office 6U; 7 WD has the two offices connected: 7G and WHOI.  The departmental office code may not be applicable if this record is for a Course that is associated with only a degree and not with a Course of registration.  (This should not normally occur, but it may.)",4,"VARCHAR2"
560,"GRAD_COURSE_SELECTOR_KEY","This field is used for GRADUATE AWARDS. It allows you to search for students who may be registered in a given degree track or program either as their first, second, or third course level.",30,"VARCHAR2"
561,"GRAD_DEPT_OFC_SELECTOR_KEY","This field is used for GRADUATE AWARDS.  It allows you to search for students who may be registred in your department office either as their first, second, or third course of registration.",30,"VARCHAR2"
562,"GRAD_HOME_DEPT","The student's primary graudate department of registration for the term.",6,"VARCHAR2"
563,"GRAD_DEPT_1","This field contains the student's primary graduate department for the term.  It is the same as the GRAD_HOME_DEPT field.  (Note: For GRADUATE AWARDS, department offices should use the GRAD_DEPT_OFC_1 field instead.)",6,"VARCHAR2"
559,"GRAD_DEPT_SELECTOR_KEY","This field is used for GRADUATE AWARDS.  It allows you to search for students who may be registered in your deparment as their first, second, or third course of registration.  It may be used to help identify students who have no official enrollment or payroll affiliation with your department.",30,"VARCHAR2"
572,"GRAD_ULT_DEGREE_1","The primary ultimate graduate degree for which the student has enrolled in his/her home department.  Values include: SB, MNG, SM, MA, MCP, DOC, etc.  NDG (for No Degree) is used for Special STudents.",3,"VARCHAR2"
573,"GRAD_ULT_DEGREE_2","The ultimate graduate degree for which the student has enrolled in his/her second department (if any).  Values include: SB, MNG, SM, MA, MCP, DOC, etc.  NDG (for No Degree) is used for Special STudents.",3,"VARCHAR2"
576,"UGRAD_COURSE_1","The primary undergraduate major or degree program which the student is enrolled in for the term",12,"VARCHAR2"
575,"UGRAD_DEPT_1","The student's primary undergraduate department for the term.  This is the same as the HOME_DEPT field",6,"VARCHAR2"
565,"GRAD_DEPT_3","The student's third, if any, graduate department of registration for the term.",6,"VARCHAR2"
601,"GRAD_ULT_DEGREE_3","The ultimate graduate degree for which the student has enrolled in his/her third department (if any).  Values include: SB, MNG, SM, MA, MCP, DOC, etc.  NDG (for No Degree) is used for Special STudents.",3,"VARCHAR2"
539,"ACCOUNT_NUMBER","The 7 digit General Ledger Cost Collector number assigned by OSP.",5,"VARCHAR2"
540,"OBJECT_CODE","The 3 digit General Ledger object code.
MITSIS does not capture an object code directly.  Rather Payroll inputs a code depending on the type of the appointment and whether or not it is on or off campus.
The object code that is assigned by Payroll helps to determine the overhead rate applied to the transaction.  The valid values include:
350=TA
354=RA on-campus
355=RA off-campus
911=Fellowship
Since Payroll manually types in these codes, there may appear other values that I do not know.  For example, there are a few records with an object code of 351.  Also, for the same reason, there may appear rows where this value is inconsistent with the appointment type, i.e., there are some 350 object codes for RA's and 354 object codes on Fellowships.
These numbers are old--pre-SAP--codes.  Neither MITSIS not payroll has been converted to use the new SAP accounting structures.  Instead there is a translation table that maps the account number/object code combination to the new SAP structures.",3,"VARCHAR2"
538,"ENROLLMENT_KEY","Use this field to join the STUDENT TERM ENROLLMENT table with another student table which contains the same-name KEY field. This field should only be used for joining tables, not for reporting.",15,"VARCHAR2"
544,"STIPEND_AMOUNT","The total stipend amount entered on MITSIS for this account number.",11.2,"NUMBER"
542,"AMOUNT","The total actual dollar amount charged for the fiscal period or periods selected. In GRADUATE AWARDS, this field contains the graduate award (RA, TA, etc.) amount.",13.2,"NUMBER"
546,"AWARDING_DEPARTMENT","A code indicating the Department or Department Office that entered the graduate award.  Valid values include:
GSO=Graduate Education Office
1=Civil Engineering
2=Mechanical Engineering
3=Materials Engineering
TOX=Toxicology
NOTE: This is the department that entered the award.  It does NOT necessarily mean the student is enrolled in this department.  This IS the Department to contact to make any corrections on MITSIS, however.",4,"VARCHAR2"
547,"PRIMARY_APPOINTMENT_FLAG","Y/N field indicting that this is the primary appointment for the term.
This field has been calculated as follows:  If the student has overlapping appointments, the appointment with the most money  (total of stipend and tuition) is flagged as the primary appointment.
NOTE: The Grad Award Screen in MITSIS will be modified to allow the user to manually choose which appointment should be considered primary.",1,"VARCHAR2"
548,"OFF_CAMPUS_FLAG","Y/N field indicating whether this RA is on or off campus.  Off-campus research has a different object code and has a lower overhead rate.
354=RA on-campus
355=RA off-cmpus
This field has been calculated by looking in the COMMENTS field for the words OFF and CAMPUS.  This calculation may NOT be perfect, especially if the word CAMPUS was misspelled, etc.  A field is being added to the MITSIS data entry screen which will capture this information in a more precise manner in the future.
This field may be useful in finding students who had off-campus indicated in the COMMENTS field but were not assigned by Payroll to object code 355.
If the system found an off-campus object code on the Payroll side (355), it set the Object_Code_Flag to Y, even if it did not find any notation on MITSIS.",1,"VARCHAR2"
549,"APPOINTMENT_NUMBER","A unique number identifying the graduate student appointment in MITSIS.  A new one is assigned each time a new appointment is created in the Web Grad Aid application.",11,"NUMBER"
550,"START_DATE","The first day of the fiscal period.  Specific to HR_POSITION_DETAIL: If the Position is filled, this value equals the appointment begin date of the person filling that position. If the position is unfilled, this value is either the date the last person vacated the position.  For new positions that have never been filled, this date is the start date assigned to the position. Specific to GRADUATE_AWARD_TERM_DETAIL: Within the term, this is the earliest date to which the money under this account has been applied.  It is calculated differently depending on the type of aid.
For TUIT and INS, this is set to the beginning of the term.
For STIP, this is set to the earliest date for this account in the term in the stipend distribution section in the RPAGAAID form.
UNMATCHED payroll has this set to the earliest date in the unmatched Payroll records.",8,"DATE"
551,"END_DATE","Specific to HR_POSITION_DETAIL:  For filled positions, End Date equals Appointment End Date.  For open-ended appointments, this date is usually 12/31/2999.  For Closed Positions, the End Date is the delimit date on the position.  Specific to GRADUATE_AWARD_TERM_DETAIL: Within the term, this is the latest date to which the money under this account has been applied.  It is calculated differently depending on the type of aid.  For TUIT and INS, this is set to the end of the term. For STIP, this is set to the latest date for this account in the term in the stipend distribution section in the RPAGAAID form in MITSIS. UNMATCHED payroll has this set to the latest date in the unmatched Payroll records.  In all other tables, END DATE is the thru date of the transaction.",8,"DATE"
552,"LEVEL_OF_EFFORT","Percentage of Full time Effort for the appointments that require work, such as RA, TA, TS, and IG.  Values range from 1-100%.  This field is empty on fellowships because no work is required.
UNMATCHED Payroll also has this field blank.",5,"NUMBER"
553,"MONTHLY_AMOUNT","Indicates the total amount to be paid monthly for the student for this appointment as entered on MITSIS.
Only STIP awards have this value filled in.
Most fellowships are paid t the beginning of the term, so in these cases, the monthly amount is also blank.
See MONTHLY_PAID_AMOUNT for the amount that Payroll recorded on their system.",11,"NUMBER"
555,"PAID_THRU_DATE","The date through which the student has been paid.  It is calculated differently depending on the type of the aid.
For TUIT and INS, this contains the date the money was passed from MITSIS to the Accounting system's General Ledger.
For STIP, this contains the latest paid date for which the student has been paid (under this account) for the term.",8,"DATE"
558,"STIPEND_PAID_AMOUNT","The total stipend amount entered on MITSIS for this account number as recorded on Payroll's system.  This includes any SANDI adjustments.",11,"NUMBER"
445,"APPOINTMENT_TYPE","In the various APPOINTMENT tables (ie, MIT Employees):  For Faculty, identifies whether they have a  9-, 10-, 11-, or 12-month appointment.  This information is used to position  faculty members with their peers in salary reviews; also determines whether they are eligible to receive summer salary (1, 2, or 3 months).  For other MIT employees, specifies whether the appointment is Regular, Term (= has a specified end date), Temporary (normally of more than 2 and less than 12 months duration), or Summer only.
In the GRADUATE AWARD tables, specifies the type of Graduate Student Appointment: RA, TA, etc.
In the KRB_PERSON table, indicates whether the appointment is Primary or Secondary.",30,"VARCHAR2"
602,"PROFIT_CENTER_EFFECTIVE_DATE","Date the Profit Center is available for use.",8,"DATE"
603,"PROFIT_CENTER_EXPIRATION_DATE","Indicates when the profit center closes.",8,"DATE"
1056,"KRB_NAME","Kerberos Name",8,"VARCHAR2"
1057,"KRB_NAME_UPPERCASE","The Kerberos username of a person, in uppercase.",8,"VARCHAR2"
1058,"DEPARTMENT_NUMBER","The Institute-assigned identification number of a department, school, center, or lab.",6,"VARCHAR2"
1060,"FISCAL_YEAR_BUDGET","The Institute budget for a particular fiscal year (July 1 through June 30).",22,"NUMBER"
1061,"FYTD_AMOUNT","The total dollar amount charged for the fiscal year to date.",13.2,"NUMBER"
1064,"JULY_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1065,"AUGUST_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1069,"OCTOBER_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1070,"OCTOBER_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1073,"DECEMBER_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1075,"JANUARY_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1076,"JANUARY_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1077,"FEBRUARY_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1078,"FEBRUARY_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1080,"MARCH_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1081,"APRIL_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1082,"APRIL_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1085,"JUNE_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1086,"JUNE_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
1087,"CLOSING_PERIOD_13_AMOUNT","Additional closing period where adjustments are made after June 30th.",13.2,"NUMBER"
1088,"CLOSING_PERIOD_14_AMOUNT","Additional closing period where adjustments are made after June 30th.",13.2,"NUMBER"
1089,"CLOSING_PERIOD_15_AMOUNT","Additional closing period where adjustments are made after June 30th.",13.2,"NUMBER"
1090,"CLOSING_PERIOD_16_AMOUNT","Additional closing period where adjustments are made after June 30th.",13.2,"NUMBER"
1091,"RECORD_COUNTER","Used to count records within a group on a report.  Always contains a value of 1.",1,"NUMBER"
1092,"WAREHOUSE_BALANCE_LOAD_DATE","The date the  balance data was added to the Data Warehouse.",8,"DATE"
1093,"WAREHOUSE_BUDGET_LOAD_DATE","The date the  budget data was added to the Data Warehouse.",8,"DATE"
1094,"COST_ELEMENT","Three digits used to identify the cost element in SAP.",10,"VARCHAR2"
1099,"VISA_RENEWAL_DATE","The renewal date of the person's visa.",8,"DATE"
1103,"FUND_CENTER_KEY","Key used only for joining the FINANCIAL_DETAIL table with other tables, NOT for reporting.",16,"VARCHAR2"
1105,"PO_QUANTITY","The ordered quantity on a PO line item.",22,"NUMBER"
1110,"POSTING_KEY","Key required by SAP for each document line item, indicating the type of posting represented in the line item.  ""Posting Key"" is the description for ""Posting Key Code"".",3,"VARCHAR2"
1111,"SPECIAL_GL_INDICATOR","XXX",1,"VARCHAR2"
1113,"DELIVERY_COMPLETE_INDICATOR","Flag identifying whether or not a purchase is complete (Value: null or X).",1,"VARCHAR2"
1114,"PRIMARY_TUITION_ACCOUNT","XXX",5,"VARCHAR2"
1115,"PRIMARY_STIPEND_ACCOUNT","XXX",5,"VARCHAR2"
1116,"AWARD_START_DATE","The begin date of the award.",8,"DATE"
1117,"AWARD_END_DATE","The expiration/end date of the award.",8,"DATE"
1118,"AWARD_COUNTER","Used to count records within a group on a report.  Always contains a value of 1.",1,"NUMBER"
1119,"PERCENT_ALLOCATED","XXX",22,"NUMBER"
1120,"SUBJECT_CODE","The first part of a subject ID or the course number",3,"VARCHAR2"
1121,"SUBJECT_NUMBER","Subject Number.  The right half of the Subject ID, eg. 731 of Subject ID 21W.731. 'J' is never included.",4,"VARCHAR2"
1122,"SUBJECT_OTHER","XXX",20,"VARCHAR2"
1123,"SUBJECT_TITLE","The title of the subject",100,"VARCHAR2"
1124,"SUPERVISOR_MITSIS_MNEMONIC_ID","XXX",16,"VARCHAR2"
1125,"SUPERVISOR_MIT_ID","The 9 digit MIT identification number of the person responsible for this project, cost center, internal order, or cost center.",9,"VARCHAR2"
1126,"WORK_AREA_SEQ_NO","XXX",22,"NUMBER"
1127,"MITSIS_ACTIVITY_DATE","XXX",8,"DATE"
1128,"MITSIS_USER_ID","XXX",30,"VARCHAR2"
1129,"TQF_JOB_CODE","XXX",6,"VARCHAR2"
1130,"TQF_JOB_TITLE","XXX",50,"VARCHAR2"
1131,"TQF_JOB_LEVEL","XXX",22,"NUMBER"
1132,"TQF_JOB_SEQ_NO","XXX",22,"NUMBER"
1134,"YEAR","In KRB_PERSON, YEAR is a one-character field identifying the students year of degree (or current year); eg.: 1, 2, 3, 4, G, U. In TIP_MATERIAL YEAR is a Year when a Title was published",1,"VARCHAR2"
1136,"EMPLOYEE_CLASSIFICATION","6 digit code identifying what group an employee belong to (Example: NA4D Data Processing - Information Technologies professionals who do not have a supervisory role).",6,"VARCHAR2"
1141,"AWARD_EFFECTIVE_DATE","The beginning date of the award, from which expenses can be charged.",8,"DATE"
1143,"FINAL_EXPIRATION_DATE","Last expiration date of the award.",8,"DATE"
1144,"OBLIGATION_EXPIRATION_DATE","The end date of the current segment of an award.",8,"DATE"
1147,"PI_ID","The nine-digit MIT ID number of the project's Principal Investigator.",9,"VARCHAR2"
1148,"PI_NAME","The full name of the project's Principal Investigator, in the format Last, First MI.",60,"VARCHAR2"
1150,"APPRVD_EQUIPMENT_AMOUNT","Dollar amount allowed for equipment purchases on this award.",22,"NUMBER"
1153,"ANT_TOTAL_AMOUNT","Anticipated total dollar amount of this award (for all years if a multi-year award).",22,"NUMBER"
1156,"OBLI_TOTAL_AMOUNT","Total award dollars commited or spent.",22,"NUMBER"
1158,"OBLI_DISTRIBUTABLE_AMOUNT","Total award dollars commited or spent which may be distributed across accounts.",22,"NUMBER"
1159,"SPECIAL_EB_RATE_ON_CAMPUS","Employee benefit off campus rate.",22,"NUMBER"
1160,"SPECIAL_EB_RATE_OFF_CAMPUS","Employee benefit on campus rate.",22,"NUMBER"
1169,"COMPETING_RENEWAL_PRPSL_DUE","Indicates when the competitive renewal application will be due, e.g., ""six months prior to to current expiration date,"" ""30 days prior to expiration date,"" etc.",100,"VARCHAR2"
1170,"BASIS_OF_PAYMENT","Indicates how payments are received from a sponsor: e.g., whether fixed price, cost reimbursement, gift, or other type of payment.",100,"VARCHAR2"
1172,"PAYMENT_INVOICE_FREQUENCY","How often invoices on this award are generated, e.g, Monthly, Quarterly, etc.",100,"VARCHAR2"
1177,"SPEC_IDC_RATE_ON_CAMP_TYPE","Type of on campus indirect cost.",100,"VARCHAR2"
1178,"SPEC_IDC_RATE_OFF_CAMPUS","Indirect cost rate off campus for this award.",22,"NUMBER"
1180,"UNDERRECOVERY_OF_IDC_AMOUNT","If a sponsor does not pay the full MTDC rate in effect for the period of an award, this is the dollar amount of indirect costs (F&A) not recovered from the sponsor.",22,"NUMBER"
1181,"UPDATE_DATE","Date this record was last updated by the source system.",8,"DATE"
1183,"PERSON_TYPE","In the KRB_PERSON and MITID_DB_PERSON tables, PERSON_TYPE is a more specific classification of the type of person: Current employee, Non current employee, Current student, Non current student, Moira account.  In the IR AWARD PERSON table, this field identifies whether the person is Faculty, Staff, MIT Alumni, Student, or MIT Corporation member.",60,"VARCHAR2"
1185,"MIT_ADDRESS","The persons MIT building and room number.",30,"VARCHAR2"
1188,"KERBEROS_NAME","The Kerberos username of the person. If this field starts with a dollar sign ($), then it is not a real Kerberos username, but an algorithmically generated pseudo Kerberos username, used as a placeholder in the EHS system.",8,"VARCHAR2"
1189,"HOME_UNIT","The persons primary department.",6,"VARCHAR2"
1190,"FACULTY_FLAG","Flag identifying whether or not an employee  is a member of the faculty (yes or no).",5,"VARCHAR2"
1191,"SUPERVISOR","The name of the person responsible for this project, cost center, internal order, or cost center.",30,"VARCHAR2"
1192,"SUPERVISOR_ROOM","The building and room number assigned to the person responsible for this project, center, internal order, or cost center.",10,"VARCHAR2"
1193,"ADDRESSEE_ROOM","The MIT address, building and room number, of the addressee.",10,"VARCHAR2"
1194,"IS_PLANNING_ELEMENT","Y= this is a planning element.",1,"VARCHAR2"
1196,"IS_BILLING_ELEMENT","Y= this is a billing element.",1,"VARCHAR2"
1197,"PROJECT_WBS_EFFECTIVE_DATE","Begin date of the work breakdown structure for this project.",8,"DATE"
1200,"FUND_ID","Identification number associated with the Fund (Example: 6779500)",7,"VARCHAR2"
1201,"BILLING_TYPE","Type of billing associated with this project: (Examples: cost reimbursement, letter of credit, scheduled billing, cash advance, internal, etc.)",30,"VARCHAR2"
1202,"SAP_DFAFS","DHHS assigned document number for awards used to receive payment (not award numbers).  Payments are made through the DHHS Payment Management System (PMS),  administered by the Division of Federal Assistance Financing (DFAF).",13,"VARCHAR2"
1204,"SAP_SPONSOR_NAME","Name of the sponsor.",60,"VARCHAR2"
1207,"SAP_SPONSOR_STATE","State of the sponsor.",30,"VARCHAR2"
1208,"SAP_SPONSOR_COUNTRY","Country of the sponsor.",40,"VARCHAR2"
1210,"SAP_PRIME_SPONSOR_NAME","Name of the primary sponsor.",60,"VARCHAR2"
1213,"SAP_PRIME_SPONSOR_STATE","State of the primary sponsor.",30,"VARCHAR2"
1214,"SAP_PRIME_SPONSOR_COUNTRY","Country of the primary sponsor.",40,"VARCHAR2"
1216,"SECTION_TRIAL_BALANCE","XXX",3,"VARCHAR2"
1217,"TREASURER_REPORT","Not in use in SAP.",3,"VARCHAR2"
1220,"PROJECT_WAREHOUSE_LOAD_DATE","Date the project was loaded into the data warehouse.",8,"DATE"
1222,"OSP_SPONSOR_NAME","The name of the Sponsor funding the project, as recorded by OSP.",60,"VARCHAR2"
1226,"OSP_PRIME_SPONSOR_CODE","A code number identifying the Primary sponsor, assigned by OSP.",5,"VARCHAR2"
1228,"FINAL_INVOICE_FREQUENCY","Specifies the frequency of final invoices, e.g., monthly, quarterly, annually, etc.",100,"VARCHAR2"
1230,"OSP_UPDATE_DATE","Date the record was last updated by OSP.",8,"DATE"
1232,"OSP_WAREHOUSE_LOAD_DATE","Date data was last loaded from OSP into the Data Warehouse.",8,"DATE"
1237,"PURCHASING_DOC_TYPE","Code identifing the type of a purchasing document.",4,"VARCHAR2"
1238,"PO_NUMBER","Purchase Order number.",10,"VARCHAR2"
1239,"PO_LINE_NUMBER","Purchase Order Line Number.",22,"NUMBER"
1240,"ACCOUNT_ASSIGNMENT_NUMBER","Account distribution assignment serial number. This number identifies a single account distribution for a line item.",22,"NUMBER"
1243,"PO_DATE","The date on which the PO was originated.",8,"DATE"
1244,"PO_VALIDITY_START_DATE","The date on which a PO's valid period begins. This only applies to certain types of POs.",8,"DATE"
1246,"PURCHASING_GROUP","Code identifying a Purchasing Group.",3,"VARCHAR2"
1247,"PURCHASING_ORG","Code identifying a Purchasing Organization.",3,"VARCHAR2"
1248,"MATERIAL_GROUP","A code, usually four digit, defining a Material Group for Purchase Orders to enable reporting by Material Group categories.  See also Material Group Description: this latter field gives the text name of the material group defined by the code.",9,"VARCHAR2"
1249,"PLANT","The plant code associated with the PO line item.",4,"VARCHAR2"
1250,"UNLOADING_POINT","The location to which the goods should be delivered.",25,"VARCHAR2"
1251,"GOODS_RECIPIENT","The person or group who will receive the goods.",12,"VARCHAR2"
1252,"ORDER_DISTRIBUTION_AMOUNT","The amount of the order that is able to be distributed across accounts.",22,"NUMBER"
1254,"INVOICE_NUMBER","Invoice number.",10,"VARCHAR2"
