"TERM_CODE","SUBJECT_ID","SESSION_NUMBER","MEET_PLACE","MEET_START_TIME","MEET_END_TIME","IAP_DAY","IAP_DATE","REMARKS","WAREHOUSE_LOAD_DATE"
"2021JA","",,"Virtual","1100AM","1200PM","",12-JAN-21,"Live session 11-12 + asynchronous sessions .",28-OCT-24
"2021JA","",,"Virtual","1100AM","1200PM","",13-JAN-21,"Live session 11-12 + asynchronous sessions .",28-OCT-24
"2021JA","",,"Virtual","1100AM","1200PM","",14-JAN-21,"Live session 11-12 + asynchronous sessions .",28-OCT-24
"2021JA","",,"Virtual","1100AM","1200PM","",15-JAN-21,"Live session 11-12 + asynchronous sessions .",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1200PM","0130PM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"via Zoom","0200PM","0300PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"On Zoom","1030AM","1200PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0600PM","0800PM","",21-JAN-21,"comfortable chair or pillow",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"virtual","0100PM","0400PM","",15-JAN-21,"Limited to 60 MIT Graduate Students",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"virtual","0100PM","0400PM","",15-JAN-21,"Limited to 60 MIT Graduate Students",28-OCT-24
"2021JA","",,"Virtual","1100AM","1200PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0600PM","0700PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"On Zoom","0100PM","0230PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM link","0100PM","0300PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM link","0100PM","0300PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM link","0100PM","0300PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM link","0100PM","0300PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"On Zoom","0100PM","0230PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"via Zoom","0200PM","0300PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"via Zoom","0400PM","0500PM","",28-JAN-21,"links to be provided after registration",28-OCT-24
"2021JA","",,"via Zoom","0400PM","0500PM","",21-JAN-21,"links to be provided after registration",28-OCT-24
"2021JA","",,"via Zoom","0400PM","0500PM","",07-JAN-21,"links to be provided after registration",28-OCT-24
"2021JA","",,"via Zoom","0400PM","0500PM","",14-JAN-21,"links to be provided after registration",28-OCT-24
"2021JA","",,"On Zoom","1030AM","1200PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",12-JAN-21,"Guest seminar",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0400PM","",29-JAN-21,"Lab",28-OCT-24
"2021JA","",,"Virtual","0100PM","0400PM","",28-JAN-21,"Lab",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",27-JAN-21,"Guest seminar",28-OCT-24
"2021JA","",,"Virtual","0100PM","0400PM","",26-JAN-21,"Lab",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",14-JAN-21,"Guest seminar",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",19-JAN-21,"Guest seminar",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0400PM","",21-JAN-21,"Lab",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"virtual","0200PM","0400PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",08-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",15-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",14-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","1000AM","1130AM","",13-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",12-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",11-JAN-21,"Register at: https://mitii.news/IAP21DUV",28-OCT-24
"2021JA","",,"Virtual","0100PM","0200PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","1000AM","1200PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0400PM","",12-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",14-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",15-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",19-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",21-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",22-JAN-21,"laptop",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",18-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0200PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",10-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",31-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",13-JAN-21,"Bring a yoga mat",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",17-JAN-21,"Bring a yoga mat",28-OCT-24
"2021JA","",,"Zoom","0300PM","0400PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1100AM","",10-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",24-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",22-JAN-21,"https://mit.zoom.us/j/94270503340",28-OCT-24
"2021JA","",,"Virtual","0100PM","0300PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0300PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Online","1100AM","1200PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"ZOOM 915 7545 4997","0300PM","0400PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",12-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",11-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",08-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",25-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",13-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",14-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",22-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",15-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",19-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",20-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",21-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",04-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",05-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",29-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",06-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",26-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",27-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",28-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"zoom","1100AM","0100PM","",07-JAN-21,"https://mit.zoom.us/j/94028364610",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Virtual, Zoom","1200PM","1230PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual, Zoom","1200PM","1230PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual, Zoom","1200PM","1230PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0100PM","",26-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Zoom","0900AM","0100PM","",29-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Zoom","0900AM","0100PM","",28-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Zoom","0900AM","0100PM","",25-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Zoom","0900AM","0100PM","",27-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Zoom","0730PM","0930PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0530PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0600PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0400PM","0600PM","",27-JAN-21,"bring your laptop",28-OCT-24
"2021JA","",,"zoom","0400PM","0600PM","",20-JAN-21,"bring your laptop",28-OCT-24
"2021JA","",,"zoom","0400PM","0600PM","",13-JAN-21,"bring your laptop",28-OCT-24
"2021JA","",,"zoom","0400PM","0600PM","",06-JAN-21,"bring your laptop",28-OCT-24
"2021JA","",,"VIA ZOOM","0130PM","0330PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM","0130PM","0330PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM","0130PM","0330PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"VIA ZOOM","0130PM","0330PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom:6736844148","1000AM","1200PM","",29-JAN-21,"Pswd: 142857",28-OCT-24
"2021JA","",,"via Zoom","0200PM","0300PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom:6736844148","1000AM","1200PM","",29-JAN-21,"Pswd: 142857",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",27-JAN-21,"Please pre-register to receive the Zoom link",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0300PM","0400PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1230PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",18-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0330PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",24-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0300PM","0400PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1100AM","",10-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",31-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",10-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0400PM","0500PM","",13-JAN-21,"Bring a yoga mat",28-OCT-24
"2021JA","",,"Zoom","1100AM","1200PM","",17-JAN-21,"Bring a yoga mat",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",28-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",26-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",19-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",21-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",14-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",12-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",07-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"virtual","1200PM","0200PM","",05-JAN-21,"Bring your laptop",28-OCT-24
"2021JA","",,"Virtual","1100AM","0100PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1100AM","0100PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0200PM","0400PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","0100PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0300PM","0500PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"via Zoom","0330PM","0530PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1200PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","0100PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","1000AM","1100AM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"","0400PM","0500PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0200PM","0330PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Online via Zoom","0700PM","0930PM","",25-JAN-21,"Session leader will send Zoom link once registered",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"via zoom","0200PM","0300PM","",07-JAN-21,"zoom link: https://mit.zoom.us/j/93739325514",28-OCT-24
"2021JA","",,"via zoom","1000AM","1100AM","",19-JAN-21,"zoom link: https://mit.zoom.us/j/93739325514",28-OCT-24
"2021JA","",,"via zoom","0700PM","0900PM","",12-JAN-21,"Zoom link to be supplied by program contact.",28-OCT-24
"2021JA","",,"ZOOM","0300PM","0430PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"ZOOM","0300PM","0430PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0700PM","",30-JAN-21,"",28-OCT-24
"2021JA","",,"online via Zoom","0700PM","0830PM","",20-JAN-21,"Instructor will send soon link once registered.",28-OCT-24
"2021JA","",,"Virtual","0100PM","0300PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0300PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",22-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",21-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",19-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",15-JAN-21,"laptop",28-OCT-24
"2021JA","",,"NE45","0200PM","0400PM","",14-JAN-21,"laptop",28-OCT-24
"2021JA","",,"Virtual","0200PM","0400PM","",12-JAN-21,"laptop",28-OCT-24
"2021JA","",,"Zoom: 6736844148","1000AM","1100AM","",27-JAN-21,"pswd: 142857",28-OCT-24
"2021JA","",,"Zoom","","","",05-JAN-21,"",28-OCT-24
"2021JA","",,"","1200PM","0100PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"ZOOM","0100PM","0230PM","",27-JAN-21,"ZOOM meeting ID will be sent to enrolled students.",28-OCT-24
"2021JA","",,"ZOOM","0100PM","0230PM","",29-JAN-21,"Zoom Meeting ID will be sent to enrolled students",28-OCT-24
"2021JA","",,"ZOOM","0100PM","0230PM","",25-JAN-21,"Zoom Meeting ID will be sent to enrolled students",28-OCT-24
"2021JA","",,"your home","1200PM","0100PM","",06-JAN-21,"Sign up to receive materials",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"VIRTUAL","0515PM","0645PM","",06-JAN-21,"",28-OCT-24
