"VIEW_ID","VIEW_NAME","DESCRIPTION","SENSITIVITY_ID","STATUS","VIEW_TYPE","PRIMARY_PROVIDER_CODE","ADDITIONAL_PROVIDER_INFO"
3798,"PAYROLL_GTN_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
1999,"BENEFITS_ELIGIBILITY_CURRENT","Current benefits eligibility for employees",3,"PRODUCTION","F","HRUSER",""
3818,"EHSIN_FUNCTION_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
3819,"EHSIN_INVOLVED_ENTITY","XXX",3,"PRODUCTION","D","SUPPRESSED",""
3838,"MOIRA_STUDENT","Student data, for use by the MOIRA system only",3,"PRODUCTION","F","SUPPRESSED",""
3858,"PAYROLL_GARNISHMENT_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
2953,"HR_APPOINTMENT_BASIC_DETAIL","A simplified version of the HR_APPOINTMENT_DETAIL table.",3,"PRODUCTION","F","HRUSER",""
2513,"SUBJECT_OFFERED_EHS","The version of subject_offered table tailored for the EH&S Office.  It contains all subjects offered by the School of Engineering, the School of Science, and Whitaker College in the most recent 3 years.",3,"PRODUCTION","D","MITSIS",""
2512,"SUBJECT_ENROLLMENT_EHS","Subject enrollment data with specific subjects/classes, tailored for the EH&S Office.",3,"PRODUCTION","F","MITSIS",""
2019,"HR_JOB_HISTORY","Master data table containing a list of jobs, job titles, pay grade, salary ranges and other job related data.",2,"PRODUCTION","F","HRUSER",""
2020,"HR_ORG_UNIT_HISTORY","Master data table containing the new 8 digit department nuber, title, old department codes, and organization levels.",2,"PRODUCTION","F","HRUSER",""
3878,"PAYROLL_GROSS_PAY_DETAIL","XXX",3,"PRODUCTION","F","HRPAYUSER",""
3879,"SPONSOR_HIERARCHY_HISTORY","Historic data for sponsor hierarchy maintained in COEUS.",3,"PROTOTYPE","F","OSPUSER",""
3898,"STUDENT_CAREERS_OFFICE","Student data, for use by the Career's Office only",3,"PRODUCTION","D","SUPPRESSED",""
3918,"EHSTA_DETAIL","XXX",3,"PRODUCTION","","SUPPRESSED",""
3938,"PAYROLL_ROLES_DETAIL","Authorizations for payroll data access in the Roles Database.",3,"PRODUCITON","F","ROLEUSER",""
3939,"PAYROLL_ROLES_FUNCTION","All the functions for payroll authorizations in the Roles Database.",3,"PRODUCTION","D","ROLEUSER",""
3940,"PAYROLL_ROLES_QUALIFIER","All the qualifiers for payroll authorizations in the Roles Database.",3,"PRODUCTION","D","ROLEUSER",""
1192,"BUILDINGS","Physical Plant data -- buildings",2,"PRODUCTION","D","OFMSUSER",""
1208,"GRADUATE_APPOINTMENT_TYPE","This dimension table contains the definitions for the various types of graduate student appointment (e.g. Fellowship, Reseach Assistant, Teaching Assistant) and the associated fund type (Tuition, Stipend, Insurance) and fund/award status (Actual, Cancelled, etc.)",3,"PRODUCTION","D","MITSIS",""
1209,"GRADUATE_AWARDING_DEPARTMENT","The dimension table consists of all the academic departments and their schools at MIT. Limit on the awarding department fields in this table, and join it to the GRADUATE AWARD TERM DETAIL table for graduate awards that are awarded by the specific department.",3,"PRODUCTION","D","MITSIS",""
1210,"PERSONNEL_ACTION_DETAIL","The history of Personnel Actions in HR",3,"PRODUCTION","F","SAPUSER",""
1211,"PERSONNEL_ACTION_TYPE","Types of Personnel Actions",2,"PRODUCTION","D","SAPUSER",""
1275,"LIBRARY_VENDOR","Lists codes and names of all vendors used in Aleph. All Monograph vendor codes end in -M and all Serial vendor codes end in -S. Data is taken from the Z70 table in Aleph.",2,"PRODUCTION","D","LIBUSER",""
1276,"LIBRARY_TRANSACTION_TYPE","Includes codes and descriptions for the types of budget transactions (Allocation, Carryover, Encumbrance, Invoice, Transfer). Use this table to limit the query by type of budget activity.",2,"PRODUCTION","D","LIBUSER",""
1277,"LIBRARY_ORDER_TYPE","Includes order type (e.g., Monograph or Serial), acquisition method (e.g., Purchase, Gift, etc.), and material type (used for ARL statistics reporting, e.g., Book, Computer File, Microform, etc.), and whether or not it is a Rush order. Use this table to limit the query by any of the above.",2,"PRODUCTION","D","LIBUSER",""
1278,"LIBRARY_ORDER_STATUS","Includes order, arrival and invoice statuses (e.g., Sent to Vendor, Closed, Library Cancelled, Partial or Complete). Note that only descriptions are includes and not the Aleph codes (e.g., SV). Use this table to limit the query by statuses.",2,"PRODUCTION","D","LIBUSER",""
1279,"LIBRARY_ORDER","Detailed information about the order records in Aleph (e.g., PO number, vendor code, pricing information, notes, etc.) Most of the data in this table is taken from the Z68 table in Aleph.",2,"PRODUCTION","D","LIBUSER",""
1280,"LIBRARY","Includes codes and descriptions of the MIT Libraries.  This is the library that ""owns"" the item.  (these are defined as Sub Libraries in Aleph, and include SAS, Document Services, Physics Reading Room, etc.).  Use this table to limit the query by library that owns the item.  Use the LIBRARY_FUND ""Paying Library"" field to limit the query by the library that paid for the item.",2,"PRODUCTION","D","LIBUSER",""
1281,"LIBRARY_ITEM_STATUS","Includes descriptions of both the Item Status (e.g., 28 Day Loan, 1 Week Loan) and the Item Processing Status (e.g., On Order, Received, Claimed). Note that only the description of the codes are currently included (e.g., Received) and not the codes themselves (e.g., RD). Use this table to limit by statuses.",2,"PRODUCTION","D","LIBUSER",""
1282,"LIBRARY_ITEM_DETAIL","Includes detailed information contained in the Item Records in Aleph (e.g., Barcode, Serial Levels, Call Number, Update Date). Data in this table is taken from the Z30 table in Aleph",2,"PRODUCTION","F","LIBUSER",""
1283,"LIBRARY_INVOICE_TYPE","Lists the codes and descriptions for the type of ""invoice"" document being processed (e.g., REG for Regular, PAR for Partial, CRE for Credit). Use this table to limit your report to a specific kind of invoice document. Data in this table is taken from the Z77 table in Aleph.",2,"PRODUCTION","D","LIBUSER",""
1284,"LIBRARY_INVOICE_SUMMARY","Includes information from the General Invoice (Invoice Header) in Aleph (e.g., Invoice Number, Invoice Date, Vendor, Total Price)",2,"PRODUCTION","F","LIBUSER",""
1285,"LIBRARY_INVOICE_STATUS","Lists the codes and descriptions for the method of payment for  ""invoice"" documents (e.g., CHK for Check, DRT for Foreign Draft VIS for Visa). Also lists the codes and descriptions for the Payment Status for ""invoice"" documents (e.g., N for Not Ready to be Paid, P for Paid)",2,"PRODUCTION","D","LIBUSER",""
1286,"LIBRARY_INVOICE_DETAIL","Includes information from the Invoice Line Items (e.g., Invoice Line Item Note, Line Item Amounts) as well as information from the General Invoice (e.g., Currency and Total Amount). Data in this table is taken from Z75, Z77, and Z601 tables in Aleph.",2,"PRODUCTION","F","LIBUSER",""
1287,"LIBRARY_FUND_ORDER_DETAIL","DO NOT USE: TABLE HAS BEEN REPLACED BY LIBRARY_FUND_ORDER_MAPPING",2,"PRODUCTION","F","LIBUSER",""
1288,"LIBRARY_FUND_BALANCES","Includes current Allocation, Expenditure, and Commitment (Encumbrance) information for each Budget (Fund).  Data in this table is calculated from Z601 data from Aleph.",2,"PRODUCTION","F","LIBUSER",""
1289,"LIBRARY_FUND","Includes information from the Budgets (Funds) in Aleph (e.g., Fund Code, Fund Name, Budget Groups). Cost Collector and GL Account numbers are included for linking to SAP data. Data in this table is taken from the Z76 table in Aleph.  Use this table to limit by Fund or Paying Library.  Use the LIBRARY table to limit by the Library that owns the item.",2,"PRODUCTION","D","LIBUSER",""
1290,"LIBRARY_FINANCIAL_DETAIL","Includes details of the Budget Transactions for Invoices and Encumbrances only (e.g., Transaction Dates, Amounts). See LIBRARY_ALLOCATION_DETAIL for other transaction types. Data in this table is taken from the Z601 table in Aleph.",2,"PRODUCTION","F","LIBUSER",""
1291,"LIBRARY_CURRENCY","Includes codes and definitions of ISO defined currencies used in Aleph (USD for United States dollar, EUR for Euro, GBP for British pounds, etc.) Usually not needed to link to other tables, the Currency Code is in the LIBRARY_FINANCIAL_DETAIL, LIBRARY_INVOICE_DETAIL and LIBRARY_INVOICE_SUMMARY tables.",2,"PRODUCTION","D","LIBUSER",""
1292,"LIBRARY_CATALOG","Includes bibliographic data such as Title, Author, Imprint, Year of Publication, ISSN/ISBN, Call Number, bib record creation and update dates and the bib system number (from MIT01). Data in this table is taken from the Z13 table in Aleph.  Do not use the call number for limiting queries, use the LIBRARY_CALL_NUMBER_SEARCH table to limit the query by classification.",2,"PRODUCTION","D","LIBUSER",""
1293,"LIBRARY_CALL_NO_STRUCTURE","Includes codes and descriptions of Classification Schemes.  Use this table to limit the query by whether there is a Call Number, Classification type and Prefix (Dewey Decimal, SCORE, etc.)",2,"PRODUCTION","D","LIBUSER",""
1294,"LIBRARY_ALLOCATION_DETAIL","Includes details of the Budget Transactions for Allocations, Transfers, and Year End Carryovers only (e.g., Transaction Dates, Amounts). See LIBRARY_FINANCIAL_DETAIL for other transaction types. Data in this table is taken from the Z601 table in Aleph.",2,"PRODUCTION","F","LIBUSER",""
1295,"DEPARTMENT_EMPLOYEE_DIRECTORY","Departmental Employee Telephone Directory for DLC Adminitrators",3,"PRODUCTION","D","SAPUSER",""
1296,"STUDENT_ENROLLMENT_WEEK5","Student term enrollment information as of the fifth week (ADD Date) of the academic term.  There is one record per student per term.",3,"PRODUCTION","D","MITSIS",""
1297,"STUDENT_ENROLLMENT_Y_REPORT","Student term enrollment information as reported in the Yearly Enrollment Report generated by the Registrar's Office.",3,"PRODUCTION","D","MITSIS",""
1298,"ADM_GRAD_APPLICANT","Graduate admissions applicants.",3,"PRODUCTION","D","ADMUSER",""
1299,"ADM_GRAD_APPLICATION_DETAIL","Each record in this table represents an application to a graduate program at MIT. Information included in the record: entry term, entry date, graduate program applied, degree objective, decision and reply status of the application, and name, demographic, geographical region and previously attended schools of the applicant.",3,"PRODUCTION","F","ADMUSER",""
1300,"ADM_GRAD_ATTD_SCH_1","This table contains information about the previously school/college attended by the graduate admissions applicant.  Usually this is the school from which the applicant received a bachelor degree.",3,"PRODUCTION","D","ADMUSER",""
1301,"ADM_GRAD_ATTD_SCH_2","This table contains information about the previously school/college attended by the graduate admissions applicant.  Usually this is the last/latest school attended by the applicant, and most probably from which the applicant received an advanced (or post-undergraduate) degree.",3,"PRODUCTION","D","ADMUSER",""
1302,"ADM_GRAD_ATTENDED_SCHOOL","This table contains information about all the previously attended schools of the graduate admissions applicant.  There is one record for a school attended.  Join this table with ADM_GRAD_APPLICANT by adm_grad_applicant_key to get all the schools previously attended by the applicant.",3,"PRODUCTION","F","ADMUSER",""
1303,"ADM_GRAD_CITIZENSHIP","This is a dimension table used for querying the graduate admissions application data.  This table contains the nationality and citizenship status of the applicants as recorded in the admissions system when the decision to the application is made official.",3,"PRODUCTION","D","ADMUSER",""
1304,"ADM_GRAD_DECISION","This table contains all the decision status (e.g. 'Admitted','Not Admitted','Wait Listed') of the graduate admissions application.",3,"PRODUCTION","D","ADMUSER",""
1305,"ADM_GRAD_DEGREE_OBJECTIVE","Initial and final degree objectives of the graduate admissions application.",3,"PRODUCTION","D","ADMUSER",""
1306,"ADM_GRAD_FEE_STATUS","Application fee status of the graduate admissions application.",3,"PRODUCTION","D","ADMUSER",""
1307,"ADM_GRAD_HOME_ADDR_GEO","The geographical region of the applicant's home address.",3,"PRODUCTION","D","ADMUSER",""
1308,"ADM_GRAD_PROGRAM","This table contains information about graduate admissions programs, including joint programs and research areas.",3,"PRODUCTION","D","ADMUSER",""
1309,"ADM_GRAD_REPLY","This table contains all the reply status (e.g. 'Accepts offer','Not enrolling','Defer Enrollment') of the graduate admissions application.",3,"PRODUCTION","D","ADMUSER",""
1310,"ADM_GRAD_REPLY_ADDR_GEO","The geographical region of the applicant's reply address.",3,"PRODUCTION","D","ADMUSER",""
1311,"ADM_GRAD_TEST","Information about the various standardized graduate admissions tests such as: GRE, and TOEFL.",3,"PRODUCTION","D","ADMUSER",""
1312,"ADM_GRAD_TEST_SCORE_DETAIL","This is a fact table which contains a record for a test score of a standardized graduate admissions test (e.g. GRE, TOEFL).  The record also includes the date the test was taken and the source of the test score.",3,"PRODUCTION","F","ADMUSER",""
1313,"ADM_GRAD_TIME","This table is used as a time dimension for querying the graduate admissions data.  Included in this table are fields such as the expected entry term, expected entry year, expected entry month, corresponding to the academic year.",3,"PRODUCTION","D","ADMUSER",""
1314,"ADM_GRAD_TEST_TAKEN_TIME","Information about time (month and year) when the graduate admissions tests were taken.",3,"PRODUCTION","D","ADMUSER",""
1315,"ADM_GRAD_DEMOGRAPHIC","This table contains the gender and ethnicity of the graduate admissions applicants which are recorded in the admissions system when the decision to the application is made official.",3,"PRODUCTION","D","ADMUSER",""
1335,"MIT_STUDENT_DIRECTORY","Same as the STUDENT DIRECTORY table in that it contains student directory data, but without the student's MIT ID.  This is a public table available to all Data Warehouse users.",1,"PRODUCTION","D","MITSIS",""
1355,"LIBRARY_COLLECTION","Includes codes and definitions of library collections as well as the type of material. Data in this table is taken from the Z30 table in Aleph.  Use this table to limit the query to collection (e.g., Stacks, Electronic Journals, Basement, etc.)",2,"PRODUCTION","D","LIBUSER",""
1356,"LIBRARY_CALL_NUMBER_SEARCH","Includes the classification number and a calculated classification number.  Use this table to limit the query by classification.",2,"PRODUCTION","D","LIBUSER",""
1357,"LIBRARY_FUND_ORDER_MAPPING","Includes only fields containing Keys for linking tables together.  Use to join the LIBRARY_FUND, LIBRARY_ORDER, LIBRARY_CATALOG, LIBRARY_ORDER_TYPE AND LIBRARY_ORDER_STATUS tables.",2,"PRODUCTION","F","LIBUSER",""
1358,"LIBRARY_ORDER_ARRIVAL_DETAIL","Includes detailed information about Monograph Arrivals (receipts) in Aleph (e.g., arrival date and number of units received). Data in this table is taken from the Z78 table in Aleph.",2,"PRODUCTION","F","LIBUSER",""
1375,"ALUMNI_BY_COURSE","This table contains MIT Alumni's biographic, degree, address, and employment data. Access to records in this table is granted according to the course(s) of major of the Alumni. There is one record per person in this table.",3,"PRODUCTION","F","ALUMUSER",""
1395,"STUDENT_DEGREE_CANDIDATE","This table contains MIT degree candidates and applicants for the upcoming degree-award term.",3,"PRODUCTION","D","MITSIS",""
1415,"CIP","This table contains the CIP (Classification of Instructional Programs) records, 2010 Edition, as published by the National Center for Education Statistics.",1,"PRODUCTION","D","COMMON",""
1416,"CIP_WITH_VERSION","This table consists of multiple versions of the CIP (Classification of Instructional Programs) records as published by the National Center for Education Statistics.  The 1990, 2000, and 2010 versions are included in the table.",1,"PRODUCTION","F","COMMON",""
1435,"EHS_ROOM_SET","List of EHS ROOMS (LABS)",3,"PRODUCTION","D","EHSUSER",""
1436,"EHS_ROOM_SET_CONTACT_DETAIL","EHS room_set->contact_person->room detail information",3,"PRODUCTION","F","EHSUSER",""
1437,"EHS_ROOM_SET_DETAIL","EHS room_set ->room->hazard->function->role-person detail information",3,"PRODUCTION","F","EHSUSER",""
1438,"EHS_ROOM","EHS Room information",3,"PRODUCTION","D","EHSUSER",""
1439,"EHS_FUNCTION","Information about people Functions within an EHS system",3,"PRODUCTION","D","EHSUSER",""
1440,"EHS_HAZARD","EHS information about hazards",3,"PRODUCTION","D","EHSUSER",""
1441,"EHS_PERSON","Ehs ROLE person information",3,"PRODUCTION","D","EHSUSER",""
1442,"EHS_CONTACT_PERSON","EHS Contact Person information",3,"PRODUCTION","D","EHSUSER",""
1455,"MASTER_PROJECT_HISTORY","A history of master project data.  This table is used as a dimension only in those queries that involve MASTER PROJECT HISTORY DETAIL.",2,"PRODUCTION","D","SAPUSER",""
1475,"MASTER_PROJECT_HISTORY_DETAIL","Balance Amounts and Project Authorized totals summarized at the master project level",3,"PRODUCTION","F","SAPUSER",""
1476,"COST_COLLECTOR_CATEGORY","A list of Cost Collector Category codes and descriptions.  This table is used as a dimension only in those queries that involve MASTER PROJECT HISTORY DETAIL.",2,"PRODUCTION","D","SAPUSER",""
1535,"ADM_GRAD_SURVEY","Graduate Admissions Survey Data.  This table contains results of surveys sent to admitted applicants (either via e-mail or regular mail) on factors that influence their enrollment decisions.",3,"PRODUCTION","D","ADMUSER",""
1516,"ADM_GRAD_SCHOOL","This table contains a list of universities and colleges previously attended by the graduate admissions applicants.  Information of the school include the ETS code, name, and address of the school.",3,"PRODUCTION","D","ADMUSER",""
1555,"ADM_GRAD_ENROLL_SCHOOL","Graduate schools where MIT graduate applicants choose to enroll at the end of the admission cycle",3,"PRODUCTION","D","ADMUSER",""
1563,"APPOINTMENT_BASIC","*Old Personnel Data in CYBORG* -  Limited view of HR appointment data",3,"PRODUCTION","F","PERSUSER",""
1566,"BALANCE_SHEET_ACCOUNT_CUR","Balance sheet account for campus (CUR)",3,"PRODUCTION","","SAPUSER",""
1567,"BALANCE_SHEET_ACCOUNT_TECR","Balance sheet account for TechReview",3,"SUPPRESSED","D","SUPPRESSED",""
1568,"BUILDING_WORKORDER_DETAIL","Building workorder detail",3,"PRODUCTION","F","SAPUSER",""
1574,"COSTING_SHEET","Costing sheet data",3,"PRODUCTION","","SAPUSER",""
1576,"CREDIT_CARD_MASTER_OLD","This table is occasionally used to load old credit card master data to compare it with current data. Its structure is identical to CREDIT_CARD_MASTER",3,"PRODUCTION","D","SAPUSER",""
1719,"HR_APPOINTMENT_DETAIL","This table contains the detail information for all  employee appointments (such as:  shift eligibility, pay basis, and  . This table contains  data for appointments that were current as of the conversion to SAP/HR on 8/29/2003.The salary for confidential employees is set to $0.01.",3,"PRODUCTION","F","HRUSER",""
1579,"CUSTOMER","Customer data",3,"PRODUCTION","D","SAPUSER",""
1580,"CUSTOMER_ALL","All campus customers (company code 'CUR')",3,"PRODUCTION","D","SAPUSER",""
1581,"CUSTOMER_TECR","TechReview customers",3,"PRODUCTION","D","SAPUSER",""
1582,"DEPARTMENT_ACCESS","* Old Personnel Data in Cyborg * - Organization unit information.",3,"OBSOLETE","","SUPPRESSED",""
1583,"EHST_CERTIFICATION","EHS Training certification data",3,"PRODUCTION","D","EHSUSER",""
1584,"EHST_CERT_STATUS","EHS Training certification status",3,"PRODUCTION","D","EHSUSER",""
1585,"EHST_CERT_TRIGGER","EHS Training certification trigger",3,"PRODUCTION","D","EHSUSER",""
1586,"EHST_DETAIL","EHS Training detail",3,"PRODUCTION","F","EHSUSER",""
1587,"EHST_DLC","EHS Training DLC data",3,"PRODUCTION","D","EHSUSER",""
1588,"EHST_PI","EHS Training PI data",3,"PRODUCTION","D","EHSUSER",""
1589,"EHST_TRAINEE","EHS Trainee information",3,"PRODUCTION","D","EHSUSER",""
1590,"EHST_UNIT","EHS Training Unit data",3,"PRODUCTION","D","EHSUSER",""
1591,"EHST_UNIT_STATUS","EHS Training Unit status",3,"PRODUCTION","D","EHSUSER",""
1592,"EHS_ROLES_DETAIL","EHS Roles detail",3,"PRODUCTION","F","EHSUSER",""
1593,"EHS_ROLES_FUNCTION","EHS Roles function",3,"PRODUCTION","D","EHSUSER",""
1594,"EHS_ROLES_QUALIFIER","EHS Roles qualifier",3,"PRODUCTION","D","EHSUSER",""
1595,"EMPLOYEE_BASIC","*Old Personnel Data in CYBORG * - Directory data plus service, tenure and chair data",3,"PRODUCTION","D","PERSUSER",""
1596,"EMPLOYEE_BASIC_PLUS","*Old Personnel Data in CYBORG * - Directory data plus service, tenure, chair data and ethnicity",3,"PRODUCTION","D","PERSUSER",""
1720,"HR_APPOINTMENT_LIMITED_DETAIL","DEPRICATED. Please use HR_APPOINTMENT_DETAIL that restricts for limited access.This table contains the detail transactions for all the employee appointments excluding salary/pay data.  This table contains data for appointments that were current as of the conversion to SAP/HR on 8/29/2003.",3,"PRODUCTION","F","HRUSER",""
1599,"FACILITIES_WORKORDER_DETAIL","Facilities workorder detail",3,"PRODUCTION","F","SAPUSER",""
1600,"FACULTY_DIRECTORY","Faculty directory",3,"PRODUCTION","D","HRUSER",""
1721,"HR_APPOINTMENT_SU_DETAIL","This table contains  the detail transactions for all the employee appointments.   This view contains  data for appointments that were current as of the conversion to SAP/HR on 8/29/2003.This table displays the salary for confidential employees accurately.",3,"PRODUCTION","F","HRUSER",""
1722,"HR_APPT_LETTER_DETAIL","This table contains all of the letters sent to Employees by HR. One letter is sent for every appointment transaction that occurs.  This table includes salary information for all employees and its use is restricted to HR_Superusers.",3,"PRODUCTION","F","HRUSER",""
1723,"HR_APPT_TX_DETAIL","This table contains all the various states of  an  employee appointments .  This table contains data for appointments that were current as of the conversion to SAP/HR on 8/29/2003. The salary for confidential employees is set to $0.01.",3,"PRODUCTION","F","HRUSER",""
1724,"HR_APPT_TX_LIMITED_DETAIL","DEPRICATED. Pleaase use HR_APT_TX_DETAIL that restricts for limited access. This table contains all the various states of an employee appointments, excluding salary/pay data.  This table contains data for appointments that were current as of the conversion to SAP/HR on 8/29/2003.",3,"PRODUCTION","F","HRUSER",""
1605,"FUND_DESCRIPTION","Fund description",3,"PRODUCTION","D","ADONIS",""
1606,"FUND_DESCRIPTION_HISTORY","Fund description history",3,"PRODUCTION","F","ADONIS",""
1607,"GL_ACCOUNT_TECR","TechReview GL accounts",3,"PRODUCTION","D","SAPUSER",""
1725,"HR_APPT_TX_SU_DETAIL","This table contains all of the  transactions that effect employee appointments.   This view contains  data for appointments that were current as of the conversion to SAP/HR on 8/29/2003.This table displays the salary for confidential employees accurately.",3,"PRODUCTION","F","HRUSER",""
1726,"HR_APPT_TYPE","Master data table identifying the type of appointment (Primary, Additional, and Dual) and sub-type(Academic, Non Academic).  This view also contains flages identifyinf whether the appointment is current, future, or exempt.",2,"PRODUCTION","D","HRUSER",""
1610,"HR_ROLES_DETAIL","HR Roles detail",3,"PRODUCTION","F","ROLEUSER",""
1611,"HR_ROLES_FUNCTION","HR Roles function",3,"PRODUCTION","D","ROLEUSER",""
1612,"HR_ROLES_QUALIFIER","HR Roles qualifier",3,"PRODUCTION","D","ROLEUSER",""
1613,"INSTRUCTOR_VIEW","This table contains directory information plus tenure date  for active employees whose Employee Type are ""Faculty"".",3,"PRODUCTION","D","HRUSER",""
1727,"HR_EDUCATION_DETAIL","Data about degrees earned by MIT employees.  This information is self reported using the SAP Self-Service application.",3,"PRODUCTION","F","HRUSER",""
1728,"HR_JOB","Master data table containing a list of jobs, job titles, pay grade, salary ranges and other job related data.",2,"PRODUCTION","D","HRUSER",""
1618,"MEDICAL_INVOICES","Medical invoices including check numbers. This is a subset of financial detail documents, combined with payment information.",3,"PRODUCTION","D","SAPUSER",""
1619,"MITID_DB_PERSON","All people with a MIT ID in the MITID database",3,"PRODUCTION","D","MITIDUSR",""
1620,"MIT_MEDICAL_DETAIL","MIT medical benefits",3,"PRODUCTION","","SAPUSER",""
1729,"HR_ORG_UNIT","Master data table containing the new 8 digit department nuber, title, old department codes, and organization levels.",2,"PRODUCTION","D","HRUSER",""
1730,"HR_ORG_UNIT_HIERARCHY","Master data table containing the new HR organization unit hierarchy.",2,"PRODUCTION","D","HRUSER",""
1731,"HR_PERSONNEL_ACTION_DETAIL","SAP HR personnel actions data.",3,"PRODUCTION","F","HRUSER",""
1732,"HR_PERSONNEL_ACTION_TYPE","Codes and descriptions of personnel actions and personnel action reasons.  This table should be used in conjunction with HR_PERSONNEL_ACTION_DETAIL table.",2,"PRODUCTION","D","HRUSER",""
1625,"OVERHEAD_RATES","EB, Lab Allocation, and Overhead rates",3,"PRODUCTION","D","SAPUSER",""
1733,"HR_POSITION","Master data table containing position information, such as position title, position area/subarea and employee group/subgroup, for the current fiscal period.",2,"PRODUCTION","D","HRUSER",""
1734,"HR_POSITION_DETAIL","This table contains information about position budgets and statuses, for the current fiscal period.  For filled positions, it specifies who holds them and for what periods of time.  For unfilled positions, it specifies their sub-status.",3,"PRODUCTION","F","HRUSER",""
1735,"HR_POSITION_LIMITED_DETAIL","The table contains information about position statuses for the current fiscal period.  For filled positions, the data specifies who holds them and for what periods of time.  For unfilled positions, it specifies their sub-status.  Unlike HR_POSITION_DETAIL, it does not contain position budgets.",3,"PRODUCTION","F","HRUSER",""
1736,"HR_POSITION_STATUS","This table contains the list of relevant position statuses and their descriptions.",2,"PRODUCTION","D","HRUSER",""
1630,"PAYMENTS","Payment data",3,"PRODUCTION","D","SAPUSER",""
1631,"PERSON_ALL","Data on MIT employees and students, including those who are not current",3,"PRODUCTION","D","SUPPRESSED",""
1737,"HR_POSITION_SU_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
1738,"HR_DEGREE","Master data table containing a list of Degrees and their corresponding codes. (Example:  Associate Degree  60, Post-Doctorate 10).",2,"PRODUCTION","D","HRUSER",""
1739,"HR_DEGREE_TYPE","Master data table identifying  the type/level of a degree.  (Example:  High School, Trade/Technical School, Graduate Certificate, Master's Degree)",2,"PRODUCTION","D","HRUSER",""
1636,"REQUISITION_DETAIL","Purchasing requisition information",3,"PRODUCTION","F","PURCHUSER",""
1637,"REQUISITION_TYPE","Purchasing requisition type codes and descriptions",3,"PRODUCTION","D","PURCHUSER",""
1740,"HR_EDU_INSTITUTION","Master data tabe containing the names and addresses of Institutions where employees have received their degrees.",2,"PRODUCTION","D","HRUSER",""
1640,"SAP_PERSON","SAP Person data",3,"OBSOLETE?","D","SUPPRESSED","MITSIS"
1642,"SSM_STUDENT_REVENUE","This is a dimension table which contains the different groupings of the Courses (majors) and levels (eg. graduate, undergraduate) in which the students are enrolled.  This table is used in the Sloan School of Management (SSM)'s tuition/revenue sharing project.",3,"PRODUCTION","D","MITSIS",""
1741,"HR_CIP","Master data table containing the CIP(Classification of Instructional Programs) records, 2000 Edition, as published by the National Center for Education Statistics in April 2002.",2,"PRODUCTION","D","HRUSER",""
1644,"SSM_SUBJECT","This is a version of Subject Offered table built specifically for the Sloan School of Management.",3,"PRODUCTION","D","MITSIS",""
1645,"SSM_SUBJECT_ENROLLMENT_DETAIL","This version of the Subject Enrollment table is specifically built for the Sloan School of Management.",3,"PRODUCTION","F","MITSIS",""
1646,"SSM_UNIQID_REVENUE","This is a dimension table which contains the different groupings of the Courses (majors) and levels (eg. graduate, undergraduate) in which the students are enrolled.  This table is used in the Sloan School of Management (SSM)'s tuition/revenue sharing project to get a unique/non-duplicate count of students in the different groups.",3,"PRODUCTION","D","MITSIS",""
1759,"HR_PERSON_EMPLOYEE","Table containing information about MIT employees as recorded and maintained in SAP HR.",3,"PRODUCTION","D","HRUSER",""
2159,"TLO_PERSON","This table contains department directory information for both faculty and graduate students to be used by the Technology Licensing Office to make royalty distributions.  JOB TITLE for graduate students is recorded as ""Graduate Student"".",3,"PRODUCTION","D","SUPPRESSED",""
1651,"STUDENT_TUITION_ASSESSMENT","This table contains the tuition assessment for students by academic term.",3,"PRODUCTION","D","MITSIS",""
1652,"SUBJECT_REG_STATUS","Subject registration status codes and descriptions",3,"PRODUCTION","D","MITSIS",""
1653,"SURCHARGE_POSTINGS","Surcharge postings",3,"PRODUCTION","D","SAPUSER",""
2179,"BENEFITS_ADJUSTMENT_REASON","This table contains benefits adjustment reason codes and descriptions.",3,"PRODUCTION","D","HRUSER",""
1943,"MOIRA_EMPLOYEE","Employee data, for use by the MOIRA system only",3,"SUPPRESSED","F","SUPPRESSED",""
1944,"MOIRA_STUDENT4","Student data, for use by the MOIRA system only",3,"PRODUCTION","F","SUPPRESSED",""
1945,"STUDENT_ALUMNI","Student data, for use by the Alumni system only",3,"PRODUCTION","D","SUPPRESSED",""
1946,"STUDENT_DIRECTORY_SUPPRESS","Contains students whose records are flagged as ""serious confidential"". This table is for use by the MOIRA system only.",3,"PRODUCTION","D","SUPPRESSED",""
1959,"KRB_PERSON_UA","XXX",3,"PRODUCTION","","SUPPRESSED",""
1979,"COEUS_PERSON","XXX",3,"PRODUCTION","F","SUPPRESSED",""
2182,"BENEFITS_ADJ_REASON_DETAIL","This table contains a history of changes to employees' benefits, complete with reasons for these changes",3,"PRODUCTION","F","HRUSER",""
2021,"HR_POSITION_HISTORY","Master data table containing position information, such as position title, position area/subarea and employee group/subgroup.",2,"PRODUCTION","D","HRUSER",""
2022,"IR_DLC_HEADCOUNT_DETAIL","XXX",3,"PRODUCTION","F","SUPPRESSED",""
