"POSTAL_CODE","CITY_NAME","CITY_TYPE","PROVINCE_ABBR","PROVINCE_NAME","WAREHOUSE_LOAD_DATE"
"A1A 3X9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Y9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3Z9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4A9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4B9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4C9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4E9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4G9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4H6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4H7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4H9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4J9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4K1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4L3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4L6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4L7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4M2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4M3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4M6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4M7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4M8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4N9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4P8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4R9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4S9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4T9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4V9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4W1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4W2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4W3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4W4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 4W5","St. John's","D","NL","Newfoundland",25-MAY-23
"A0K 0G2","Bonne Bay","D","NL","Newfoundland",25-MAY-23
"A0K 0G3","Bird Cove","D","NL","Newfoundland",25-MAY-23
"A0K 0G4","Burlington","D","NL","Newfoundland",25-MAY-23
"A0K 0G5","Nippers Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 0G6","Norris Point","D","NL","Newfoundland",25-MAY-23
"A0K 0G7","Parsons Pond","D","NL","Newfoundland",25-MAY-23
"A0K 0G8","Bide Arm","D","NL","Newfoundland",25-MAY-23
"A0K 0G9","Cooks Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 0H1","Main Brook","D","NL","Newfoundland",25-MAY-23
"A0K 0H2","Pollards Point","D","NL","Newfoundland",25-MAY-23
"A0K 0H3","L'Anse au Clair","D","NL","Newfoundland",25-MAY-23
"A0K 0H4","St Anthony","D","NL","Newfoundland",25-MAY-23
"A0K 0H5","Trout River","D","NL","Newfoundland",25-MAY-23
"A0K 0H6","Westport","D","NL","Newfoundland",25-MAY-23
"A0K 0H7","Eddies Cove","D","NL","Newfoundland",25-MAY-23
"A0K 0H8","Green Island Brook","D","NL","Newfoundland",25-MAY-23
"A0K 0H9","Cartwright","D","NL","Newfoundland",25-MAY-23
"A0K 0J1","Eddies Cove West","D","NL","Newfoundland",25-MAY-23
"A0K 0J2","Green Island Cove","D","NL","Newfoundland",25-MAY-23
"A0K 0J3","St Lunaire-Griquet","D","NL","Newfoundland",25-MAY-23
"A0K 0J4","Howley","D","NL","Newfoundland",25-MAY-23
"A0K 0J5","Jacksons Arm","D","NL","Newfoundland",25-MAY-23
"A0K 0J6","L'Anse au Loup","D","NL","Newfoundland",25-MAY-23
"A0K 0J7","Pacquet","D","NL","Newfoundland",25-MAY-23
"A0K 0J8","River of Ponds","D","NL","Newfoundland",25-MAY-23
"A0K 0J9","Lodge Bay","D","NL","Newfoundland",25-MAY-23
"A0K 0K1","Red Bay","D","NL","Newfoundland",25-MAY-23
"A0K 0K2","St Pauls","D","NL","Newfoundland",25-MAY-23
"A0K 0K3","West St Modeste","D","NL","Newfoundland",25-MAY-23
"A0K 1A0","Anchor Point","D","NL","Newfoundland",25-MAY-23
"A0K 1B0","Baie Verte","D","NL","Newfoundland",25-MAY-23
"A0K 1C0","Bartletts Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 1H0","Bellburns","D","NL","Newfoundland",25-MAY-23
"A0K 1J0","Bide Arm","D","NL","Newfoundland",25-MAY-23
"A0K 1K0","Birchy Head","D","NL","Newfoundland",25-MAY-23
"A0K 1L0","Bird Cove","D","NL","Newfoundland",25-MAY-23
"A0K 1M0","Black Duck Cove","D","NL","Newfoundland",25-MAY-23
"A0K 1N0","Black Tickle","D","NL","Newfoundland",25-MAY-23
"A0K 1P0","Bonne Bay","D","NL","Newfoundland",25-MAY-23
"A0K 1R0","Brents Cove","D","NL","Newfoundland",25-MAY-23
"A0K 1S0","Burlington","D","NL","Newfoundland",25-MAY-23
"A0K 1T0","Lodge Bay","D","NL","Newfoundland",25-MAY-23
"A0K 1V0","Cartwright","D","NL","Newfoundland",25-MAY-23
"A0K 1W0","Castors River","D","NL","Newfoundland",25-MAY-23
"A0K 1X0","Coachmans Cove","D","NL","Newfoundland",25-MAY-23
"A0K 1Y0","Conche","D","NL","Newfoundland",25-MAY-23
"A0K 1Z0","Cooks Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 2A0","Cow Head","D","NL","Newfoundland",25-MAY-23
"A0K 2B0","Croque","D","NL","Newfoundland",25-MAY-23
"A0K 2C0","Daniels Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 2G0","Eddies Cove","D","NL","Newfoundland",25-MAY-23
"A0K 2H0","Eddies Cove West","D","NL","Newfoundland",25-MAY-23
"A0K 2J0","Englee","D","NL","Newfoundland",25-MAY-23
"A0K 2M0","Fleur de Lys","D","NL","Newfoundland",25-MAY-23
"A0K 2N0","Flowers Cove","D","NL","Newfoundland",25-MAY-23
"A0K 2P0","Forteau","D","NL","Newfoundland",25-MAY-23
"A0K 2V0","Green Island Brook","D","NL","Newfoundland",25-MAY-23
"A0K 2W0","Green Island Cove","D","NL","Newfoundland",25-MAY-23
"A0K 2X0","St Lunaire-Griquet","D","NL","Newfoundland",25-MAY-23
"A0K 2Y0","Hampden","D","NL","Newfoundland",25-MAY-23
"A0K 3A0","Harbour Round","D","NL","Newfoundland",25-MAY-23
"A0K 3B0","Hawkes Bay","D","NL","Newfoundland",25-MAY-23
"A0K 3E0","Howley","D","NL","Newfoundland",25-MAY-23
"A0K 3H0","Jacksons Arm","D","NL","Newfoundland",25-MAY-23
"A0K 3K0","L'Anse au Clair","D","NL","Newfoundland",25-MAY-23
"A0K 3L0","L'Anse au Loup","D","NL","Newfoundland",25-MAY-23
"A0K 3M0","La Scie","D","NL","Newfoundland",25-MAY-23
"A0K 3N0","Main Brook","D","NL","Newfoundland",25-MAY-23
"A0K 3P0","Marys Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 3R0","Middle Arm GB","D","NL","Newfoundland",25-MAY-23
"A0K 3S0","Mings Bight","D","NL","Newfoundland",25-MAY-23
"A0K 3T0","Nippers Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 3V0","Norris Point","D","NL","Newfoundland",25-MAY-23
"A0K 3X0","Pacquet","D","NL","Newfoundland",25-MAY-23
"A0K 3Y0","Paradise River","D","NL","Newfoundland",25-MAY-23
"A0K 3Z0","Parsons Pond","D","NL","Newfoundland",25-MAY-23
"A0K 4A0","Plum Point","D","NL","Newfoundland",25-MAY-23
"A0K 4B0","Pollards Point","D","NL","Newfoundland",25-MAY-23
"A0K 4C0","Port au Choix","D","NL","Newfoundland",25-MAY-23
"A0K 4E0","Port Hope Simpson","D","NL","Newfoundland",25-MAY-23
"A0K 4G0","Portland Creek","D","NL","Newfoundland",25-MAY-23
"A0K 4H0","Port Saunders","D","NL","Newfoundland",25-MAY-23
"A0K 4J0","Raleigh","D","NL","Newfoundland",25-MAY-23
"A0K 4K0","Red Bay","D","NL","Newfoundland",25-MAY-23
"A0K 4L0","Reefs Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 4M0","River of Ponds","D","NL","Newfoundland",25-MAY-23
"A0K 4N0","Rocky Harbour","D","NL","Newfoundland",25-MAY-23
"A0K 4P0","Roddickton","D","NL","Newfoundland",25-MAY-23
"A0K 4R0","Round Harbour GB","D","NL","Newfoundland",25-MAY-23
"A0K 4S0","St Anthony","D","NL","Newfoundland",25-MAY-23
"A0K 4T0","St Anthony East","D","NL","Newfoundland",25-MAY-23
