"MIT_ID","DEPT_COUNT","DEPT_NAMES","NUM_OF_SUPERVISEES","SQFT","RESEARCH_VOLUME","SQFT_PER_SUPERVISEE","SQFT_PER_RES_VOL","RES_VOL_PER_SQFT"
"920231866",1,"D_MTA",1,53,0,53,0,0
"920059080",1,"D_LFEE",1,132,0,132,0,0
"900017462",1,"D_LIDS",1,265,0,265,0,0
"920362102",1,"D_RLE",1,1224,1679157.41,1224,0,1372
"925613294",1,"D_LIT",1,154,0,154,0,0
"900009650",1,"D_ISN",1,28380,0,28380,0,0
"966192651",1,"D_B&CS",1,0,0,0,0,0
"951667601",1,"D_CMS",1,107,0,107,0,0
"916247961",1,"D_ECO",1,215,0,215,0,0
"900015657",1,"D_EAPS",2,0,0,0,0,0
"924445193",1,"D_RESDEV",1,63,0,63,0,0
"900026736",1,"D_LIT",1,151,0,151,0,0
"996858332",1,"D_STS",1,325,0,325,0,0
"900041537",1,"D_L&P",1,97,0,97,0,0
"918289767",1,"D_MTA",1,116,0,116,0,0
"900026400",1,"D_LFEE",1,114,0,114,0,0
"920078438",1,"D_FLL",1,86,0,86,0,0
"925021370",1,"D_ALUM",1,123,0,123,0,0
"925915774",1,"D_ALUM",1,80,0,80,0,0
"923091203",1,"D_FLL",1,120,0,120,0,0
"982835208",1,"D_CSAIL",1,556,0,556,0,0
"923022946",1,"D_SLOAN",1,209,0,209,0,0
"962329374",1,"D_BIOLOGY",1,0,0,0,0,0
"924764889",1,"D_FLL",1,154,0,154,0,0
"916832570",1,"D_SSRC",1,5298,0,5298,0,0
"919928654",1,"D_FLL",1,114,0,114,0,0
"954194081",1,"D_ARCH",1,89,0,89,0,0
"923549661",1,"D_RESDEV",1,0,0,0,0,0
"900016175",1,"D_MTA",1,139,0,139,0,0
"923261729",1,"D_RESDEV",1,0,0,0,0,0
"900015963",1,"D_VPRESOFF",1,518,-29.52,518,-18,0
"928762241",1,"D_SSRC",1,124,0,124,0,0
"900032946",1,"D_LIDS",1,382,867438.87,382,0,2270
"900049304",1,"D_MTA",1,118,0,118,0,0
"928957302",1,"D_RESDEV",1,0,0,0,0,0
"900020846",1,"D_MTA",1,77,0,77,0,0
"900004789",1,"D_ALUM",1,187,0,187,0,0
"912382318",1,"D_CMS",1,147,0,147,0,0
"900025818",1,"D_L&P",1,117,0,117,0,0
"914731488",1,"D_LIBRARIES",1,7,0,7,0,0
"900023038",1,"D_CSAIL",1,1239,960762.61,1239,0,776
"902107815",1,"D_CMS",1,31,0,31,0,0
"926686871",1,"D_RESDEV",1,100,0,100,0,0
"929477919",1,"D_RESDEV",1,71,0,71,0,0
"900044987",1,"D_SLOAN",1,204,0,204,0,0
"972870031",1,"D_LFEE",1,136,0,136,0,0
"920353164",1,"D_RESDEV",1,62,0,62,0,0
"910058819",1,"D_SSRC",1,109,0,109,0,0
"900059338",1,"D_DUSP",1,169,0,169,0,0
"916885727",1,"D_LIBRARIES",1,279,404546.77,279,0,1450
"979260152",1,"D_STS",1,0,0,0,0,0
"900045771",1,"D_LIBRARIES",1,152,0,152,0,0
"922088332",1,"D_DUSP",1,72,0,72,0,0
"900028747",1,"D_CEE",2,899,0,449,0,0
"900022912",1,"D_CSAIL",2,514,193392.61,257,0,377
"900021399",1,"D_CIS",3,407,0,136,0,0
"900024095",1,"D_MECHE",2,322,0,161,0,0
"900006792",1,"D_RLE",3,2500,95688.82,833,0,38
"900026651",1,"D_CSAIL",2,1612,198020.58,806,0,123
"925741197",1,"D_LIBRARIES",1,125,0,125,0,0
