"BUILDING_ROOM","BUILDING_COMPONENT","FLOOR","SPACE_USAGE","SPACE_UNIT_CODE","HR_ORG_UNIT_ID","ACCESS_LEVEL"
"10-800SE","10","8","STAIRWAY","591000","10000853","3"
"10-800SH","10","8","STAIRWAY","591000","10000853","3"
"10-800SHM","10","8","STAIRWAY","591000","10000853","3"
"10-800Z","10","8","SHAFT SPACE","591000","10000853","0"
"10-801","10","8","UTILITY/MECH RM","591000","10000853","0"
"10-802AE","10","8","ELECTRIC CLOSET","591000","10000853","0"
"10-802E","10","8","ELECTRIC CLOSET","591000","10000853","0"
"10-802M","10","8","UTILITY/MECH RM","591000","10000853","0"
"10-810","10","8","STORAGE FACILITY","271000","10000579","2"
"10-813","10","8","STORAGE FACILITY","271000","10000579","2"
"10-820","10","8","UTILITY/MECH RM","591000","10000853","0"
"10-825","10","8","STORAGE FACILITY","271000","10000579","2"
"10-825M","10","8","UTILITY/MECH RM","591000","10000853","0"
"10-830","10","8","PVT CIRCULATION","271000","10000579","2"
"10-837","10","8","OFFICE SERVICE","271000","10000579","2"
"11-000E1","11","0","ELEVATOR","591000","10000853","3"
"11-000LA","11","0","LOBBY","591000","10000853","3"
"11-000SA","11","0","STAIRWAY","591000","10000853","3"
"11-000Z","11","0","SHAFT SPACE","591000","10000853","0"
"11-002","11","0","UTILITY/MECH RM","591000","10000853","0"
"11-003","11","0","PRINT/DUP SHOP","874200","10000918","2"
"11-003A","11","0","KITCHENETTE","874200","10000918","2"
"11-003B","11","0","OFFICE SERVICE","874200","10000918","2"
"11-003C","11","0","PVT LAVATORY","874200","10000918","2"
"11-003D","11","0","OFFICE","874200","10000918","2"
"11-003F","11","0","PRINT/DUP SHOP","874200","10000918","2"
"11-004","11","0","PRINT/DUP SHOP","874200","10000918","2"
"11-004A","11","0","OFFICE","874200","10000918","2"
"11-004B","11","0","OFFICE","874200","10000918","2"
"11-019","11","0","OFFICE SERVICE","874200","10000918","2"
"11-025","11","0","UTILITY/MECH RM","591000","10000853","0"
"11-029E","11","0","ELECTRIC CLOSET","591000","10000853","0"
"11-030","11","0","OFFICE","874200","10000918","2"
"11-032","11","0","PRINT/DUP SHOP","874200","10000918","2"
"11-032A","11","0","OFFICE SERVICE","874200","10000918","2"
"11-033A","11","0","UTILITY/MECH RM","591000","10000853","0"
"11-034","11","0","UTILITY/MECH RM","591000","10000853","0"
"11-100CC","11","1","CORRIDOR","591000","10000853","3"
"11-100E1","11","1","ELEVATOR","591000","10000853","3"
"11-100LA","11","1","LOBBY","591000","10000853","3"
