"CIP_WITH_VERSION_KEY","VERSION","PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","WAREHOUSE_LOAD_DATE"
"0304051990","1990","030405","LOGGING/TIMBER HARVESTING","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","FOREST PRODUCTION AND PROCESSING",09-JAN-02
"0304991990","1990","030499","FOREST PRODUCTION AND PROCESSING, OTHER","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","FOREST PRODUCTION AND PROCESSING",09-JAN-02
"0305011990","1990","030501","FORESTRY, GENERAL","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","FORESTRY AND RELATED SCIENCES",09-JAN-02
"0305021990","1990","030502","FORESTRY SCIENCES","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","FORESTRY AND RELATED SCIENCES",09-JAN-02
"0305061990","1990","030506","FOREST MANAGEMENT","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","FORESTRY AND RELATED SCIENCES",09-JAN-02
"0305091990","1990","030509","WOOD SCIENCE AND PULP/PAPER TECH.","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","FORESTRY AND RELATED SCIENCES",09-JAN-02
"0305991990","1990","030599","FORESTRY AND RELATED SCIENCES, OTHER","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","FORESTRY AND RELATED SCIENCES",09-JAN-02
"0306011990","1990","030601","WILDLIFE AND WILDLANDS MANAGEMENT","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0306","WILDLIFE AND WILDLANDS MANAGEMENT",09-JAN-02
"0399991990","1990","039999","CONSERVATION AND RENEWABLE NATURAL RESOURCES, OTHER","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0399","CONSERVATION AND RENEWABLE NATURAL RESOURCES, OTHER",09-JAN-02
"0402011990","1990","040201","ARCHITECTURE","04","ARCHITECTURE AND RELATED PROGRAMS","0402","ARCHITECTURE",09-JAN-02
"0403011990","1990","040301","CITY/URBAN, COMMUNITY AND REGIONAL PLANNING","04","ARCHITECTURE AND RELATED PROGRAMS","0403","CITY/URBAN, COMMUNITY AND REGIONAL PLANNING",09-JAN-02
"0404011990","1990","040401","ARCHITECTURAL ENVIRONMENTAL DESIGN","04","ARCHITECTURE AND RELATED PROGRAMS","0404","ARCHITECTURAL ENVIRONMENTAL DESIGN",09-JAN-02
"0405011990","1990","040501","INTERIOR ARCHITECTURE","04","ARCHITECTURE AND RELATED PROGRAMS","0405","INTERIOR ARCHITECTURE",09-JAN-02
"0406011990","1990","040601","LANDSCAPE ARCHITECTURE","04","ARCHITECTURE AND RELATED PROGRAMS","0406","LANDSCAPE ARCHITECTURE",09-JAN-02
"0407011990","1990","040701","ARCHITECTURAL URBAN DESIGN AND PLANNING","04","ARCHITECTURE AND RELATED PROGRAMS","0407","ARCHITECTURAL URBAN DESIGN AND PLANNING",09-JAN-02
"0499991990","1990","049999","ARCHITECTURE AND RELATED PROGRAMS, OTHER","04","ARCHITECTURE AND RELATED PROGRAMS","0499","ARCHITECTURE AND RELATED PROGRAMS, OTHER",09-JAN-02
"0501011990","1990","050101","AFRICAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501021990","1990","050102","AMERICAN STUDIES/CIVILIZATION","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501031990","1990","050103","ASIAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501041990","1990","050104","EAST ASIAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501051990","1990","050105","EASTERN EUROPEAN AREA STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501061990","1990","050106","EUROPEAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501071990","1990","050107","LATIN AMERICAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501081990","1990","050108","MIDDLE EASTERN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501091990","1990","050109","PACIFIC AREA STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501101990","1990","050110","RUSSIAN AND SLAVIC AREA STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501111990","1990","050111","SCANDINAVIAN AREA STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501121990","1990","050112","SOUTH ASIAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501131990","1990","050113","SOUTHEAST ASIAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501141990","1990","050114","WESTERN EUROPEAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501151990","1990","050115","CANADIAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0501991990","1990","050199","AREA STUDIES, OTHER","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","AREA STUDIES",09-JAN-02
"0502011990","1990","050201","AFRO-AMERICAN (BLACK) STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502021990","1990","050202","AMERICAN INDIAN/NATIVE AMERICAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502031990","1990","050203","HISPANIC-AMERICAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502041990","1990","050204","ISLAMIC STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502051990","1990","050205","JEWISH/JUDAIC STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502061990","1990","050206","ASIAN-AMERICAN STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502071990","1990","050207","WOMEN'S STUDIES","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0502991990","1990","050299","ETHNIC AND CULTURAL STUDIES, OTHER","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","ETHNIC AND CULTURAL STUDIES",09-JAN-02
"0599991990","1990","059999","AREA, ETHNIC AND CULTURAL STUDIES, OTHER","05","AREA, ETHNIC AND CULTURAL STUDIES","0599","AREA, ETHNIC AND CULTURAL STUDIES, OTHER",09-JAN-02
"0801011990","1990","080101","APPAREL AND ACCESSORIES MARKETING OPERATIONS, GENERAL","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0801","APPAREL AND ACCESSORIES MARKETING OPERATIONS",09-JAN-02
"0801021990","1990","080102","FASHION MERCHANDISING","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0801","APPAREL AND ACCESSORIES MARKETING OPERATIONS",09-JAN-02
"0801031990","1990","080103","FASHION MODELING","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0801","APPAREL AND ACCESSORIES MARKETING OPERATIONS",09-JAN-02
"0801991990","1990","080199","APPAREL AND ACCESSORIES MARKETING OPERATIONS, OTHER","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0801","APPAREL AND ACCESSORIES MARKETING OPERATIONS",09-JAN-02
"0802041990","1990","080204","BUSINESS SERVICES MARKETING OPERATIONS","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","BUSINESS AND PERSONAL SERVICES MARKETING OPERATIONS",09-JAN-02
"0802051990","1990","080205","PERSONAL SERVICES MARKETING OPERATIONS","08","MARKETING OPERATIONS/MARKETING AND DISTRIBUTION","0802","BUSINESS AND PERSONAL SERVICES MARKETING OPERATIONS",09-JAN-02
"1605032000","2000","160503","Danish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics",27-MAR-03
"1605042000","2000","160504","Dutch/Flemish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics",27-MAR-03
"1605052000","2000","160505","Norwegian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics",27-MAR-03
"1605062000","2000","160506","Swedish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics",27-MAR-03
"1605992000","2000","160599","Germanic Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics",27-MAR-03
"1606012000","2000","160601","Modern Greek Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1606","Modern Greek Language and Literature",27-MAR-03
"1607002000","2000","160700","South Asian Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607012000","2000","160701","Hindi Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607022000","2000","160702","Sanskrit and Classical Indian Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607042000","2000","160704","Bengali Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607052000","2000","160705","Panjabi Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607062000","2000","160706","Tamil Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607072000","2000","160707","Urdu Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1607992000","2000","160799","South Asian Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics",27-MAR-03
"1608012000","2000","160801","Iranian/Persian Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1608","Iranian/Persian Languages, Literatures, and Linguistics",27-MAR-03
"1609002000","2000","160900","Romance Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609012000","2000","160901","French Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609022000","2000","160902","Italian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609042000","2000","160904","Portuguese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609052000","2000","160905","Spanish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609062000","2000","160906","Romanian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609072000","2000","160907","Catalan Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1609992000","2000","160999","Romance Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics",27-MAR-03
"1610012000","2000","161001","American Indian/Native American Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1610","American Indian/Native American Languages, Literatures, and Linguistics",27-MAR-03
"1611002000","2000","161100","Semitic Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",27-MAR-03
"1611012000","2000","161101","Arabic Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",27-MAR-03
"1611022000","2000","161102","Hebrew Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",27-MAR-03
"1611032000","2000","161103","Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",27-MAR-03
"1611992000","2000","161199","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",27-MAR-03
"1612002000","2000","161200","Classics and Classical Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics",27-MAR-03
"1612022000","2000","161202","Ancient/Classical Greek Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics",27-MAR-03
"1612032000","2000","161203","Latin Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics",27-MAR-03
"1612992000","2000","161299","Classics and Classical Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics",27-MAR-03
"1613012000","2000","161301","Celtic Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1613","Celtic Languages, Literatures, and Linguistics",27-MAR-03
"1614002000","2000","161400","Southeast Asian Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614012000","2000","161401","Australian/Oceanic/Pacific Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614022000","2000","161402","Bahasa Indonesian/Bahasa Malay Languages and Literatures","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614032000","2000","161403","Burmese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614042000","2000","161404","Filipino/Tagalog Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614052000","2000","161405","Khmer/Cambodian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614062000","2000","161406","Lao/Laotian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1614072000","2000","161407","Thai Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics",27-MAR-03
"1313122010","2010","131312","Music Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313142010","2010","131314","Physical Education Teaching and Coaching","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313152010","2010","131315","Reading Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313162010","2010","131316","Science Teacher Education/General Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313172010","2010","131317","Social Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313182010","2010","131318","Social Studies Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313192010","2010","131319","Technical Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313202010","2010","131320","Trade and Industrial Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313212010","2010","131321","Computer Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313222010","2010","131322","Biology Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313232010","2010","131323","Chemistry Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313242010","2010","131324","Drama and Dance Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313252010","2010","131325","French Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313262010","2010","131326","German Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313272010","2010","131327","Health Occupations Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313282010","2010","131328","History Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313292010","2010","131329","Physics Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313302010","2010","131330","Spanish Language Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313312010","2010","131331","Speech Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313322010","2010","131332","Geography Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313332010","2010","131333","Latin Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313342010","2010","131334","School Librarian/School Library Media Specialist","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313352010","2010","131335","Psychology Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1313372010","2010","131337","Earth Science Teacher Education","13","EDUCATION","1313","Teacher Education and Professional Development, Specific Subject Areas",17-OCT-10
"1503032000","2000","150303","Electrical, Electronic and Communications Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1503","Electrical Engineering Technologies/Technicians",27-MAR-03
"1503042000","2000","150304","Laser and Optical Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1503","Electrical Engineering Technologies/Technicians",27-MAR-03
"1503052000","2000","150305","Telecommunications Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1503","Electrical Engineering Technologies/Technicians",27-MAR-03
"1503992000","2000","150399","Electrical and Electronic Engineering Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1503","Electrical Engineering Technologies/Technicians",27-MAR-03
"1504012000","2000","150401","Biomedical Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",27-MAR-03
"1504032000","2000","150403","Electromechanical Technology/Electromechanical Engineering Technology","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",27-MAR-03
"1504042000","2000","150404","Instrumentation Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",27-MAR-03
"1504052000","2000","150405","Robotics Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",27-MAR-03
"1504992000","2000","150499","Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1504","Electromechanical Instrumentation and Maintenance Technologies/Technicians",27-MAR-03
"1505012000","2000","150501","Heating, Air Conditioning and Refrigeration Technology/Technician (ACH/ACR/ACHR/HRAC/HVAC/AC Technology)","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505032000","2000","150503","Energy Management and Systems Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505052000","2000","150505","Solar Energy Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505062000","2000","150506","Water Quality and Wastewater Treatment Management and Recycling Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505072000","2000","150507","Environmental Engineering Technology/Environmental Technology","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505082000","2000","150508","Hazardous Materials Management and Waste Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1505992000","2000","150599","Environmental Control Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1505","Environmental Control Technologies/Technicians",27-MAR-03
"1506072000","2000","150607","Plastics Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1506","Industrial Production Technologies/Technicians",27-MAR-03
"1506112000","2000","150611","Metallurgical Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1506","Industrial Production Technologies/Technicians",27-MAR-03
"1506122000","2000","150612","Industrial Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1506","Industrial Production Technologies/Technicians",27-MAR-03
"1506132000","2000","150613","Manufacturing Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1506","Industrial Production Technologies/Technicians",27-MAR-03
"1506992000","2000","150699","Industrial Production Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1506","Industrial Production Technologies/Technicians",27-MAR-03
"1507012000","2000","150701","Occupational Safety and Health Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1507","Quality Control and Safety Technologies/Technicians",27-MAR-03
"1507022000","2000","150702","Quality Control Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1507","Quality Control and Safety Technologies/Technicians",27-MAR-03
"1507032000","2000","150703","Industrial Safety Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1507","Quality Control and Safety Technologies/Technicians",27-MAR-03
"1507042000","2000","150704","Hazardous Materials Information Systems Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1507","Quality Control and Safety Technologies/Technicians",27-MAR-03
"1507992000","2000","150799","Quality Control and Safety Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1507","Quality Control and Safety Technologies/Technicians",27-MAR-03
"1508012000","2000","150801","Aeronautical/Aerospace Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1508","Mechanical Engineering Related Technologies/Technicians",27-MAR-03
"1508032000","2000","150803","Automotive Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1508","Mechanical Engineering Related Technologies/Technicians",27-MAR-03
"1508052000","2000","150805","Mechanical Engineering/Mechanical Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1508","Mechanical Engineering Related Technologies/Technicians",27-MAR-03
"1508992000","2000","150899","Mechanical Engineering Related Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1508","Mechanical Engineering Related Technologies/Technicians",27-MAR-03
"1509012000","2000","150901","Mining Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1509","Mining and Petroleum Technologies/Technicians",27-MAR-03
"1509032000","2000","150903","Petroleum Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1509","Mining and Petroleum Technologies/Technicians",27-MAR-03
"1509992000","2000","150999","Mining and Petroleum Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1509","Mining and Petroleum Technologies/Technicians",27-MAR-03
"1510012000","2000","151001","Construction Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1510","Construction Engineering Technologies",27-MAR-03
"1511022000","2000","151102","Surveying Technology/Surveying","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1511","Engineering-Related Technologies",27-MAR-03
"1511032000","2000","151103","Hydraulics and Fluid Power Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1511","Engineering-Related Technologies",27-MAR-03
"1511992000","2000","151199","Engineering-Related Technologies, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1511","Engineering-Related Technologies",27-MAR-03
"1512012000","2000","151201","Computer Engineering Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1512","Computer Engineering Technologies/Technicians",27-MAR-03
"1512022000","2000","151202","Computer Technology/Computer Systems Technology","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1512","Computer Engineering Technologies/Technicians",27-MAR-03
"1512032000","2000","151203","Computer Hardware Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1512","Computer Engineering Technologies/Technicians",27-MAR-03
"1512042000","2000","151204","Computer Software Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1512","Computer Engineering Technologies/Technicians",27-MAR-03
"1512992000","2000","151299","Computer Engineering Technologies/Technicians, Other","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1512","Computer Engineering Technologies/Technicians",27-MAR-03
"1513012000","2000","151301","Drafting and Design Technology/Technician, General","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1513","Drafting/Design Engineering Technologies/Technicians",27-MAR-03
"1513022000","2000","151302","CAD/CADD Drafting and/or Design Technology/Technician","15","ENGINEERING TECHNOLOGIES/TECHNICIANS","1513","Drafting/Design Engineering Technologies/Technicians",27-MAR-03
