"LIBRARY_SUBJECT_OFFERED_KEY","TERM_CODE","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"1.7252012FA","2012FA","1","  1","Civil and Environmental Eng","1.725","1.725","1","  1","Civil and Environmental Eng","1.725","  1.725","Chemicals in the Environment","1","Civil and Environmental Eng","Engineering","Shanahan, Peter","900043681",12,28-OCT-24
"1.7252013FA","2013FA","1","  1","Civil and Environmental Eng","1.725","1.725","1","  1","Civil and Environmental Eng","1.725","  1.725","Chemicals in the Environment","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",15,28-OCT-24
"1.7252014FA","2014FA","1","  1","Civil and Environmental Eng","1.725","1.725","1","  1","Civil and Environmental Eng","1.725","  1.725","Chemicals in the Environment","1","Civil and Environmental Eng","Engineering","Langseth, David","993378628",19,28-OCT-24
"1.7312018FA","2018FA","1","  1","Civil and Environmental Eng","1.075","1.075","1","  1","Civil and Environmental Eng","1.731","  1.731","Water Resource Systems","1","Civil and Environmental Eng","Engineering","Mc Laughlin, Dennis","900026886",5,28-OCT-24
"1.7312019FA","2019FA","1","  1","Civil and Environmental Eng","1.075","1.075","1","  1","Civil and Environmental Eng","1.731","  1.731","Water Resource Systems","1","Civil and Environmental Eng","Engineering","Mc Laughlin, Dennis","900026886",6,28-OCT-24
"1.7312021SP","2021SP","1","  1","Civil and Environmental Eng","1.075","1.075","1","  1","Civil and Environmental Eng","1.731","  1.731","Water Resource Systems","1","Civil and Environmental Eng","Engineering","Mc Laughlin, Dennis","900026886",5,28-OCT-24
"1.752010FA","2010FA","1","  1","Civil and Environmental Eng","1.75","1.75","1","  1","Civil and Environmental Eng","1.75","  1.75","Limnology & Wetland Ecology","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",11,28-OCT-24
"1.752012FA","2012FA","1","  1","Civil and Environmental Eng","1.75","1.75","1","  1","Civil and Environmental Eng","1.75","  1.75","Limnology & Wetland Ecology","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",16,28-OCT-24
"1.752015FA","2015FA","1","  1","Civil and Environmental Eng","1.75","1.75","1","  1","Civil and Environmental Eng","1.75","  1.75","Limnology & Wetland Ecology","1","Civil and Environmental Eng","Engineering","Hemond, Harold","900015502",6,28-OCT-24
"1.762010SP","2010SP","1","  1","Civil and Environmental Eng","1.76","1.76","1","  1","Civil and Environmental Eng","1.76","  1.76","Aquatic Chemistry","1","Civil and Environmental Eng","Engineering","Seewald, Jeffrey","925432963",24,28-OCT-24
"1.762012SP","2012SP","1","  1","Civil and Environmental Eng","1.76","1.76","1","  1","Civil and Environmental Eng","1.76","  1.76","Aquatic Chemistry","1","Civil and Environmental Eng","Engineering","Seewald, Jeffrey","925432963",24,28-OCT-24
"1.762015FA","2015FA","1","  1","Civil and Environmental Eng","1.76","1.76","1","  1","Civil and Environmental Eng","1.76","  1.76","Aquatic Chemistry","1","Civil and Environmental Eng","Engineering","Kocar, Benjamin","910872421",14,28-OCT-24
"1.762016FA","2016FA","1","  1","Civil and Environmental Eng","1.76","1.76","1","  1","Civil and Environmental Eng","1.76","  1.76","Aquatic Chemistry","1","Civil and Environmental Eng","Engineering","Kocar, Benjamin","910872421",3,28-OCT-24
"1.772011SP","2011SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",10,28-OCT-24
"1.772012SP","2012SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",10,28-OCT-24
"1.772013SP","2013SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",16,28-OCT-24
"1.772014SP","2014SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",18,28-OCT-24
"1.772015SP","2015SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",11,28-OCT-24
"1.772016SP","2016SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",8,28-OCT-24
"1.772017SP","2017SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",8,28-OCT-24
"1.772018SP","2018SP","1","  1","Civil and Environmental Eng","1.77","1.77","1","  1","Civil and Environmental Eng","1.77","  1.77","Water Quality Control","1","Civil and Environmental Eng","Engineering","Adams, E","900028328",5,28-OCT-24
"1.782017FA","2017FA","1","  1","Civil and Environmental Eng","1.078","1.078","1","  1","Civil and Environmental Eng","1.78","  1.78","Intro to Soil Science","1","Civil and Environmental Eng","Engineering","","",6,28-OCT-24
"1.792019SP","2019SP","1","  1","Civil and Environmental Eng","1.079","1.079","1","  1","Civil and Environmental Eng","1.79","  1.79","Visual of Flow: Pourous Media","1","Civil and Environmental Eng","Engineering","Juanes, Ruben","922303500",1,28-OCT-24
"1.8012013FA","2013FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",9,28-OCT-24
"1.8012014FA","2014FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",3,28-OCT-24
"1.8012015FA","2015FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",8,28-OCT-24
"1.8012018FA","2018FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.060","IDS.060","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",4,28-OCT-24
"1.8012019FA","2019FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.060","IDS.060","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",4,28-OCT-24
"1.8012020SP","2020SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.060","IDS.060","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",1,28-OCT-24
"1.8012021SP","2021SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.060","IDS.060","1","  1","Civil and Environmental Eng","1.801","  1.801","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",5,28-OCT-24
"1.8022011SP","2011SP","1","  1","Civil and Environmental Eng","1.802","1.802","1","  1","Civil and Environmental Eng","1.802","  1.802","Regulatn of Chem, Rad, Biotech","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",2,28-OCT-24
"1.8112013FA","2013FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",4,28-OCT-24
"1.8112014FA","2014FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",7,28-OCT-24
"1.8112015FA","2015FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",7,28-OCT-24
"1.8112016FA","2016FA","1","  1","Civil and Environmental Eng","1.801","1.801","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",5,28-OCT-24
"1.8112018FA","2018FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.540","IDS.540","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",10,28-OCT-24
"1.8112019FA","2019FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.540","IDS.540","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",2,28-OCT-24
"1.8112020SP","2020SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.540","IDS.540","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",2,28-OCT-24
"1.8112021SP","2021SP","IDS","IDS","Inst for Data, Syst, & Soc","IDS.540","IDS.540","1","  1","Civil and Environmental Eng","1.811","  1.811","Environmental Law: Pollution","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",3,28-OCT-24
"1.8122011SP","2011SP","1","  1","Civil and Environmental Eng","1.802","1.802","1","  1","Civil and Environmental Eng","1.812","  1.812","Regulatn of Chem, Rad, Biotech","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",0,28-OCT-24
"1.8122016SP","2016SP","1","  1","Civil and Environmental Eng","1.802","1.802","1","  1","Civil and Environmental Eng","1.812","  1.812","Regulatn of Chem, Rad, Biotech","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",0,28-OCT-24
"1.8132011FA","2011FA","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Sustainability, Trade, & Envir","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",1,28-OCT-24
"1.8132012SP","2012SP","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Sustainability, Trade, & Envir","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",2,28-OCT-24
"1.8132013FA","2013FA","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Sustainability, Trade, & Envir","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",3,28-OCT-24
"1.8132014FA","2014FA","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",2,28-OCT-24
"1.8132015FA","2015FA","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",5,28-OCT-24
"1.8132016FA","2016FA","ESD","ESD","Engineering Systems Division","ESD.137","ESD.137","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",1,28-OCT-24
"1.8132018FA","2018FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.437","IDS.437","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",5,28-OCT-24
"1.8132019FA","2019FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.437","IDS.437","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",9,28-OCT-24
"1.8132020FA","2020FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.437","IDS.437","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",4,28-OCT-24
"1.8132021FA","2021FA","IDS","IDS","Inst for Data, Syst, & Soc","IDS.437","IDS.437","1","  1","Civil and Environmental Eng","1.813","  1.813","Tech, Glblztn, & Sustain Dev","1","Civil and Environmental Eng","Engineering","Ashford, Nicholas","900026978",7,28-OCT-24
"1.8182011FA","2011FA","22"," 22","Nuclear Engineering","22.811","22.811","1","  1","Civil and Environmental Eng","1.818","  1.818","Sustainable Energy","1","Civil and Environmental Eng","Engineering","Golay, Michael","900022942",6,28-OCT-24
"1.8182016FA","2016FA","22"," 22","Nuclear Engineering","22.811","22.811","1","  1","Civil and Environmental Eng","1.818","  1.818","Sustainable Energy","1","Civil and Environmental Eng","Engineering","Golay, Michael","900022942",4,28-OCT-24
"1.8182018FA","2018FA","22"," 22","Nuclear Engineering","22.811","22.811","1","  1","Civil and Environmental Eng","1.818","  1.818","Sustainable Energy","1","Civil and Environmental Eng","Engineering","Golay, Michael","900022942",7,28-OCT-24
"1.8182019FA","2019FA","22"," 22","Nuclear Engineering","22.811","22.811","1","  1","Civil and Environmental Eng","1.818","  1.818","Sustainable Energy","1","Civil and Environmental Eng","Engineering","Golay, Michael","900022942",7,28-OCT-24
"1.8182020FA","2020FA","22"," 22","Nuclear Engineering","22.811","22.811","1","  1","Civil and Environmental Eng","1.818","  1.818","Sustainable Energy","1","Civil and Environmental Eng","Engineering","Golay, Michael","900022942",8,28-OCT-24
"1.832009FA","2009FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",1,28-OCT-24
"1.832010FA","2010FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",8,28-OCT-24
"1.832011FA","2011FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",1,28-OCT-24
"1.832012FA","2012FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",15,28-OCT-24
"1.832014FA","2014FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",14,28-OCT-24
"1.832015FA","2015FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",6,28-OCT-24
"1.832016FA","2016FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",6,28-OCT-24
"1.832017FA","2017FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",8,28-OCT-24
"1.832018FA","2018FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",4,28-OCT-24
"1.832019FA","2019FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.83","  1.83","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",9,28-OCT-24
"1.8312011FA","2011FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",4,28-OCT-24
"1.8312014FA","2014FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",3,28-OCT-24
"1.8312015FA","2015FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",3,28-OCT-24
"1.8312016FA","2016FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",0,28-OCT-24
"1.8312018FA","2018FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",2,28-OCT-24
"1.8312019FA","2019FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",1,28-OCT-24
"1.8312021FA","2021FA","1","  1","Civil and Environmental Eng","1.83","1.83","1","  1","Civil and Environmental Eng","1.831","  1.831","Environmental Organic Chem","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",1,28-OCT-24
"1.842012FA","2012FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",0,28-OCT-24
"1.842013FA","2013FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",7,28-OCT-24
"1.842014FA","2014FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",2,28-OCT-24
"1.842016FA","2016FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",5,28-OCT-24
"1.842018FA","2018FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",6,28-OCT-24
"1.842020FA","2020FA","1","  1","Civil and Environmental Eng","1.84","1.84","1","  1","Civil and Environmental Eng","1.84","  1.84","Atmospheric Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",5,28-OCT-24
"1.8422016SP","2016SP","12"," 12","Earth, Atmos, & Planetary Sci","12.814","12.814","1","  1","Civil and Environmental Eng","1.842","  1.842","Aerosol Cloud Microphys & Chem","1","Civil and Environmental Eng","Engineering","Cziczo, Daniel James","923143940",4,28-OCT-24
"1.8422017SP","2017SP","12"," 12","Earth, Atmos, & Planetary Sci","12.814","12.814","1","  1","Civil and Environmental Eng","1.842","  1.842","Aerosol Cloud Microphys & Chem","1","Civil and Environmental Eng","Engineering","Cziczo, Daniel James","923143940",2,28-OCT-24
"1.8422018SP","2018SP","12"," 12","Earth, Atmos, & Planetary Sci","12.814","12.814","1","  1","Civil and Environmental Eng","1.842","  1.842","Aerosol Cloud Microphys & Chem","1","Civil and Environmental Eng","Engineering","Cziczo, Daniel James","923143940",2,28-OCT-24
"1.852010FA","2010FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",7,28-OCT-24
"1.852011FA","2011FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",11,28-OCT-24
"1.852012FA","2012FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",11,28-OCT-24
"1.852013FA","2013FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",14,28-OCT-24
"1.852014FA","2014FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",17,28-OCT-24
"1.852015FA","2015FA","1","  1","Civil and Environmental Eng","1.85","1.85","1","  1","Civil and Environmental Eng","1.85","  1.85","Wastewater Treatment Engr","1","Civil and Environmental Eng","Engineering","Sung, Windsor","989278315",11,28-OCT-24
"1.8512012SP","2012SP","1","  1","Civil and Environmental Eng","1.851","1.851","1","  1","Civil and Environmental Eng","1.851","  1.851","Infrastructure: Dev Countries","1","Civil and Environmental Eng","Engineering","Murcott, Susan","900016467",7,28-OCT-24
"1.8512013SP","2013SP","1","  1","Civil and Environmental Eng","1.851","1.851","1","  1","Civil and Environmental Eng","1.851","  1.851","Infrastructure: Dev Countries","1","Civil and Environmental Eng","Engineering","Murcott, Susan","900016467",14,28-OCT-24
"1.862016FA","2016FA","7","  7","Biology","7.492","7.492","1","  1","Civil and Environmental Eng","1.86","  1.86","Meth& Problems in Microbiology","1","Civil and Environmental Eng","Engineering","Whang, Bonnie Lee","900036574",0,28-OCT-24
"1.862018FA","2018FA","7","  7","Biology","7.492","7.492","1","  1","Civil and Environmental Eng","1.86","  1.86","Meth& Problems in Microbiology","1","Civil and Environmental Eng","Engineering","Laub, Michael","924077049",0,28-OCT-24
"1.862019FA","2019FA","7","  7","Biology","7.492","7.492","1","  1","Civil and Environmental Eng","1.86","  1.86","Meth& Problems in Microbiology","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",0,28-OCT-24
"1.862020FA","2020FA","7","  7","Biology","7.492","7.492","1","  1","Civil and Environmental Eng","1.86","  1.86","Meth& Problems in Microbiology","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",0,28-OCT-24
"1.862021FA","2021FA","7","  7","Biology","7.492","7.492","1","  1","Civil and Environmental Eng","1.86","  1.86","Meth& Problems in Microbiology","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",1,28-OCT-24
"1.872016FA","2016FA","7","  7","Biology","7.493","7.493","1","  1","Civil and Environmental Eng","1.87","  1.87","Microbial Genetics and Evol","1","Civil and Environmental Eng","Engineering","Whang, Bonnie Lee","900036574",2,28-OCT-24
"1.872018FA","2018FA","7","  7","Biology","7.493","7.493","1","  1","Civil and Environmental Eng","1.87","  1.87","Microbial Genetics and Evol","1","Civil and Environmental Eng","Engineering","Grossman, Alan","900015811",1,28-OCT-24
"1.872019FA","2019FA","7","  7","Biology","7.493","7.493","1","  1","Civil and Environmental Eng","1.87","  1.87","Microbial Genetics and Evol","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",2,28-OCT-24
"1.872020FA","2020FA","7","  7","Biology","7.493","7.493","1","  1","Civil and Environmental Eng","1.87","  1.87","Microbial Genetics and Evol","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",3,28-OCT-24
"1.872021FA","2021FA","7","  7","Biology","7.493","7.493","1","  1","Civil and Environmental Eng","1.87","  1.87","Microbial Genetics and Evol","1","Civil and Environmental Eng","Engineering","Carota, Jacqueline","927552615",1,28-OCT-24
"1.8732018SP","2018SP","1","  1","Civil and Environmental Eng","1.087","1.087","1","  1","Civil and Environmental Eng","1.873","  1.873","Fund of Network & Comm Ecology","1","Civil and Environmental Eng","Engineering","Saavedra Sanchez, Serguei","920230990",4,28-OCT-24
"1.8732019SP","2019SP","1","  1","Civil and Environmental Eng","1.087","1.087","1","  1","Civil and Environmental Eng","1.873","  1.873","Ecological Dynamics & Modeling","1","Civil and Environmental Eng","Engineering","Saavedra Sanchez, Serguei","920230990",5,28-OCT-24
"1.8812021SP","2021SP","1","  1","Civil and Environmental Eng","1.088","1.088","1","  1","Civil and Environmental Eng","1.881","  1.881","Genomics and Evolution","1","Civil and Environmental Eng","Engineering","Lieberman, Tami","929466154",1,28-OCT-24
"1.892014FA","2014FA","1","  1","Civil and Environmental Eng","1.089","1.089","1","  1","Civil and Environmental Eng","1.89","  1.89","Environmental Microbiology","1","Civil and Environmental Eng","Engineering","Thompson, Janelle","921703313",11,28-OCT-24
"1.892017SP","2017SP","1","  1","Civil and Environmental Eng","1.089","1.089","1","  1","Civil and Environmental Eng","1.89","  1.89","Environmental Microbiology","1","Civil and Environmental Eng","Engineering","Polz, Martin","900043378",7,28-OCT-24
"1.892018SP","2018SP","1","  1","Civil and Environmental Eng","1.089","1.089","1","  1","Civil and Environmental Eng","1.89","  1.89","Environmental Microbiology","1","Civil and Environmental Eng","Engineering","Polz, Martin","900043378",4,28-OCT-24
"1.892019SP","2019SP","1","  1","Civil and Environmental Eng","1.089","1.089","1","  1","Civil and Environmental Eng","1.89","  1.89","Earth's Microbiomes","1","Civil and Environmental Eng","Engineering","Polz, Martin","900043378",7,28-OCT-24
"1.952016FA","2016FA","5","  5","Chemistry","5.95","5.95","1","  1","Civil and Environmental Eng","1.95","  1.95","Teach College-Level Sci & Engr","1","Civil and Environmental Eng","Engineering","Rankin, Janet","955655583",2,28-OCT-24
"1.952018FA","2018FA","5","  5","Chemistry","5.95","5.95","1","  1","Civil and Environmental Eng","1.95","  1.95","Teach College-Level Sci & Engr","1","Civil and Environmental Eng","Engineering","Rankin, Janet","955655583",1,28-OCT-24
"1.9642008SP","2008SP","1","  1","Civil and Environmental Eng","1.964","1.964","1","  1","Civil and Environmental Eng","1.964","  1.964","Sp Grad Stud: Civil & Env Eng","1","Civil and Environmental Eng","Engineering","Murga, Mikel","900055347",7,28-OCT-24
"1.EPE2015SP","2015SP","2","  2","Mechanical Engineering","2.EPE","2.EPE","1","  1","Civil and Environmental Eng","1.EPE","  1.EPE","UPOP Engineer Practice Exp","1","Civil and Environmental Eng","Engineering","Leary, Sharon","922857211",0,28-OCT-24
"1.EPE2016FA","2016FA","2","  2","Mechanical Engineering","2.EPE","2.EPE","1","  1","Civil and Environmental Eng","1.EPE","  1.EPE","UPOP Engineer Practice Exp","1","Civil and Environmental Eng","Engineering","Crim, Justin","917118581",0,28-OCT-24
"1.EPE2018SP","2018SP","2","  2","Mechanical Engineering","2.EPE","2.EPE","1","  1","Civil and Environmental Eng","1.EPE","  1.EPE","UPOP Engineer Practice Exp","1","Civil and Environmental Eng","Engineering","Crim, Justin","917118581",0,28-OCT-24
